[2025-02-03 15:03:39.996615] [0x0000007f988c6010] [MocapTag] [0x000071d2] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 15:03:44.606413] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1475] , 5.60246, -0.00263434, -0.18884, -0.150701, -0.99966, 0.00686478, 0.0114008, 0.0224283, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.609215] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1476] , 5.60246, -0.00263434, -0.18884, -0.150701, -0.99966, 0.00686478, 0.0114008, 0.0224283, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.611806] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1477] , 5.60246, -0.00278009, -0.188851, -0.150697, -0.999665, 0.00674293, 0.0106709, 0.0225751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.616641] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1478] , 5.61244, -0.00278009, -0.188851, -0.150697, -0.999665, 0.00674293, 0.0106709, 0.0225751, -0.0145749, 0, 0, 0, -0.145605, 0, 
[2025-02-03 15:03:44.619313] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1479] , 5.61244, -0.00278009, -0.188851, -0.150697, -0.999665, 0.00674293, 0.0106709, 0.0225751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.622048] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1480] , 5.61244, -0.00240895, -0.188936, -0.150815, -0.999653, 0.00709084, 0.0105285, 0.0230617, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.625050] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1481] , 5.62245, -0.00240895, -0.188936, -0.150815, -0.999653, 0.00709084, 0.0105285, 0.0230617, 0.0371133, -0.0084931, -0.0118326, -0.0699282, 0, 0.097866, 
[2025-02-03 15:03:44.627826] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1482] , 5.62245, -0.00240895, -0.188936, -0.150815, -0.999653, 0.00709084, 0.0105285, 0.0230617, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.632600] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1483] , 5.62245, -0.00276628, -0.188916, -0.150631, -0.999661, 0.00675994, 0.0109609, 0.0226371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.635708] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1484] , 5.63244, -0.00276628, -0.188916, -0.150631, -0.999661, 0.00675994, 0.0109609, 0.0226371, -0.035733, 0, 0.0183941, 0.0650644, 0.0885801, -0.0849918, 
[2025-02-03 15:03:44.639194] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1485] , 5.63244, -0.00276628, -0.188916, -0.150631, -0.999661, 0.00675994, 0.0109609, 0.0226371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.641178] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1486] , 5.63244, -0.00284677, -0.188987, -0.150599, -0.999655, 0.00762605, 0.00908204, 0.0234545, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.645169] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1487] , 5.64244, -0.00284677, -0.188987, -0.150599, -0.999655, 0.00762605, 0.00908204, 0.0234545, -0.0080489, -0.00703764, 0.00317221, -0.166059, -0.380892, 0.16229, 
[2025-02-03 15:03:44.649180] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1488] , 5.64244, -0.00284677, -0.188987, -0.150599, -0.999655, 0.00762605, 0.00908204, 0.0234545, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.651963] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1489] , 5.64244, -0.00276425, -0.188824, -0.150733, -0.999671, 0.00665305, 0.0109068, 0.0222621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.655040] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1490] , 5.65243, -0.00276425, -0.188824, -0.150733, -0.999671, 0.00665305, 0.0109068, 0.0222621, 0.00825213, 0.016298, -0.0133702, 0.188494, 0.371083, -0.237626, 
[2025-02-03 15:03:44.657696] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1491] , 5.65243, -0.00276425, -0.188824, -0.150733, -0.999671, 0.00665305, 0.0109068, 0.0222621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.660293] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1492] , 5.65243, -0.00278994, -0.188854, -0.150668, -0.999667, 0.00669967, 0.0105522, 0.0225779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.663881] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1493] , 5.66244, -0.00278994, -0.188854, -0.150668, -0.999667, 0.00669967, 0.0105522, 0.0225779, -0.00256892, -0.00304916, 0.00655204, 0, -0.0715466, 0.0627667, 
[2025-02-03 15:03:44.666461] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1494] , 5.66244, -0.00278994, -0.188854, -0.150668, -0.999667, 0.00669967, 0.0105522, 0.0225779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.669283] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1495] , 5.66244, -0.00278994, -0.188854, -0.150668, -0.999667, 0.00669967, 0.0105522, 0.0225779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.671951] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1496] , 5.66244, -0.0024614, -0.188957, -0.150719, -0.999644, 0.00696767, 0.0104154, 0.0235377, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.674797] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1497] , 5.67243, -0.0024614, -0.188957, -0.150719, -0.999644, 0.00696767, 0.0104154, 0.0235377, 0.0328542, -0.0103023, -0.00519029, -0.0549316, 0, 0.19237, 
[2025-02-03 15:03:44.680177] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1498] , 5.67243, -0.0024614, -0.188957, -0.150719, -0.999644, 0.00696767, 0.0104154, 0.0235377, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.682016] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1499] , 5.67243, -0.00278908, -0.188878, -0.15065, -0.999662, 0.00679685, 0.0108494, 0.0226242, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.685169] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1500] , 5.68244, -0.00278908, -0.188878, -0.15065, -0.999662, 0.00679685, 0.0108494, 0.0226242, -0.0327681, 0.0079489, 0.00698731, 0, 0.0888735, -0.182464, 
[2025-02-03 15:03:44.687845] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1501] , 5.68244, -0.00278908, -0.188878, -0.15065, -0.999662, 0.00679685, 0.0108494, 0.0226242, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.690537] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1502] , 5.68244, -0.00296878, -0.189009, -0.150832, -0.99965, 0.00829683, 0.00907446, 0.0234061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.694655] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1503] , 5.69244, -0.00296878, -0.189009, -0.150832, -0.99965, 0.00829683, 0.00907446, 0.0234061, -0.0179702, -0.0131587, -0.0182874, -0.293231, -0.363039, 0.156451, 
[2025-02-03 15:03:44.697975] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1504] , 5.69244, -0.00296878, -0.189009, -0.150832, -0.99965, 0.00829683, 0.00907446, 0.0234061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.700021] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1505] , 5.69244, -0.00276107, -0.188873, -0.150866, -0.999677, 0.00655264, 0.00969478, 0.0225667, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.702938] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1506] , 5.70244, -0.00276107, -0.188873, -0.150866, -0.999677, 0.00655264, 0.00969478, 0.0225667, 0.0207714, 0.0135837, -0.0033431, 0.347471, 0.133359, -0.170145, 
[2025-02-03 15:03:44.705699] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1507] , 5.70244, -0.00276107, -0.188873, -0.150866, -0.999677, 0.00655264, 0.00969478, 0.0225667, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.710461] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1508] , 5.70244, -0.00276107, -0.188873, -0.150866, -0.999677, 0.00655264, 0.00969478, 0.0225667, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.712411] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1509] , 5.70244, -0.00267187, -0.188835, -0.150702, -0.999666, 0.00671481, 0.0111533, 0.0223191, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.715385] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1510] , 5.71245, -0.00267187, -0.188835, -0.150702, -0.999666, 0.00671481, 0.0111533, 0.0223191, 0.00891967, 0.00383608, 0.0163976, -0.0385523, 0.291245, -0.0470731, 
[2025-02-03 15:03:44.725382] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1511] , 5.72245, -0.00267187, -0.188835, -0.150702, -0.999666, 0.00671481, 0.0111533, 0.0223191, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.728113] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1512] , 5.72245, -0.00289047, -0.188825, -0.150791, -0.999671, 0.00705955, 0.0105023, 0.0223172, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.728746] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1513] , 5.72245, -0.00289047, -0.188825, -0.150791, -0.999671, 0.00705955, 0.0105023, 0.0223172, -0.0218599, 0, -0.00889068, -0.0659943, -0.131701, 0, 
[2025-02-03 15:03:44.729283] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1514] , 5.72245, -0.00289047, -0.188825, -0.150791, -0.999671, 0.00705955, 0.0105023, 0.0223172, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.731009] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1515] , 5.72245, -0.00282508, -0.188728, -0.150764, -0.999675, 0.00662684, 0.010129, 0.0224288, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.733953] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1516] , 5.73243, -0.00282508, -0.188728, -0.150764, -0.999675, 0.00662684, 0.010129, 0.0224288, 0.00653937, 0.00969349, 0.00267571, 0.0880003, -0.0728631, 0, 
[2025-02-03 15:03:44.736698] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1517] , 5.73243, -0.00282508, -0.188728, -0.150764, -0.999675, 0.00662684, 0.010129, 0.0224288, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.740656] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1518] , 5.73243, -0.00282508, -0.188728, -0.150764, -0.999675, 0.00662684, 0.010129, 0.0224288, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.743368] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1519] , 5.74244, -0.00277873, -0.188875, -0.150705, -0.999666, 0.00672025, 0.0106514, 0.0225588, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.747606] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1520] , 5.74244, -0.00277873, -0.188875, -0.150705, -0.999666, 0.00672025, 0.0106514, 0.0225588, 0.00463465, -0.0146699, 0.0058966, 0, 0.103856, 0, 
[2025-02-03 15:03:44.749035] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1521] , 5.74244, -0.00277873, -0.188875, -0.150705, -0.999666, 0.00672025, 0.0106514, 0.0225588, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.753032] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1522] , 5.75243, -0.00262067, -0.189017, -0.150778, -0.999656, 0.00689911, 0.0105219, 0.0230061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.755560] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1523] , 5.75243, -0.00262067, -0.189017, -0.150778, -0.999656, 0.00689911, 0.0105219, 0.0230061, 0.0158063, -0.0141906, -0.00728772, -0.0361204, 0, 0.0896763, 
[2025-02-03 15:03:44.758397] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1524] , 5.75243, -0.00262067, -0.189017, -0.150778, -0.999656, 0.00689911, 0.0105219, 0.0230061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.761268] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1525] , 5.75243, -0.00293763, -0.188697, -0.150293, -0.999658, 0.00743887, 0.00965994, 0.0231533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.763957] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1526] , 5.76244, -0.00293763, -0.188697, -0.150293, -0.999658, 0.00743887, 0.00965994, 0.0231533, -0.0316959, 0.0319576, 0.0484697, -0.104213, -0.17506, 0, 
[2025-02-03 15:03:44.766585] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1527] , 5.76244, -0.00293763, -0.188697, -0.150293, -0.999658, 0.00743887, 0.00965994, 0.0231533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.770659] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1528] , 5.76244, -0.00293763, -0.188697, -0.150293, -0.999658, 0.00743887, 0.00965994, 0.0231533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.773506] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1529] , 5.77242, -0.0026024, -0.189118, -0.150806, -0.999654, 0.00700767, 0.0106392, 0.0230345, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.776342] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1530] , 5.77242, -0.0026024, -0.189118, -0.150806, -0.999654, 0.00700767, 0.0106392, 0.0230345, 0.0335231, -0.0420744, -0.0512549, 0.0818968, 0.197975, 0, 
[2025-02-03 15:03:44.779564] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1531] , 5.77242, -0.0026024, -0.189118, -0.150806, -0.999654, 0.00700767, 0.0106392, 0.0230345, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.781522] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1532] , 5.77242, -0.00285352, -0.1888, -0.150724, -0.999667, 0.00684907, 0.0107917, 0.0224027, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.786455] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1533] , 5.78242, -0.00285352, -0.1888, -0.150724, -0.999667, 0.00684907, 0.0107917, 0.0224027, -0.0251124, 0.0318017, 0.00816814, 0, 0, -0.1265, 
[2025-02-03 15:03:44.789333] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1534] , 5.78242, -0.00285352, -0.1888, -0.150724, -0.999667, 0.00684907, 0.0107917, 0.0224027, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.792032] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1535] , 5.78242, -0.00279811, -0.188821, -0.15067, -0.999667, 0.0067155, 0.010582, 0.022572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.795023] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1536] , 5.79244, -0.00279811, -0.188821, -0.15067, -0.999667, 0.0067155, 0.010582, 0.022572, 0.00554106, -0.00213138, 0.00537318, 0, -0.0415664, 0, 
[2025-02-03 15:03:44.797687] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1537] , 5.79244, -0.00279811, -0.188821, -0.15067, -0.999667, 0.0067155, 0.010582, 0.022572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.801596] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1538] , 5.79244, -0.00225555, -0.188944, -0.150598, -0.999628, 0.00678053, 0.0105795, 0.0242086, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.804581] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1539] , 5.80244, -0.00225555, -0.188944, -0.150598, -0.999628, 0.00678053, 0.0105795, 0.0242086, 0.0542554, -0.0122894, 0.00722747, 0, 0, 0.32758, 
[2025-02-03 15:03:44.808079] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1540] , 5.80244, -0.00225555, -0.188944, -0.150598, -0.999628, 0.00678053, 0.0105795, 0.0242086, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.809769] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1541] , 5.80244, -0.00260282, -0.188901, -0.150745, -0.999668, 0.00652879, 0.0114895, 0.0221199, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.812742] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1542] , 5.80244, -0.00260282, -0.188901, -0.150745, -0.999668, 0.00652879, 0.0114895, 0.0221199, -0.0347269, 0.00432082, -0.0146654, 0.0506401, 0.186014, -0.417108, 
[2025-02-03 15:03:44.816462] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1543] , 5.81244, -0.00260282, -0.188901, -0.150745, -0.999668, 0.00652879, 0.0114895, 0.0221199, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.819326] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1544] , 5.81244, -0.00260282, -0.188901, -0.150745, -0.999668, 0.00652879, 0.0114895, 0.0221199, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.822985] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1545] , 5.82244, -0.0028323, -0.189142, -0.15094, -0.999664, 0.00713967, 0.00999462, 0.0228187, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.825069] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1546] , 5.82244, -0.0028323, -0.189142, -0.15094, -0.999664, 0.00713967, 0.00999462, 0.0228187, -0.0229475, -0.0240697, -0.0195286, -0.116873, -0.302654, 0.138846, 
[2025-02-03 15:03:44.827849] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1547] , 5.82244, -0.0028323, -0.189142, -0.15094, -0.999664, 0.00713967, 0.00999462, 0.0228187, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.834897] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1548] , 5.83245, -0.0025529, -0.188997, -0.150841, -0.999671, 0.00653718, 0.0106343, 0.022405, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.835464] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1549] , 5.83245, -0.0025529, -0.188997, -0.150841, -0.999671, 0.00653718, 0.0106343, 0.022405, 0.0279398, 0.0144606, 0.00988221, 0.118423, 0.131217, -0.0830278, 
[2025-02-03 15:03:44.838013] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1550] , 5.83245, -0.0025529, -0.188997, -0.150841, -0.999671, 0.00653718, 0.0106343, 0.022405, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.840541] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1551] , 5.83245, -0.00279529, -0.188885, -0.150705, -0.999665, 0.00675539, 0.0106382, 0.0226012, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.845331] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1552] , 5.84245, -0.00279529, -0.188885, -0.150705, -0.999665, 0.00675539, 0.0106382, 0.0226012, -0.0242394, 0.0112098, 0.0136165, -0.0440598, 0, 0.0397284, 
[2025-02-03 15:03:44.848212] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1553] , 5.84245, -0.00279529, -0.188885, -0.150705, -0.999665, 0.00675539, 0.0106382, 0.0226012, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.853782] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1554] , 5.85244, -0.00228455, -0.189004, -0.150691, -0.999635, 0.00685009, 0.0107947, 0.0238102, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.854384] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1555] , 5.85244, -0.00228455, -0.189004, -0.150691, -0.999635, 0.00685009, 0.0107947, 0.0238102, 0.0510747, -0.0118824, 0, 0, 0, 0.242317, 
[2025-02-03 15:03:44.856576] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1556] , 5.85244, -0.00228455, -0.189004, -0.150691, -0.999635, 0.00685009, 0.0107947, 0.0238102, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.859160] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1557] , 5.85244, -0.00228455, -0.189004, -0.150691, -0.999635, 0.00685009, 0.0107947, 0.0238102, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.862538] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1558] , 5.85244, -0.00251097, -0.188849, -0.15073, -0.99967, 0.00674102, 0.0105155, 0.0224491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.865274] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1559] , 5.86245, -0.00251097, -0.188849, -0.15073, -0.99967, 0.00674102, 0.0105155, 0.0224491, -0.0226421, 0.0155007, -0.00384284, 0, -0.0533914, -0.272969, 
[2025-02-03 15:03:44.868652] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1560] , 5.86245, -0.00251097, -0.188849, -0.15073, -0.99967, 0.00674102, 0.0105155, 0.0224491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.871442] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1561] , 5.86245, -0.00269539, -0.188998, -0.15081, -0.999659, 0.00698366, 0.0105661, 0.0228221, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.874337] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1562] , 5.87245, -0.00269539, -0.188998, -0.15081, -0.999659, 0.00698366, 0.0105661, 0.0228221, -0.0184419, -0.0148852, -0.0080251, -0.0495434, 0, 0.0752009, 
[2025-02-03 15:03:44.878495] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1563] , 5.87245, -0.00269539, -0.188998, -0.15081, -0.999659, 0.00698366, 0.0105661, 0.0228221, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.881033] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1564] , 5.87245, -0.00285017, -0.188601, -0.150547, -0.999663, 0.00738279, 0.00792353, 0.0235944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.884252] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1565] , 5.88244, -0.00285017, -0.188601, -0.150547, -0.999663, 0.00738279, 0.00792353, 0.0235944, -0.0154786, 0.0397143, 0.0262783, -0.0688314, -0.531377, 0.151108, 
[2025-02-03 15:03:44.887042] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1566] , 5.88244, -0.00285017, -0.188601, -0.150547, -0.999663, 0.00738279, 0.00792353, 0.0235944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.889846] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1567] , 5.88244, -0.00278621, -0.188868, -0.150634, -0.99966, 0.00684076, 0.0109927, 0.0226306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.894493] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1568] , 5.89243, -0.00278621, -0.188868, -0.150634, -0.99966, 0.00684076, 0.0109927, 0.0226306, 0.00639611, -0.0267257, -0.00870832, 0.0958681, 0.6176, -0.18907, 
[2025-02-03 15:03:44.897475] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1569] , 5.89243, -0.00278621, -0.188868, -0.150634, -0.99966, 0.00684076, 0.0109927, 0.0226306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.899927] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1570] , 5.89243, -0.00265918, -0.189128, -0.150854, -0.999654, 0.00713989, 0.0105922, 0.0229909, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.903044] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1571] , 5.90246, -0.00265918, -0.189128, -0.150854, -0.999654, 0.00713989, 0.0105922, 0.0229909, 0.0127029, -0.0260562, -0.0219708, -0.0587463, -0.081964, 0.0720993, 
[2025-02-03 15:03:44.906835] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1572] , 5.90246, -0.00265918, -0.189128, -0.150854, -0.999654, 0.00713989, 0.0105922, 0.0229909, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.910351] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1573] , 5.90246, -0.00265918, -0.189128, -0.150854, -0.999654, 0.00713989, 0.0105922, 0.0229909, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.913004] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1574] , 5.91244, -0.00279786, -0.18899, -0.150877, -0.999662, 0.00706318, 0.010858, 0.0225348, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.916064] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1575] , 5.91244, -0.00279786, -0.18899, -0.150877, -0.999662, 0.00706318, 0.010858, 0.0225348, -0.0138678, 0.0138312, -0.00228603, 0, 0.0541741, -0.0909835, 
[2025-02-03 15:03:44.919089] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1576] , 5.91244, -0.00279786, -0.18899, -0.150877, -0.999662, 0.00706318, 0.010858, 0.0225348, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.921703] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1577] , 5.91244, -0.00279342, -0.188866, -0.150686, -0.999667, 0.00668307, 0.0105911, 0.0225686, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.926478] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1578] , 5.92244, -0.00279342, -0.188866, -0.150686, -0.999667, 0.00668307, 0.0105911, 0.0225686, 0, 0.012392, 0.0191075, 0.0771523, -0.0516955, 0, 
[2025-02-03 15:03:44.929162] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1579] , 5.92244, -0.00279342, -0.188866, -0.150686, -0.999667, 0.00668307, 0.0105911, 0.0225686, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.933117] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1580] , 5.93244, -0.00228599, -0.189067, -0.150909, -0.99965, 0.00651773, 0.0113395, 0.0230058, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:44.934847] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [1581] , 5.93244, -0.00228599, -0.189067, -0.150909, -0.99965, 0.00651773, 0.0113395, 0.0230058, 0.0507431, -0.020051, -0.0222902, 0, 0.1498, 0.0882123, 
