[2025-02-03 17:46:46.202679] [0x0000007fb948d010] [MocapTag] [0x0000550f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:47:02.471989] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6223] , 16.4656, 0.971545, -0.814218, -1.25087, 0.0690456, -0.19934, -0.00883702, -0.977455, -2.91972, -0.423662, -0.160946, 0.392413, 0.494182, 0.709343, 
[2025-02-03 17:47:02.474571] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6224] , 16.4656, 0.971545, -0.814218, -1.25087, 0.0690456, -0.19934, -0.00883702, -0.977455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.477343] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6225] , 16.4757, 0.971545, -0.814218, -1.25087, 0.0690456, -0.19934, -0.00883702, -0.977455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.481565] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6227] , 16.4757, 0.941888, -0.818259, -1.25224, 0.0657139, -0.196711, -0.00786263, -0.978225, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.484268] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6228] , 16.4757, 0.941888, -0.818259, -1.25224, 0.0657139, -0.196711, -0.00786263, -0.978225, -2.9657, -0.404138, -0.136533, 0.396919, 0.504059, 0.781012, 
[2025-02-03 17:47:02.488398] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6229] , 16.4857, 0.941888, -0.818259, -1.25224, 0.0657139, -0.196711, -0.00786263, -0.978225, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.489479] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6231] , 16.4857, 0.912301, -0.822523, -1.25346, 0.0626462, -0.194511, -0.00655299, -0.978876, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.492083] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6232] , 16.4857, 0.912301, -0.822523, -1.25346, 0.0626462, -0.194511, -0.00655299, -0.978876, -2.95872, -0.426415, -0.12272, 0.444412, 0.415328, 0.730395, 
[2025-02-03 17:47:02.494564] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6233] , 16.4857, 0.912301, -0.822523, -1.25346, 0.0626462, -0.194511, -0.00655299, -0.978876, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.498831] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6235] , 16.4957, 0.912301, -0.822523, -1.25346, 0.0626462, -0.194511, -0.00655299, -0.978876, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.503509] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6236] , 16.4957, 0.88255, -0.826706, -1.25471, 0.059397, -0.191552, -0.00482441, -0.979672, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.504121] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6237] , 16.4957, 0.88255, -0.826706, -1.25471, 0.059397, -0.191552, -0.00482441, -0.979672, -2.97516, -0.418207, -0.12507, 0.5481, 0.565886, 0.789547, 
[2025-02-03 17:47:02.506393] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6238] , 16.5057, 0.88255, -0.826706, -1.25471, 0.059397, -0.191552, -0.00482441, -0.979672, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.510428] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6240] , 16.5057, 0.852299, -0.831027, -1.25587, 0.056939, -0.187905, -0.00249652, -0.980532, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.511496] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6241] , 16.5057, 0.852299, -0.831027, -1.25587, 0.056939, -0.187905, -0.00249652, -0.980532, -3.02508, -0.432122, -0.115988, 0.646162, 0.703782, 0.64621, 
[2025-02-03 17:47:02.516385] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6242] , 16.5156, 0.852299, -0.831027, -1.25587, 0.056939, -0.187905, -0.00249652, -0.980532, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.519143] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6244] , 16.5156, 0.822093, -0.835299, -1.25686, 0.0539736, -0.18493, 0.000369583, -0.981268, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.521755] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6245] , 16.5156, 0.822093, -0.835299, -1.25686, 0.0539736, -0.18493, 0.000369583, -0.981268, -3.02062, -0.427254, -0.0988907, 0.763798, 0.562719, 0.762939, 
[2025-02-03 17:47:02.525287] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6246] , 16.5156, 0.822093, -0.835299, -1.25686, 0.0539736, -0.18493, 0.000369583, -0.981268, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.529378] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6248] , 16.5257, 0.822093, -0.835299, -1.25686, 0.0539736, -0.18493, 0.000369583, -0.981268, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.532400] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6249] , 16.5257, 0.791699, -0.839745, -1.25782, 0.0513297, -0.181442, 0.00380772, -0.982054, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.534701] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6250] , 16.5257, 0.791699, -0.839745, -1.25782, 0.0513297, -0.181442, 0.00380772, -0.982054, -3.03939, -0.444521, -0.0956264, 0.871325, 0.66556, 0.713515, 
[2025-02-03 17:47:02.537306] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6251] , 16.5356, 0.791699, -0.839745, -1.25782, 0.0513297, -0.181442, 0.00380772, -0.982054, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.539653] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6253] , 16.5356, 0.761178, -0.844045, -1.25862, 0.0487866, -0.177849, 0.00737278, -0.98282, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.542572] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6254] , 16.5356, 0.761178, -0.844045, -1.25862, 0.0487866, -0.177849, 0.00737278, -0.98282, -3.05208, -0.430087, -0.0802077, 0.887895, 0.69015, 0.689149, 
[2025-02-03 17:47:02.546712] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6255] , 16.5457, 0.761178, -0.844045, -1.25862, 0.0487866, -0.177849, 0.00737278, -0.98282, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.549391] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6257] , 16.5457, 0.730456, -0.848403, -1.25934, 0.0463357, -0.173802, 0.0110901, -0.983627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.551555] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6258] , 16.5457, 0.730456, -0.848403, -1.25934, 0.0463357, -0.173802, 0.0110901, -0.983627, -3.0722, -0.435763, -0.0721221, -627.405, 0.78516, 0.668073, 
[2025-02-03 17:47:02.554162] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6259] , 16.5457, 0.730456, -0.848403, -1.25934, 0.0463357, -0.173802, 0.0110901, -0.983627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.556895] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6260] , 16.5557, 0.730456, -0.848403, -1.25934, 0.0463357, -0.173802, 0.0110901, -0.983627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.559334] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6262] , 16.5557, 0.699705, -0.852769, -1.25986, 0.0439618, -0.170673, 0.0156149, -0.984223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.562608] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6263] , 16.5557, 0.699705, -0.852769, -1.25986, 0.0439618, -0.170673, 0.0156149, -0.984223, -3.0751, -0.436586, -0.0521066, 1.0632, 0.596315, 0.669932, 
[2025-02-03 17:47:02.564886] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6264] , 16.5557, 0.699705, -0.852769, -1.25986, 0.0439618, -0.170673, 0.0156149, -0.984223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.567667] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6265] , 16.5657, 0.699705, -0.852769, -1.25986, 0.0439618, -0.170673, 0.0156149, -0.984223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.570114] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6267] , 16.5657, 0.668752, -0.857094, -1.26043, 0.041646, -0.166909, 0.0202629, -0.984884, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.572896] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6268] , 16.5657, 0.668752, -0.857094, -1.26043, 0.041646, -0.166909, 0.0202629, -0.984884, -3.09528, -0.432464, -0.0567668, 1.08516, 0.729138, 0.653601, 
[2025-02-03 17:47:02.577579] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6269] , 16.5756, 0.668752, -0.857094, -1.26043, 0.041646, -0.166909, 0.0202629, -0.984884, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.579975] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6271] , 16.5756, 0.637718, -0.861451, -1.26071, 0.0391911, -0.164224, 0.0256525, -0.98531, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.582688] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6272] , 16.5756, 0.637718, -0.861451, -1.26071, 0.0391911, -0.164224, 0.0256525, -0.98531, -3.10342, -0.435724, -0.0281382, 1.22991, 0.511014, 0.699782, 
[2025-02-03 17:47:02.587341] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6273] , 16.5857, 0.637718, -0.861451, -1.26071, 0.0391911, -0.164224, 0.0256525, -0.98531, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.587998] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6274] , 16.5857, 0.606625, -0.865639, -1.26083, 0.0370967, -0.160304, 0.0319384, -0.985853, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.590461] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6276] , 16.5857, 0.606625, -0.865639, -1.26083, 0.0370967, -0.160304, 0.0319384, -0.985853, -3.1093, -0.418851, -0.0121419, 1.40491, 0.759691, 0.642848, 
[2025-02-03 17:47:02.594177] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6277] , 16.5857, 0.606625, -0.865639, -1.26083, 0.0370967, -0.160304, 0.0319384, -0.985853, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.596908] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6278] , 16.5956, 0.606625, -0.865639, -1.26083, 0.0370967, -0.160304, 0.0319384, -0.985853, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.599377] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6280] , 16.5956, 0.575295, -0.869854, -1.26075, 0.0346977, -0.157991, 0.0374426, -0.98612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.602058] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6281] , 16.5956, 0.575295, -0.869854, -1.26075, 0.0346977, -0.157991, 0.0374426, -0.98612, -3.13301, -0.421436, 0.00853181, 1.23739, 0.447717, 0.675201, 
[2025-02-03 17:47:02.604381] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6282] , 16.5956, 0.575295, -0.869854, -1.26075, 0.0346977, -0.157991, 0.0374426, -0.98612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.610010] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6284] , 16.6057, 0.575295, -0.869854, -1.26075, 0.0346977, -0.157991, 0.0374426, -0.98612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.613465] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6285] , 16.6057, 0.543971, -0.874071, -1.26063, 0.0324374, -0.155774, 0.0438932, -0.986284, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.614369] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6286] , 16.6057, 0.543971, -0.874071, -1.26063, 0.0324374, -0.155774, 0.0438932, -0.986284, -3.13234, -0.421727, 0.0115988, 1.42448, 0.428528, 0.671172, 
[2025-02-03 17:47:02.617391] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6287] , 16.6157, 0.543971, -0.874071, -1.26063, 0.0324374, -0.155774, 0.0438932, -0.986284, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.619451] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6289] , 16.6157, 0.512543, -0.878156, -1.26039, 0.0300612, -0.153748, 0.0502063, -0.986376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.624823] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6290] , 16.6157, 0.512543, -0.878156, -1.26039, 0.0300612, -0.153748, 0.0502063, -0.986376, -3.14286, -0.408518, 0.0238439, 1.39468, 0.399145, 0.684738, 
[2025-02-03 17:47:02.627538] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6291] , 16.6257, 0.512543, -0.878156, -1.26039, 0.0300612, -0.153748, 0.0502063, -0.986376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.631482] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6293] , 16.6257, 0.481031, -0.882296, -1.26013, 0.0279724, -0.151549, 0.0568562, -0.986417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.632654] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6294] , 16.6257, 0.481031, -0.882296, -1.26013, 0.0279724, -0.151549, 0.0568562, -0.986417, -3.15116, -0.414018, 0.0262193, 1.45133, 0.437081, 0.627303, 
[2025-02-03 17:47:02.635332] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6295] , 16.6257, 0.481031, -0.882296, -1.26013, 0.0279724, -0.151549, 0.0568562, -0.986417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.639552] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6297] , 16.6357, 0.449116, -0.885956, -1.25987, 0.0257408, -0.148073, 0.0624196, -0.986669, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.643577] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6298] , 16.6357, 0.449116, -0.885956, -1.25987, 0.0257408, -0.148073, 0.0624196, -0.986669, -3.19151, -0.365942, 0.0259607, 1.22571, 0.707451, 0.599766, 
[2025-02-03 17:47:02.644654] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6299] , 16.6357, 0.449116, -0.885956, -1.25987, 0.0257408, -0.148073, 0.0624196, -0.986669, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.647437] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6300] , 16.6457, 0.449116, -0.885956, -1.25987, 0.0257408, -0.148073, 0.0624196, -0.986669, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.649861] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6302] , 16.6457, 0.417357, -0.889865, -1.25916, 0.0237204, -0.147038, 0.0690072, -0.986436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.653288] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6303] , 16.6457, 0.417357, -0.889865, -1.25916, 0.0237204, -0.147038, 0.0690072, -0.986436, -3.17589, -0.390971, 0.0709413, 1.42791, 0.214571, 0.609851, 
[2025-02-03 17:47:02.657488] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6304] , 16.6556, 0.417357, -0.889865, -1.25916, 0.0237204, -0.147038, 0.0690072, -0.986436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.659088] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6306] , 16.6556, 0.385526, -0.893593, -1.25849, 0.0217803, -0.145137, 0.0750426, -0.986321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.661747] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6307] , 16.6556, 0.385526, -0.893593, -1.25849, 0.0217803, -0.145137, 0.0750426, -0.986321, -3.18316, -0.372764, 0.0676587, 1.30734, 0.395891, 0.559568, 
[2025-02-03 17:47:02.664171] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6308] , 16.6556, 0.385526, -0.893593, -1.25849, 0.0217803, -0.145137, 0.0750426, -0.986321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.667165] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6309] , 16.6657, 0.385526, -0.893593, -1.25849, 0.0217803, -0.145137, 0.0750426, -0.986321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.671204] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6311] , 16.6657, 0.353853, -0.896991, -1.25782, 0.0193361, -0.142346, 0.0803285, -0.986363, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.673904] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6312] , 16.6657, 0.353853, -0.896991, -1.25782, 0.0193361, -0.142346, 0.0803285, -0.986363, -3.1673, -0.339828, 0.0666495, 1.1611, 0.590482, 0.619936, 
[2025-02-03 17:47:02.676843] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6313] , 16.6757, 0.353853, -0.896991, -1.25782, 0.0193361, -0.142346, 0.0803285, -0.986363, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.679244] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6315] , 16.6757, 0.32157, -0.900722, -1.25667, 0.0184058, -0.141777, 0.0864869, -0.985941, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.681738] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6316] , 16.6757, 0.32157, -0.900722, -1.25667, 0.0184058, -0.141777, 0.0864869, -0.985941, -3.22822, -0.373058, 0.114597, 1.3011, 0.121489, 0.366092, 
[2025-02-03 17:47:02.684046] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6317] , 16.6757, 0.32157, -0.900722, -1.25667, 0.0184058, -0.141777, 0.0864869, -0.985941, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.688266] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6318] , 16.6857, 0.32157, -0.900722, -1.25667, 0.0184058, -0.141777, 0.0864869, -0.985941, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.690914] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6320] , 16.6857, 0.289489, -0.904031, -1.25547, 0.0169596, -0.140321, 0.0918469, -0.985691, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.693444] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6321] , 16.6857, 0.289489, -0.904031, -1.25547, 0.0169596, -0.140321, 0.0918469, -0.985691, -3.20818, -0.330901, 0.120637, 1.14641, 0.313556, 0.429511, 
[2025-02-03 17:47:02.696028] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6322] , 16.6957, 0.289489, -0.904031, -1.25547, 0.0169596, -0.140321, 0.0918469, -0.985691, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.698694] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6324] , 16.6957, 0.257376, -0.90714, -1.25434, 0.0150631, -0.138234, 0.0963025, -0.985591, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.702977] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6325] , 16.6957, 0.257376, -0.90714, -1.25434, 0.0150631, -0.138234, 0.0963025, -0.985591, -3.21127, -0.310927, 0.112999, 0.966907, 0.453493, 0.47853, 
[2025-02-03 17:47:02.707038] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6326] , 16.7056, 0.257376, -0.90714, -1.25434, 0.0150631, -0.138234, 0.0963025, -0.985591, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.709238] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6328] , 16.7056, 0.225218, -0.910114, -1.253, 0.0134885, -0.136453, 0.100581, -0.985435, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.712376] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6329] , 16.7056, 0.225218, -0.910114, -1.253, 0.0134885, -0.136453, 0.100581, -0.985435, -3.21576, -0.297388, 0.134178, 0.92001, 0.388816, -627.91, 
[2025-02-03 17:47:02.713740] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6330] , 16.7056, 0.225218, -0.910114, -1.253, 0.0134885, -0.136453, 0.100581, -0.985435, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.716316] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6331] , 16.7157, 0.225218, -0.910114, -1.253, 0.0134885, -0.136453, 0.100581, -0.985435, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.720439] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6333] , 16.7157, 0.192929, -0.912909, -1.2515, 0.0117736, -0.134475, 0.104246, -0.985348, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.723252] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6334] , 16.7157, 0.192929, -0.912909, -1.2515, 0.0117736, -0.134475, 0.104246, -0.985348, -3.22889, -0.279482, 0.149116, 0.793743, 0.434202, 0.411892, 
[2025-02-03 17:47:02.726094] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6335] , 16.7256, 0.192929, -0.912909, -1.2515, 0.0117736, -0.134475, 0.104246, -0.985348, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.728611] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6337] , 16.7256, 0.160611, -0.915479, -1.24987, 0.0102615, -0.132588, 0.107418, -0.98528, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.731307] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6338] , 16.7256, 0.160611, -0.915479, -1.24987, 0.0102615, -0.132588, 0.107418, -0.98528, -3.23179, -0.257041, 0.163483, 0.684476, 0.413591, 0.354886, 
[2025-02-03 17:47:02.735697] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6339] , 16.7256, 0.160611, -0.915479, -1.24987, 0.0102615, -0.132588, 0.107418, -0.98528, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.738393] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6340] , 16.7357, 0.128214, -0.917846, -1.24814, 0.00870454, -0.130521, 0.10976, -0.985313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.741190] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6342] , 16.7357, 0.128214, -0.917846, -1.24814, 0.00870454, -0.130521, 0.10976, -0.985313, -3.23972, -0.236664, 0.173242, 0.511074, 0.451502, 0.333905, 
[2025-02-03 17:47:02.743763] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6343] , 16.7357, 0.128214, -0.917846, -1.24814, 0.00870454, -0.130521, 0.10976, -0.985313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.746651] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6344] , 16.7457, 0.128214, -0.917846, -1.24814, 0.00870454, -0.130521, 0.10976, -0.985313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.750934] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6346] , 16.7457, 0.0958615, -0.920061, -1.24639, 0.0075195, -0.127844, 0.111307, -0.9855, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.754052] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6347] , 16.7457, 0.0958615, -0.920061, -1.24639, 0.0075195, -0.127844, 0.111307, -0.9855, -3.23528, -0.221483, 0.174744, 0.330615, 0.565279, 0.219488, 
[2025-02-03 17:47:02.756475] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6348] , 16.7557, 0.0958615, -0.920061, -1.24639, 0.0075195, -0.127844, 0.111307, -0.9855, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.759108] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6350] , 16.7557, 0.0636288, -0.922089, -1.2448, 0.00629195, -0.125755, 0.112543, -0.985637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.763197] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6351] , 16.7557, 0.0636288, -0.922089, -1.2448, 0.00629195, -0.125755, 0.112543, -0.985637, -3.22327, -0.202789, 0.158933, 0.270796, 0.448433, 0.232148, 
[2025-02-03 17:47:02.767195] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6352] , 16.7657, 0.0636288, -0.922089, -1.2448, 0.00629195, -0.125755, 0.112543, -0.985637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.769127] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6354] , 16.7657, 0.0306177, -0.92369, -1.24215, 0.00491757, -0.124674, 0.112236, -0.985817, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.771426] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6355] , 16.7657, 0.0306177, -0.92369, -1.24215, 0.00491757, -0.124674, 0.112236, -0.985817, -3.30111, -0.160145, 0.264932, -0.0370026, 0.247552, 0.24538, 
[2025-02-03 17:47:02.773871] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6356] , 16.7657, 0.0306177, -0.92369, -1.24215, 0.00491757, -0.124674, 0.112236, -0.985817, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.776655] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6357] , 16.7756, 0.0306177, -0.92369, -1.24215, 0.00491757, -0.124674, 0.112236, -0.985817, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.781073] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6359] , 16.7756, -0.00197189, -0.925112, -1.23985, 0.00322752, -0.123163, 0.111555, -0.986091, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.785383] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6360] , 16.7756, -0.00197189, -0.925112, -1.23985, 0.00322752, -0.123163, 0.111555, -0.986091, -3.25896, -0.142215, 0.229708, -0.110006, 0.340003, 0.289559, 
[2025-02-03 17:47:02.786889] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6361] , 16.7857, -0.00197189, -0.925112, -1.23985, 0.00322752, -0.123163, 0.111555, -0.986091, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:02.789473] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [6363] , 16.7857, -0.0344983, -0.926474, -1.23785, 0.00173681, -0.120251, 0.109837, -0.986647, 0, 0, 0, 0, 0, 0, 
