[2025-02-03 17:46:46.202679] [0x0000007fb948d010] [MocapTag] [0x0000550f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:46:46.509760] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [106] , 0.505621, 0.0201246, -0.216373, -0.149376, -0.999922, 0.00779219, 0.00823919, 0.00522654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.512534] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [107] , 0.505621, 0.0201246, -0.216373, -0.149376, -0.999922, 0.00779219, 0.00823919, 0.00522654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.515168] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [108] , 0.505621, 0.0201246, -0.216373, -0.149376, -0.999922, 0.00779219, 0.00823919, 0.00522654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.517768] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [109] , 0.515634, 0.0201246, -0.216373, -0.149376, -0.999922, 0.00779219, 0.00823919, 0.00522654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.521279] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [110] , 0.515634, 0.0201125, -0.216352, -0.149352, -0.999923, 0.00779355, 0.00817905, 0.00520202, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.524005] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [111] , 0.515634, 0.0201125, -0.216352, -0.149352, -0.999923, 0.00779355, 0.00817905, 0.00520202, 0, 0.00209395, 0.00243078, 0, 0, 0, 
[2025-02-03 17:46:46.526755] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [112] , 0.525641, 0.0201125, -0.216352, -0.149352, -0.999923, 0.00779355, 0.00817905, 0.00520202, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.529258] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [113] , 0.525641, 0.0201362, -0.216343, -0.149326, -0.999922, 0.00781209, 0.00823498, 0.00520587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.532083] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [114] , 0.525641, 0.0201362, -0.216343, -0.149326, -0.999922, 0.00781209, 0.00823498, 0.00520587, 0.0023651, 0, 0.00258097, 0, 0, 0, 
[2025-02-03 17:46:46.536927] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [115] , 0.535624, 0.0201362, -0.216343, -0.149326, -0.999922, 0.00781209, 0.00823498, 0.00520587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.540297] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [116] , 0.535624, 0.0201225, -0.216346, -0.149326, -0.999922, 0.00782766, 0.00825376, 0.00519699, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.541903] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [117] , 0.535624, 0.0201225, -0.216346, -0.149326, -0.999922, 0.00782766, 0.00825376, 0.00519699, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.545952] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [118] , 0.545627, 0.0201225, -0.216346, -0.149326, -0.999922, 0.00782766, 0.00825376, 0.00519699, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.547123] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [119] , 0.545627, 0.0201225, -0.216346, -0.149326, -0.999922, 0.00782766, 0.00825376, 0.00519699, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.549732] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [120] , 0.545627, 0.020113, -0.216357, -0.149331, -0.999922, 0.00780528, 0.00825418, 0.00520625, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.553405] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [121] , 0.545627, 0.020113, -0.216357, -0.149331, -0.999922, 0.00780528, 0.00825418, 0.00520625, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.555765] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [122] , 0.545627, 0.020113, -0.216357, -0.149331, -0.999922, 0.00780528, 0.00825418, 0.00520625, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.558461] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [123] , 0.555643, 0.020113, -0.216357, -0.149331, -0.999922, 0.00780528, 0.00825418, 0.00520625, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.560890] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [124] , 0.555643, 0.0201174, -0.21637, -0.149348, -0.999921, 0.00782515, 0.00837076, 0.00521962, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.565020] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [125] , 0.555643, 0.0201174, -0.21637, -0.149348, -0.999921, 0.00782515, 0.00837076, 0.00521962, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.566284] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [126] , 0.565651, 0.0201174, -0.21637, -0.149348, -0.999921, 0.00782515, 0.00837076, 0.00521962, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.569925] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [127] , 0.565651, 0.0201174, -0.21637, -0.149348, -0.999921, 0.00782515, 0.00837076, 0.00521962, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.572533] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [128] , 0.565651, 0.0201131, -0.216361, -0.149334, -0.999922, 0.00780942, 0.0082584, 0.00523246, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.576805] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [129] , 0.575631, 0.0201131, -0.216361, -0.149334, -0.999922, 0.00780942, 0.0082584, 0.00523246, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.578264] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [130] , 0.575631, 0.0201131, -0.216361, -0.149334, -0.999922, 0.00780942, 0.0082584, 0.00523246, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.580902] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [131] , 0.575631, 0.0201228, -0.216359, -0.149325, -0.999922, 0.00780221, 0.00823942, 0.00523812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.587210] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [132] , 0.585629, 0.0201228, -0.216359, -0.149325, -0.999922, 0.00780221, 0.00823942, 0.00523812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.588550] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [133] , 0.585629, 0.0201228, -0.216359, -0.149325, -0.999922, 0.00780221, 0.00823942, 0.00523812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.591502] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [134] , 0.585629, 0.0201248, -0.216349, -0.149328, -0.999922, 0.0078228, 0.00820297, 0.00521217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.594247] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [135] , 0.585629, 0.0201248, -0.216349, -0.149328, -0.999922, 0.0078228, 0.00820297, 0.00521217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.597056] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [136] , 0.595624, 0.0201248, -0.216349, -0.149328, -0.999922, 0.0078228, 0.00820297, 0.00521217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.601156] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [137] , 0.595624, 0.0201434, -0.216341, -0.149342, -0.999923, 0.00777236, 0.00818498, 0.00519762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.604630] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [138] , 0.595624, 0.0201434, -0.216341, -0.149342, -0.999923, 0.00777236, 0.00818498, 0.00519762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.606518] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [139] , 0.60563, 0.0201434, -0.216341, -0.149342, -0.999923, 0.00777236, 0.00818498, 0.00519762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.609435] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [140] , 0.60563, 0.0201606, -0.216344, -0.149352, -0.999923, 0.00776354, 0.00820591, 0.00520059, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.612124] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [141] , 0.60563, 0.0201606, -0.216344, -0.149352, -0.999923, 0.00776354, 0.00820591, 0.00520059, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.616340] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [142] , 0.61562, 0.0201606, -0.216344, -0.149352, -0.999923, 0.00776354, 0.00820591, 0.00520059, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.619892] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [143] , 0.61562, 0.0201478, -0.216341, -0.149361, -0.999923, 0.00772841, 0.00819089, 0.00517433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.621818] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [144] , 0.61562, 0.0201478, -0.216341, -0.149361, -0.999923, 0.00772841, 0.00819089, 0.00517433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.624503] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [145] , 0.61562, 0.0201478, -0.216341, -0.149361, -0.999923, 0.00772841, 0.00819089, 0.00517433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.627263] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [146] , 0.625629, 0.0201478, -0.216341, -0.149361, -0.999923, 0.00772841, 0.00819089, 0.00517433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.630276] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [147] , 0.625629, 0.0201337, -0.216354, -0.14937, -0.999923, 0.0077233, 0.0082396, 0.00521486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.633238] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [148] , 0.625629, 0.0201337, -0.216354, -0.14937, -0.999923, 0.0077233, 0.0082396, 0.00521486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.635782] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [149] , 0.625629, 0.0201337, -0.216354, -0.14937, -0.999923, 0.0077233, 0.0082396, 0.00521486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.638437] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [150] , 0.635653, 0.0201337, -0.216354, -0.14937, -0.999923, 0.0077233, 0.0082396, 0.00521486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.643152] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [151] , 0.635653, 0.0201213, -0.216361, -0.149367, -0.999922, 0.00773844, 0.00826765, 0.00519162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.643870] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [152] , 0.635653, 0.0201213, -0.216361, -0.149367, -0.999922, 0.00773844, 0.00826765, 0.00519162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.648959] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [153] , 0.645641, 0.0201213, -0.216361, -0.149367, -0.999922, 0.00773844, 0.00826765, 0.00519162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.650732] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [154] , 0.645641, 0.0201222, -0.216362, -0.149367, -0.999922, 0.00777023, 0.00829904, 0.00521081, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.653604] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [155] , 0.645641, 0.0201222, -0.216362, -0.149367, -0.999922, 0.00777023, 0.00829904, 0.00521081, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.656399] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [156] , 0.655654, 0.0201222, -0.216362, -0.149367, -0.999922, 0.00777023, 0.00829904, 0.00521081, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.659622] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [157] , 0.655654, 0.0201317, -0.216362, -0.149367, -0.999921, 0.00779045, 0.00835743, 0.00518959, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.661594] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [158] , 0.655654, 0.0201317, -0.216362, -0.149367, -0.999921, 0.00779045, 0.00835743, 0.00518959, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.664913] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [159] , 0.655654, 0.0201317, -0.216362, -0.149367, -0.999921, 0.00779045, 0.00835743, 0.00518959, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.667643] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [160] , 0.66564, 0.0201317, -0.216362, -0.149367, -0.999921, 0.00779045, 0.00835743, 0.00518959, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.670276] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [161] , 0.66564, 0.020126, -0.21637, -0.149352, -0.999922, 0.00779621, 0.00829559, 0.00520324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.673115] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [162] , 0.66564, 0.020126, -0.21637, -0.149352, -0.999922, 0.00779621, 0.00829559, 0.00520324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.675509] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [163] , 0.66564, 0.020126, -0.21637, -0.149352, -0.999922, 0.00779621, 0.00829559, 0.00520324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.679178] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [164] , 0.675649, 0.020126, -0.21637, -0.149352, -0.999922, 0.00779621, 0.00829559, 0.00520324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.682398] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [165] , 0.675649, 0.0200987, -0.216371, -0.149343, -0.999921, 0.00779142, 0.00840393, 0.00524524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.685420] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [166] , 0.675649, 0.0200987, -0.216371, -0.149343, -0.999921, 0.00779142, 0.00840393, 0.00524524, -0.00272997, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.688091] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [167] , 0.685646, 0.0200987, -0.216371, -0.149343, -0.999921, 0.00779142, 0.00840393, 0.00524524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.690905] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [168] , 0.685646, 0.0201101, -0.21634, -0.149326, -0.999922, 0.00779361, 0.0082726, 0.00521533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.693416] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [169] , 0.685646, 0.0201101, -0.21634, -0.149326, -0.999922, 0.00779361, 0.0082726, 0.00521533, 0, 0.00308303, 0, 0, 0, 0, 
[2025-02-03 17:46:46.696960] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [170] , 0.695651, 0.0201101, -0.21634, -0.149326, -0.999922, 0.00779361, 0.0082726, 0.00521533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.699674] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [171] , 0.695651, 0.0200845, -0.216352, -0.149342, -0.999921, 0.00780891, 0.00835218, 0.00526724, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.702618] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [172] , 0.695651, 0.0200845, -0.216352, -0.149342, -0.999921, 0.00780891, 0.00835218, 0.00526724, -0.00256525, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.705325] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [173] , 0.695651, 0.0200845, -0.216352, -0.149342, -0.999921, 0.00780891, 0.00835218, 0.00526724, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.707920] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [174] , 0.70566, 0.0200845, -0.216352, -0.149342, -0.999921, 0.00780891, 0.00835218, 0.00526724, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.712155] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [175] , 0.70566, 0.020094, -0.216368, -0.149392, -0.99992, 0.00775421, 0.00845093, 0.00526692, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.715081] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [176] , 0.70566, 0.020094, -0.216368, -0.149392, -0.99992, 0.00775421, 0.00845093, 0.00526692, 0, 0, -0.00508205, 0, 0, 0, 
[2025-02-03 17:46:46.719522] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [177] , 0.715647, 0.020094, -0.216368, -0.149392, -0.99992, 0.00775421, 0.00845093, 0.00526692, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.720163] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [178] , 0.715647, 0.0201087, -0.216355, -0.149382, -0.999921, 0.00775367, 0.00838417, 0.00523222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.722881] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [179] , 0.715647, 0.0201087, -0.216355, -0.149382, -0.999921, 0.00775367, 0.00838417, 0.00523222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.725606] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [180] , 0.715647, 0.0201087, -0.216355, -0.149382, -0.999921, 0.00775367, 0.00838417, 0.00523222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.729279] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [181] , 0.725655, 0.0201087, -0.216355, -0.149382, -0.999921, 0.00775367, 0.00838417, 0.00523222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.732141] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [182] , 0.725655, 0.0200773, -0.216351, -0.149369, -0.999921, 0.00777235, 0.00832255, 0.00523272, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.735035] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [183] , 0.725655, 0.0200773, -0.216351, -0.149369, -0.999921, 0.00777235, 0.00832255, 0.00523272, -0.00313656, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.737505] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [184] , 0.735646, 0.0200773, -0.216351, -0.149369, -0.999921, 0.00777235, 0.00832255, 0.00523272, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.740054] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [185] , 0.735646, 0.0200809, -0.216362, -0.149389, -0.999921, 0.00775838, 0.00841194, 0.0052491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.744372] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [186] , 0.735646, 0.0200809, -0.216362, -0.149389, -0.999921, 0.00775838, 0.00841194, 0.0052491, 0, 0, -0.0020503, 0, 0, 0, 
[2025-02-03 17:46:46.747793] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [187] , 0.745645, 0.0200809, -0.216362, -0.149389, -0.999921, 0.00775838, 0.00841194, 0.0052491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.749610] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [188] , 0.745645, 0.0201057, -0.216363, -0.149388, -0.999921, 0.00775056, 0.00837607, 0.00525225, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.752608] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [189] , 0.745645, 0.0201057, -0.216363, -0.149388, -0.999921, 0.00775056, 0.00837607, 0.00525225, 0.00248586, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.755206] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [190] , 0.745645, 0.0201057, -0.216363, -0.149388, -0.999921, 0.00775056, 0.00837607, 0.00525225, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.757753] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [191] , 0.755645, 0.0201057, -0.216363, -0.149388, -0.999921, 0.00775056, 0.00837607, 0.00525225, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.761917] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [192] , 0.755645, 0.020093, -0.21636, -0.149391, -0.999922, 0.00777947, 0.00826957, 0.00523697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.763733] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [193] , 0.755645, 0.020093, -0.21636, -0.149391, -0.999922, 0.00777947, 0.00826957, 0.00523697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.766139] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [194] , 0.765658, 0.020093, -0.21636, -0.149391, -0.999922, 0.00777947, 0.00826957, 0.00523697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.768816] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [195] , 0.765658, 0.020093, -0.21636, -0.149391, -0.999922, 0.00777947, 0.00826957, 0.00523697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.771360] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [196] , 0.765658, 0.0201224, -0.216344, -0.149364, -0.999922, 0.00775668, 0.0083168, 0.00519748, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.776424] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [197] , 0.775645, 0.0201224, -0.216344, -0.149364, -0.999922, 0.00775668, 0.0083168, 0.00519748, 0.00293553, 0, 0.00275423, 0, 0, 0, 
[2025-02-03 17:46:46.779124] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [198] , 0.775645, 0.0201218, -0.216357, -0.149362, -0.999922, 0.00772978, 0.00836546, 0.00521433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.782682] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [199] , 0.775645, 0.0201218, -0.216357, -0.149362, -0.999922, 0.00772978, 0.00836546, 0.00521433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.785459] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [200] , 0.775645, 0.0201218, -0.216357, -0.149362, -0.999922, 0.00772978, 0.00836546, 0.00521433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.787945] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [201] , 0.785647, 0.0201218, -0.216357, -0.149362, -0.999922, 0.00772978, 0.00836546, 0.00521433, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.792648] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [202] , 0.785647, 0.0201214, -0.216347, -0.14935, -0.999922, 0.00773068, 0.00835144, 0.005225, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.795583] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [203] , 0.785647, 0.0201214, -0.216347, -0.14935, -0.999922, 0.00773068, 0.00835144, 0.005225, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.798248] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [204] , 0.795652, 0.0201214, -0.216347, -0.14935, -0.999922, 0.00773068, 0.00835144, 0.005225, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.800858] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [205] , 0.795652, 0.0201215, -0.21634, -0.14934, -0.999921, 0.00776206, 0.00842979, 0.00521162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.803722] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [206] , 0.795652, 0.0201215, -0.21634, -0.14934, -0.999921, 0.00776206, 0.00842979, 0.00521162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.808591] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [207] , 0.805644, 0.0201215, -0.21634, -0.14934, -0.999921, 0.00776206, 0.00842979, 0.00521162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.811104] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [208] , 0.805644, 0.0201151, -0.216363, -0.149374, -0.99992, 0.00777537, 0.00847032, 0.00521311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.814294] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [209] , 0.805644, 0.0201151, -0.216363, -0.149374, -0.99992, 0.00777537, 0.00847032, 0.00521311, 0, -0.00228354, -0.00343012, 0, 0, 0, 
[2025-02-03 17:46:46.818116] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [210] , 0.815666, 0.0201151, -0.216363, -0.149374, -0.99992, 0.00777537, 0.00847032, 0.00521311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.819495] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [211] , 0.815666, 0.0201189, -0.216346, -0.149362, -0.999922, 0.00777212, 0.00832811, 0.00519766, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.825044] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [212] , 0.815666, 0.0201189, -0.216346, -0.149362, -0.999922, 0.00777212, 0.00832811, 0.00519766, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.826548] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [213] , 0.82567, 0.0201189, -0.216346, -0.149362, -0.999922, 0.00777212, 0.00832811, 0.00519766, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.829077] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [214] , 0.82567, 0.0200961, -0.216359, -0.149387, -0.999922, 0.00778467, 0.00831687, 0.00519445, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.832273] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [215] , 0.82567, 0.0200961, -0.216359, -0.149387, -0.999922, 0.00778467, 0.00831687, 0.00519445, -0.00228416, 0, -0.00246367, 0, 0, 0, 
[2025-02-03 17:46:46.834569] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [216] , 0.82567, 0.0200961, -0.216359, -0.149387, -0.999922, 0.00778467, 0.00831687, 0.00519445, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:46.837606] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [217] , 0.835683, 0.0200961, -0.216359, -0.149387, -0.999922, 0.00778467, 0.00831687, 0.00519445, 0, 0, 0, 0, 0, 0, 
