[2025-02-03 14:43:07.888250] [0x0000007f9f196010] [MocapTag] [0x00005057] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:43:25.672647] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6537] , 18.6667, -0.00950989, -0.190907, -0.143389, -0.999866, -0.00351889, 0.0137197, 0.00818661, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.675293] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6538] , 18.6667, -0.00950989, -0.190907, -0.143389, -0.999866, -0.00351889, 0.0137197, 0.00818661, 0.0060558, 0.0038241, 0, 0, -0.0401819, 0, 
[2025-02-03 14:43:25.678108] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6539] , 18.6767, -0.00950989, -0.190907, -0.143389, -0.999866, -0.00351889, 0.0137197, 0.00818661, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.684238] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6541] , 18.6767, -0.00957066, -0.190926, -0.143413, -0.999867, -0.00355837, 0.0136361, 0.00826709, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.685447] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6542] , 18.6767, -0.00957066, -0.190926, -0.143413, -0.999867, -0.00355837, 0.0136361, 0.00826709, -0.00607716, 0, -0.00241268, 0, 0, 0, 
[2025-02-03 14:43:25.688470] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6543] , 18.6867, -0.00957066, -0.190926, -0.143413, -0.999867, -0.00355837, 0.0136361, 0.00826709, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.691190] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6545] , 18.6867, -0.00957108, -0.190915, -0.143396, -0.999868, -0.00352589, 0.0135636, 0.00824378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.694084] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6546] , 18.6867, -0.00957108, -0.190915, -0.143396, -0.999868, -0.00352589, 0.0135636, 0.00824378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.697424] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6547] , 18.6967, -0.00957108, -0.190915, -0.143396, -0.999868, -0.00352589, 0.0135636, 0.00824378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.700173] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6548] , 18.6967, -0.00957457, -0.190913, -0.143372, -0.999868, -0.003501, 0.0135631, 0.00822478, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.703131] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6550] , 18.6967, -0.00957457, -0.190913, -0.143372, -0.999868, -0.003501, 0.0135631, 0.00822478, 0, 0, 0.00245951, 0, 0, 0, 
[2025-02-03 14:43:25.705705] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6551] , 18.6967, -0.00957457, -0.190913, -0.143372, -0.999868, -0.003501, 0.0135631, 0.00822478, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.708895] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6552] , 18.7067, -0.00957457, -0.190913, -0.143372, -0.999868, -0.003501, 0.0135631, 0.00822478, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.712581] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6554] , 18.7067, -0.00957708, -0.190911, -0.143344, -0.999867, -0.00349215, 0.013618, 0.00821539, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.717127] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6555] , 18.7167, -0.00957708, -0.190911, -0.143344, -0.999867, -0.00349215, 0.013618, 0.00821539, 0, 0, 0.00277505, 0, 0, 0, 
[2025-02-03 14:43:25.718399] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6556] , 18.7167, -0.00957708, -0.190911, -0.143344, -0.999867, -0.00349215, 0.013618, 0.00821539, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.721166] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6558] , 18.7167, -0.00958439, -0.19093, -0.143303, -0.999865, -0.00349704, 0.0137582, 0.00823493, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.723859] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6559] , 18.7167, -0.00958439, -0.19093, -0.143303, -0.999865, -0.00349704, 0.0137582, 0.00823493, 0, 0, 0.00411335, 0, 0, 0, 
[2025-02-03 14:43:25.728614] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6560] , 18.7267, -0.00958439, -0.19093, -0.143303, -0.999865, -0.00349704, 0.0137582, 0.00823493, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.731338] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6562] , 18.7267, -0.00958293, -0.190923, -0.143294, -0.999863, -0.00353031, 0.0139314, 0.00824429, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.734130] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6563] , 18.7267, -0.00958293, -0.190923, -0.143294, -0.999863, -0.00353031, 0.0139314, 0.00824429, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.736538] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6564] , 18.7267, -0.00958293, -0.190923, -0.143294, -0.999863, -0.00353031, 0.0139314, 0.00824429, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.740948] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6566] , 18.7367, -0.00958293, -0.190923, -0.143294, -0.999863, -0.00353031, 0.0139314, 0.00824429, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.744077] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6567] , 18.7367, -0.00956919, -0.190936, -0.143301, -0.999861, -0.00354986, 0.0140708, 0.00826271, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.746880] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6568] , 18.7367, -0.00956919, -0.190936, -0.143301, -0.999861, -0.00354986, 0.0140708, 0.00826271, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.749702] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6569] , 18.7467, -0.00956919, -0.190936, -0.143301, -0.999861, -0.00354986, 0.0140708, 0.00826271, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.752714] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6571] , 18.7467, -0.00956659, -0.190933, -0.143328, -0.999859, -0.00358819, 0.0141845, 0.00829352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.755338] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6572] , 18.7467, -0.00956659, -0.190933, -0.143328, -0.999859, -0.00358819, 0.0141845, 0.00829352, 0, 0, -0.00269736, 0, 0, 0, 
[2025-02-03 14:43:25.760187] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6573] , 18.7567, -0.00956659, -0.190933, -0.143328, -0.999859, -0.00358819, 0.0141845, 0.00829352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.762599] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6575] , 18.7567, -0.00955304, -0.190932, -0.143361, -0.999858, -0.00360827, 0.0141818, 0.00829751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.765463] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6576] , 18.7567, -0.00955304, -0.190932, -0.143361, -0.999858, -0.00360827, 0.0141818, 0.00829751, 0, 0, -0.00326939, 0, 0, 0, 
[2025-02-03 14:43:25.768346] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6577] , 18.7667, -0.00955304, -0.190932, -0.143361, -0.999858, -0.00360827, 0.0141818, 0.00829751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.772060] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6579] , 18.7667, -0.00955051, -0.190915, -0.143382, -0.999859, -0.00364212, 0.0141265, 0.00828443, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.775557] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6580] , 18.7667, -0.00955051, -0.190915, -0.143382, -0.999859, -0.00364212, 0.0141265, 0.00828443, 0, 0, -0.00217318, 0, 0, 0, 
[2025-02-03 14:43:25.778703] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6581] , 18.7767, -0.00955051, -0.190915, -0.143382, -0.999859, -0.00364212, 0.0141265, 0.00828443, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.781162] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6583] , 18.7767, -0.00955711, -0.190918, -0.1434, -0.999861, -0.00366647, 0.0140235, 0.00829738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.783985] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6584] , 18.7767, -0.00955711, -0.190918, -0.1434, -0.999861, -0.00366647, 0.0140235, 0.00829738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.786557] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6585] , 18.7767, -0.00955711, -0.190918, -0.1434, -0.999861, -0.00366647, 0.0140235, 0.00829738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.789964] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6586] , 18.7867, -0.00955711, -0.190918, -0.1434, -0.999861, -0.00366647, 0.0140235, 0.00829738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.793835] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6588] , 18.7867, -0.00956218, -0.190924, -0.14343, -0.999863, -0.00367142, 0.0138615, 0.0083093, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.795473] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6589] , 18.7867, -0.00956218, -0.190924, -0.14343, -0.999863, -0.00367142, 0.0138615, 0.0083093, 0, 0, -0.0029877, 0, 0, 0, 
[2025-02-03 14:43:25.798345] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6590] , 18.7967, -0.00956218, -0.190924, -0.14343, -0.999863, -0.00367142, 0.0138615, 0.0083093, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.800990] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6592] , 18.7967, -0.00956204, -0.190925, -0.143425, -0.999864, -0.00367856, 0.0137827, 0.0083176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.803913] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6593] , 18.7967, -0.00956204, -0.190925, -0.143425, -0.999864, -0.00367856, 0.0137827, 0.0083176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.808610] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6594] , 18.8067, -0.00956204, -0.190925, -0.143425, -0.999864, -0.00367856, 0.0137827, 0.0083176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.812090] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6596] , 18.8067, -0.00957728, -0.190937, -0.143421, -0.999865, -0.0036285, 0.0137068, 0.00831446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.813954] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6597] , 18.8067, -0.00957728, -0.190937, -0.143421, -0.999865, -0.0036285, 0.0137068, 0.00831446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.816835] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6598] , 18.8067, -0.00957728, -0.190937, -0.143421, -0.999865, -0.0036285, 0.0137068, 0.00831446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.819565] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6599] , 18.8167, -0.00957728, -0.190937, -0.143421, -0.999865, -0.0036285, 0.0137068, 0.00831446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.823984] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6601] , 18.8167, -0.00959023, -0.190943, -0.143423, -0.999866, -0.00358746, 0.0136783, 0.00829801, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.826812] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6602] , 18.8167, -0.00959023, -0.190943, -0.143423, -0.999866, -0.00358746, 0.0136783, 0.00829801, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.829690] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6603] , 18.8267, -0.00959023, -0.190943, -0.143423, -0.999866, -0.00358746, 0.0136783, 0.00829801, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.832370] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6605] , 18.8267, -0.00959269, -0.190936, -0.143403, -0.999866, -0.00352195, 0.013648, 0.00827739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.835331] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6606] , 18.8267, -0.00959269, -0.190936, -0.143403, -0.999866, -0.00352195, 0.013648, 0.00827739, 0, 0, 0.00206615, 0, 0, 0, 
[2025-02-03 14:43:25.840287] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6607] , 18.8367, -0.00959269, -0.190936, -0.143403, -0.999866, -0.00352195, 0.013648, 0.00827739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.844804] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6609] , 18.8367, -0.00958955, -0.190944, -0.143372, -0.999866, -0.00349051, 0.0137233, 0.00826223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.845813] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6610] , 18.8367, -0.00958955, -0.190944, -0.143372, -0.999866, -0.00349051, 0.0137233, 0.00826223, 0, 0, 0.00300836, 0, 0, 0, 
[2025-02-03 14:43:25.848643] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6611] , 18.8467, -0.00958955, -0.190944, -0.143372, -0.999866, -0.00349051, 0.0137233, 0.00826223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.851532] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6613] , 18.8467, -0.00957996, -0.190943, -0.143343, -0.999866, -0.00342788, 0.0136913, 0.00823191, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.856228] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6614] , 18.8467, -0.00957996, -0.190943, -0.143343, -0.999866, -0.00342788, 0.0136913, 0.00823191, 0, 0, 0.00294825, 0, 0, 0, 
[2025-02-03 14:43:25.859183] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6615] , 18.8567, -0.00957996, -0.190943, -0.143343, -0.999866, -0.00342788, 0.0136913, 0.00823191, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.862125] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6617] , 18.8567, -0.00956488, -0.190929, -0.143313, -0.999866, -0.00343272, 0.0137341, 0.00819176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.864722] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6618] , 18.8567, -0.00956488, -0.190929, -0.143313, -0.999866, -0.00343272, 0.0137341, 0.00819176, 0, 0, 0.00294468, 0, 0, 0, 
[2025-02-03 14:43:25.868087] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6619] , 18.8667, -0.00956488, -0.190929, -0.143313, -0.999866, -0.00343272, 0.0137341, 0.00819176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.872850] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6621] , 18.8667, -0.00956425, -0.190926, -0.143282, -0.999865, -0.00348011, 0.0138053, 0.00820208, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.875785] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6622] , 18.8667, -0.00956425, -0.190926, -0.143282, -0.999865, -0.00348011, 0.0138053, 0.00820208, 0, 0, 0.00310516, 0, 0, 0, 
[2025-02-03 14:43:25.878812] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6623] , 18.8767, -0.00956425, -0.190926, -0.143282, -0.999865, -0.00348011, 0.0138053, 0.00820208, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.881496] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6625] , 18.8767, -0.00955994, -0.190916, -0.143273, -0.999863, -0.00353374, 0.0138985, 0.00821158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.884626] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6626] , 18.8767, -0.00955994, -0.190916, -0.143273, -0.999863, -0.00353374, 0.0138985, 0.00821158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.888795] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6627] , 18.8867, -0.00955994, -0.190916, -0.143273, -0.999863, -0.00353374, 0.0138985, 0.00821158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.891443] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6629] , 18.8867, -0.00954737, -0.190907, -0.143293, -0.999861, -0.00360542, 0.014004, 0.00824755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.894214] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6630] , 18.8867, -0.00954737, -0.190907, -0.143293, -0.999861, -0.00360542, 0.014004, 0.00824755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.896802] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6631] , 18.8867, -0.00954737, -0.190907, -0.143293, -0.999861, -0.00360542, 0.014004, 0.00824755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.900103] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6632] , 18.8967, -0.00954737, -0.190907, -0.143293, -0.999861, -0.00360542, 0.014004, 0.00824755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.904447] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6634] , 18.8967, -0.00955169, -0.19091, -0.143328, -0.999859, -0.00366415, 0.0141051, 0.00828567, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.907405] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6635] , 18.9067, -0.00955169, -0.19091, -0.143328, -0.999859, -0.00366415, 0.0141051, 0.00828567, 0, 0, -0.00351159, 0, 0, 0, 
[2025-02-03 14:43:25.910171] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6636] , 18.9067, -0.00955169, -0.19091, -0.143328, -0.999859, -0.00366415, 0.0141051, 0.00828567, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.912730] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6638] , 18.9067, -0.00955868, -0.190912, -0.143375, -0.999858, -0.00370037, 0.0142059, 0.00831843, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.916087] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6639] , 18.9067, -0.00955868, -0.190912, -0.143375, -0.999858, -0.00370037, 0.0142059, 0.00831843, 0, 0, -0.00471245, 0, 0, 0, 
[2025-02-03 14:43:25.922151] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6641] , 18.9167, -0.00955868, -0.190912, -0.143375, -0.999858, -0.00370037, 0.0142059, 0.00831843, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.922998] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6642] , 18.9167, -0.00955806, -0.190921, -0.143428, -0.999857, -0.0037088, 0.0142313, 0.00835446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.926551] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6643] , 18.9167, -0.00955806, -0.190921, -0.143428, -0.999857, -0.0037088, 0.0142313, 0.00835446, 0, 0, -0.00535678, 0, 0, 0, 
[2025-02-03 14:43:25.929309] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6644] , 18.9267, -0.00955806, -0.190921, -0.143428, -0.999857, -0.0037088, 0.0142313, 0.00835446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.931866] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6646] , 18.9267, -0.00956182, -0.19093, -0.14346, -0.999859, -0.00368951, 0.0141246, 0.00835304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.937014] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6647] , 18.9267, -0.00956182, -0.19093, -0.14346, -0.999859, -0.00368951, 0.0141246, 0.00835304, 0, 0, -0.0031132, 0, 0, 0, 
[2025-02-03 14:43:25.939286] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6648] , 18.9367, -0.00956182, -0.19093, -0.14346, -0.999859, -0.00368951, 0.0141246, 0.00835304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.941850] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6650] , 18.9367, -0.0095713, -0.190931, -0.143475, -0.999861, -0.00363968, 0.0139458, 0.0083288, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.945751] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6651] , 18.9367, -0.0095713, -0.190931, -0.143475, -0.999861, -0.00363968, 0.0139458, 0.0083288, 0, 0, 0, 0, -0.0358555, 0, 
[2025-02-03 14:43:25.947584] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6652] , 18.9467, -0.0095713, -0.190931, -0.143475, -0.999861, -0.00363968, 0.0139458, 0.0083288, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.952082] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6654] , 18.9467, -0.00958204, -0.190941, -0.143465, -0.999865, -0.00358903, 0.0137451, 0.00828665, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.954889] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6655] , 18.9467, -0.00958204, -0.190941, -0.143465, -0.999865, -0.00358903, 0.0137451, 0.00828665, 0, 0, 0, 0, -0.0402635, 0, 
[2025-02-03 14:43:25.957516] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6656] , 18.9567, -0.00958204, -0.190941, -0.143465, -0.999865, -0.00358903, 0.0137451, 0.00828665, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.960295] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6657] , 18.9567, -0.00958798, -0.190946, -0.143428, -0.999868, -0.00352798, 0.0135295, 0.00824995, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.963127] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6659] , 18.9567, -0.00958798, -0.190946, -0.143428, -0.999868, -0.00352798, 0.0135295, 0.00824995, 0, 0, 0.00365233, 0, -0.0432424, 0, 
[2025-02-03 14:43:25.968383] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6660] , 18.9667, -0.00958798, -0.190946, -0.143428, -0.999868, -0.00352798, 0.0135295, 0.00824995, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.971649] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6662] , 18.9667, -0.00958882, -0.190944, -0.143396, -0.999871, -0.0034799, 0.0133893, 0.00820583, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.973705] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6663] , 18.9667, -0.00958882, -0.190944, -0.143396, -0.999871, -0.0034799, 0.0133893, 0.00820583, 0, 0, 0.00324274, 0, 0, 0, 
[2025-02-03 14:43:25.976451] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6664] , 18.9667, -0.00958882, -0.190944, -0.143396, -0.999871, -0.0034799, 0.0133893, 0.00820583, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.979316] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6665] , 18.9767, -0.00958882, -0.190944, -0.143396, -0.999871, -0.0034799, 0.0133893, 0.00820583, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.983845] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6667] , 18.9767, -0.00959319, -0.19094, -0.143345, -0.999871, -0.00345946, 0.0133931, 0.00818718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.986821] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6668] , 18.9767, -0.00959319, -0.19094, -0.143345, -0.999871, -0.00345946, 0.0133931, 0.00818718, 0, 0, 0.00508437, 0, 0, 0, 
[2025-02-03 14:43:25.989728] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6669] , 18.9867, -0.00959319, -0.19094, -0.143345, -0.999871, -0.00345946, 0.0133931, 0.00818718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.992280] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6671] , 18.9867, -0.00959194, -0.190935, -0.143307, -0.999869, -0.00345358, 0.0135412, 0.00821364, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:25.995188] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6672] , 18.9867, -0.00959194, -0.190935, -0.143307, -0.999869, -0.00345358, 0.0135412, 0.00821364, 0, 0, 0.00377592, 0, 0, 0, 
[2025-02-03 14:43:25.999722] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6673] , 18.9967, -0.00959194, -0.190935, -0.143307, -0.999869, -0.00345358, 0.0135412, 0.00821364, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:26.002365] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6675] , 18.9967, -0.00958767, -0.190928, -0.143276, -0.999866, -0.00348631, 0.0137153, 0.00822634, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:26.005250] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6676] , 18.9967, -0.00958767, -0.190928, -0.143276, -0.999866, -0.00348631, 0.0137153, 0.00822634, 0, 0, 0.00311082, 0, 0, 0, 
[2025-02-03 14:43:26.008067] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6677] , 19.0067, -0.00958767, -0.190928, -0.143276, -0.999866, -0.00348631, 0.0137153, 0.00822634, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:26.010542] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6678] , 19.0067, -0.00958226, -0.190926, -0.143265, -0.999863, -0.00350919, 0.0139294, 0.00826526, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:26.015216] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [6680] , 19.0067, -0.00958226, -0.190926, -0.143265, -0.999863, -0.00350919, 0.0139294, 0.00826526, 0, 0, 0, 0, 0.0428677, 0, 
