[2025-02-03 14:43:07.888250] [0x0000007f9f196010] [MocapTag] [0x00005057] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:43:18.839990] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3672] , 11.8367, -0.00956073, -0.190918, -0.143339, -0.999862, -0.00358792, 0.0139742, 0.0082645, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.842732] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3673] , 11.8367, -0.00955887, -0.190909, -0.143334, -0.999861, -0.00359431, 0.0140048, 0.00826709, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.845564] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3674] , 11.8367, -0.00955887, -0.190909, -0.143334, -0.999861, -0.00359431, 0.0140048, 0.00826709, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.848513] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3675] , 11.8467, -0.00955887, -0.190909, -0.143334, -0.999861, -0.00359431, 0.0140048, 0.00826709, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.853092] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3677] , 11.8467, -0.00956439, -0.19091, -0.143335, -0.999862, -0.00359878, 0.0139736, 0.00825748, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.855472] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3678] , 11.8467, -0.00956439, -0.19091, -0.143335, -0.999862, -0.00359878, 0.0139736, 0.00825748, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.858506] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3679] , 11.8567, -0.00956439, -0.19091, -0.143335, -0.999862, -0.00359878, 0.0139736, 0.00825748, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.861259] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3681] , 11.8567, -0.00956377, -0.190912, -0.143355, -0.999862, -0.00360756, 0.0139796, 0.00827361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.864085] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3682] , 11.8567, -0.00956377, -0.190912, -0.143355, -0.999862, -0.00360756, 0.0139796, 0.00827361, 0, 0, -0.00202687, 0, 0, 0, 
[2025-02-03 14:43:18.867976] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3683] , 11.8667, -0.00956377, -0.190912, -0.143355, -0.999862, -0.00360756, 0.0139796, 0.00827361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.870459] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3685] , 11.8667, -0.00956161, -0.190917, -0.143373, -0.999862, -0.0035757, 0.0139382, 0.00825196, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.873444] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3686] , 11.8667, -0.00956161, -0.190917, -0.143373, -0.999862, -0.0035757, 0.0139382, 0.00825196, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.876126] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3687] , 11.8667, -0.00956161, -0.190917, -0.143373, -0.999862, -0.0035757, 0.0139382, 0.00825196, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.879017] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3688] , 11.8767, -0.00956161, -0.190917, -0.143373, -0.999862, -0.0035757, 0.0139382, 0.00825196, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.882215] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3690] , 11.8767, -0.00956912, -0.190922, -0.143383, -0.999862, -0.00358097, 0.0139621, 0.00827797, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.886202] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3691] , 11.8767, -0.00956912, -0.190922, -0.143383, -0.999862, -0.00358097, 0.0139621, 0.00827797, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.887966] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3692] , 11.8867, -0.00956912, -0.190922, -0.143383, -0.999862, -0.00358097, 0.0139621, 0.00827797, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.890432] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3694] , 11.8867, -0.00956788, -0.190931, -0.143387, -0.999863, -0.00356588, 0.0138574, 0.00826929, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.893456] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3695] , 11.8867, -0.00956788, -0.190931, -0.143387, -0.999863, -0.00356588, 0.0138574, 0.00826929, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.898165] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3696] , 11.8967, -0.00956788, -0.190931, -0.143387, -0.999863, -0.00356588, 0.0138574, 0.00826929, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.900922] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3698] , 11.8967, -0.00957962, -0.19094, -0.143388, -0.999864, -0.00357844, 0.013819, 0.0082745, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.903624] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3699] , 11.8967, -0.00957962, -0.19094, -0.143388, -0.999864, -0.00357844, 0.013819, 0.0082745, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.906176] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3700] , 11.8967, -0.00957962, -0.19094, -0.143388, -0.999864, -0.00357844, 0.013819, 0.0082745, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.909017] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3701] , 11.9067, -0.00957962, -0.19094, -0.143388, -0.999864, -0.00357844, 0.013819, 0.0082745, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.915225] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3703] , 11.9067, -0.00958342, -0.190948, -0.143391, -0.999865, -0.00356738, 0.0137292, 0.00827255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.916775] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3704] , 11.9067, -0.00958342, -0.190948, -0.143391, -0.999865, -0.00356738, 0.0137292, 0.00827255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.919612] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3706] , 11.9167, -0.00958342, -0.190948, -0.143391, -0.999865, -0.00356738, 0.0137292, 0.00827255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.922198] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3707] , 11.9167, -0.00959389, -0.190955, -0.143382, -0.999865, -0.00357657, 0.0137136, 0.00827849, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.925692] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3708] , 11.9167, -0.00959389, -0.190955, -0.143382, -0.999865, -0.00357657, 0.0137136, 0.00827849, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.929144] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3709] , 11.9267, -0.00959389, -0.190955, -0.143382, -0.999865, -0.00357657, 0.0137136, 0.00827849, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.931888] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3711] , 11.9267, -0.00959382, -0.190956, -0.143375, -0.999865, -0.00359104, 0.0137323, 0.00829361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.934738] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3712] , 11.9267, -0.00959382, -0.190956, -0.143375, -0.999865, -0.00359104, 0.0137323, 0.00829361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.937566] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3713] , 11.9367, -0.00959382, -0.190956, -0.143375, -0.999865, -0.00359104, 0.0137323, 0.00829361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.941491] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3715] , 11.9367, -0.00959382, -0.190956, -0.143375, -0.999865, -0.00359104, 0.0137323, 0.00829361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.944427] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3716] , 11.9367, -0.00959125, -0.190945, -0.143376, -0.999865, -0.00355588, 0.0137083, 0.0082792, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.947569] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3717] , 11.9467, -0.00959125, -0.190945, -0.143376, -0.999865, -0.00355588, 0.0137083, 0.0082792, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.950250] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3719] , 11.9467, -0.00959125, -0.190945, -0.143376, -0.999865, -0.00355588, 0.0137083, 0.0082792, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.952974] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3720] , 11.9467, -0.00958679, -0.190937, -0.143378, -0.999865, -0.00356251, 0.0137464, 0.00827514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.955962] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3721] , 11.9467, -0.00958679, -0.190937, -0.143378, -0.999865, -0.00356251, 0.0137464, 0.00827514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.959629] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3723] , 11.9567, -0.00958679, -0.190937, -0.143378, -0.999865, -0.00356251, 0.0137464, 0.00827514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.963116] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3724] , 11.9567, -0.00957769, -0.190937, -0.143367, -0.999864, -0.00354441, 0.013801, 0.0082725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.965046] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3725] , 11.9567, -0.00957769, -0.190937, -0.143367, -0.999864, -0.00354441, 0.013801, 0.0082725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.968183] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3726] , 11.9667, -0.00957769, -0.190937, -0.143367, -0.999864, -0.00354441, 0.013801, 0.0082725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.970409] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3728] , 11.9667, -0.00956532, -0.190919, -0.143356, -0.999864, -0.00354254, 0.0138151, 0.0082568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.974385] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3729] , 11.9667, -0.00956532, -0.190919, -0.143356, -0.999864, -0.00354254, 0.0138151, 0.0082568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.977102] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3730] , 11.9767, -0.00956532, -0.190919, -0.143356, -0.999864, -0.00354254, 0.0138151, 0.0082568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.981113] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3732] , 11.9767, -0.00956532, -0.190919, -0.143356, -0.999864, -0.00354254, 0.0138151, 0.0082568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.985165] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3733] , 11.9767, -0.00955895, -0.190917, -0.143332, -0.999863, -0.00355752, 0.0138943, 0.00824918, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.985714] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3734] , 11.9767, -0.00955895, -0.190917, -0.143332, -0.999863, -0.00355752, 0.0138943, 0.00824918, 0, 0, 0.00242417, 0, 0, 0, 
[2025-02-03 14:43:18.990193] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3736] , 11.9867, -0.00955895, -0.190917, -0.143332, -0.999863, -0.00355752, 0.0138943, 0.00824918, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.992893] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3737] , 11.9867, -0.0095624, -0.19092, -0.143329, -0.999862, -0.00357271, 0.0139384, 0.00824241, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.996081] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3738] , 11.9867, -0.0095624, -0.19092, -0.143329, -0.999862, -0.00357271, 0.0139384, 0.00824241, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.998677] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3739] , 11.9967, -0.0095624, -0.19092, -0.143329, -0.999862, -0.00357271, 0.0139384, 0.00824241, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.001211] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3741] , 11.9967, -0.00956826, -0.190916, -0.143329, -0.999862, -0.00359323, 0.0139524, 0.00824588, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.005211] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3742] , 11.9967, -0.00956826, -0.190916, -0.143329, -0.999862, -0.00359323, 0.0139524, 0.00824588, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.008090] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3743] , 12.0067, -0.00956826, -0.190916, -0.143329, -0.999862, -0.00359323, 0.0139524, 0.00824588, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.010543] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3745] , 12.0067, -0.00956709, -0.190918, -0.143343, -0.999862, -0.00358858, 0.0139673, 0.00825366, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.014204] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3746] , 12.0067, -0.00956709, -0.190918, -0.143343, -0.999862, -0.00358858, 0.0139673, 0.00825366, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.016171] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3747] , 12.0067, -0.00956709, -0.190918, -0.143343, -0.999862, -0.00358858, 0.0139673, 0.00825366, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.020107] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3749] , 12.0167, -0.00956709, -0.190918, -0.143343, -0.999862, -0.00358858, 0.0139673, 0.00825366, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.022742] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3750] , 12.0167, -0.00956577, -0.190916, -0.143358, -0.999861, -0.00360427, 0.0140361, 0.00827872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.025690] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3751] , 12.0167, -0.00956577, -0.190916, -0.143358, -0.999861, -0.00360427, 0.0140361, 0.00827872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.028701] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3752] , 12.0267, -0.00956577, -0.190916, -0.143358, -0.999861, -0.00360427, 0.0140361, 0.00827872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.031259] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3754] , 12.0267, -0.00957467, -0.190917, -0.143383, -0.999862, -0.00357846, 0.0139797, 0.00828086, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.035537] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3755] , 12.0267, -0.00957467, -0.190917, -0.143383, -0.999862, -0.00357846, 0.0139797, 0.00828086, 0, 0, -0.00250509, 0, 0, 0, 
[2025-02-03 14:43:19.040768] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3757] , 12.0367, -0.00957467, -0.190917, -0.143383, -0.999862, -0.00357846, 0.0139797, 0.00828086, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.041406] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3758] , 12.0367, -0.00956861, -0.190914, -0.143395, -0.999862, -0.00358189, 0.0139244, 0.00826735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.044034] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3759] , 12.0367, -0.00956861, -0.190914, -0.143395, -0.999862, -0.00358189, 0.0139244, 0.00826735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.046716] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3760] , 12.0367, -0.00956861, -0.190914, -0.143395, -0.999862, -0.00358189, 0.0139244, 0.00826735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.051728] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3762] , 12.0467, -0.00956861, -0.190914, -0.143395, -0.999862, -0.00358189, 0.0139244, 0.00826735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.054397] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3763] , 12.0467, -0.0095762, -0.190924, -0.143409, -0.999863, -0.00358045, 0.0138759, 0.0082768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.057413] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3764] , 12.0567, -0.0095762, -0.190924, -0.143409, -0.999863, -0.00358045, 0.0138759, 0.0082768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.060056] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3766] , 12.0567, -0.0095762, -0.190924, -0.143409, -0.999863, -0.00358045, 0.0138759, 0.0082768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.062639] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3767] , 12.0567, -0.00957469, -0.190931, -0.143404, -0.999864, -0.00357646, 0.0137926, 0.00828149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.069275] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3768] , 12.0667, -0.00957469, -0.190931, -0.143404, -0.999864, -0.00357646, 0.0137926, 0.00828149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.070294] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3770] , 12.0667, -0.00957469, -0.190931, -0.143404, -0.999864, -0.00357646, 0.0137926, 0.00828149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.073199] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3771] , 12.0667, -0.00958175, -0.190951, -0.143389, -0.999865, -0.00357074, 0.0137599, 0.00827619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.076060] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3772] , 12.0667, -0.00958175, -0.190951, -0.143389, -0.999865, -0.00357074, 0.0137599, 0.00827619, 0, -0.00200013, 0, 0, 0, 0, 
[2025-02-03 14:43:19.078907] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3773] , 12.0767, -0.00958175, -0.190951, -0.143389, -0.999865, -0.00357074, 0.0137599, 0.00827619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.084107] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3775] , 12.0767, -0.00957328, -0.190942, -0.143366, -0.999865, -0.00359265, 0.0137307, 0.00827108, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.086543] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3776] , 12.0767, -0.00957328, -0.190942, -0.143366, -0.999865, -0.00359265, 0.0137307, 0.00827108, 0, 0, 0.00227491, 0, 0, 0, 
[2025-02-03 14:43:19.089006] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3777] , 12.0867, -0.00957328, -0.190942, -0.143366, -0.999865, -0.00359265, 0.0137307, 0.00827108, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.091719] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3779] , 12.0867, -0.00957538, -0.190942, -0.14335, -0.999865, -0.00357887, 0.0137496, 0.00826951, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.094514] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3780] , 12.0867, -0.00957538, -0.190942, -0.14335, -0.999865, -0.00357887, 0.0137496, 0.00826951, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.099163] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3781] , 12.0967, -0.00957538, -0.190942, -0.14335, -0.999865, -0.00357887, 0.0137496, 0.00826951, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.101873] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3783] , 12.0967, -0.00957515, -0.190943, -0.143351, -0.999864, -0.00358302, 0.0138174, 0.0082842, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.106210] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3784] , 12.0967, -0.00957515, -0.190943, -0.143351, -0.999864, -0.00358302, 0.0138174, 0.0082842, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.107400] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3785] , 12.1067, -0.00957515, -0.190943, -0.143351, -0.999864, -0.00358302, 0.0138174, 0.0082842, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.110222] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3786] , 12.1067, -0.00957515, -0.190943, -0.143351, -0.999864, -0.00358302, 0.0138174, 0.0082842, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.114458] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3788] , 12.1067, -0.00957426, -0.190935, -0.143346, -0.999863, -0.00358541, 0.0138765, 0.00828067, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.117564] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3789] , 12.1166, -0.00957426, -0.190935, -0.143346, -0.999863, -0.00358541, 0.0138765, 0.00828067, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.120408] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3790] , 12.1166, -0.00957426, -0.190935, -0.143346, -0.999863, -0.00358541, 0.0138765, 0.00828067, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.123850] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3792] , 12.1166, -0.00957362, -0.190927, -0.143355, -0.999863, -0.00357547, 0.0138997, 0.00828467, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.125912] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3793] , 12.1166, -0.00957362, -0.190927, -0.143355, -0.999863, -0.00357547, 0.0138997, 0.00828467, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.131046] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3795] , 12.1267, -0.00957362, -0.190927, -0.143355, -0.999863, -0.00357547, 0.0138997, 0.00828467, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.133997] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3796] , 12.1267, -0.00957444, -0.190919, -0.143357, -0.999863, -0.00356347, 0.0139105, 0.0082627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.137273] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3797] , 12.1366, -0.00957444, -0.190919, -0.143357, -0.999863, -0.00356347, 0.0139105, 0.0082627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.139953] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3798] , 12.1366, -0.00957444, -0.190919, -0.143357, -0.999863, -0.00356347, 0.0139105, 0.0082627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.142577] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3800] , 12.1366, -0.00957265, -0.190922, -0.143359, -0.999863, -0.00355923, 0.0139146, 0.00826273, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.147985] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3801] , 12.1466, -0.00957265, -0.190922, -0.143359, -0.999863, -0.00355923, 0.0139146, 0.00826273, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.151023] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3803] , 12.1466, -0.00957265, -0.190922, -0.143359, -0.999863, -0.00355923, 0.0139146, 0.00826273, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.153706] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3804] , 12.1466, -0.00957116, -0.190917, -0.143371, -0.999863, -0.00357737, 0.0138996, 0.00826238, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.156709] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3805] , 12.1466, -0.00957116, -0.190917, -0.143371, -0.999863, -0.00357737, 0.0138996, 0.00826238, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.159580] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3806] , 12.1566, -0.00957116, -0.190917, -0.143371, -0.999863, -0.00357737, 0.0138996, 0.00826238, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.163449] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3808] , 12.1566, -0.00957592, -0.190919, -0.143376, -0.999863, -0.00356105, 0.0138713, 0.00826217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.165953] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3809] , 12.1566, -0.00957592, -0.190919, -0.143376, -0.999863, -0.00356105, 0.0138713, 0.00826217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.168788] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3810] , 12.1667, -0.00957592, -0.190919, -0.143376, -0.999863, -0.00356105, 0.0138713, 0.00826217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.172101] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3812] , 12.1667, -0.00956555, -0.190924, -0.143378, -0.999864, -0.00354406, 0.0138608, 0.00826465, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.174314] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3813] , 12.1667, -0.00956555, -0.190924, -0.143378, -0.999864, -0.00354406, 0.0138608, 0.00826465, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:19.179319] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3814] , 12.1767, -0.00956555, -0.190924, -0.143378, -0.999864, -0.00354406, 0.0138608, 0.00826465, 0, 0, 0, 0, 0, 0, 
