[2024-10-16 17:54:22.609861] [0x0000007f8e48c010] [VioTag] [0x000063df] [3] , Controller time [s], VIO Position x [m], VIO Position y [m], VIO Position z [m], VIO velocity x [m/s], VIO velocity y [m/s], VIO velocity z [m/s], VIO acceleration x [m/s^2], VIO acceleration y [m/s^2], VIO acceleration z [m/s^2], VIO Quaternion q0 [-], VIO Quaternion q1 [-], VIO Quaternion q2 [-], VIO Quaternion q3 [-], VIO Angular velocity x [rad/s], VIO Angular velocity y [rad/s], VIO Angular velocity z [rad/s], VIO Angular acceleration x [rad/s], VIO Angular acceleration y [rad/s], VIO Angular acceleration z [rad/s], VIO pose confidence level [-], VIO map confidence level [-], 
[2024-10-16 17:54:48.863565] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15564] , 31.8565, 0.0498407, 0.00190259, -0.999437, 0.0420172, 0.00853559, -0.0414483, -0.0224507, 0.0664934, 0.697923, 0.998323, 0.00702323, -0.038849, 0.0423457, 0.0770475, -0.276185, -0.0130297, 0.0770475, -0.276185, -0.0130297, 3, 0, 
[2024-10-16 17:54:48.868711] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15567] , 31.8665, 0.0500423, 0.00194177, -0.99961, 0.0406928, 0.0087365, -0.0357726, -0.0764342, 0.0615583, 0.792504, 0.998299, 0.00711705, -0.0395631, 0.0422198, 0.0851193, -0.211165, 0.0235148, 0.0851193, -0.211165, 0.0235148, 3, 0, 
[2024-10-16 17:54:48.873268] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15570] , 31.8665, 0.0501946, 0.00199042, -0.999746, 0.0337051, 0.0100428, -0.0291906, -0.552537, 0.147104, 0.920355, 0.998281, 0.00736374, -0.0400134, 0.0421936, 0.0879708, -0.222616, 0.0242572, 0.0879708, -0.222616, 0.0242572, 3, 0, 
[2024-10-16 17:54:48.878361] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15574] , 31.8765, 0.0488993, 0.00204637, -0.995928, 0.0306462, 0.0111289, -0.0241469, -0.126314, 0.184368, 0.0998355, 0.998256, 0.00757407, -0.0406466, 0.0421332, 0.112461, -0.249138, 0.0559534, 0.112461, -0.249138, 0.0559534, 3, 0, 
[2024-10-16 17:54:48.883295] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15576] , 31.8765, 0.0490535, 0.00210261, -0.996051, 0.0298623, 0.0120233, -0.0233287, -0.136965, 0.183382, 0.121656, 0.99823, 0.0078696, -0.0412492, 0.042121, 0.0805177, -0.245546, 0.0220212, 0.0805177, -0.245546, 0.0220212, 3, 0, 
[2024-10-16 17:54:48.889082] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15580] , 31.8865, 0.0492628, 0.00214099, -0.996244, 0.0359529, 0.0102949, -0.0311731, 0.311129, 0.00999016, -0.439075, 0.998206, 0.00797115, -0.0418587, 0.0420511, 0.0626538, -0.213187, 0.0260094, 0.0626538, -0.213187, 0.0260094, 3, 0, 
[2024-10-16 17:54:48.893517] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15583] , 31.8865, 0.049432, 0.00219036, -0.996387, 0.0359664, 0.0102001, -0.0314889, 0.236109, 0.00327775, -0.34789, 0.998184, 0.00814596, -0.0423721, 0.0420332, 0.0643756, -0.222825, -0.00143649, 0.0643756, -0.222825, -0.00143649, 3, 0, 
[2024-10-16 17:54:48.898695] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15586] , 31.8965, 0.0495902, 0.00223841, -0.996525, 0.0351243, 0.0100351, -0.031355, 0.15706, -0.00358036, -0.274738, 0.998161, 0.00824363, -0.0429654, 0.0419522, 0.0656022, -0.220773, 0.0510336, 0.0656022, -0.220773, 0.0510336, 3, 0, 
[2024-10-16 17:54:48.903588] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15589] , 31.8965, 0.049697, 0.00229411, -0.99661, 0.028117, 0.0111141, -0.0241391, -0.367958, 0.0929554, 0.317545, 0.998136, 0.00845021, -0.0434498, 0.0420252, 0.0422035, -0.165221, 0.0277909, 0.0422035, -0.165221, 0.0277909, 3, 0, 
[2024-10-16 17:54:48.909869] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15593] , 31.9065, 0.049831, 0.00235023, -0.996724, 0.0271094, 0.0116518, -0.0234775, -0.285385, 0.10034, 0.225345, 0.998121, 0.00848641, -0.0438328, 0.0419682, 0.0347451, -0.145145, 0.00143292, 0.0347451, -0.145145, 0.00143292, 3, 0, 
[2024-10-16 17:54:48.913318] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15595] , 31.9065, 0.0482671, 0.00363727, -0.994408, 0.0191388, 0.0177972, -0.00264835, -0.0379464, 0.118621, 0.0836987, 0.9981, 0.00858895, -0.0442791, 0.0419728, 0.0568775, -0.152779, 0.0150755, 0.0568775, -0.152779, 0.0150755, 3, 0, 
[2024-10-16 17:54:48.918639] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15599] , 31.9165, 0.0483564, 0.00372725, -0.994419, 0.0184815, 0.0183537, -0.00233622, -0.0497258, 0.11773, 0.0805673, 0.998085, 0.0087354, -0.0446104, 0.0419413, 0.0585774, -0.0912237, 0.0362154, 0.0585774, -0.0912237, 0.0362154, 3, 0, 
[2024-10-16 17:54:48.923461] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15602] , 31.9165, 0.0484676, 0.00385494, -0.994502, 0.0197385, 0.0223078, -0.009829, 0.0442917, 0.315007, -0.383666, 0.998073, 0.00890882, -0.044829, 0.0419749, 0.0555204, -0.118861, 0.0593539, 0.0555204, -0.118861, 0.0593539, 3, 0, 
[2024-10-16 17:54:48.928496] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15605] , 31.9265, 0.0485745, 0.00397584, -0.994551, 0.0194363, 0.023862, -0.0111908, 0.00475293, 0.311496, -0.34621, 0.998056, 0.00905064, -0.0451614, 0.0419899, 0.0365426, -0.103145, -0.00496285, 0.0365426, -0.103145, -0.00496285, 3, 0, 
[2024-10-16 17:54:48.933563] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15608] , 31.9265, 0.0486705, 0.00410631, -0.994605, 0.0181763, 0.0253452, -0.0116404, -0.0629932, 0.30545, -0.279568, 0.99805, 0.00910709, -0.0453246, 0.0419339, 0.0450773, -0.044456, 0.0441418, 0.0450773, -0.044456, 0.0441418, 3, 0, 
[2024-10-16 17:54:48.942952] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15614] , 31.9365, 0.0487387, 0.00422198, -0.994632, 0.0148426, 0.0238087, -0.00802862, -0.246331, 0.062939, 0.0604964, 0.998039, 0.00927666, -0.0454761, 0.0419941, 0.0315414, -0.0851372, 0.0130019, 0.0315414, -0.0851372, 0.0130019, 3, 0, 
[2024-10-16 17:54:48.943965] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15615] , 31.9365, 0.0488186, 0.00434751, -0.994685, 0.0149296, 0.0242675, -0.00914306, -0.141066, 0.0724295, -0.0505708, 0.998032, 0.00929865, -0.0456704, 0.0419462, 0.0251364, -0.0303019, 0.0257012, 0.0251364, -0.0303019, 0.0257012, 3, 0, 
[2024-10-16 17:54:48.948608] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15619] , 31.9465, 0.0489359, 0.00386898, -0.99401, 0.0456267, 0.0226609, -0.0297743, 0.513211, 0.126109, -0.682706, 0.998024, 0.00931038, -0.0459279, 0.0418716, 0.000162128, -0.0504938, -0.015574, 0.000162128, -0.0504938, -0.015574, 3, 0, 
[2024-10-16 17:54:48.953683] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15622] , 31.9465, 0.0491965, 0.00401512, -0.994214, 0.0514462, 0.0250296, -0.035585, 0.691803, 0.226919, -0.785937, 0.99802, 0.00925872, -0.0460584, 0.0418141, 0.0157107, 0.0152677, 0.0152691, 0.0157107, 0.0152677, 0.0152691, 3, 0, 
[2024-10-16 17:54:48.958524] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15625] , 31.9565, 0.0494391, 0.00415358, -0.994397, 0.0531552, 0.0260744, -0.0372902, 0.593187, 0.217562, -0.651799, 0.998022, 0.00936038, -0.0459646, 0.0418485, 0.0152403, -0.0112253, -0.00414389, 0.0152403, -0.0112253, -0.00414389, 3, 0, 
[2024-10-16 17:54:48.963636] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15628] , 31.9565, 0.0496939, 0.00429139, -0.994585, 0.0548593, 0.027084, -0.039214, 0.53761, 0.212456, -0.589618, 0.99802, 0.00930071, -0.0461029, 0.041766, -0.00572752, -0.0423729, -0.0347749, -0.00572752, -0.0423729, -0.0347749, 3, 0, 
[2024-10-16 17:54:48.968815] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15632] , 31.9665, 0.0499557, 0.00443223, -0.994773, 0.0554149, 0.0282505, -0.0401387, 0.392158, 0.221891, -0.45175, 0.998021, 0.0092522, -0.0461159, 0.0417324, -0.0159646, 0.0125955, -0.0274862, -0.0159646, 0.0125955, -0.0274862, 3, 0, 
[2024-10-16 17:54:48.973370] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15634] , 31.9665, 0.0502391, 0.00457902, -0.994981, 0.0577147, 0.029408, -0.0430441, 0.421672, 0.22486, -0.508358, 0.998025, 0.00920388, -0.0460752, 0.0416972, 0.0112843, 0.0187182, 0.00451114, 0.0112843, 0.0187182, 0.00451114, 3, 0, 
[2024-10-16 17:54:48.978441] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15638] , 31.9765, 0.0478273, 0.00460223, -0.994125, 0.0441894, 0.0293386, -0.0400186, 0.721793, 0.253318, -0.7421, 0.998021, 0.00937587, -0.0460841, 0.0417472, 0.0300869, 0.0630096, 0.0185515, 0.0300869, 0.0630096, 0.0185515, 3, 0, 
[2024-10-16 17:54:48.983503] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15640] , 31.9765, 0.0480634, 0.00474647, -0.994332, 0.0473237, 0.0302515, -0.0440161, 0.681428, 0.230796, -0.755701, 0.99803, 0.00942872, -0.0459145, 0.0417105, 0.00971922, 0.025431, -0.0394364, 0.00971922, 0.025431, -0.0394364, 3, 0, 
[2024-10-16 17:54:48.988790] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [15644] , 31.9865, 0.0483348, 0.00489593, -0.994579, 0.0522212, 0.0315002, -0.0495938, 0.745756, 0.236848, -0.837279, 0.998035, 0.00938925, -0.045894, 0.0416137, 0.016174, 0.0362829, -0.00753458, 0.016174, 0.0362829, -0.00753458, 3, 0, 
