[2024-10-16 17:54:18.016659] [0x0000007f8e48c010] [MocapTag] [0x000063df] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-10-16 17:54:34.821042] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6662] , 17.8165, -0.146166, -0.305923, -0.843499, -0.999514, 0.00435984, -0.00218714, -0.0308019, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.823662] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6663] , 17.8165, -0.146166, -0.305923, -0.843499, -0.999514, 0.00435984, -0.00218714, -0.0308019, -0.0231149, 0.0536216, -0.270636, 0, -0.149071, 0.0981178, 
[2024-10-16 17:54:34.826297] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6665] , 17.8165, -0.146166, -0.305923, -0.843499, -0.999514, 0.00435984, -0.00218714, -0.0308019, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.831061] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6668] , 17.8265, -0.146166, -0.305923, -0.843499, -0.999514, 0.00435984, -0.00218714, -0.0308019, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.833489] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6669] , 17.8265, -0.146444, -0.305443, -0.846257, -0.999526, 0.00455319, -0.00221288, -0.0303578, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.836436] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6671] , 17.8265, -0.146444, -0.305443, -0.846257, -0.999526, 0.00455319, -0.00221288, -0.0303578, -0.0277622, 0.0479849, -0.275754, -0.0386477, 0, 0.0887573, 
[2024-10-16 17:54:34.839088] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6673] , 17.8365, -0.146444, -0.305443, -0.846257, -0.999526, 0.00455319, -0.00221288, -0.0303578, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.841738] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6675] , 17.8365, -0.146779, -0.304917, -0.848999, -0.999544, 0.00505223, -0.00194651, -0.0296913, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.860804] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6682] , 17.8565, -0.146779, -0.304917, -0.848999, -0.999544, 0.00505223, -0.00194651, -0.0296913, -0.0334916, 0.0526283, -0.274204, -0.0978947, 0.0555988, 0.133438, 
[2024-10-16 17:54:34.861137] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6683] , 17.8565, -0.146779, -0.304917, -0.848999, -0.999544, 0.00505223, -0.00194651, -0.0296913, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.861458] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6684] , 17.8565, -0.14737, -0.30458, -0.851882, -0.999547, 0.00578845, -0.000551979, -0.0295267, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.861790] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6685] , 17.8565, -0.14737, -0.30458, -0.851882, -0.999547, 0.00578845, -0.000551979, -0.0295267, -0.0591395, 0.0336959, -0.288322, -0.138879, 0.282961, 0, 
[2024-10-16 17:54:34.862096] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6686] , 17.8565, -0.14737, -0.30458, -0.851882, -0.999547, 0.00578845, -0.000551979, -0.0295267, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.862447] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6687] , 17.8565, -0.14737, -0.30458, -0.851882, -0.999547, 0.00578845, -0.000551979, -0.0295267, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.862809] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6688] , 17.8565, -0.147578, -0.303907, -0.854406, -0.99958, 0.00630232, -0.00118557, -0.0282627, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.867868] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6691] , 17.8665, -0.147578, -0.303907, -0.854406, -0.99958, 0.00630232, -0.00118557, -0.0282627, -0.020734, 0.0672482, -0.252376, -0.106215, -0.125227, 0.252067, 
[2024-10-16 17:54:34.868900] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6692] , 17.8665, -0.147578, -0.303907, -0.854406, -0.99958, 0.00630232, -0.00118557, -0.0282627, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.871468] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6694] , 17.8665, -0.151007, -0.301859, -0.860635, -0.999535, 0.00767444, 0.0213168, -0.0204005, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.874113] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6695] , 17.8665, -0.151007, -0.301859, -0.860635, -0.999535, 0.00767444, 0.0213168, -0.0204005, -0.342912, 0.204849, -0.622863, -0.181913, 4.49541, 1.60436, 
[2024-10-16 17:54:34.878589] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6698] , 17.8765, -0.151007, -0.301859, -0.860635, -0.999535, 0.00767444, 0.0213168, -0.0204005, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.882556] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6700] , 17.8765, -0.151574, -0.30177, -0.863088, -0.999544, 0.00795332, 0.0210312, -0.0201744, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.883879] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6701] , 17.8765, -0.151574, -0.30177, -0.863088, -0.999544, 0.00795332, 0.0210312, -0.0201744, -0.0566851, 0.00885932, -0.245316, -0.0579119, -0.0563357, 0.0460584, 
[2024-10-16 17:54:34.886549] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6703] , 17.8765, -0.151574, -0.30177, -0.863088, -0.999544, 0.00795332, 0.0210312, -0.0201744, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.890837] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6706] , 17.8865, -0.151574, -0.30177, -0.863088, -0.999544, 0.00795332, 0.0210312, -0.0201744, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.891723] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6707] , 17.8865, -0.15189, -0.301013, -0.865723, -0.999566, 0.00798515, 0.0211503, -0.0188635, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.895910] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6709] , 17.8865, -0.15189, -0.301013, -0.865723, -0.999566, 0.00798515, 0.0211503, -0.0188635, -0.0316122, 0.0757462, -0.263489, 0, 0, 0.26271, 
[2024-10-16 17:54:34.898334] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6711] , 17.8965, -0.15189, -0.301013, -0.865723, -0.999566, 0.00798515, 0.0211503, -0.0188635, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.901030] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6713] , 17.8965, -0.15239, -0.300641, -0.868137, -0.999583, 0.0082313, 0.020828, -0.0182139, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.904672] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6714] , 17.8965, -0.15239, -0.300641, -0.868137, -0.999583, 0.0082313, 0.020828, -0.0182139, -0.050024, 0.0372223, -0.24148, -0.0531673, -0.0645675, 0.130614, 
[2024-10-16 17:54:34.906154] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6716] , 17.8965, -0.15239, -0.300641, -0.868137, -0.999583, 0.0082313, 0.020828, -0.0182139, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.910792] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6719] , 17.9065, -0.15239, -0.300641, -0.868137, -0.999583, 0.0082313, 0.020828, -0.0182139, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.913011] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6720] , 17.9065, -0.152883, -0.300313, -0.870553, -0.999597, 0.00858755, 0.0205081, -0.017675, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.915923] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6722] , 17.9065, -0.152883, -0.300313, -0.870553, -0.999597, 0.00858755, 0.0205081, -0.017675, -0.0492594, 0.0327969, -0.24159, -0.0746489, -0.0635773, 0.108881, 
[2024-10-16 17:54:34.918807] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6724] , 17.9165, -0.152883, -0.300313, -0.870553, -0.999597, 0.00858755, 0.0205081, -0.017675, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.921462] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6726] , 17.9165, -0.153359, -0.30002, -0.872956, -0.999605, 0.00888145, 0.0203061, -0.0172554, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.924021] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6727] , 17.9165, -0.153359, -0.30002, -0.872956, -0.999605, 0.00888145, 0.0203061, -0.0172554, -0.0476062, 0.0292194, -0.240316, -0.0612259, -0.0400763, 0.0848908, 
[2024-10-16 17:54:34.927124] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6729] , 17.9265, -0.153359, -0.30002, -0.872956, -0.999605, 0.00888145, 0.0203061, -0.0172554, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.929853] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6731] , 17.9265, -0.153359, -0.30002, -0.872956, -0.999605, 0.00888145, 0.0203061, -0.0172554, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.932402] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6733] , 17.9265, -0.15386, -0.299782, -0.875326, -0.999611, 0.00909707, 0.0202974, -0.0167978, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.935162] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6734] , 17.9265, -0.15386, -0.299782, -0.875326, -0.999611, 0.00909707, 0.0202974, -0.0167978, -0.0501633, 0.0238376, -0.236949, -0.0450611, 0, 0.0924449, 
[2024-10-16 17:54:34.937837] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6737] , 17.9365, -0.15386, -0.299782, -0.875326, -0.999611, 0.00909707, 0.0202974, -0.0167978, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.940311] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6738] , 17.9365, -0.154426, -0.299516, -0.87762, -0.999623, 0.00919073, 0.0200988, -0.0163083, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.944698] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6740] , 17.9365, -0.154426, -0.299516, -0.87762, -0.999623, 0.00919073, 0.0200988, -0.0163083, -0.056529, 0.0265712, -0.229454, 0, -0.0402752, 0.0980355, 
[2024-10-16 17:54:34.946533] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6741] , 17.9365, -0.154426, -0.299516, -0.87762, -0.999623, 0.00919073, 0.0200988, -0.0163083, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.949427] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6744] , 17.9465, -0.154426, -0.299516, -0.87762, -0.999623, 0.00919073, 0.0200988, -0.0163083, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.952052] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6746] , 17.9465, -0.155046, -0.299319, -0.879891, -0.999634, 0.00911637, 0.0200719, -0.0156866, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.954778] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6747] , 17.9465, -0.155046, -0.299319, -0.879891, -0.999634, 0.00911637, 0.0200719, -0.0156866, -0.0620737, 0.0197578, -0.227099, 0, 0, 0.124077, 
[2024-10-16 17:54:34.960090] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6750] , 17.9565, -0.155046, -0.299319, -0.879891, -0.999634, 0.00911637, 0.0200719, -0.0156866, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.962676] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6752] , 17.9565, -0.155699, -0.299101, -0.882155, -0.999642, 0.00895299, 0.0202726, -0.0149684, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.966492] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6754] , 17.9565, -0.155699, -0.299101, -0.882155, -0.999642, 0.00895299, 0.0202726, -0.0149684, -0.0653096, 0.0217788, -0.226393, 0, 0.0383981, 0.143403, 
[2024-10-16 17:54:34.968186] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6756] , 17.9665, -0.155699, -0.299101, -0.882155, -0.999642, 0.00895299, 0.0202726, -0.0149684, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.971446] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6758] , 17.9665, -0.156549, -0.299266, -0.884246, -0.999645, 0.00893922, 0.0201493, -0.014958, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.975843] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6759] , 17.9665, -0.156549, -0.299266, -0.884246, -0.999645, 0.00893922, 0.0201493, -0.014958, -0.0849403, -0.0164957, -0.209069, 0, 0, 0, 
[2024-10-16 17:54:34.978115] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6762] , 17.9765, -0.156549, -0.299266, -0.884246, -0.999645, 0.00893922, 0.0201493, -0.014958, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.980747] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6764] , 17.9765, -0.157229, -0.299127, -0.886352, -0.999652, 0.00891749, 0.0202203, -0.0144358, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.983475] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6765] , 17.9765, -0.157229, -0.299127, -0.886352, -0.999652, 0.00891749, 0.0202203, -0.0144358, -0.067976, 0.0139218, -0.210567, 0, 0, 0.104534, 
[2024-10-16 17:54:34.986158] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6767] , 17.9765, -0.157229, -0.299127, -0.886352, -0.999652, 0.00891749, 0.0202203, -0.0144358, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.991126] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6770] , 17.9865, -0.157229, -0.299127, -0.886352, -0.999652, 0.00891749, 0.0202203, -0.0144358, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.993301] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6771] , 17.9865, -0.157858, -0.299067, -0.888473, -0.999657, 0.00887809, 0.0202455, -0.0140511, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:34.996161] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6773] , 17.9865, -0.157858, -0.299067, -0.888473, -0.999657, 0.00887809, 0.0202455, -0.0140511, -0.0629902, 0.00599322, -0.212169, 0, 0, 0.0768805, 
[2024-10-16 17:54:34.999000] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6775] , 17.9965, -0.157858, -0.299067, -0.888473, -0.999657, 0.00887809, 0.0202455, -0.0140511, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.001575] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6777] , 17.9965, -0.158159, -0.299046, -0.890812, -0.999652, 0.00818144, 0.0206772, -0.0141999, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.004061] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6778] , 17.9965, -0.158159, -0.299046, -0.890812, -0.999652, 0.00818144, 0.0206772, -0.0141999, -0.0300692, 0.00206364, -0.233821, 0.141215, 0.0846498, 0, 
[2024-10-16 17:54:35.010771] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6782] , 18.0065, -0.158159, -0.299046, -0.890812, -0.999652, 0.00818144, 0.0206772, -0.0141999, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.011778] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6783] , 18.0065, -0.159134, -0.298649, -0.89255, -0.999676, 0.00834162, 0.0204986, -0.0125972, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.015060] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6784] , 18.0065, -0.159134, -0.298649, -0.89255, -0.999676, 0.00834162, 0.0204986, -0.0125972, -0.0974927, 0.0397438, -0.173881, -0.0391722, -0.0378557, 0.321169, 
[2024-10-16 17:54:35.017239] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6786] , 18.0165, -0.159134, -0.298649, -0.89255, -0.999676, 0.00834162, 0.0204986, -0.0125972, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.021489] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6789] , 18.0165, -0.159134, -0.298649, -0.89255, -0.999676, 0.00834162, 0.0204986, -0.0125972, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.024041] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6790] , 18.0165, -0.15968, -0.298647, -0.894796, -0.999666, 0.00730472, 0.0214703, -0.0123809, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.027146] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6792] , 18.0265, -0.15968, -0.298647, -0.894796, -0.999666, 0.00730472, 0.0214703, -0.0123809, -0.0546173, 0, -0.224563, 0.20895, 0.191477, 0.0402799, 
[2024-10-16 17:54:35.029435] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6794] , 18.0265, -0.15968, -0.298647, -0.894796, -0.999666, 0.00730472, 0.0214703, -0.0123809, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.031966] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6796] , 18.0265, -0.160792, -0.298619, -0.896296, -0.999679, 0.00747075, 0.0213913, -0.0113438, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.034747] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6797] , 18.0265, -0.160792, -0.298619, -0.896296, -0.999679, 0.00747075, 0.0213913, -0.0113438, -0.111197, 0.00282424, -0.150016, -0.0378847, 0, 0.208183, 
[2024-10-16 17:54:35.038479] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6800] , 18.0365, -0.160792, -0.298619, -0.896296, -0.999679, 0.00747075, 0.0213913, -0.0113438, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.040892] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6801] , 18.0365, -0.161628, -0.298644, -0.89807, -0.999681, 0.00707835, 0.0217445, -0.0107646, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.043660] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6803] , 18.0365, -0.161628, -0.298644, -0.89807, -0.999681, 0.00707835, 0.0217445, -0.0107646, -0.0835516, -0.00256254, -0.177336, 0.0767708, 0.0689678, 0.114697, 
[2024-10-16 17:54:35.046336] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6805] , 18.0365, -0.161628, -0.298644, -0.89807, -0.999681, 0.00707835, 0.0217445, -0.0107646, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.048918] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6807] , 18.0465, -0.161628, -0.298644, -0.89807, -0.999681, 0.00707835, 0.0217445, -0.0107646, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.053676] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6809] , 18.0465, -0.163455, -0.298525, -0.899762, -0.999632, 0.00681409, 0.0243536, -0.00981138, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.056448] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6811] , 18.0465, -0.163455, -0.298525, -0.899762, -0.999632, 0.00681409, 0.0243536, -0.00981138, -0.182699, 0.0119559, -0.16925, 0.0536203, 0.520106, 0.192845, 
[2024-10-16 17:54:35.059164] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6813] , 18.0565, -0.163455, -0.298525, -0.899762, -0.999632, 0.00681409, 0.0243536, -0.00981138, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.061746] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6815] , 18.0565, -0.163097, -0.299117, -0.901661, -0.99966, 0.00581105, 0.0230011, -0.0108545, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.064275] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6816] , 18.0565, -0.163097, -0.299117, -0.901661, -0.99966, 0.00581105, 0.0230011, -0.0108545, 0.0358132, -0.0592415, -0.189913, 0.203037, -0.271338, -0.21509, 
[2024-10-16 17:54:35.067083] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6818] , 18.0665, -0.163097, -0.299117, -0.901661, -0.99966, 0.00581105, 0.0230011, -0.0108545, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.072319] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6821] , 18.0665, -0.163807, -0.298901, -0.903387, -0.99966, 0.00524806, 0.0235679, -0.00986286, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.075017] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6822] , 18.0665, -0.163807, -0.298901, -0.903387, -0.99966, 0.00524806, 0.0235679, -0.00986286, -0.0710826, 0.0215973, -0.172609, 0.109196, 0.111181, 0.196415, 
[2024-10-16 17:54:35.077838] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6825] , 18.0765, -0.163807, -0.298901, -0.903387, -0.99966, 0.00524806, 0.0235679, -0.00986286, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.080295] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6826] , 18.0765, -0.165756, -0.299196, -0.904851, -0.999615, 0.00500485, 0.0255585, -0.009562, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.085106] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6828] , 18.0765, -0.165756, -0.299196, -0.904851, -0.999615, 0.00500485, 0.0255585, -0.009562, -0.194814, -0.029474, -0.14637, 0.0509262, 0.397463, 0.0607928, 
[2024-10-16 17:54:35.088091] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6831] , 18.0865, -0.165756, -0.299196, -0.904851, -0.999615, 0.00500485, 0.0255585, -0.009562, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.090565] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6832] , 18.0865, -0.165632, -0.299158, -0.906434, -0.999654, 0.00422653, 0.0243888, -0.00885543, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.093300] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6834] , 18.0865, -0.165632, -0.299158, -0.906434, -0.999654, 0.00422653, 0.0243888, -0.00885543, 0.0124077, 0.00382219, -0.158275, 0.15018, -0.23604, 0.13663, 
[2024-10-16 17:54:35.096012] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6836] , 18.0865, -0.165632, -0.299158, -0.906434, -0.999654, 0.00422653, 0.0243888, -0.00885543, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.099039] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6838] , 18.0965, -0.165632, -0.299158, -0.906434, -0.999654, 0.00422653, 0.0243888, -0.00885543, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.101942] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6840] , 18.0965, -0.166841, -0.299262, -0.907546, -0.999666, 0.00417569, 0.0242721, -0.00787604, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.104828] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6841] , 18.0965, -0.166841, -0.299262, -0.907546, -0.999666, 0.00417569, 0.0242721, -0.00787604, -0.120934, -0.0103723, -0.111248, 0, 0, 0.195726, 
[2024-10-16 17:54:35.107323] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6843] , 18.1065, -0.166841, -0.299262, -0.907546, -0.999666, 0.00417569, 0.0242721, -0.00787604, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.109941] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6845] , 18.1065, -0.168389, -0.299297, -0.909215, -0.999599, 0.00318082, 0.0271382, -0.00744036, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.113561] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6847] , 18.1065, -0.168389, -0.299297, -0.909215, -0.999599, 0.00318082, 0.0271382, -0.00744036, -0.154836, -0.00356785, -0.166892, 0.201154, 0.571582, 0.0838774, 
[2024-10-16 17:54:35.117754] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6850] , 18.1165, -0.168389, -0.299297, -0.909215, -0.999599, 0.00318082, 0.0271382, -0.00744036, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.120854] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6852] , 18.1165, -0.16876, -0.299632, -0.910185, -0.99965, 0.00308013, 0.0253663, -0.00692357, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.123039] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6853] , 18.1165, -0.16876, -0.299632, -0.910185, -0.99965, 0.00308013, 0.0253663, -0.00692357, -0.0370609, -0.0334462, -0.0970306, 0, -0.354934, 0.102024, 
[2024-10-16 17:54:35.125636] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6855] , 18.1165, -0.16876, -0.299632, -0.910185, -0.99965, 0.00308013, 0.0253663, -0.00692357, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.128382] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6857] , 18.1265, -0.16876, -0.299632, -0.910185, -0.99965, 0.00308013, 0.0253663, -0.00692357, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.130763] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6858] , 18.1265, -0.169621, -0.299827, -0.911426, -0.999637, 0.00252464, 0.0259888, -0.0065853, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.135775] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6861] , 18.1265, -0.169621, -0.299827, -0.911426, -0.999637, 0.00252464, 0.0259888, -0.0065853, -0.0860805, -0.0195155, -0.124036, 0.110292, 0.123605, 0.0651496, 
[2024-10-16 17:54:35.138572] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6863] , 18.1365, -0.169621, -0.299827, -0.911426, -0.999637, 0.00252464, 0.0259888, -0.0065853, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.142563] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6865] , 18.1365, -0.171409, -0.300192, -0.912807, -0.999557, 0.00164567, 0.0289487, -0.00664124, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.143694] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6866] , 18.1365, -0.171409, -0.300192, -0.912807, -0.999557, 0.00164567, 0.0289487, -0.00664124, -0.178837, -0.0364859, -0.1381, 0.180125, 0.591055, 0, 
