[2024-10-16 17:54:18.016659] [0x0000007f8e48c010] [MocapTag] [0x000063df] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-10-16 17:54:52.080066] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17609] , 35.0765, -0.175652, -0.254683, -0.969621, -0.999099, -0.00830749, -0.0142136, -0.0391073, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.082730] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17610] , 35.0765, -0.175652, -0.254683, -0.969621, -0.999099, -0.00830749, -0.0142136, -0.0391073, 0.0108754, 0.027016, 0.22084, -0.13535, 0.385182, 0.0559993, 
[2024-10-16 17:54:52.086238] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17612] , 35.0765, -0.175652, -0.254683, -0.969621, -0.999099, -0.00830749, -0.0142136, -0.0391073, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.090198] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17615] , 35.0865, -0.175652, -0.254683, -0.969621, -0.999099, -0.00830749, -0.0142136, -0.0391073, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.093335] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17617] , 35.0865, -0.17543, -0.254577, -0.967295, -0.999098, -0.00842027, -0.0130798, -0.0395024, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.095555] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17618] , 35.0865, -0.17543, -0.254577, -0.967295, -0.999098, -0.00842027, -0.0130798, -0.0395024, 0.0221533, 0.0105781, 0.232654, 0, 0.225095, -0.080318, 
[2024-10-16 17:54:52.098718] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17621] , 35.0965, -0.17543, -0.254577, -0.967295, -0.999098, -0.00842027, -0.0130798, -0.0395024, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.100839] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17622] , 35.0965, -0.175141, -0.254324, -0.965254, -0.999137, -0.00733668, -0.0104987, -0.0395096, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.105559] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17624] , 35.0965, -0.175141, -0.254324, -0.965254, -0.999137, -0.00733668, -0.0104987, -0.0395096, 0.0288506, 0.025321, 0.20413, -0.196338, 0.524374, 0, 
[2024-10-16 17:54:52.108446] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17627] , 35.1065, -0.175141, -0.254324, -0.965254, -0.999137, -0.00733668, -0.0104987, -0.0395096, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.110710] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17628] , 35.1065, -0.174916, -0.254037, -0.962694, -0.999135, -0.00723994, -0.0101187, -0.0396761, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.113567] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17630] , 35.1065, -0.174916, -0.254037, -0.962694, -0.999135, -0.00723994, -0.0101187, -0.0396761, 0.0225481, 0.0287097, 0.25594, 0, 0.0764914, 0, 
[2024-10-16 17:54:52.115935] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17631] , 35.1065, -0.174916, -0.254037, -0.962694, -0.999135, -0.00723994, -0.0101187, -0.0396761, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.119012] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17634] , 35.1165, -0.174576, -0.253742, -0.960686, -0.999162, -0.0061473, -0.00731398, -0.0397872, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.122300] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17635] , 35.1165, -0.174576, -0.253742, -0.960686, -0.999162, -0.0061473, -0.00731398, -0.0397872, 0.0339555, 0.0295298, 0.20082, -0.196385, 0.569036, 0, 
[2024-10-16 17:54:52.125206] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17637] , 35.1165, -0.174576, -0.253742, -0.960686, -0.999162, -0.0061473, -0.00731398, -0.0397872, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.127571] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17639] , 35.1265, -0.174576, -0.253742, -0.960686, -0.999162, -0.0061473, -0.00731398, -0.0397872, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.130190] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17641] , 35.1265, -0.174291, -0.253429, -0.958194, -0.999168, -0.00588587, -0.00669008, -0.0398083, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.133627] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17643] , 35.1265, -0.174291, -0.253429, -0.958194, -0.999168, -0.00588587, -0.00669008, -0.0398083, 0.0285764, 0.0312883, 0.249217, -0.0473261, 0.126737, 0, 
[2024-10-16 17:54:52.137400] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17645] , 35.1365, -0.174291, -0.253429, -0.958194, -0.999168, -0.00588587, -0.00669008, -0.0398083, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.139912] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17646] , 35.1365, -0.174018, -0.253284, -0.956075, -0.999174, -0.00416366, -0.00547728, -0.0400531, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.144092] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17649] , 35.1365, -0.174018, -0.253284, -0.956075, -0.999174, -0.00416366, -0.00547728, -0.0400531, 0.027303, 0.0145183, 0.211872, -0.334835, 0.255879, -0.0522129, 
[2024-10-16 17:54:52.145224] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17650] , 35.1365, -0.174018, -0.253284, -0.956075, -0.999174, -0.00416366, -0.00547728, -0.0400531, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.148655] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17653] , 35.1465, -0.174018, -0.253284, -0.956075, -0.999174, -0.00416366, -0.00547728, -0.0400531, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.150380] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17654] , 35.1465, -0.173479, -0.252861, -0.953856, -0.999191, -0.00285088, -0.00479878, -0.0398244, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.154432] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17656] , 35.1465, -0.173479, -0.252861, -0.953856, -0.999191, -0.00285088, -0.00479878, -0.0398244, 0.0539064, 0.0422713, 0.221907, -0.256705, 0.146226, 0.044024, 
[2024-10-16 17:54:52.157196] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17657] , 35.1565, -0.173479, -0.252861, -0.953856, -0.999191, -0.00285088, -0.00479878, -0.0398244, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.159693] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17660] , 35.1565, -0.17317, -0.252636, -0.951268, -0.999191, -0.00225483, -0.00457003, -0.0398869, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.162387] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17661] , 35.1565, -0.17317, -0.252636, -0.951268, -0.999191, -0.00225483, -0.00457003, -0.0398869, 0.0308991, 0.0224815, 0.258801, -0.11735, 0.0504346, 0, 
[2024-10-16 17:54:52.165011] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17663] , 35.1565, -0.17317, -0.252636, -0.951268, -0.999191, -0.00225483, -0.00457003, -0.0398869, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.169453] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17666] , 35.1665, -0.17317, -0.252636, -0.951268, -0.999191, -0.00225483, -0.00457003, -0.0398869, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.171985] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17667] , 35.1665, -0.172902, -0.252373, -0.948967, -0.999194, -0.00109698, -0.0020729, -0.0400654, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.174853] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17669] , 35.1665, -0.172902, -0.252373, -0.948967, -0.999194, -0.00109698, -0.0020729, -0.0400654, 0.0268003, 0.0263279, 0.23013, -0.211573, 0.50823, -0.0371628, 
[2024-10-16 17:54:52.177563] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17671] , 35.1765, -0.172902, -0.252373, -0.948967, -0.999194, -0.00109698, -0.0020729, -0.0400654, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.180055] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17673] , 35.1765, -0.172517, -0.252129, -0.946339, -0.999197, -0.000361196, -0.00177271, -0.0400162, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:52.182828] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17674] , 35.1765, -0.172517, -0.252129, -0.946339, -0.999197, -0.000361196, -0.00177271, -0.0400162, 0.0384126, 0.0243443, 0.262729, -0.144601, 0.0658888, 0, 
[2024-10-16 17:54:52.186295] [0x0000007f857f99a0] [MocapTag] [0x000063df] [17676] , 35.1765, -0.172517, -0.252129, -0.946339, -0.999197, -0.000361196, -0.00177271, -0.0400162, 0, 0, 0, 0, 0, 0, 
