[2024-07-25 21:08:05.118167] [0x0000007f9da45010] [LogDataTag] [0x0000624f] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-07-25 21:08:25.211923] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7990] , 20.2111, 481, 5.53829, -0.0225433, -0.329154, 0.0068909, -0.0152979, 0.513143, -0.00785476, 0.0400441, 0.0493228, 0.102107, 0.206701, -0.0441659, 5.5, 0, -0.398586, 0, 0, 0.532646, 0.0934285, -0.0833308, 0, -0.186489, -0.442298, 0, -0.186489, -0.442284, -0.00347411, -1.01049, -0.825458, 0.000561942, 0.0382926, -0.0225433, 0.0694313, -0.6769, -0.29064, 0.536528, 0.0068909, -0.0152979, -0.0195033, -0.101283, 0.123375, 0.0493228, -1.0079, 1.85682, 0.403703, 0.288596, 0.648985, -0.0406918, 1.00064, 2.25765, -25.6787, 2.13785, 2.40669, -25.5955, 25.7972, -0.0151691, -0.130884, -0.041115, 6.04691, 6.64953, 6.18053, 6.92019, 0.432075, 0.460926, 0.438574, 0.473547, 
[2024-07-25 21:08:25.221837] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7994] , 20.2211, 422, 5.53843, -0.0228302, -0.324113, 0.000961487, -0.0223479, 0.499807, -0.00620817, 0.0419363, 0.0490265, 0.191771, 0.180165, -0.0320661, 5.5, 0, -0.393278, 0, 0, 0.531103, 0.0981614, -0.0900433, 0, -0.224871, -0.356852, 0, -0.224871, -0.356845, -0.00221538, -1.50689, -1.53285, -0.00814089, 0.0384302, -0.0228302, 0.0691647, -0.676517, -0.290865, 0.537223, 0.000961487, -0.0223479, -0.0312965, -0.10437, 0.13198, 0.0490265, -1.00892, 1.85806, 0.404196, 0.416642, 0.53701, -0.0298507, 1.10414, 2.40054, -25.3781, 2.28333, 2.50059, -25.2896, 25.5153, -0.0487769, -0.136563, -0.0465093, 6.02453, 6.50445, 6.03285, 6.95344, 0.43098, 0.454083, 0.431388, 0.475085, 
[2024-07-25 21:08:25.231842] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [7999] , 20.2311, 459, 5.53853, -0.0231133, -0.319072, -0.00107874, -0.014963, 0.507162, -0.00442045, 0.0438053, 0.0486246, 0.164076, 0.198258, -0.0439252, 5.5, 0, -0.387965, 0, 0, 0.529476, 0.0907599, -0.0924988, 0, -0.130054, -0.36956, 0, -0.130054, -0.369556, -0.00163362, -1.6464, -1.35978, -0.00791259, 0.0385349, -0.0231133, 0.0688926, -0.676133, -0.291094, 0.537914, -0.00107874, -0.014963, -0.0223142, -0.0951803, 0.136304, 0.0486246, -1.00996, 1.85938, 0.404686, 0.29413, 0.567814, -0.0422916, 1.13675, 2.2758, -25.5879, 2.36535, 2.3306, -25.4987, 25.714, -0.0387896, -0.137595, -0.0400767, 6.06482, 6.59515, 6.08664, 6.9674, 0.43295, 0.458368, 0.434014, 0.475731, 
[2024-07-25 21:08:25.241882] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8003] , 20.2411, 470, 5.53853, -0.0231133, -0.319072, -0.00107874, -0.014963, 0.507162, -0.00442045, 0.0438053, 0.0486246, 0.164076, 0.198258, -0.0439252, 5.5, 0, -0.382675, 0, 0, 0.527774, 0.0918459, -0.0930398, 0, -0.18595, -0.35531, 0, -0.18595, -0.355307, -0.00157063, -0.983868, -0.937703, -0.00358159, 0.0385349, -0.0231133, 0.0636035, -0.675748, -0.291325, 0.538603, -0.00107874, -0.014963, -0.0206126, -0.0962664, 0.136845, 0.0486246, -1.01091, 1.86074, 0.405172, 0.350026, 0.553564, -0.0423546, 1.13532, 2.27666, -25.2783, 2.35041, 2.33016, -25.1895, 25.406, -0.026412, -0.128088, -0.0398739, 5.98473, 6.52222, 6.06146, 6.83757, 0.429029, 0.454924, 0.432786, 0.469713, 
[2024-07-25 21:08:25.251868] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8007] , 20.2511, 471, 5.53873, -0.0238352, -0.304029, -0.014639, -0.0194967, 0.4903, -0.000663581, 0.0498777, 0.0474215, 0.11849, 0.29905, -0.0599488, 5.5, 0, -0.377418, 0, 0, 0.526002, 0.0910454, -0.108069, 0, -0.163416, -0.300846, 0, -0.163416, -0.300846, -0.000199635, -0.450611, -0.333283, 0.000798278, 0.038727, -0.0238352, 0.0733891, -0.675362, -0.291556, 0.539239, -0.014639, -0.0194967, -0.035702, -0.091709, 0.157947, 0.0474215, -1.01187, 1.86211, 0.405659, 0.281905, 0.599896, -0.0597492, 1.37824, 2.39025, -25.5791, 2.76344, 2.33913, -25.4715, 25.7275, -0.00179535, -0.127619, -0.0300657, 6.03482, 6.68111, 6.17453, 6.83703, 0.431484, 0.462409, 0.438283, 0.469688, 
[2024-07-25 21:08:25.261898] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8011] , 20.2611, 464, 5.53873, -0.0238352, -0.304029, -0.014639, -0.0194967, 0.4903, -0.000663581, 0.0498777, 0.0474215, 0.11849, 0.29905, -0.0599488, 5.5, 0, -0.372159, 0, 0, 0.524146, 0.0921574, -0.108711, 0, -0.140162, -0.469214, 0, -0.140162, -0.469214, -0.000311362, 0.146489, 0.407582, 0.00902482, 0.038727, -0.0238352, 0.0681293, -0.674975, -0.291794, 0.539973, -0.014639, -0.0194967, -0.0338461, -0.092821, 0.158588, 0.0474215, -1.01279, 1.86369, 0.406133, 0.258652, 0.768264, -0.0596375, 1.3768, 2.39114, -25.2759, 2.74693, 2.33988, -25.1687, 25.426, 0.0208679, -0.129825, -0.0297825, 5.90331, 6.66328, 6.144, 6.71544, 0.42502, 0.461572, 0.436803, 0.464017, 
[2024-07-25 21:08:25.271892] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8016] , 20.2711, 439, 5.53873, -0.0242595, -0.294198, 0.00896686, -0.0127498, 0.505384, 0.000974071, 0.0528817, 0.0464657, 0.164152, 0.27643, -0.064195, 5.5, 0, -0.366935, 0, 0, 0.522221, 0.0847733, -0.0929366, 0, -0.0897119, -0.478489, 0, -0.0897119, -0.478488, 0.000466082, 0.644891, 0.229953, 0.0125196, 0.0387337, -0.0242595, 0.0727368, -0.674588, -0.292033, 0.540654, 0.00896686, -0.0127498, -0.0168368, -0.0837993, 0.145818, 0.0464657, -1.01372, 1.86527, 0.406607, 0.253864, 0.754919, -0.0646611, 0.937702, 2.28388, -26.0147, 2.41638, 2.21261, -25.9254, 26.1316, 0.0324406, -0.127857, -0.0262973, 6.06717, 6.86933, 6.343, 6.85208, 0.433065, 0.471189, 0.446394, 0.470388, 
[2024-07-25 21:08:25.281909] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8021] , 20.2811, 479, 5.53866, -0.0244799, -0.289283, -0.0434543, -0.0207582, 0.480629, 0.00136697, 0.0549245, 0.0460625, 0.0829903, 0.158354, -0.0282605, 5.5, 0, -0.361717, 0, 0, 0.520216, 0.090513, -0.134157, 0, -0.171305, -0.153625, 0, -0.171305, -0.153625, 0.00021, 1.04666, 0.00446441, 0.0149261, 0.0386636, -0.0244799, 0.0724334, -0.6742, -0.292275, 0.541382, -0.0434543, -0.0207582, -0.0395872, -0.089146, 0.189081, 0.0460625, -1.01456, 1.86673, 0.407072, 0.254296, 0.311979, -0.0284705, 1.91018, 2.44195, -25.4434, 3.41431, 2.31683, -25.2973, 25.6316, 0.0477348, -0.102856, -0.0426842, 5.93145, 6.67449, 6.35693, 6.66872, 0.426408, 0.462098, 0.447061, 0.461828, 
[2024-07-25 21:08:25.291855] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8026] , 20.2911, 429, 5.5385, -0.0247407, -0.284516, -0.00509053, -0.0154875, 0.491139, 0.00183321, 0.0558722, 0.0458254, 0.0845124, 0.0623074, -0.0354217, 5.5, 0, -0.356522, 0, 0, 0.518138, 0.0871287, -0.106728, 0, -0.0879636, -0.645628, 0, -0.0879636, -0.645627, 0.00118357, 0.780345, 1.05247, 0.0120392, 0.0385048, -0.0247407, 0.072006, -0.673814, -0.29252, 0.542106, -0.00509053, -0.0154875, -0.0269992, -0.0852955, 0.1626, 0.0458254, -1.01545, 1.86862, 0.407532, 0.172476, 0.707935, -0.0366052, 1.20357, 2.35557, -25.7323, 2.74515, 2.25099, -25.6232, 25.8679, 0.0502924, -0.112587, -0.0385524, 5.96997, 6.77446, 6.38669, 6.73682, 0.428304, 0.466775, 0.448483, 0.465017, 
[2024-07-25 21:08:25.301946] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8030] , 20.3011, 473, 5.53857, -0.0248847, -0.279602, -0.0156818, -0.00448575, 0.488653, 0.0018192, 0.057734, 0.045357, -0.0383954, 0.207124, -0.058094, 5.5, 0, -0.351349, 0, 0, 0.515987, 0.0792631, -0.115687, 0, -0.0913676, -0.319952, 0, -0.0913676, -0.319952, 0.000582058, 0.698055, -0.269652, 0.0105151, 0.0385728, -0.0248847, 0.0717468, -0.673429, -0.292767, 0.542826, -0.0156818, -0.00448575, -0.0273342, -0.0774439, 0.173421, 0.045357, -1.0163, 1.87025, 0.407991, 0.0529723, 0.527076, -0.0586761, 1.39596, 2.15834, -25.7152, 2.97371, 2.04628, -25.59, 25.8434, 0.062156, -0.124347, -0.0273748, 5.93435, 6.85274, 6.34971, 6.70655, 0.426551, 0.470419, 0.446715, 0.463601, 
[2024-07-25 21:08:25.311901] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8035] , 20.3111, 480, 5.5384, -0.0250191, -0.274854, -0.0342243, -0.0167453, 0.46728, 0.00164647, 0.0588014, 0.0450834, 0.0121271, 0.088123, -0.026866, 5.5, 0, -0.346203, 0, 0, 0.513766, 0.0894698, -0.132008, 0, -0.204096, -0.268807, 0, -0.204096, -0.268806, 0.000442582, 0.449059, 0.0274527, 0.0044876, 0.0383956, -0.0250191, 0.0713491, -0.673043, -0.293016, 0.543544, -0.0342243, -0.0167453, -0.046486, -0.0878234, 0.190809, 0.0450834, -1.01708, 1.87198, 0.408444, 0.216223, 0.356929, -0.0273086, 1.74451, 2.39179, -25.2263, 3.32983, 2.26945, -25.0777, 25.3994, 0.0345436, -0.10742, -0.0424505, 5.89208, 6.59894, 6.25682, 6.6516, 0.424465, 0.458547, 0.442257, 0.461024, 
[2024-07-25 21:08:25.321907] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8040] , 20.3211, 469, 5.53827, -0.0252341, -0.270171, -0.0171538, -0.0161502, 0.477521, 0.00235199, 0.0599529, 0.0448514, 0.0686862, 0.155896, -0.0283142, 5.5, 0, -0.341081, 0, 0, 0.511473, 0.088327, -0.120099, 0, -0.0577332, -0.464425, 0, -0.0577332, -0.464424, 0.00109232, -0.272685, 0.435214, -0.00167798, 0.03827, -0.0252341, 0.0709095, -0.672659, -0.293266, 0.544257, -0.0171538, -0.0161502, -0.0339519, -0.085975, 0.180052, 0.0448514, -1.01795, 1.87389, 0.408895, 0.126419, 0.62032, -0.0294065, 1.4313, 2.39024, -25.5135, 3.06296, 2.26398, -25.3809, 25.6651, 0.025197, -0.121796, -0.0415479, 5.94497, 6.68333, 6.26306, 6.77377, 0.427075, 0.462513, 0.442557, 0.466742, 
[2024-07-25 21:08:25.331899] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8045] , 20.3311, 455, 5.53815, -0.0253637, -0.265441, -0.0322716, 0.00104425, 0.465161, 0.00179266, 0.0612352, 0.044648, -0.103966, 0.126712, -0.0308983, 5.5, 0, -0.335972, 0, 0, 0.509104, 0.0770273, -0.132596, 0, -0.00238248, -0.285641, 0, -0.00238248, -0.28564, 0.000512056, -0.196961, -0.101334, -0.00344615, 0.038147, -0.0253637, 0.0705313, -0.672276, -0.293519, 0.544966, -0.0322716, 0.00104425, -0.0439434, -0.0752346, 0.193831, 0.044648, -1.01881, 1.87569, 0.409343, -0.101583, 0.412352, -0.0314104, 1.71445, 2.07772, -25.2513, 3.34739, 1.95414, -25.097, 25.3945, 0.0574812, -0.116423, -0.0401108, 5.82172, 6.67835, 6.27857, 6.6159, 0.420977, 0.462279, 0.443303, 0.459346, 
[2024-07-25 21:08:25.341882] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8049] , 20.3411, 451, 5.53815, -0.0253637, -0.265441, -0.0322716, 0.00104425, 0.465161, 0.00179266, 0.0612352, 0.044648, -0.103966, 0.126712, -0.0308983, 5.5, 0, -0.330896, 0, 0, 0.506669, 0.0779288, -0.133326, 0, -0.158442, -0.361225, 0, -0.158442, -0.361225, 0.000647554, 0.116638, 0.192027, -0.00608673, 0.038147, -0.0253637, 0.0654553, -0.671895, -0.293772, 0.545672, -0.0322716, 0.00104425, -0.041508, -0.0761361, 0.194561, 0.044648, -1.01957, 1.87763, 0.40979, 0.0544766, 0.487937, -0.0315459, 1.71304, 2.07866, -24.9757, 3.32916, 1.95563, -24.822, 25.1205, 0.0434132, -0.118329, -0.0401747, 5.77995, 6.58281, 6.17357, 6.58422, 0.418897, 0.457787, 0.438237, 0.457853, 
[2024-07-25 21:08:25.351820] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8053] , 20.3511, 422, 5.53756, -0.0257044, -0.251531, -0.0363592, 0.00243109, 0.460516, 0.00133708, 0.0620782, 0.0444205, -0.07528, -0.0488, 0.00293199, 5.5, 0, -0.325847, 0, 0, 0.504165, 0.0760513, -0.136285, 0, -0.187333, -0.348365, 0, -0.187333, -0.348365, 0.000465792, -0.262547, 0.0805976, -0.00603737, 0.0375581, -0.0257044, 0.074316, -0.671513, -0.294026, 0.546326, -0.0363592, 0.00243109, -0.0436485, -0.0747143, 0.198364, 0.0444205, -1.02033, 1.87958, 0.410236, 0.112053, 0.299565, 0.00246619, 1.8086, 2.06745, -25.5335, 3.47902, 1.95118, -25.3692, 25.6809, 0.0220559, -0.103231, -0.0564177, 5.96705, 6.59602, 6.34405, 6.77376, 0.428161, 0.458409, 0.446444, 0.466742, 
[2024-07-25 21:08:25.361910] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8058] , 20.3611, 442, 5.53756, -0.0257044, -0.251531, -0.0363592, 0.00243109, 0.460516, 0.00133708, 0.0620782, 0.0444205, -0.07528, -0.0488, 0.00293199, 5.5, 0, -0.320804, 0, 0, 0.501581, 0.076908, -0.13702, 0, -0.200111, -0.334327, 0, -0.200111, -0.334326, 0.000447022, -0.589638, 0.0251022, -0.00517261, 0.0375581, -0.0257044, 0.0692726, -0.671138, -0.294283, 0.547069, -0.0363592, 0.00243109, -0.0410652, -0.0755709, 0.199098, 0.0444205, -1.02107, 1.88156, 0.410681, 0.124831, 0.285526, 0.00248496, 1.80721, 2.06841, -25.2644, 3.46098, 1.95256, -25.1006, 25.4132, 0.0103958, -0.10319, -0.0564224, 5.92657, 6.50266, 6.25092, 6.73309, 0.426168, 0.453998, 0.441973, 0.464842, 
[2024-07-25 21:08:25.371844] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8062] , 20.3711, 425, 5.5371, -0.0258113, -0.242334, -0.0477299, -0.0126163, 0.450607, 0.000788517, 0.0615361, 0.0441657, -0.0220455, -0.102488, 0.0156704, 5.5, 0, -0.315811, 0, 0, 0.498942, 0.0877346, -0.145446, 0, -0.160009, -0.28641, 0, -0.160009, -0.28641, 0.000225839, -0.735465, 0.0298483, -0.00330128, 0.0370989, -0.0258113, 0.0734766, -0.670762, -0.29454, 0.547762, -0.0477299, -0.0126163, -0.0483355, -0.0869461, 0.206982, 0.0441657, -1.02183, 1.88355, 0.411125, 0.137963, 0.183922, 0.0154445, 2.03307, 2.35245, -25.3805, 3.69174, 2.24052, -25.203, 25.5703, 0.0096253, -0.0956807, -0.0622602, 5.97247, 6.50657, 6.32204, 6.76919, 0.428427, 0.454183, 0.44539, 0.466528, 
[2024-07-25 21:08:25.381861] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8067] , 20.3811, 431, 5.53682, -0.0258555, -0.237827, -0.0348278, 0.00880345, 0.463673, 0.000518991, 0.0607923, 0.043989, -0.0179005, -0.0922658, -0.0326819, 5.5, 0, -0.310831, 0, 0, 0.496228, 0.0720703, -0.133946, 0, 0.0564628, -0.35432, 0, 0.0564628, -0.354319, 0.000183889, -0.510586, 0.205632, -0.0019019, 0.036823, -0.0258555, 0.0730041, -0.670391, -0.294798, 0.548497, -0.0348278, 0.00880345, -0.0325559, -0.0715513, 0.194738, 0.043989, -1.0227, 1.88562, 0.411566, -0.0743632, 0.262054, -0.0328657, 1.80256, 1.95825, -25.7462, 3.44764, 1.86381, -25.5849, 25.8834, 0.0418195, -0.0959597, -0.0388638, 6.03482, 6.71579, 6.4148, 6.71795, 0.431484, 0.464033, 0.449823, 0.464134, 
[2024-07-25 21:08:25.391936] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8072] , 20.3911, 483, 5.53657, -0.0258357, -0.233266, -0.0466209, -0.00150639, 0.450942, -0.000525963, 0.0607657, 0.0435403, -0.113013, -0.0225265, -0.0417567, 5.5, 0, -0.305885, 0, 0, 0.493451, 0.080865, -0.143784, 0, -0.107952, -0.143508, 0, -0.107952, -0.143508, -7.54799e-05, 0.597488, 0.0314018, -0.000534198, 0.0365705, -0.0258357, 0.0726192, -0.670023, -0.295057, 0.549227, -0.0466209, -0.00150639, -0.042509, -0.081391, 0.204549, 0.0435403, -1.02342, 1.88757, 0.412006, -0.00506103, 0.120981, -0.0416812, 2.02882, 2.14946, -25.4854, 3.66423, 2.07243, -25.3085, 25.6562, 0.0703412, -0.0887474, -0.0340712, 5.94389, 6.71671, 6.42914, 6.56647, 0.427021, 0.464076, 0.450506, 0.457016, 
[2024-07-25 21:08:25.401900] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8076] , 20.4011, 462, 5.53625, -0.0259074, -0.228829, -0.0445083, -0.00715215, 0.444441, -0.000946418, 0.0599505, 0.0433822, -0.0139272, -0.172329, -0.0221757, 5.5, 0, -0.300965, 0, 0, 0.490607, 0.0859284, -0.142376, 0, -0.0223075, -0.185189, 0, -0.0223075, -0.185188, -0.000175266, 0.662615, 0.683422, -0.000347508, 0.0362525, -0.0259074, 0.0721354, -0.669657, -0.295315, 0.549953, -0.0445083, -0.00715215, -0.046166, -0.0868748, 0.202327, 0.0433822, -1.02423, 1.88961, 0.412442, 0.00838038, 0.0128597, -0.0220004, 1.99979, 2.25789, -25.3727, 3.61226, 2.19289, -25.1995, 25.5514, 0.0731044, -0.0645797, -0.0433013, 5.95071, 6.61209, 6.49383, 6.49475, 0.427357, 0.459166, 0.453579, 0.453623, 
[2024-07-25 21:08:25.411846] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8081] , 20.4111, 462, 5.53595, -0.0259238, -0.224322, -0.0470393, 0.00334091, 0.45051, -0.00131373, 0.0592122, 0.0430085, -0.0861677, -0.071689, -0.0450104, 5.5, 0, -0.296071, 0, 0, 0.487696, 0.078086, -0.142822, 0, 0.09996, -0.151383, 0, 0.09996, -0.151383, -0.000198875, 0.866974, 0.84528, -0.00049481, 0.0359499, -0.0259238, 0.0717492, -0.669295, -0.295574, 0.550674, -0.0470393, 0.00334091, -0.0371856, -0.0793997, 0.202034, 0.0430085, -1.0251, 1.89164, 0.412876, -0.186128, 0.0796936, -0.0448115, 2.05625, 2.06506, -25.5774, 3.65299, 2.00812, -25.4032, 25.7429, 0.105836, -0.0679113, -0.0319805, 5.94395, 6.77027, 6.57927, 6.44942, 0.427025, 0.466579, 0.457619, 0.451471, 
[2024-07-25 21:08:25.421883] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8085] , 20.4211, 457, 5.53557, -0.0258756, -0.219899, -0.0511256, 0.00239975, 0.429502, -0.00307202, 0.0583052, 0.0426882, -0.191464, -0.140296, -0.039613, 5.5, 0, -0.291215, 0, 0, 0.484726, 0.0817272, -0.146949, 0, 0.0122858, -0.11941, 0, 0.0122858, -0.11941, -0.000366831, 1.262, 0.882125, -0.00057012, 0.0355694, -0.0258756, 0.071316, -0.668935, -0.295834, 0.551392, -0.0511256, 0.00239975, -0.055224, -0.0847992, 0.205255, 0.0426882, -1.02589, 1.89366, 0.413306, -0.20375, -0.0208856, -0.0392462, 2.14435, 2.08155, -25.115, 3.69094, 2.06475, -24.936, 25.2921, 0.123594, -0.0583894, -0.0345001, 5.80937, 6.66708, 6.53729, 6.27839, 0.420363, 0.46175, 0.455637, 0.443295, 
[2024-07-25 21:08:25.431839] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8089] , 20.4311, 429, 5.53529, -0.0258974, -0.215483, -0.0395084, -0.00742991, 0.44485, -0.00355368, 0.0574389, 0.0423258, 0.000185204, 0.000110231, -0.0403467, 5.5, 0, -0.286379, 0, 0, 0.481686, 0.0884328, -0.136846, 0, 0.0300025, -0.152283, 0, 0.0300025, -0.152282, -0.000541164, 0.913997, 0.809125, -0.00111391, 0.0352902, -0.0258974, 0.0708956, -0.66858, -0.296092, 0.552105, -0.0395084, -0.00742991, -0.0368364, -0.0919865, 0.194285, 0.0423258, -1.02674, 1.89571, 0.413733, -0.0298173, 0.152392, -0.0398055, 1.93783, 2.26552, -25.5487, 3.49529, 2.27171, -25.382, 25.7221, 0.0894011, -0.0732489, -0.0336143, 5.95816, 6.73761, 6.52727, 6.49903, 0.427724, 0.465054, 0.455163, 0.453826, 
[2024-07-25 21:08:25.441864] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8094] , 20.4411, 434, 5.53482, -0.0259111, -0.211152, -0.0817013, 0.00254292, 0.419913, -0.00453004, 0.0572732, 0.0419573, -0.191019, -0.0373384, -0.044443, 5.5, 0, -0.281571, 0, 0, 0.478583, 0.0824675, -0.169708, 0, 0.140287, 0.0192659, 0, 0.140287, 0.0192657, 8.72749e-05, 0.49093, 0.428825, -0.00189702, 0.0348234, -0.0259111, 0.0704198, -0.668227, -0.296351, 0.552814, -0.0817013, 0.00254292, -0.0586696, -0.0869975, 0.226981, 0.0419573, -1.02766, 1.89765, 0.414156, -0.331306, -0.0566041, -0.0445302, 2.7352, 2.08223, -24.9903, 4.246, 2.07794, -24.7787, 25.2256, 0.12063, -0.070859, -0.0310097, 5.77605, 6.6843, 6.47341, 6.29185, 0.418703, 0.462558, 0.452611, 0.443941, 
[2024-07-25 21:08:25.451842] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8098] , 20.4511, 425, 5.5341, -0.025869, -0.202546, -0.0702639, -0.0034328, 0.421146, -0.00640849, 0.0551198, 0.0409755, -0.0876791, 0.069565, -0.0484973, 5.5, 0, -0.276811, 0, 0, 0.475429, 0.0879313, -0.158725, 0, 0.0709211, -0.434124, 0, 0.0709211, -0.434115, -0.00278206, 0.464465, 0.679696, 0.000346549, 0.0341008, -0.025869, 0.0742651, -0.667879, -0.29661, 0.553518, -0.0702639, -0.0034328, -0.0542823, -0.0943398, 0.213845, 0.0409755, -1.02853, 1.89992, 0.414575, -0.1586, 0.50368, -0.0457152, 2.54802, 2.19224, -25.3697, 4.02934, 2.24739, -25.1721, 25.5914, 0.0966768, -0.116696, -0.029169, 5.8086, 6.84369, 6.38871, 6.55039, 0.420324, 0.469998, 0.448579, 0.456256, 
[2024-07-25 21:08:25.461926] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8103] , 20.4611, 478, 5.5341, -0.025869, -0.202546, -0.0702639, -0.0034328, 0.421146, -0.00640849, 0.0551198, 0.0409755, -0.0876791, 0.069565, -0.0484973, 5.5, 0, -0.272069, 0, 0, 0.472205, 0.0887113, -0.159626, 0, 0.116474, -0.38843, 0, 0.116474, -0.388422, -0.00248924, 0.068377, -1.00225, -0.00881742, 0.0341008, -0.025869, 0.0695231, -0.667538, -0.296869, 0.554261, -0.0702639, -0.0034328, -0.0510586, -0.0951198, 0.214746, 0.0409755, -1.02947, 1.90206, 0.414985, -0.204153, 0.457987, -0.0460081, 2.54675, 2.1932, -25.138, 4.01535, 2.24691, -24.9408, 25.3616, 0.0919138, -0.145557, -0.0293756, 5.68741, 6.84898, 6.24703, 6.57821, 0.414265, 0.470244, 0.441785, 0.45757, 
[2024-07-25 21:08:25.471916] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8108] , 20.4711, 476, 5.53313, -0.0257556, -0.194247, -0.0398818, 0.00914417, 0.426417, -0.00812906, 0.0529318, 0.0404707, -0.0703731, -0.100009, -0.033837, 5.5, 0, -0.267364, 0, 0, 0.468925, 0.0808534, -0.134657, 0, 0.130361, -0.320585, 0, 0.130361, -0.320574, -0.00260602, -0.0749589, -1.8418, -0.0123879, 0.033133, -0.0257556, 0.0731165, -0.667196, -0.297128, 0.554956, -0.0398818, 0.00914417, -0.0425082, -0.0889824, 0.187589, 0.0404707, -1.03042, 1.90421, 0.415395, -0.200734, 0.220565, -0.031231, 2.01738, 1.95659, -25.6028, 3.44652, 2.08023, -25.44, 25.7565, 0.0839228, -0.129923, -0.0361855, 5.82753, 6.87284, 6.38453, 6.67164, 0.421266, 0.471352, 0.448379, 0.461965, 
[2024-07-25 21:08:25.481849] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [8112] , 20.4811, 427, 5.53268, -0.0256821, -0.190159, -0.0811505, 0.00335879, 0.399441, -0.00908874, 0.0520834, 0.0404115, -0.104366, -0.0535598, 0.00567532, 5.5, 0, -0.262686, 0, 0, 0.465582, 0.0862039, -0.166866, 0, -0.0101132, 0.160068, 0, -0.0101132, 0.160062, 0.0014548, -0.111647, -1.75658, -0.0124068, 0.0326777, -0.0256821, 0.0725276, -0.666865, -0.297385, 0.555687, -0.0811505, 0.00335879, -0.0661407, -0.0952927, 0.21895, 0.0404115, -1.03131, 1.90608, 0.4158, -0.0942531, -0.213622, 0.00422052, 2.79729, 2.06183, -24.993, 4.17554, 2.17253, -24.7906, 25.2335, 0.0693808, -0.095751, -0.053088, 5.77567, 6.58006, 6.35008, 6.52766, 0.418684, 0.457657, 0.446733, 0.455182, 
