[2024-07-25 21:08:05.118167] [0x0000007f9da45010] [LogDataTag] [0x0000624f] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-07-25 21:08:22.211844] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6630] , 17.2111, 431, 5.52883, -0.0143019, -0.925098, -0.0401109, 0.0140348, -0.0318309, -0.0038417, 0.00688114, 0.0745252, -0.188008, -0.414538, -0.0352106, 5.5, 0, -1, 0, 0, 0, 0.0450086, -0.102202, 0, 0.0613953, 0.612028, 0, 0.0613953, 0.612023, 0.00235122, 0.360718, 2.65451, 0.00629273, 0.0288312, -0.0143019, 0.0749025, -0.719738, -0.252352, 0.36373, -0.0401109, 0.0140348, -0.0318309, -0.0488503, 0.109083, 0.0745252, -0.727787, 1.5416, 0.26191, -0.249403, -1.02656, -0.0375618, 2.37141, 1.24426, -25.7075, 2.63431, 1.16293, -25.6857, 25.8466, 0.0817198, 0.108503, -0.0686253, 6.38657, 6.19934, 7.0931, 6.16758, 0.448477, 0.439483, 0.481521, 0.437947, 
[2024-07-25 21:08:22.221849] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6635] , 17.2211, 431, 5.52855, -0.0141035, -0.925305, -0.0291751, 0.0292848, -0.031442, -0.00654077, 0.00357685, 0.0743339, -0.356314, -0.360578, -0.0233703, 5.5, 0, -1, 0, 0, 0, 0.0371162, -0.0906082, 0, 0.161053, 0.402867, 0, 0.161053, 0.402859, 0.00263504, 0.196681, 2.41448, 0.0163176, 0.0285549, -0.0141035, 0.0746954, -0.71945, -0.252495, 0.364479, -0.0291751, 0.0292848, -0.031442, -0.043657, 0.0941851, 0.0743339, -0.728276, 1.54269, 0.262655, -0.517366, -0.763436, -0.0260054, 2.17766, 0.954307, -25.7077, 2.33446, 0.958023, -25.6938, 25.8174, 0.115514, 0.0827392, -0.0740865, 6.22345, 6.32099, 7.10949, 6.16343, 0.440648, 0.44534, 0.482274, 0.437746, 
[2024-07-25 21:08:22.231842] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6639] , 17.2311, 431, 5.52836, -0.0138236, -0.925542, -0.0257484, 0.0286705, -0.0346171, -0.00839894, 0.000142037, 0.0739788, -0.192357, -0.357031, -0.0319757, 5.5, 0, -1, 0, 0, 0, 0.0393082, -0.0852544, 0, 0.0528552, 0.431882, 0, 0.0528552, 0.431867, 0.00362731, 0.398198, 0.846479, 0.0208212, 0.0283563, -0.0138236, 0.0744578, -0.719164, -0.252636, 0.365226, -0.0257484, 0.0286705, -0.0346171, -0.0477071, 0.0853965, 0.0739788, -0.728712, 1.54363, 0.263398, -0.245212, -0.788898, -0.035603, 2.12026, 0.955075, -25.6182, 2.18869, 1.01088, -25.6103, 25.7235, 0.081616, 0.0573003, -0.0683335, 6.22546, 6.30032, 6.9301, 6.2676, 0.440745, 0.444348, 0.474005, 0.442776, 
[2024-07-25 21:08:22.241875] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6643] , 17.2411, 447, 5.52817, -0.0136262, -0.92576, -0.0272, 0.0192379, -0.0335478, -0.00990777, -0.00301929, 0.0739839, -0.238869, -0.349441, 0.011034, 5.5, 0, -1, 0, 0, 0, 0.047177, -0.0837889, 0, 0.0318633, 0.461208, 0, 0.0318633, 0.461185, 0.00456947, 0.0440459, -0.432363, 0.0227146, 0.0281684, -0.0136262, 0.0742397, -0.718881, -0.252774, 0.36597, -0.0272, 0.0192379, -0.0335478, -0.0570848, 0.0807696, 0.0739839, -0.729189, 1.54449, 0.264138, -0.270733, -0.810626, 0.00646453, 2.15288, 1.12252, -25.6343, 2.15256, 1.21431, -25.6301, 25.749, 0.0791332, 0.0358557, -0.0885553, 6.13276, 6.30636, 6.9256, 6.38428, 0.436258, 0.444638, 0.473797, 0.448367, 
[2024-07-25 21:08:22.251855] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6648] , 17.2511, 429, 5.52795, -0.0134131, -0.926039, -0.0246696, 0.0329647, -0.0420483, -0.0125972, -0.00677696, 0.0740811, -0.324668, -0.414867, 0.00333871, 5.5, 0, -1, 0, 0, 0, 0.0400557, -0.0784699, 0, 0.14343, 0.423767, 0, 0.14343, 0.423733, 0.00533816, -0.3113, -1.17346, 0.0219891, 0.027952, -0.0134131, 0.073961, -0.718599, -0.25291, 0.366713, -0.0246696, 0.0329647, -0.0420483, -0.0526529, 0.071693, 0.0740811, -0.72976, 1.5453, 0.264878, -0.468098, -0.8386, -0.00199944, 2.11275, 0.860186, -25.4111, 1.99836, 1.02168, -25.4143, 25.5133, 0.0965885, 0.0269649, -0.0852, 6.01985, 6.31789, 6.87504, 6.30046, 0.430752, 0.445191, 0.471454, 0.444355, 
[2024-07-25 21:08:22.261854] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6653] , 17.2611, 428, 5.52786, -0.0131396, -0.926282, -0.0102065, 0.0293562, -0.0261086, -0.0140798, -0.00957711, 0.0741129, -0.153979, -0.254803, -0.00135764, 5.5, 0, -1, 0, 0, 0, 0.0441006, -0.0643783, 0, 0.0556293, 0.424593, 0, 0.0556293, 0.424551, 0.00597798, -0.0816089, -1.57636, 0.0188303, 0.0278554, -0.0131396, 0.0737183, -0.718319, -0.253044, 0.367452, -0.0102065, 0.0293562, -0.0261086, -0.0581803, 0.0548012, 0.0741129, -0.730287, 1.54601, 0.265619, -0.209609, -0.679355, -0.00733563, 1.84719, 0.916665, -25.791, 1.66291, 1.14066, -25.7946, 25.8733, 0.0664101, 0.00887934, -0.081785, 6.14005, 6.3945, 6.84212, 6.4966, 0.436611, 0.448855, 0.469925, 0.453711, 
[2024-07-25 21:08:22.271892] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6658] , 17.2711, 475, 5.5277, -0.0129299, -0.926515, -0.0338041, 0.0246675, -0.0421958, -0.0158202, -0.0123714, 0.0743052, -0.286488, -0.336749, 0.0235732, 5.5, 0, -1, 0, 0, 0, 0.0480409, -0.0802566, 0, 0.0728141, 0.582488, 0, 0.0728141, 0.582415, 0.0092147, -0.218191, -1.48138, 0.0141529, 0.0276968, -0.0129299, 0.0734854, -0.718041, -0.253176, 0.368189, -0.0338041, 0.0246675, -0.0421958, -0.0638612, 0.0678852, 0.0743052, -0.730868, 1.54656, 0.26636, -0.359302, -0.919164, 0.0143585, 2.28915, 0.99569, -25.3844, 2.04254, 1.2249, -25.3954, 25.5068, 0.088179, 0.0300934, -0.09316, 6.0257, 6.26971, 6.88203, 6.3294, 0.431038, 0.442877, 0.471778, 0.445743, 
[2024-07-25 21:08:22.281905] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6662] , 17.2811, 446, 5.5277, -0.0129299, -0.926515, -0.0338041, 0.0246675, -0.0421958, -0.0158202, -0.0123714, 0.0743052, -0.286488, -0.336749, 0.0235732, 5.5, 0, -1, 0, 0, 0, 0.0480571, -0.0802014, 0, 0.131771, 0.304711, 0, 0.131771, 0.304673, 0.00482039, -0.201636, -0.447811, 0.0192444, 0.0276968, -0.0129299, 0.0734854, -0.717764, -0.253305, 0.368924, -0.0338041, 0.0246675, -0.0421958, -0.0638773, 0.06783, 0.0743052, -0.731507, 1.54724, 0.267103, -0.418259, -0.641422, 0.0187528, 2.28812, 0.99617, -25.389, 2.04149, 1.22553, -25.4, 25.5113, 0.0978618, 0.0231276, -0.0950656, 5.98241, 6.30588, 6.89185, 6.3312, 0.428915, 0.444615, 0.472234, 0.445829, 
[2024-07-25 21:08:22.291840] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6666] , 17.2911, 428, 5.52736, -0.0122524, -0.927375, -0.0325643, 0.0257513, -0.0548298, -0.0208223, -0.0203235, 0.0741677, -0.260795, -0.347348, -0.0205994, 5.5, 0, -1, 0, 0, 0, 0.0517248, -0.0729856, 0, 0.136887, 0.134619, 0, 0.136887, 0.13459, 0.00280287, 0.0822781, -0.602214, 0.00177321, 0.0273635, -0.0122524, 0.0726246, -0.717487, -0.253434, 0.369659, -0.0325643, 0.0257513, -0.0548298, -0.0725471, 0.0526621, 0.0741677, -0.732146, 1.54792, 0.267846, -0.397682, -0.481938, -0.0234022, 2.27613, 0.949609, -25.0246, 1.83121, 1.30008, -25.0454, 25.1459, 0.108177, 0.00926547, -0.0753309, 5.88071, 6.32186, 6.73973, 6.20356, 0.423903, 0.445381, 0.465153, 0.439688, 
[2024-07-25 21:08:22.301847] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6671] , 17.3011, 430, 5.52738, -0.0120265, -0.927684, 0.0247715, 0.0316262, -0.0218489, -0.022296, -0.0229825, 0.0739638, -0.176622, -0.221742, -0.0334805, 5.5, 0, -1, 0, 0, 0, 0.0509209, -0.0262055, 0, 0.175919, 0.153691, 0, 0.175919, 0.153653, 0.00342641, 0.293828, -1.20527, -0.0193392, 0.0273759, -0.0120265, 0.0723165, -0.717213, -0.253557, 0.370385, 0.0247715, 0.0316262, -0.0218489, -0.0732169, 0.00322306, 0.0739638, -0.732871, 1.54844, 0.268588, -0.352542, -0.375394, -0.0369069, 1.21222, 0.832208, -25.8188, 0.676737, 1.31628, -25.8183, 25.8606, 0.108073, 0.00297261, -0.0688566, 6.05942, 6.53237, 6.88614, 6.38271, 0.432686, 0.455404, 0.471969, 0.448293, 
[2024-07-25 21:08:22.311858] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6675] , 17.3111, 432, 5.52749, -0.0117911, -0.92785, -0.0198139, 0.0238371, -0.0426444, -0.0237126, -0.0245062, 0.0737701, -0.200797, -0.201007, -0.0127281, 5.5, 0, -1, 0, 0, 0, 0.055769, -0.0583233, 0, 0.152084, 0.885974, 0, 0.152084, 0.885725, 0.0210068, 0.525405, -1.28476, -0.0280004, 0.027494, -0.0117911, 0.0721499, -0.716939, -0.253677, 0.371109, -0.0198139, 0.0238371, -0.0426444, -0.0794816, 0.0338171, 0.0737701, -0.733603, 1.54848, 0.269327, -0.352881, -1.08673, -0.0337349, 2.03313, 0.967624, -25.3009, 1.47832, 1.41585, -25.3183, 25.4009, 0.118392, 0.0613909, -0.0704932, 6.06694, 6.28695, 6.94832, 6.09872, 0.433053, 0.443706, 0.474848, 0.434602, 
[2024-07-25 21:08:22.321858] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6679] , 17.3211, 431, 5.52733, -0.0116328, -0.928253, -0.00396299, 0.0236277, -0.0469107, -0.0249961, -0.0275609, 0.0734979, -0.142334, -0.367994, -0.0375634, 5.5, 0, -1, 0, 0, 0, 0.0580427, -0.0442816, 0, 0.194833, 0.552538, 0, 0.194833, 0.552366, 0.0138099, 0.478355, 1.72208, 0.0384303, 0.0273342, -0.0116328, 0.0717467, -0.716664, -0.253795, 0.37183, -0.00396299, 0.0236277, -0.0469107, -0.0830389, 0.0167207, 0.0734979, -0.734398, 1.54882, 0.270065, -0.337167, -0.920359, -0.0513733, 1.74415, 0.965643, -25.1732, 1.11595, 1.46487, -25.1848, 25.252, 0.116514, 0.10965, -0.0594777, 6.18476, 6.14883, 7.0035, 5.91493, 0.438779, 0.437038, 0.477397, 0.425594, 
[2024-07-25 21:08:22.331845] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6684] , 17.3311, 430, 5.52758, -0.0114153, -0.928405, 0.0317747, 0.0318312, -0.0140028, -0.026401, -0.0291436, 0.0732876, -0.203938, -0.11667, -0.0229952, 5.5, 0, -1, 0, 0, 0, 0.0542656, -0.0142693, 0, 0.21885, 0.542087, 0, 0.21885, 0.541898, 0.01431, 0.483787, 2.2966, 0.0516573, 0.0275836, -0.0114153, 0.0715954, -0.716391, -0.253911, 0.372548, 0.0317747, 0.0318312, -0.0140028, -0.0806666, -0.0148743, 0.0732876, -0.735229, 1.54898, 0.2708, -0.422787, -0.658568, -0.0373052, 1.07191, 0.805405, -25.9762, 0.370598, 1.4108, -25.9698, 26.0108, 0.128577, 0.105462, -0.0651496, 6.32253, 6.36256, 7.22364, 6.10205, 0.445413, 0.44733, 0.487501, 0.434765, 
[2024-07-25 21:08:22.341833] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6688] , 17.3411, 427, 5.52764, -0.0112106, -0.928658, -0.0194327, 0.0218258, -0.0494825, -0.0274664, -0.030761, 0.0728508, -0.0790425, -0.260419, -0.0612779, 5.5, 0, -1, 0, 0, 0, 0.0605262, -0.0521659, 0, 0.133966, 0.930951, 0, 0.133966, 0.9306, 0.0255667, 0.456975, 2.11408, 0.0505385, 0.027643, -0.0112106, 0.0713421, -0.716115, -0.254025, 0.373263, -0.0194327, 0.0218258, -0.0494825, -0.0879926, 0.0214049, 0.0728508, -0.736035, 1.54883, 0.271533, -0.213009, -1.19102, -0.0868446, 2.01764, 0.983085, -25.0915, 1.31114, 1.52383, -25.1113, 25.1917, 0.099166, 0.142428, -0.0410634, 6.33816, 6.05578, 6.988, 5.80971, 0.446163, 0.432509, 0.476682, 0.42038, 
[2024-07-25 21:08:22.351851] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6693] , 17.3511, 429, 5.52764, -0.0112106, -0.928658, -0.0194327, 0.0218258, -0.0494825, -0.0274664, -0.030761, 0.0728508, -0.0790425, -0.260419, -0.0612779, 5.5, 0, -1, 0, 0, 0, 0.06054, -0.052112, 0, 0.175353, 0.346755, 0, 0.175353, 0.346624, 0.0095229, 0.0043098, 2.90631, 0.0792774, 0.027643, -0.0112106, 0.0713421, -0.715839, -0.254137, 0.373977, -0.0194327, 0.0218258, -0.0494825, -0.0880064, 0.0213509, 0.0728508, -0.736915, 1.54905, 0.272262, -0.254396, -0.607042, -0.0708008, 2.01662, 0.9835, -25.0959, 1.31002, 1.52444, -25.1157, 25.196, 0.0916081, 0.100643, -0.0476927, 6.2329, 6.13064, 6.88119, 5.9513, 0.441104, 0.436155, 0.471739, 0.427386, 
[2024-07-25 21:08:22.361866] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6697] , 17.3611, 442, 5.52806, -0.0107043, -0.92932, 0.0107552, 0.0159686, -0.0381755, -0.0287993, -0.0341553, 0.0714046, 0.0610242, -0.0868177, -0.0744258, 5.5, 0, -1, 0, 0, 0, 0.0668652, -0.0255708, 0, 0.165727, 0.0350901, 0, 0.165727, 0.0350755, 0.00101043, -0.181064, 0.583989, 0.0208481, 0.0280633, -0.0107043, 0.0706799, -0.715562, -0.25425, 0.37469, 0.0107552, 0.0159686, -0.0381755, -0.0956644, -0.00858452, 0.0714046, -0.737795, 1.54926, 0.27299, -0.104703, -0.121893, -0.0754362, 1.44105, 1.07231, -25.3333, 0.647898, 1.69691, -25.3319, 25.3969, 0.0664098, 0.0171166, -0.0457789, 6.13059, 6.34281, 6.65564, 6.26789, 0.436152, 0.446385, 0.461214, 0.442789, 
[2024-07-25 21:08:22.371864] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6701] , 17.3711, 436, 5.52806, -0.0107043, -0.92932, 0.0107552, 0.0159686, -0.0381755, -0.0287993, -0.0341553, 0.0714046, 0.0610242, -0.0868177, -0.0744258, 5.5, 0, -1, 0, 0, 0, 0.0668772, -0.0255207, 0, 0.236178, 0.317002, 0, 0.236178, 0.31687, 0.00912815, -0.310926, -2.47205, -0.0601076, 0.0280633, -0.0107043, 0.0706799, -0.715282, -0.254357, 0.375397, 0.0107552, 0.0159686, -0.0381755, -0.0956765, -0.00863464, 0.0714046, -0.738752, 1.54918, 0.273704, -0.175154, -0.403688, -0.083554, 1.44001, 1.0727, -25.3377, 0.646739, 1.6975, -25.3363, 25.4013, 0.0733613, -0.0152298, -0.0448678, 6.03529, 6.44477, 6.58726, 6.33397, 0.431507, 0.45125, 0.457996, 0.445962, 
[2024-07-25 21:08:22.381880] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6706] , 17.3811, 468, 5.52848, -0.0103737, -0.929703, 0.0165226, 0.0173626, -0.0350058, -0.0297017, -0.0340158, 0.070345, 0.0433082, 0.0536235, -0.0713545, 5.5, 0, -1, 0, 0, 0, 0.0666003, -0.0205604, 0, 0.22958, 0.391125, 0, 0.22958, 0.390952, 0.0116154, -0.0664, -3.08934, -0.0753561, 0.0284805, -0.0103737, 0.070297, -0.715001, -0.254464, 0.376104, 0.0165226, 0.0173626, -0.0350058, -0.096302, -0.0134554, 0.070345, -0.739709, 1.54909, 0.274418, -0.186272, -0.337328, -0.0829699, 1.31706, 1.03411, -25.3941, 0.52205, 1.69367, -25.3874, 25.4492, 0.0828127, -0.0323244, -0.0446146, 5.98272, 6.52255, 6.57614, 6.36781, 0.428931, 0.45494, 0.457472, 0.447581, 
[2024-07-25 21:08:22.391858] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6711] , 17.3911, 433, 5.52869, -0.0102698, -0.929894, 0.022946, 0.0219967, -0.0262244, -0.0291277, -0.0334385, 0.0697582, 0.0195441, 0.0635154, -0.0609477, 5.5, 0, -1, 0, 0, 0, 0.0626354, -0.0154683, 0, 0.185514, 0.440523, 0, 0.185514, 0.440336, 0.0128296, 0.108853, -2.50217, -0.0586263, 0.0286856, -0.0102698, 0.070106, -0.714716, -0.254567, 0.376807, 0.022946, 0.0219967, -0.0262244, -0.0917631, -0.0179702, 0.0697582, -0.740672, 1.54895, 0.275122, -0.16597, -0.376821, -0.0737773, 1.18958, 0.944493, -25.6013, 0.395912, 1.60532, -25.593, 25.6463, 0.0827608, -0.0154542, -0.0477474, 6.06766, 6.52076, 6.67626, 6.38165, 0.433089, 0.454855, 0.462181, 0.448242, 
[2024-07-25 21:08:22.401871] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6715] , 17.4011, 436, 5.52893, -0.0100892, -0.930052, 0.0224549, 0.0226492, -0.0305598, -0.0296485, -0.0321151, 0.0690936, -0.0193062, 0.177427, -0.0759534, 5.5, 0, -1, 0, 0, 0, 0.0626004, -0.0169047, 0, 0.073005, 0.473248, 0, 0.073005, 0.47304, 0.014029, 0.0478294, -1.25105, -0.0268691, 0.0289314, -0.0100892, 0.0699476, -0.71443, -0.25467, 0.377508, 0.0224549, 0.0226492, -0.0305598, -0.0922489, -0.0152104, 0.0690936, -0.741589, 1.54877, 0.275819, -0.0923113, -0.295613, -0.0899825, 1.18876, 0.925592, -25.4884, 0.430759, 1.59732, -25.4792, 25.5329, 0.0695335, 0.000242818, -0.0380836, 6.13317, 6.44603, 6.63451, 6.31916, 0.436278, 0.45131, 0.460221, 0.445252, 
[2024-07-25 21:08:22.411864] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6720] , 17.4111, 444, 5.52915, -0.010002, -0.93023, 0.0234994, 0.00983237, -0.0277391, -0.0285838, -0.0305373, 0.0683289, 0.177597, 0.175395, -0.0786205, 5.5, 0, -1, 0, 0, 0, 0.0706988, -0.0178721, 0, 0.0112598, 0.388945, 0, 0.0112598, 0.388787, 0.011116, -0.431804, 0.122687, 0.00816398, 0.029146, -0.010002, 0.0697702, -0.71414, -0.254771, 0.378207, 0.0234994, 0.00983237, -0.0277391, -0.0992826, -0.0126652, 0.0683289, -0.742512, 1.54862, 0.27651, 0.166337, -0.213391, -0.0897366, 1.1606, 1.16, -25.55, 0.456406, 1.80857, -25.5346, 25.6027, 0.0181163, 0.0184314, -0.0365657, 6.31712, 6.30444, 6.57873, 6.40238, 0.445154, 0.444546, 0.457594, 0.449231, 
[2024-07-25 21:08:22.421879] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6725] , 17.4211, 467, 5.52941, -0.00988936, -0.930324, 0.0300082, 0.027674, -0.02607, -0.0285166, -0.0289019, 0.0678339, -0.0438135, 0.191895, -0.0480438, 5.5, 0, -1, 0, 0, 0, 0.0579292, -0.0134151, 0, 0.111864, 0.274143, 0, 0.111864, 0.274031, 0.00781655, -0.915123, 0.806368, 0.0214741, 0.029407, -0.00988936, 0.0696755, -0.713849, -0.254871, 0.378905, 0.0300082, 0.027674, -0.02607, -0.0864458, -0.0154867, 0.0678339, -0.743505, 1.5485, 0.277193, -0.155678, -0.0821364, -0.0558603, 1.0295, 0.825276, -25.589, 0.343149, 1.48349, -25.5777, 25.623, 0.0466816, 0.0197883, -0.0512355, 6.2251, 6.3345, 6.68786, 6.37552, 0.440728, 0.445987, 0.462725, 0.447949, 
[2024-07-25 21:08:22.431836] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6729] , 17.4311, 424, 5.52968, -0.0097445, -0.930458, 0.031058, 0.0144744, -0.0319955, -0.0280986, -0.0270253, 0.0671508, 0.12154, 0.22278, -0.075723, 5.5, 0, -1, 0, 0, 0, 0.0671561, -0.0149681, 0, -0.066081, 0.251078, 0, -0.066081, 0.250979, 0.007054, -0.671564, 0.687204, 0.013715, 0.0296793, -0.0097445, 0.0695416, -0.713555, -0.25497, 0.379602, 0.031058, 0.0144744, -0.0319955, -0.0952547, -0.0120572, 0.0671508, -0.744369, 1.54834, 0.277872, 0.187621, -0.0281993, -0.082777, 0.99914, 1.06447, -25.4386, 0.380521, 1.70988, -25.4202, 25.4805, 0.00529893, 0.0111104, -0.0383841, 6.29228, 6.25924, 6.50493, 6.42402, 0.443962, 0.442373, 0.454105, 0.450262, 
[2024-07-25 21:08:22.441883] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6734] , 17.4411, 448, 5.52996, -0.00970134, -0.930532, 0.0335482, 0.0120707, -0.0217021, -0.0268583, -0.0247608, 0.0666709, 0.107806, 0.257115, -0.0246182, 5.5, 0, -1, 0, 0, 0, 0.067378, -0.014695, 0, 0.0138261, 0.175909, 0, 0.0138261, 0.175846, 0.00472405, -0.988299, 0.339584, 0.00160748, 0.0299556, -0.00970134, 0.069468, -0.713258, -0.255067, 0.380297, 0.0335482, 0.0120707, -0.0217021, -0.0942363, -0.0100659, 0.0666709, -0.745322, 1.54822, 0.278543, 0.0939795, 0.081269, -0.0293422, 0.941934, 1.10766, -25.6909, 0.37726, 1.73246, -25.6709, 25.732, 0.00968013, -0.00715552, -0.0638486, 6.23585, 6.31627, 6.59348, 6.58645, 0.441246, 0.445113, 0.45829, 0.457958, 
[2024-07-25 21:08:22.451905] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6738] , 17.4511, 449, 5.52996, -0.00970134, -0.930532, 0.0335482, 0.0120707, -0.0217021, -0.0268583, -0.0247608, 0.0666709, 0.107806, 0.257115, -0.0246182, 5.5, 0, -1, 0, 0, 0, 0.0673881, -0.0146461, 0, 0.0503233, 0.11906, 0, 0.0503233, 0.119017, 0.00319736, -0.679124, -0.287776, -0.0166124, 0.0299556, -0.00970134, 0.069468, -0.712958, -0.255164, 0.380992, 0.0335482, 0.0120707, -0.0217021, -0.0942463, -0.0101147, 0.0666709, -0.746264, 1.54812, 0.27921, 0.0574823, 0.138098, -0.0278155, 0.940824, 1.10802, -25.6953, 0.376069, 1.73301, -25.6752, 25.7363, 0.0249323, -0.0250514, -0.0652276, 6.1532, 6.39428, 6.58651, 6.60235, 0.43725, 0.448845, 0.457961, 0.458707, 
[2024-07-25 21:08:22.461867] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6743] , 17.4611, 462, 5.53059, -0.00949183, -0.930725, 0.0404681, 0.00556099, -0.0146744, -0.0260335, -0.020344, 0.0656357, 0.152204, 0.292047, -0.0648888, 5.5, 0, -1, 0, 0, 0, 0.0710777, -0.013194, 0, 0.0584913, 0.0757779, 0, 0.0584913, 0.0757522, 0.00197254, -0.140597, -0.89946, -0.0318493, 0.0305874, -0.00949183, 0.0692746, -0.712659, -0.255261, 0.381687, 0.0404681, 0.00556099, -0.0146744, -0.0971113, -0.00715007, 0.0656357, -0.747206, 1.54802, 0.279877, 0.0937124, 0.216294, -0.0668614, 0.788711, 1.22067, -25.8592, 0.340851, 1.83936, -25.8324, 25.9, 0.0372599, -0.045675, -0.0461539, 6.16029, 6.56281, 6.55551, 6.62141, 0.437593, 0.456843, 0.456498, 0.459605, 
[2024-07-25 21:08:22.471865] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6746] , 17.4711, 463, 5.53122, -0.00936249, -0.930869, 0.0466875, 0.0177318, -0.0223705, -0.0253564, -0.0151073, 0.0644446, 0.0303739, 0.278839, -0.0783645, 5.5, 0, -1, 0, 0, 0, 0.0622013, -0.0126446, 0, 0.111761, 0.0678444, 0, 0.111761, 0.0678226, 0.00172011, 0.329078, -1.2956, -0.0399077, 0.0312183, -0.00936249, 0.069131, -0.712353, -0.255356, 0.382379, 0.0466875, 0.0177318, -0.0223705, -0.0875577, -0.00246269, 0.0644446, -0.748178, 1.54795, 0.280533, -0.0813875, 0.211016, -0.0800846, 0.649589, 0.990342, -25.6646, 0.324228, 1.59704, -25.6402, 25.6919, 0.0740787, -0.05451, -0.0383509, 6.02164, 6.63578, 6.54482, 6.4897, 0.430839, 0.460281, 0.455993, 0.453384, 
[2024-07-25 21:08:22.481885] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6751] , 17.4811, 450, 5.53157, -0.00933734, -0.930866, 0.0372595, 0.00337216, -0.0143623, -0.0243269, -0.0116356, 0.0634427, 0.143429, 0.398232, -0.0871068, 5.5, 0, -1, 0, 0, 0, 0.0707249, -0.0227357, 0, -0.0247051, 0.0622876, 0, -0.0247051, 0.0622692, 0.00151512, 0.798827, -1.29854, -0.0369212, 0.0315669, -0.00933734, 0.0691338, -0.712041, -0.25545, 0.383071, 0.0372595, 0.00337216, -0.0143623, -0.0950518, 0.0111001, 0.0634427, -0.749053, 1.54792, 0.281177, 0.168134, 0.335963, -0.0886219, 0.810571, 1.25578, -25.866, 0.587538, 1.83089, -25.8377, 25.9091, 0.0534901, -0.0711773, -0.0336466, 6.09126, 6.69787, 6.49831, 6.62166, 0.434239, 0.463194, 0.453792, 0.459617, 
