[2025-02-03 17:33:53.472848] [0x0000007fbb71a010] [MocapTag] [0x000040d4] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:34:18.511184] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10111] , 25.508, 0.0502205, -0.207197, -1.104, -0.9619, -0.0132498, -0.0366106, 0.270616, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.513625] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10112] , 25.508, 0.0502205, -0.207197, -1.104, -0.9619, -0.0132498, -0.0366106, 0.270616, -0.0414269, 0.00209279, -0.0200539, 0, 0, 0.0676215, 
[2025-02-03 17:34:18.516210] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10113] , 25.508, 0.0502205, -0.207197, -1.104, -0.9619, -0.0132498, -0.0366106, 0.270616, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.518949] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10114] , 25.518, 0.0502205, -0.207197, -1.104, -0.9619, -0.0132498, -0.0366106, 0.270616, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.523374] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10116] , 25.518, 0.0500172, -0.207303, -1.104, -0.961873, -0.0129236, -0.0349306, 0.270949, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.527308] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10117] , 25.518, 0.0500172, -0.207303, -1.104, -0.961873, -0.0129236, -0.0349306, 0.270949, -0.0203272, -0.0105864, 0, -0.152707, 0.307164, 0.053972, 
[2025-02-03 17:34:18.529143] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10118] , 25.5279, 0.0500172, -0.207303, -1.104, -0.961873, -0.0129236, -0.0349306, 0.270949, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.531540] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10120] , 25.5279, 0.0495399, -0.207339, -1.10439, -0.961845, -0.0132736, -0.0352154, 0.270994, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.538035] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10121] , 25.5279, 0.0495399, -0.207339, -1.10439, -0.961845, -0.0132736, -0.0352154, 0.270994, -0.0477327, -0.00362419, -0.0390357, 0.0833273, -0.0355609, 0, 
[2025-02-03 17:34:18.538734] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10122] , 25.5379, 0.0495399, -0.207339, -1.10439, -0.961845, -0.0132736, -0.0352154, 0.270994, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.540757] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10123] , 25.5379, 0.0495399, -0.207339, -1.10439, -0.961845, -0.0132736, -0.0352154, 0.270994, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.543401] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10125] , 25.5379, 0.0492661, -0.207065, -1.10436, -0.962022, -0.013134, -0.0328455, 0.270671, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.546185] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10126] , 25.5379, 0.0492661, -0.207065, -1.10436, -0.962022, -0.013134, -0.0328455, 0.270671, -0.0273856, 0.0273559, 0.00330147, -0.158525, 0.447073, -0.0863552, 
[2025-02-03 17:34:18.548981] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10127] , 25.5479, 0.0492661, -0.207065, -1.10436, -0.962022, -0.013134, -0.0328455, 0.270671, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.551539] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10129] , 25.5479, 0.0487805, -0.207113, -1.10405, -0.961971, -0.0128063, -0.0313729, 0.271043, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.556509] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10130] , 25.5479, 0.0487805, -0.207113, -1.10405, -0.961971, -0.0128063, -0.0313729, 0.271043, -0.0485578, -0.00481746, 0.0303676, -0.141501, 0.267272, 0.0648439, 
[2025-02-03 17:34:18.559193] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10131] , 25.5579, 0.0487805, -0.207113, -1.10405, -0.961971, -0.0128063, -0.0313729, 0.271043, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.561571] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10133] , 25.5579, 0.048373, -0.207053, -1.10442, -0.961971, -0.0131173, -0.0316465, 0.270995, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.564571] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10134] , 25.5579, 0.048373, -0.207053, -1.10442, -0.961971, -0.0131173, -0.0316465, 0.270995, -0.0407509, 0.0060608, -0.0365258, 0.0746012, -0.0359464, 0, 
[2025-02-03 17:34:18.566814] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10135] , 25.5579, 0.048373, -0.207053, -1.10442, -0.961971, -0.0131173, -0.0316465, 0.270995, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.570927] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10137] , 25.568, 0.048373, -0.207053, -1.10442, -0.961971, -0.0131173, -0.0316465, 0.270995, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.573365] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10138] , 25.568, 0.0480111, -0.207013, -1.10454, -0.962004, -0.0129909, -0.0301728, 0.271051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.576154] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10139] , 25.568, 0.0480111, -0.207013, -1.10454, -0.962004, -0.0129909, -0.0301728, 0.271051, -0.0361868, 0.00398687, -0.0119082, -0.104618, 0.277005, 0, 
[2025-02-03 17:34:18.578994] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10140] , 25.5779, 0.0480111, -0.207013, -1.10454, -0.962004, -0.0129909, -0.0301728, 0.271051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.582041] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10141] , 25.5779, 0.047467, -0.207134, -1.10464, -0.961872, -0.0137629, -0.0304352, 0.271453, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.585883] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10143] , 25.5779, 0.047467, -0.207134, -1.10464, -0.961872, -0.0137629, -0.0304352, 0.271453, -0.054413, -0.0120726, -0.0108659, 0.165224, 0, 0.0890493, 
[2025-02-03 17:34:18.588763] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10144] , 25.5879, 0.047467, -0.207134, -1.10464, -0.961872, -0.0137629, -0.0304352, 0.271453, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.592419] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10146] , 25.5879, 0.047191, -0.207041, -1.10492, -0.961944, -0.0129801, -0.0288006, 0.271413, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.593946] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10147] , 25.5879, 0.047191, -0.207041, -1.10492, -0.961944, -0.0129801, -0.0288006, 0.271413, -0.0275987, 0.00926538, -0.0271516, -0.240445, 0.271769, 0, 
[2025-02-03 17:34:18.596526] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10148] , 25.5879, 0.047191, -0.207041, -1.10492, -0.961944, -0.0129801, -0.0288006, 0.271413, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.599951] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10149] , 25.598, 0.047191, -0.207041, -1.10492, -0.961944, -0.0129801, -0.0288006, 0.271413, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.604021] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10151] , 25.598, 0.0464702, -0.206922, -1.10517, -0.961906, -0.013147, -0.0287098, 0.271549, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.606514] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10152] , 25.598, 0.0464702, -0.206922, -1.10517, -0.961906, -0.013147, -0.0287098, 0.271549, -0.0720775, 0.0119333, -0.0257436, 0, 0, 0, 
[2025-02-03 17:34:18.609298] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10153] , 25.608, 0.0464702, -0.206922, -1.10517, -0.961906, -0.013147, -0.0287098, 0.271549, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.613255] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10155] , 25.608, 0.0462776, -0.206807, -1.10514, -0.962035, -0.01283, -0.0270349, 0.271281, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.616296] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10156] , 25.608, 0.0462776, -0.206807, -1.10514, -0.962035, -0.01283, -0.0270349, 0.271281, -0.0192623, 0.0114594, 0.00334314, -0.153947, 0.303941, -0.0683427, 
[2025-02-03 17:34:18.619077] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10157] , 25.618, 0.0462776, -0.206807, -1.10514, -0.962035, -0.01283, -0.0270349, 0.271281, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.622314] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10159] , 25.618, 0.0457043, -0.207073, -1.10583, -0.961718, -0.0126915, -0.0287609, 0.272233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.626474] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10160] , 25.618, 0.0457043, -0.207073, -1.10583, -0.961718, -0.0126915, -0.0287609, 0.272233, -0.0573238, -0.0266235, -0.0688026, 0.0724316, -0.33573, 0.208896, 
[2025-02-03 17:34:18.627283] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10161] , 25.618, 0.0457043, -0.207073, -1.10583, -0.961718, -0.0126915, -0.0287609, 0.272233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.632039] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10163] , 25.628, 0.0457043, -0.207073, -1.10583, -0.961718, -0.0126915, -0.0287609, 0.272233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.634028] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10164] , 25.628, 0.0453652, -0.206941, -1.10575, -0.961883, -0.0122142, -0.026975, 0.271854, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.636834] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10165] , 25.628, 0.0453652, -0.206941, -1.10575, -0.961883, -0.0122142, -0.026975, 0.271854, -0.0339186, 0.0132533, 0.0083187, -0.191617, 0.316051, -0.0927091, 
[2025-02-03 17:34:18.639838] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10166] , 25.638, 0.0453652, -0.206941, -1.10575, -0.961883, -0.0122142, -0.026975, 0.271854, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.642696] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10168] , 25.638, 0.0448705, -0.207043, -1.10594, -0.961717, -0.012466, -0.026856, 0.272442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.644907] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10169] , 25.638, 0.0448705, -0.207043, -1.10594, -0.961717, -0.012466, -0.026856, 0.272442, -0.0494646, -0.0102685, -0.0199002, 0.0447273, 0.0389777, 0.122625, 
[2025-02-03 17:34:18.647903] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10170] , 25.638, 0.0448705, -0.207043, -1.10594, -0.961717, -0.012466, -0.026856, 0.272442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.651067] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10172] , 25.648, 0.0445482, -0.206739, -1.10606, -0.961881, -0.0115392, -0.0257123, 0.272011, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.654776] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10173] , 25.648, 0.0445482, -0.206739, -1.10606, -0.961881, -0.0115392, -0.0257123, 0.272011, -0.0322347, 0.0304676, -0.0118485, -0.243115, 0.167818, -0.100517, 
[2025-02-03 17:34:18.655890] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10174] , 25.648, 0.0445482, -0.206739, -1.10606, -0.961881, -0.0115392, -0.0257123, 0.272011, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.658723] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10175] , 25.658, 0.0445482, -0.206739, -1.10606, -0.961881, -0.0115392, -0.0257123, 0.272011, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.663002] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10177] , 25.658, 0.0439862, -0.206749, -1.10637, -0.961868, -0.0117851, -0.0259148, 0.272028, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.665781] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10178] , 25.658, 0.0439862, -0.206749, -1.10637, -0.961868, -0.0117851, -0.0259148, 0.272028, -0.0561935, 0, -0.0302764, 0.0585318, 0, 0, 
[2025-02-03 17:34:18.668819] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10179] , 25.668, 0.0439862, -0.206749, -1.10637, -0.961868, -0.0117851, -0.0259148, 0.272028, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.671529] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10181] , 25.668, 0.0436414, -0.206578, -1.10635, -0.961868, -0.0112181, -0.0247066, 0.272167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.674264] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10182] , 25.668, 0.0436414, -0.206578, -1.10635, -0.961868, -0.0112181, -0.0247066, 0.272167, -0.0344835, 0.0171943, 0, -0.174713, 0.20207, 0, 
[2025-02-03 17:34:18.676585] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10183] , 25.668, 0.0436414, -0.206578, -1.10635, -0.961868, -0.0112181, -0.0247066, 0.272167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.681417] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10185] , 25.678, 0.0436414, -0.206578, -1.10635, -0.961868, -0.0112181, -0.0247066, 0.272167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.682593] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10186] , 25.678, 0.043242, -0.207429, -1.10387, -0.961282, 0.00217315, -0.0132885, 0.275238, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.686761] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10187] , 25.678, 0.043242, -0.207429, -1.10387, -0.961282, 0.00217315, -0.0132885, 0.275238, -0.0399443, -0.085183, 0.247812, -3.19283, 1.46869, 0.554591, 
[2025-02-03 17:34:18.687938] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10188] , 25.678, 0.043242, -0.207429, -1.10387, -0.961282, 0.00217315, -0.0132885, 0.275238, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.690511] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10189] , 25.688, 0.0428081, -0.206382, -1.10668, -0.961826, -0.0108609, -0.0236919, 0.272419, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.695287] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10191] , 25.688, 0.0428081, -0.206382, -1.10668, -0.961826, -0.0108609, -0.0236919, 0.272419, -0.043382, 0.10477, -0.281479, 3.06957, -1.29203, -0.509202, 
[2025-02-03 17:34:18.697703] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10192] , 25.688, 0.0428081, -0.206382, -1.10668, -0.961826, -0.0108609, -0.0236919, 0.272419, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.700723] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10193] , 25.698, 0.0423833, -0.206424, -1.10663, -0.961772, -0.0106592, -0.0225095, 0.272716, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.703747] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10195] , 25.698, 0.0423833, -0.206424, -1.10663, -0.961772, -0.0106592, -0.0225095, 0.272716, -0.0424862, -0.00426598, 0.00499542, -0.102401, 0.217502, 0.0544429, 
[2025-02-03 17:34:18.706305] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10196] , 25.698, 0.0423833, -0.206424, -1.10663, -0.961772, -0.0106592, -0.0225095, 0.272716, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.710765] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10198] , 25.708, 0.0423833, -0.206424, -1.10663, -0.961772, -0.0106592, -0.0225095, 0.272716, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.713372] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10199] , 25.708, 0.041926, -0.206316, -1.10688, -0.961674, -0.0106781, -0.0229126, 0.273028, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.716216] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10200] , 25.708, 0.041926, -0.206316, -1.10688, -0.961674, -0.0106781, -0.0229126, 0.273028, -0.0457295, 0.01081, -0.0250438, 0, -0.0754591, 0.0671804, 
[2025-02-03 17:34:18.719125] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10201] , 25.718, 0.041926, -0.206316, -1.10688, -0.961674, -0.0106781, -0.0229126, 0.273028, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.721532] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10203] , 25.718, 0.0416283, -0.206336, -1.107, -0.96163, -0.0102989, -0.0219122, 0.273279, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.726133] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10204] , 25.718, 0.0416283, -0.206336, -1.107, -0.96163, -0.0102989, -0.0219122, 0.273279, -0.0297682, 0, -0.0120073, -0.12691, 0.172547, 0.0455379, 
[2025-02-03 17:34:18.729367] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10205] , 25.728, 0.0416283, -0.206336, -1.107, -0.96163, -0.0102989, -0.0219122, 0.273279, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.732389] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10207] , 25.728, 0.0411462, -0.206232, -1.10727, -0.961583, -0.0106023, -0.0224806, 0.273387, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.734214] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10208] , 25.728, 0.0411462, -0.206232, -1.10727, -0.961583, -0.0106023, -0.0224806, 0.273387, -0.0482063, 0.0103571, -0.0265916, 0.090003, -0.0923641, 0, 
[2025-02-03 17:34:18.736954] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10209] , 25.728, 0.0411462, -0.206232, -1.10727, -0.961583, -0.0106023, -0.0224806, 0.273387, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.741592] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10211] , 25.738, 0.0411462, -0.206232, -1.10727, -0.961583, -0.0106023, -0.0224806, 0.273387, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.746743] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10212] , 25.738, 0.0407761, -0.206126, -1.10733, -0.961658, -0.00995857, -0.020826, 0.273277, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.747325] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10213] , 25.738, 0.0407761, -0.206126, -1.10733, -0.961658, -0.00995857, -0.020826, 0.273277, -0.0370168, 0.0105923, -0.00578228, -0.215149, 0.282663, 0, 
[2025-02-03 17:34:18.749697] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10214] , 25.748, 0.0407761, -0.206126, -1.10733, -0.961658, -0.00995857, -0.020826, 0.273277, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.754276] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10216] , 25.748, 0.0404064, -0.206303, -1.10744, -0.961452, -0.0105805, -0.0207965, 0.273979, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.756602] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10217] , 25.748, 0.0404064, -0.206303, -1.10744, -0.961452, -0.0105805, -0.0207965, 0.273979, -0.036966, -0.0176514, -0.0110651, 0.120592, 0.0420269, 0.147825, 
[2025-02-03 17:34:18.760199] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10218] , 25.758, 0.0404064, -0.206303, -1.10744, -0.961452, -0.0105805, -0.0207965, 0.273979, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.766503] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10220] , 25.758, 0.0400715, -0.206024, -1.1076, -0.961553, -0.00986928, -0.0199874, 0.273715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.769750] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10221] , 25.7679, 0.0400715, -0.206024, -1.1076, -0.961553, -0.00986928, -0.0199874, 0.273715, -0.0334896, 0.0278423, -0.0157674, -0.182271, 0.115758, -0.0611663, 
[2025-02-03 17:34:18.770373] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10222] , 25.7679, 0.0400715, -0.206024, -1.1076, -0.961553, -0.00986928, -0.0199874, 0.273715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.771190] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10224] , 25.7679, 0.0400715, -0.206024, -1.1076, -0.961553, -0.00986928, -0.0199874, 0.273715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.773520] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10225] , 25.7679, 0.0396533, -0.205932, -1.10751, -0.96152, -0.00912783, -0.0186688, 0.273947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.776317] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10226] , 25.7679, 0.0396533, -0.205932, -1.10751, -0.96152, -0.00912783, -0.0186688, 0.273947, -0.0418247, 0.00926449, 0.00833742, -0.214362, 0.21364, 0.0399828, 
[2025-02-03 17:34:18.779890] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10227] , 25.778, 0.0396533, -0.205932, -1.10751, -0.96152, -0.00912783, -0.0186688, 0.273947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.781538] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10229] , 25.778, 0.0392968, -0.205975, -1.10792, -0.961505, -0.00937197, -0.0192622, 0.27395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.784381] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10230] , 25.778, 0.0392968, -0.205975, -1.10792, -0.961505, -0.00937197, -0.0192622, 0.27395, -0.0356423, -0.0043703, -0.0408125, 0.079608, -0.100711, 0, 
[2025-02-03 17:34:18.789479] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10231] , 25.7879, 0.0392968, -0.205975, -1.10792, -0.961505, -0.00937197, -0.0192622, 0.27395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.791539] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10233] , 25.7879, 0.039025, -0.205924, -1.10798, -0.961453, -0.00878027, -0.0185259, 0.274204, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.794250] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10234] , 25.7879, 0.039025, -0.205924, -1.10798, -0.961453, -0.00878027, -0.0185259, 0.274204, -0.0271839, 0.00510761, -0.00603449, -0.153518, 0.109855, 0.0476837, 
[2025-02-03 17:34:18.796723] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10235] , 25.7879, 0.039025, -0.205924, -1.10798, -0.961453, -0.00878027, -0.0185259, 0.274204, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.799466] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10236] , 25.798, 0.039025, -0.205924, -1.10798, -0.961453, -0.00878027, -0.0185259, 0.274204, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.801825] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10238] , 25.798, 0.0385948, -0.205893, -1.10807, -0.961406, -0.00907288, -0.0185403, 0.274359, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.805528] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10239] , 25.798, 0.0385948, -0.205893, -1.10807, -0.961406, -0.00907288, -0.0185403, 0.274359, -0.0430228, 0.00309127, -0.00915309, 0.0575781, 0, 0, 
[2025-02-03 17:34:18.809198] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10240] , 25.8079, 0.0385948, -0.205893, -1.10807, -0.961406, -0.00907288, -0.0185403, 0.274359, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.810846] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10241] , 25.8079, 0.0384331, -0.205961, -1.10814, -0.961382, -0.00897064, -0.0179303, 0.274486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.815154] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10243] , 25.8079, 0.0384331, -0.205961, -1.10814, -0.961382, -0.00897064, -0.0179303, 0.274486, -0.0161704, -0.00679073, -0.00706344, -0.0528336, 0.112039, 0, 
[2025-02-03 17:34:18.816143] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10244] , 25.8079, 0.0384331, -0.205961, -1.10814, -0.961382, -0.00897064, -0.0179303, 0.274486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.820959] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10246] , 25.8179, 0.0384331, -0.205961, -1.10814, -0.961382, -0.00897064, -0.0179303, 0.274486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.823499] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10247] , 25.8179, 0.0379735, -0.206009, -1.10845, -0.961203, -0.00896897, -0.0181799, 0.275096, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:18.826222] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10248] , 25.8179, 0.0379735, -0.206009, -1.10845, -0.961203, -0.00896897, -0.0181799, 0.275096, -0.0459573, -0.0047677, -0.030845, 0, -0.0463629, 0.128013, 
