[2025-02-03 14:47:14.385269] [0x0000007f90848010] [MocapTag] [0x00005722] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:47:44.852214] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12129] , 30.8501, -0.0196227, -0.182727, -1.11785, -0.962486, -0.00898135, -0.00717425, 0.271089, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.856124] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12131] , 30.8501, -0.0196227, -0.182727, -1.11785, -0.962486, -0.00898135, -0.00717425, 0.271089, 0.0154204, -0.0214769, 0.0111364, 0.0779629, 0, -0.0553548, 
[2025-02-03 14:47:44.857217] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12132] , 30.8501, -0.0196227, -0.182727, -1.11785, -0.962486, -0.00898135, -0.00717425, 0.271089, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.859813] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12133] , 30.8501, -0.0195044, -0.182844, -1.1176, -0.962485, -0.00894035, -0.00725324, 0.271089, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.863102] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12135] , 30.8601, -0.0195044, -0.182844, -1.1176, -0.962485, -0.00894035, -0.00725324, 0.271089, 0.0118331, -0.011609, 0.0250414, 0, 0, 0, 
[2025-02-03 14:47:44.867382] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12136] , 30.8601, -0.0195044, -0.182844, -1.1176, -0.962485, -0.00894035, -0.00725324, 0.271089, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.869988] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12137] , 30.8601, -0.0192981, -0.183102, -1.11737, -0.962468, -0.00903526, -0.00670715, 0.271162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.873909] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12139] , 30.8701, -0.0192981, -0.183102, -1.11737, -0.962468, -0.00903526, -0.00670715, 0.271162, 0.0206274, -0.0258845, 0.0226999, 0, 0.110427, 0, 
[2025-02-03 14:47:44.875384] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12140] , 30.8701, -0.0192981, -0.183102, -1.11737, -0.962468, -0.00903526, -0.00670715, 0.271162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.878093] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12141] , 30.8701, -0.0192981, -0.183102, -1.11737, -0.962468, -0.00903526, -0.00670715, 0.271162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.880769] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12142] , 30.8801, -0.0192377, -0.183144, -1.11724, -0.962534, -0.00900274, -0.00721679, 0.270914, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.884324] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12144] , 30.8801, -0.0192377, -0.183144, -1.11724, -0.962534, -0.00900274, -0.00721679, 0.270914, 0.00604844, -0.00411572, 0.0133831, 0, -0.100412, -0.0501871, 
[2025-02-03 14:47:44.886838] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12145] , 30.8801, -0.0192377, -0.183144, -1.11724, -0.962534, -0.00900274, -0.00721679, 0.270914, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.889476] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12146] , 30.8801, -0.0191451, -0.183311, -1.11712, -0.962546, -0.00902644, -0.00706004, 0.270876, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.892335] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12147] , 30.8901, -0.0191451, -0.183311, -1.11712, -0.962546, -0.00902644, -0.00706004, 0.270876, 0.00925853, -0.0167594, 0.0117596, 0, 0, 0, 
[2025-02-03 14:47:44.894981] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12149] , 30.8901, -0.0191451, -0.183311, -1.11712, -0.962546, -0.00902644, -0.00706004, 0.270876, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.901557] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12150] , 30.9001, -0.0191451, -0.183311, -1.11712, -0.962546, -0.00902644, -0.00706004, 0.270876, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.902732] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12151] , 30.9001, -0.018987, -0.183415, -1.11697, -0.962512, -0.00895699, -0.00747379, 0.270987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.907159] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12153] , 30.9001, -0.018987, -0.183415, -1.11697, -0.962512, -0.00895699, -0.00747379, 0.270987, 0.0158075, -0.0104203, 0.0149721, 0, -0.0831665, 0, 
[2025-02-03 14:47:44.908486] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12154] , 30.9001, -0.018987, -0.183415, -1.11697, -0.962512, -0.00895699, -0.00747379, 0.270987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.911308] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12155] , 30.9101, -0.0188088, -0.183543, -1.11698, -0.962462, -0.00862404, -0.00831314, 0.271151, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.916093] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12157] , 30.9101, -0.0188088, -0.183543, -1.11698, -0.962462, -0.00862404, -0.00831314, 0.271151, 0.0178218, -0.0127352, 0, 0, -0.179267, 0.0359774, 
[2025-02-03 14:47:44.918736] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12158] , 30.9101, -0.0188088, -0.183543, -1.11698, -0.962462, -0.00862404, -0.00831314, 0.271151, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.921521] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12159] , 30.9201, -0.0187407, -0.183702, -1.11677, -0.962479, -0.00875825, -0.00842551, 0.271083, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.924470] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12161] , 30.9201, -0.0187407, -0.183702, -1.11677, -0.962479, -0.00875825, -0.00842551, 0.271083, 0.00681002, -0.0159026, 0.0214632, 0, 0, 0, 
[2025-02-03 14:47:44.926954] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12162] , 30.9201, -0.0187407, -0.183702, -1.11677, -0.962479, -0.00875825, -0.00842551, 0.271083, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.933341] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12164] , 30.93, -0.0187099, -0.183804, -1.11667, -0.962455, -0.00859173, -0.00872498, 0.271163, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.934920] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12165] , 30.93, -0.0187099, -0.183804, -1.11667, -0.962455, -0.00859173, -0.00872498, 0.271163, 0.00307841, -0.0102059, 0.0100066, 0, -0.0665, 0, 
[2025-02-03 14:47:44.937499] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12166] , 30.93, -0.0187099, -0.183804, -1.11667, -0.962455, -0.00859173, -0.00872498, 0.271163, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.940067] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12167] , 30.93, -0.018451, -0.183922, -1.1167, -0.962488, -0.0081901, -0.0089326, 0.271052, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.943052] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12169] , 30.9401, -0.018451, -0.183922, -1.1167, -0.962488, -0.0081901, -0.0089326, 0.271052, 0.0258924, -0.0118493, -0.0029945, -0.0662088, -0.0619926, 0, 
[2025-02-03 14:47:44.947526] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12170] , 30.9401, -0.018451, -0.183922, -1.1167, -0.962488, -0.0081901, -0.0089326, 0.271052, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.950071] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12171] , 30.9401, -0.0184721, -0.183969, -1.11652, -0.962509, -0.00794234, -0.00888585, 0.270987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.952880] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12172] , 30.9501, -0.0184721, -0.183969, -1.11652, -0.962509, -0.00794234, -0.00888585, 0.270987, -0.00211344, -0.0046718, 0.0177291, -0.0503063, 0, 0, 
[2025-02-03 14:47:44.955411] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12174] , 30.9501, -0.0184721, -0.183969, -1.11652, -0.962509, -0.00794234, -0.00888585, 0.270987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.958226] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12175] , 30.9501, -0.0184721, -0.183969, -1.11652, -0.962509, -0.00794234, -0.00888585, 0.270987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.962928] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12177] , 30.9601, -0.0182852, -0.184082, -1.11648, -0.962566, -0.00730714, -0.00879334, 0.270807, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.965773] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12178] , 30.9601, -0.0182852, -0.184082, -1.11648, -0.962566, -0.00730714, -0.00879334, 0.270807, 0.0186934, -0.0113362, 0.00370528, -0.127554, 0, -0.0384927, 
[2025-02-03 14:47:44.968457] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12179] , 30.9601, -0.0182852, -0.184082, -1.11648, -0.962566, -0.00730714, -0.00879334, 0.270807, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.971393] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12180] , 30.9701, -0.0181543, -0.184116, -1.11656, -0.962531, -0.00591546, -0.0093034, 0.270947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.974121] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12182] , 30.9701, -0.0181543, -0.184116, -1.11656, -0.962531, -0.00591546, -0.0093034, 0.270947, 0.0130847, -0.00333621, -0.00731025, -0.240088, -0.173354, 0, 
[2025-02-03 14:47:44.978707] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12183] , 30.9701, -0.0181543, -0.184116, -1.11656, -0.962531, -0.00591546, -0.0093034, 0.270947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.981682] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12184] , 30.9801, -0.0180379, -0.184194, -1.11632, -0.962607, -0.00496146, -0.00863859, 0.270718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.984433] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12186] , 30.9801, -0.0180379, -0.184194, -1.11632, -0.962607, -0.00496146, -0.00863859, 0.270718, 0.0116443, -0.00784459, 0.0238254, -0.220084, 0.0759314, -0.0504315, 
[2025-02-03 14:47:44.986878] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12187] , 30.9801, -0.0180379, -0.184194, -1.11632, -0.962607, -0.00496146, -0.00863859, 0.270718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.989577] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12188] , 30.9801, -0.018011, -0.184314, -1.11621, -0.96262, -0.00354817, -0.00816849, 0.270708, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.992556] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12189] , 30.9901, -0.018011, -0.184314, -1.11621, -0.96262, -0.00354817, -0.00816849, 0.270708, 0.00268367, -0.0119936, 0.01063, -0.297594, 0, 0, 
[2025-02-03 14:47:44.996002] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12191] , 30.9901, -0.018011, -0.184314, -1.11621, -0.96262, -0.00354817, -0.00816849, 0.270708, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:44.998945] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12192] , 30.9901, -0.018011, -0.184314, -1.11621, -0.96262, -0.00354817, -0.00816849, 0.270708, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.001551] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12193] , 31.0001, -0.0178456, -0.184357, -1.11626, -0.962704, -0.00205255, -0.00821952, 0.270423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.006047] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12195] , 31.0001, -0.0178456, -0.184357, -1.11626, -0.962704, -0.00205255, -0.00821952, 0.270423, 0.0165449, -0.00433636, -0.00527287, -0.285649, -0.0910648, -0.0610054, 
[2025-02-03 14:47:45.006905] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12196] , 31.0001, -0.0178456, -0.184357, -1.11626, -0.962704, -0.00205255, -0.00821952, 0.270423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.011545] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12197] , 31.0101, -0.0177271, -0.184474, -1.11629, -0.962741, -0.000514477, -0.00766066, 0.270314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.014399] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12199] , 31.0101, -0.0177271, -0.184474, -1.11629, -0.962741, -0.000514477, -0.00766066, 0.270314, 0.0118458, -0.0117056, -0.00222616, -0.326562, 0, 0, 
[2025-02-03 14:47:45.016749] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12200] , 31.0101, -0.0177271, -0.184474, -1.11629, -0.962741, -0.000514477, -0.00766066, 0.270314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.019294] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12201] , 31.0101, -0.0176458, -0.184538, -1.11627, -0.96273, 0.00114287, -0.00749816, 0.270359, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.022559] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12202] , 31.0201, -0.0176458, -0.184538, -1.11627, -0.96273, 0.00114287, -0.00749816, 0.270359, 0.00813672, -0.006402, 0, -0.327873, -0.0583106, 0, 
[2025-02-03 14:47:45.026614] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12204] , 31.0201, -0.0176458, -0.184538, -1.11627, -0.96273, 0.00114287, -0.00749816, 0.270359, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.029488] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12205] , 31.0201, -0.017564, -0.184582, -1.11651, -0.962628, 0.00293619, -0.00769125, 0.270702, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.032462] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12206] , 31.0301, -0.017564, -0.184582, -1.11651, -0.962628, 0.00293619, -0.00769125, 0.270702, 0.00817921, -0.00435413, -0.024535, 627.984, -0.134208, 0.0689447, 
[2025-02-03 14:47:45.035128] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12208] , 31.0301, -0.017564, -0.184582, -1.11651, -0.962628, 0.00293619, -0.00769125, 0.270702, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.037606] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12209] , 31.0301, -0.017564, -0.184582, -1.11651, -0.962628, 0.00293619, -0.00769125, 0.270702, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.040472] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12210] , 31.0401, -0.0176534, -0.184733, -1.11645, -0.962589, 0.00426036, -0.00735544, 0.270833, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.043592] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12212] , 31.0401, -0.0176534, -0.184733, -1.11645, -0.962589, 0.00426036, -0.00735544, 0.270833, -0.00894117, -0.0151194, 0.00636563, -0.272918, 0, 0, 
[2025-02-03 14:47:45.046278] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12213] , 31.0401, -0.0176534, -0.184733, -1.11645, -0.962589, 0.00426036, -0.00735544, 0.270833, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.049058] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12214] , 31.0401, -0.0176534, -0.184733, -1.11645, -0.962589, 0.00426036, -0.00735544, 0.270833, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.051767] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12215] , 31.0501, -0.0175253, -0.184909, -1.11659, -0.962593, 0.00559494, -0.00728902, 0.270796, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.054400] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12217] , 31.0501, -0.0175253, -0.184909, -1.11659, -0.962593, 0.00559494, -0.00728902, 0.270796, 0.0128111, -0.0176191, -0.0141287, -0.260639, -0.0594759, 0, 
[2025-02-03 14:47:45.059259] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12218] , 31.0501, -0.0175253, -0.184909, -1.11659, -0.962593, 0.00559494, -0.00728902, 0.270796, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.061961] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12219] , 31.0601, -0.0174628, -0.185141, -1.11677, -0.962607, 0.00660729, -0.00698334, 0.270732, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.064764] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12221] , 31.0601, -0.0174628, -0.185141, -1.11677, -0.962607, 0.00660729, -0.00698334, 0.270732, 0.00624987, -0.0231965, -0.0180005, -0.211596, 0, 0, 
[2025-02-03 14:47:45.067316] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12222] , 31.0601, -0.0174628, -0.185141, -1.11677, -0.962607, 0.00660729, -0.00698334, 0.270732, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.070002] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12223] , 31.0601, -0.017513, -0.185309, -1.11689, -0.962581, 0.0074766, -0.00678194, 0.270806, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.074638] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12225] , 31.0701, -0.017513, -0.185309, -1.11689, -0.962581, 0.0074766, -0.00678194, 0.270806, -0.00502142, -0.0167358, -0.0119962, -0.17817, 0, 0, 
[2025-02-03 14:47:45.077098] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12226] , 31.0701, -0.017513, -0.185309, -1.11689, -0.962581, 0.0074766, -0.00678194, 0.270806, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.079934] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12227] , 31.0701, -0.0173927, -0.185602, -1.1171, -0.96261, 0.00777017, -0.00640189, 0.270705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.082949] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12229] , 31.0801, -0.0173927, -0.185602, -1.1171, -0.96261, 0.00777017, -0.00640189, 0.270705, 0.0120324, -0.0293145, -0.0209972, -0.0772715, 0.0573926, 0, 
[2025-02-03 14:47:45.087411] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12230] , 31.0801, -0.0173927, -0.185602, -1.1171, -0.96261, 0.00777017, -0.00640189, 0.270705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.088200] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12231] , 31.0801, -0.0173927, -0.185602, -1.1171, -0.96261, 0.00777017, -0.00640189, 0.270705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.091698] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12232] , 31.0901, -0.0173591, -0.185888, -1.11734, -0.962649, 0.00767961, -0.00609751, 0.270577, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.094489] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12234] , 31.0901, -0.0173591, -0.185888, -1.11734, -0.962649, 0.00767961, -0.00609751, 0.270577, 0.00335211, -0.0286588, -0.0242565, 0, 0.0636619, 0, 
[2025-02-03 14:47:45.097010] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12235] , 31.0901, -0.0173591, -0.185888, -1.11734, -0.962649, 0.00767961, -0.00609751, 0.270577, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.099696] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12236] , 31.0901, -0.0174234, -0.186186, -1.11752, -0.962656, 0.00744685, -0.00550691, 0.270568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.102669] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12237] , 31.1001, -0.0174234, -0.186186, -1.11752, -0.962656, 0.00744685, -0.00550691, 0.270568, -0.00642962, -0.0297968, -0.0178773, 0, 0.126322, 0, 
[2025-02-03 14:47:45.109055] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12239] , 31.1001, -0.0174234, -0.186186, -1.11752, -0.962656, 0.00744685, -0.00550691, 0.270568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.110204] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12240] , 31.1001, -0.0172603, -0.18652, -1.11797, -0.962727, 0.00702705, -0.00609762, 0.270315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.113131] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12242] , 31.1101, -0.0172603, -0.18652, -1.11797, -0.962727, 0.00702705, -0.00609762, 0.270315, 0.016312, -0.0334042, -0.0443381, 0.112367, -0.0907544, -0.0521481, 
[2025-02-03 14:47:45.115854] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12243] , 31.1101, -0.0172603, -0.18652, -1.11797, -0.962727, 0.00702705, -0.00609762, 0.270315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.118740] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12244] , 31.1101, -0.0172603, -0.18652, -1.11797, -0.962727, 0.00702705, -0.00609762, 0.270315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.123226] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12246] , 31.1201, -0.0173389, -0.186889, -1.11807, -0.962838, 0.00600867, -0.00559016, 0.269955, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.127010] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12247] , 31.1201, -0.0173389, -0.186889, -1.11807, -0.962838, 0.00600867, -0.00559016, 0.269955, -0.00786047, -0.0368695, -0.0109205, 0.16818, 0.153092, -0.0733435, 
[2025-02-03 14:47:45.129059] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12248] , 31.1201, -0.0173389, -0.186889, -1.11807, -0.962838, 0.00600867, -0.00559016, 0.269955, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.132105] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12249] , 31.1301, -0.0174463, -0.187258, -1.11831, -0.962879, 0.00507787, -0.00571608, 0.269826, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.134894] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12251] , 31.1301, -0.0174463, -0.187258, -1.11831, -0.962879, 0.00507787, -0.00571608, 0.269826, -0.0107373, -0.0368788, -0.0236575, 0.185871, 0, 0, 
[2025-02-03 14:47:45.139123] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12252] , 31.1301, -0.0174463, -0.187258, -1.11831, -0.962879, 0.00507787, -0.00571608, 0.269826, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.141903] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12253] , 31.1401, -0.0174164, -0.187693, -1.1186, -0.96294, 0.00397496, -0.00599521, 0.269621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.144669] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12255] , 31.1401, -0.0174164, -0.187693, -1.1186, -0.96294, 0.00397496, -0.00599521, 0.269621, 0.00298777, -0.0434912, -0.0287975, 0.227189, 0, -0.0410676, 
[2025-02-03 14:47:45.147228] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12256] , 31.1401, -0.0174164, -0.187693, -1.1186, -0.96294, 0.00397496, -0.00599521, 0.269621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.149983] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12257] , 31.1401, -0.0174438, -0.188136, -1.11879, -0.962925, 0.00289487, -0.0060609, 0.269687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.154938] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12259] , 31.1501, -0.0174438, -0.188136, -1.11879, -0.962925, 0.00289487, -0.0060609, 0.269687, -0.00274224, -0.0442958, -0.0194958, 0.211668, 0.0455752, 0, 
[2025-02-03 14:47:45.157556] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12260] , 31.1501, -0.0174438, -0.188136, -1.11879, -0.962925, 0.00289487, -0.0060609, 0.269687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.160195] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12261] , 31.1501, -0.0174052, -0.188722, -1.119, -0.962923, 0.00151447, -0.00567381, 0.269711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.163063] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12263] , 31.1601, -0.0174052, -0.188722, -1.119, -0.962923, 0.00151447, -0.00567381, 0.269711, 0.00386216, -0.0586604, -0.0201093, -628.074, 0.14901, 0, 
[2025-02-03 14:47:45.165766] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12264] , 31.1601, -0.0174052, -0.188722, -1.119, -0.962923, 0.00151447, -0.00567381, 0.269711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.171130] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12265] , 31.1701, -0.0174052, -0.188722, -1.119, -0.962923, 0.00151447, -0.00567381, 0.269711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.173698] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12267] , 31.1701, -0.0174923, -0.189034, -1.11944, -0.96295, 0.000727559, -0.00694535, 0.269589, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.176613] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12268] , 31.1701, -0.0174923, -0.189034, -1.11944, -0.96295, 0.000727559, -0.00694535, 0.269589, -0.00870416, -0.0311885, -0.0440479, 0.219989, -0.202469, 0, 
[2025-02-03 14:47:45.179307] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12269] , 31.1701, -0.0186143, -0.189935, -1.11956, -0.962551, -0.000878233, -0.00415409, 0.271066, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:45.182351] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12270] , 31.1801, -0.0186143, -0.189935, -1.11956, -0.962551, -0.000878233, -0.00415409, 0.271066, -0.112206, -0.0900913, -0.0122357, 0.159907, 0.624778, 0.306028, 
