[2025-02-03 17:05:33.639958] [0x0000007f81912010] [MocapTag] [0x0000151c] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:05:43.864263] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3137] , 10.8554, 0.0304068, -0.226864, -0.191073, -0.997591, -0.00301815, -0.0692203, 0.00325757, -0.122854, -0.0162008, -0.146144, 0, 0.0715166, -0.0798482, 
[2025-02-03 17:05:43.867114] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3138] , 10.8654, 0.0304068, -0.226864, -0.191073, -0.997591, -0.00301815, -0.0692203, 0.00325757, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.869223] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3140] , 10.8654, 0.0289923, -0.227078, -0.192668, -0.997628, -0.00311357, -0.0687112, 0.00256055, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.872077] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3141] , 10.8654, 0.0289923, -0.227078, -0.192668, -0.997628, -0.00311357, -0.0687112, 0.00256055, -0.141456, -0.021361, -0.159471, 0, 0.101663, -0.139462, 
[2025-02-03 17:05:43.875488] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3142] , 10.8654, 0.0289923, -0.227078, -0.192668, -0.997628, -0.00311357, -0.0687112, 0.00256055, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.878841] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3144] , 10.8754, 0.0289923, -0.227078, -0.192668, -0.997628, -0.00311357, -0.0687112, 0.00256055, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.881572] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3145] , 10.8754, 0.027637, -0.227441, -0.194253, -0.997789, -0.00247462, -0.0663694, 0.00239092, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.888761] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3147] , 10.8854, 0.027637, -0.227441, -0.194253, -0.997789, -0.00247462, -0.0663694, 0.00239092, -0.135524, -0.0363732, -0.158451, -0.132442, 0.46899, -0.0444542, 
[2025-02-03 17:05:43.889356] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3148] , 10.8854, 0.027637, -0.227441, -0.194253, -0.997789, -0.00247462, -0.0663694, 0.00239092, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.890144] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3149] , 10.8854, 0.026168, -0.227458, -0.195698, -0.997809, -0.00251676, -0.0661029, 0.00139234, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.892260] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3150] , 10.8854, 0.026168, -0.227458, -0.195698, -0.997809, -0.00251676, -0.0661029, 0.00139234, -0.1469, 0, -0.144516, 0, 0.0529051, -0.200634, 
[2025-02-03 17:05:43.895711] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3151] , 10.8854, 0.026168, -0.227458, -0.195698, -0.997809, -0.00251676, -0.0661029, 0.00139234, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.897972] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3152] , 10.8954, 0.026168, -0.227458, -0.195698, -0.997809, -0.00251676, -0.0661029, 0.00139234, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.900623] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3154] , 10.8954, 0.0245943, -0.22823, -0.197573, -0.997873, -0.00152313, -0.0651367, 0.0021339, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.903211] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3155] , 10.8954, 0.0245943, -0.22823, -0.197573, -0.997873, -0.00152313, -0.0651367, 0.0021339, -0.157372, -0.0771869, -0.187566, -0.190639, 0.193582, 0.135655, 
[2025-02-03 17:05:43.906260] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3156] , 10.9054, 0.0245943, -0.22823, -0.197573, -0.997873, -0.00152313, -0.0651367, 0.0021339, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.908459] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3158] , 10.9054, 0.0245943, -0.22823, -0.197573, -0.997873, -0.00152313, -0.0651367, 0.0021339, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.912595] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3159] , 10.9054, 0.0229891, -0.228424, -0.199205, -0.997975, -0.0012508, -0.0635698, 0.0017035, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.914655] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3160] , 10.9054, 0.0229891, -0.228424, -0.199205, -0.997975, -0.0012508, -0.0635698, 0.0017035, -0.160524, -0.0193524, -0.163122, -0.0610828, 0.313784, -0.0907169, 
[2025-02-03 17:05:43.917582] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3161] , 10.9154, 0.0229891, -0.228424, -0.199205, -0.997975, -0.0012508, -0.0635698, 0.0017035, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.919728] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3163] , 10.9154, 0.0214818, -0.228854, -0.200781, -0.998083, -0.000559429, -0.0618743, 0.00129025, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.922692] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3164] , 10.9154, 0.0214818, -0.228854, -0.200781, -0.998083, -0.000559429, -0.0618743, 0.00129025, -0.150729, -0.043082, -0.157654, -0.144911, 0.339479, -0.0922939, 
[2025-02-03 17:05:43.927410] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3165] , 10.9254, 0.0214818, -0.228854, -0.200781, -0.998083, -0.000559429, -0.0618743, 0.00129025, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.929502] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3167] , 10.9254, 0.0197829, -0.22905, -0.202358, -0.998183, -0.000566161, -0.0602357, 0.00110489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.932581] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3168] , 10.9254, 0.0197829, -0.22905, -0.202358, -0.998183, -0.000566161, -0.0602357, 0.00110489, -0.169884, -0.0195975, -0.157646, 0, 0.3283, -0.0374602, 
[2025-02-03 17:05:43.935552] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3169] , 10.9254, 0.0197829, -0.22905, -0.202358, -0.998183, -0.000566161, -0.0602357, 0.00110489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.937951] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3170] , 10.9354, 0.0197829, -0.22905, -0.202358, -0.998183, -0.000566161, -0.0602357, 0.00110489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.941593] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3172] , 10.9354, 0.0183193, -0.228701, -0.203907, -0.998152, -0.000199807, -0.0607715, 0.000192342, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.943967] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3173] , 10.9354, 0.0183193, -0.228701, -0.203907, -0.998152, -0.000199807, -0.0607715, 0.000192342, -0.146366, 0.0349579, -0.154978, -0.0847101, -0.107466, -0.187929, 
[2025-02-03 17:05:43.945981] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3174] , 10.9454, 0.0183193, -0.228701, -0.203907, -0.998152, -0.000199807, -0.0607715, 0.000192342, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.949464] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3176] , 10.9454, 0.016477, -0.228882, -0.205798, -0.998286, -0.000138805, -0.0585245, -0.000159959, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.951546] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3177] , 10.9454, 0.016477, -0.228882, -0.205798, -0.998286, -0.000138805, -0.0585245, -0.000159959, -0.184232, -0.0181185, -0.189066, 0, 0.45018, -0.0716509, 
[2025-02-03 17:05:43.956881] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3178] , 10.9554, 0.016477, -0.228882, -0.205798, -0.998286, -0.000138805, -0.0585245, -0.000159959, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.958774] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3180] , 10.9554, 0.016477, -0.228882, -0.205798, -0.998286, -0.000138805, -0.0585245, -0.000159959, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.960847] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3181] , 10.9554, 0.0146028, -0.229059, -0.207487, -0.998413, 0.000470972, -0.0563135, -0.00052785, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.963950] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3182] , 10.9554, 0.0146028, -0.229059, -0.207487, -0.998413, 0.000470972, -0.0563135, -0.00052785, -0.187416, -0.0177274, -0.168854, 628.192, 0.442985, -0.0808923, 
[2025-02-03 17:05:43.966387] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3183] , 10.9654, 0.0146028, -0.229059, -0.207487, -0.998413, 0.000470972, -0.0563135, -0.00052785, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.969491] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3185] , 10.9654, 0.0126757, -0.229309, -0.209386, -0.998469, 0.000607279, -0.0553106, -0.000824389, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.971415] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3186] , 10.9654, 0.0126757, -0.229309, -0.209386, -0.998469, 0.000607279, -0.0553106, -0.000824389, -0.192708, -0.0250055, -0.189933, 0, 0.200942, -0.0609844, 
[2025-02-03 17:05:43.975562] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3187] , 10.9654, 0.0126757, -0.229309, -0.209386, -0.998469, 0.000607279, -0.0553106, -0.000824389, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.979125] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3189] , 10.9754, 0.0126757, -0.229309, -0.209386, -0.998469, 0.000607279, -0.0553106, -0.000824389, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.980547] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3190] , 10.9754, 0.010714, -0.229698, -0.21101, -0.998624, 0.0012878, -0.052415, -0.00101851, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.983249] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3191] , 10.9754, 0.010714, -0.229698, -0.21101, -0.998624, 0.0012878, -0.052415, -0.00101851, -0.196171, -0.0388501, -0.162361, -0.138164, 0.580138, -0.0457226, 
[2025-02-03 17:05:43.987941] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3192] , 10.9854, 0.010714, -0.229698, -0.21101, -0.998624, 0.0012878, -0.052415, -0.00101851, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.990550] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3194] , 10.9854, 0.00895959, -0.229824, -0.212768, -0.998632, 0.00209739, -0.052228, -0.00152551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.993310] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3195] , 10.9854, 0.00895959, -0.229824, -0.212768, -0.998632, 0.00209739, -0.052228, -0.00152551, -0.175444, -0.0126125, -0.175802, -0.167871, 0.0378497, -0.110264, 
[2025-02-03 17:05:43.995951] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3196] , 10.9954, 0.00895959, -0.229824, -0.212768, -0.998632, 0.00209739, -0.052228, -0.00152551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:43.998830] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3198] , 10.9954, 0.00650053, -0.230155, -0.21467, -0.998766, 0.00187362, -0.049592, -0.00184509, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.001567] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3199] , 10.9954, 0.00650053, -0.230155, -0.21467, -0.998766, 0.00187362, -0.049592, -0.00184509, -0.245906, -0.0330593, -0.190222, 0.0427246, 0.527943, -0.0606755, 
[2025-02-03 17:05:44.006685] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3200] , 11.0054, 0.00650053, -0.230155, -0.21467, -0.998766, 0.00187362, -0.049592, -0.00184509, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.009570] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3202] , 11.0054, 0.00452914, -0.230506, -0.216736, -0.99883, 0.00195989, -0.0482842, -0.00163987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.012171] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3203] , 11.0054, 0.00452914, -0.230506, -0.216736, -0.99883, 0.00195989, -0.0482842, -0.00163987, -0.197139, -0.0351938, -0.206602, 0, 0.261817, 0.0409188, 
[2025-02-03 17:05:44.014781] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3204] , 11.0054, 0.00452914, -0.230506, -0.216736, -0.99883, 0.00195989, -0.0482842, -0.00163987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.017753] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3205] , 11.0154, 0.00452914, -0.230506, -0.216736, -0.99883, 0.00195989, -0.0482842, -0.00163987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.022225] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3207] , 11.0154, 0.00224788, -0.231193, -0.21865, -0.998934, 0.00212189, -0.0460894, -0.00109041, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.025106] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3208] , 11.0154, 0.00224788, -0.231193, -0.21865, -0.998934, 0.00212189, -0.0460894, -0.00109041, -0.228126, -0.0686095, -0.191437, 0, 0.43927, 0.109719, 
[2025-02-03 17:05:44.027887] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3209] , 11.0254, 0.00224788, -0.231193, -0.21865, -0.998934, 0.00212189, -0.0460894, -0.00109041, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.030457] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3211] , 11.0254, 0.00032883, -0.231125, -0.220838, -0.998988, 0.00249735, -0.0448773, -0.00179776, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.033334] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3212] , 11.0254, 0.00032883, -0.231125, -0.220838, -0.998988, 0.00249735, -0.0448773, -0.00179776, -0.191905, 0.00679163, -0.218782, -0.0813723, 0.243114, -0.144724, 
[2025-02-03 17:05:44.035950] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3213] , 11.0354, 0.00032883, -0.231125, -0.220838, -0.998988, 0.00249735, -0.0448773, -0.00179776, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.041430] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3215] , 11.0354, -0.00236087, -0.231748, -0.223215, -0.999047, 0.00177911, -0.0436082, -0.000622485, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.044769] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3216] , 11.0354, -0.00236087, -0.231748, -0.223215, -0.999047, 0.00177911, -0.0436082, -0.000622485, -0.26897, -0.0623071, -0.237742, 0.154901, 0.253367, 0.242717, 
[2025-02-03 17:05:44.047808] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3217] , 11.0454, -0.00236087, -0.231748, -0.223215, -0.999047, 0.00177911, -0.0436082, -0.000622485, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.049934] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3219] , 11.0454, -0.00432803, -0.232257, -0.224939, -0.999141, 0.00221539, -0.0413668, -0.000965144, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.054336] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3220] , 11.0454, -0.00432803, -0.232257, -0.224939, -0.999141, 0.00221539, -0.0413668, -0.000965144, -0.196717, -0.0509029, -0.172346, -0.0899315, 0.4489, -0.0714878, 
[2025-02-03 17:05:44.057339] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3221] , 11.0554, -0.00432803, -0.232257, -0.224939, -0.999141, 0.00221539, -0.0413668, -0.000965144, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.059823] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3223] , 11.0554, -0.00671238, -0.232235, -0.227642, -0.99923, 0.00168168, -0.0391881, -0.00120945, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.062644] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3224] , 11.0554, -0.00671238, -0.232235, -0.227642, -0.99923, 0.00168168, -0.0391881, -0.00120945, -0.238434, 0.00213001, -0.270344, 0.105596, 0.436065, -0.0437516, 
[2025-02-03 17:05:44.065918] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3225] , 11.0654, -0.00671238, -0.232235, -0.227642, -0.99923, 0.00168168, -0.0391881, -0.00120945, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.069947] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3227] , 11.0654, -0.00671238, -0.232235, -0.227642, -0.99923, 0.00168168, -0.0391881, -0.00120945, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.072555] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3228] , 11.0654, -0.00892133, -0.232592, -0.229978, -0.999285, 0.0010545, -0.0377753, -0.00120105, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.075628] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3229] , 11.0654, -0.00892133, -0.232592, -0.229978, -0.999285, 0.0010545, -0.0377753, -0.00120105, -0.220895, -0.035645, -0.233609, 0.126171, 0.282604, 0, 
[2025-02-03 17:05:44.078234] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3231] , 11.0754, -0.00892133, -0.232592, -0.229978, -0.999285, 0.0010545, -0.0377753, -0.00120105, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.081587] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3232] , 11.0754, -0.0110876, -0.233021, -0.232093, -0.99942, 0.00108722, -0.0340204, -0.00114169, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.086394] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3233] , 11.0854, -0.0110876, -0.233021, -0.232093, -0.99942, 0.00108722, -0.0340204, -0.00114169, -0.21663, -0.0429496, -0.211439, 0, 0.751466, 0, 
[2025-02-03 17:05:44.088491] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3235] , 11.0854, -0.0110876, -0.233021, -0.232093, -0.99942, 0.00108722, -0.0340204, -0.00114169, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.091192] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3236] , 11.0854, -0.0134823, -0.233156, -0.234711, -0.999483, 0.000141465, -0.0320976, -0.00161727, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.093995] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3237] , 11.0854, -0.0134823, -0.233156, -0.234711, -0.999483, 0.000141465, -0.0320976, -0.00161727, -0.239464, -0.0134386, -0.261779, 0.186872, 0.384577, -0.0887166, 
[2025-02-03 17:05:44.096667] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3238] , 11.0954, -0.0134823, -0.233156, -0.234711, -0.999483, 0.000141465, -0.0320976, -0.00161727, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.104330] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3240] , 11.0954, -0.0157216, -0.233442, -0.237108, -0.99954, -0.000802719, -0.0302497, -0.00188981, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.112251] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3242] , 11.1054, -0.0157216, -0.233442, -0.237108, -0.99954, -0.000802719, -0.0302497, -0.00188981, -0.223933, -0.0286241, -0.239781, -628.13, 0.369411, -0.0487504, 
[2025-02-03 17:05:44.112875] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3243] , 11.1054, -0.0157216, -0.233442, -0.237108, -0.99954, -0.000802719, -0.0302497, -0.00188981, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.113435] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3244] , 11.1054, -0.0179054, -0.233998, -0.239576, -0.999638, -0.00120099, -0.026838, -0.00171978, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.114049] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3245] , 11.1054, -0.0179054, -0.233998, -0.239576, -0.999638, -0.00120099, -0.026838, -0.00171978, -0.218382, -0.0556189, -0.246767, 0.0818968, 0.682494, 0.0357428, 
[2025-02-03 17:05:44.115819] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3246] , 11.1154, -0.0179054, -0.233998, -0.239576, -0.999638, -0.00120099, -0.026838, -0.00171978, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.118823] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3248] , 11.1154, -0.0204063, -0.234282, -0.242251, -0.999642, -0.00183668, -0.0266496, -0.00179175, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.121298] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3249] , 11.1154, -0.0204063, -0.234282, -0.242251, -0.999642, -0.00183668, -0.0266496, -0.00179175, -0.250085, -0.0283921, -0.267456, 0.126958, 0.0374541, 0, 
[2025-02-03 17:05:44.123916] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3250] , 11.1154, -0.0204063, -0.234282, -0.242251, -0.999642, -0.00183668, -0.0266496, -0.00179175, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.126798] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3251] , 11.1254, -0.0204063, -0.234282, -0.242251, -0.999642, -0.00183668, -0.0266496, -0.00179175, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.129673] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3253] , 11.1254, -0.0229458, -0.234613, -0.245221, -0.999691, -0.00308134, -0.0246019, -0.00169599, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.133537] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3254] , 11.1254, -0.0229458, -0.234613, -0.245221, -0.999691, -0.00308134, -0.0246019, -0.00169599, -0.253954, -0.0330749, -0.297066, 0.250316, 0.409303, 0, 
[2025-02-03 17:05:44.136537] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3255] , 11.1354, -0.0229458, -0.234613, -0.245221, -0.999691, -0.00308134, -0.0246019, -0.00169599, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.139175] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3257] , 11.1354, -0.0251251, -0.235101, -0.247673, -0.999767, -0.00271914, -0.021336, -0.00163981, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.143048] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3258] , 11.1354, -0.0251251, -0.235101, -0.247673, -0.999767, -0.00271914, -0.021336, -0.00163981, -0.217931, -0.0488153, -0.245212, -0.0712872, 0.653495, 0, 
[2025-02-03 17:05:44.144544] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3259] , 11.1354, -0.0251251, -0.235101, -0.247673, -0.999767, -0.00271914, -0.021336, -0.00163981, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.148960] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3261] , 11.1454, -0.0251251, -0.235101, -0.247673, -0.999767, -0.00271914, -0.021336, -0.00163981, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.151600] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3262] , 11.1454, -0.0276313, -0.235079, -0.250358, -0.999812, -0.0036396, -0.0189327, -0.00209853, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.154287] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3263] , 11.1454, -0.0276313, -0.235079, -0.250358, -0.999812, -0.0036396, -0.0189327, -0.00209853, -0.250616, 0.00223421, -0.26847, 0.183153, 0.480133, -0.0895682, 
[2025-02-03 17:05:44.157195] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3264] , 11.1554, -0.0276313, -0.235079, -0.250358, -0.999812, -0.0036396, -0.0189327, -0.00209853, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.159917] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3266] , 11.1554, -0.0300541, -0.235565, -0.253437, -0.999829, -0.00412288, -0.0179669, -0.00154162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.165410] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3267] , 11.1554, -0.0300541, -0.235565, -0.253437, -0.999829, -0.00412288, -0.0179669, -0.00154162, -0.242279, -0.0486712, -0.307887, 0.0990868, 0.193465, 0.112493, 
[2025-02-03 17:05:44.167489] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3268] , 11.1654, -0.0300541, -0.235565, -0.253437, -0.999829, -0.00412288, -0.0179669, -0.00154162, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.169941] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3270] , 11.1654, -0.0324027, -0.235982, -0.256455, -0.999863, -0.00412492, -0.015927, -0.00156256, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:44.172708] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3271] , 11.1654, -0.0324027, -0.235982, -0.256455, -0.999863, -0.00412492, -0.015927, -0.00156256, -0.234864, -0.0416545, -0.301841, 0, 0.408011, 0, 
[2025-02-03 17:05:44.175347] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3272] , 11.1654, -0.0324027, -0.235982, -0.256455, -0.999863, -0.00412492, -0.015927, -0.00156256, 0, 0, 0, 0, 0, 0, 
