[2025-02-03 14:25:21.083494] [0x0000007fa946e010] [MocapTag] [0x00003479] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:25:43.600190] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8615] , 22.5911, 0.0209175, -0.193455, -1.10071, -0.983016, 0.00274105, 0.000432546, -0.1835, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.600668] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8616] , 22.5911, 0.0209175, -0.193455, -1.10071, -0.983016, 0.00274105, 0.000432546, -0.1835, -0.0283998, -0.0232583, -0.0140049, 0.0751972, -0.345209, 0, 
[2025-02-03 14:25:43.601084] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8617] , 22.5911, 0.0209175, -0.193455, -1.10071, -0.983016, 0.00274105, 0.000432546, -0.1835, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.601590] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8618] , 22.6011, 0.0206347, -0.193544, -1.10088, -0.983018, 0.00251027, 0.000481494, -0.183489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.602973] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8619] , 22.6011, 0.0206347, -0.193544, -1.10088, -0.983018, 0.00251027, 0.000481494, -0.183489, -0.0282799, -0.00888178, -0.0169195, 0.047183, 0, 0, 
[2025-02-03 14:25:43.605746] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8621] , 22.6011, 0.0206347, -0.193544, -1.10088, -0.983018, 0.00251027, 0.000481494, -0.183489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.610996] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8622] , 22.6011, 0.0206347, -0.193544, -1.10088, -0.983018, 0.00251027, 0.000481494, -0.183489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.612661] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8623] , 22.6111, 0.0203142, -0.193598, -1.10105, -0.983012, 0.0022955, 0.000878086, -0.183527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.615256] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8625] , 22.6111, 0.0203142, -0.193598, -1.10105, -0.983012, 0.0022955, 0.000878086, -0.183527, -0.0320498, -0.00541353, -0.0168475, 0.0567675, 0.0701062, 0, 
[2025-02-03 14:25:43.619477] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8626] , 22.6111, 0.0203142, -0.193598, -1.10105, -0.983012, 0.0022955, 0.000878086, -0.183527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.620923] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8627] , 22.6111, 0.0199426, -0.193664, -1.10131, -0.983019, 0.00214971, 0.00208728, -0.183478, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.624906] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8629] , 22.6211, 0.0199426, -0.193664, -1.10131, -0.983019, 0.00214971, 0.00208728, -0.183478, -0.0371598, -0.00656452, -0.0260202, 0.0730276, 0.232364, 0, 
[2025-02-03 14:25:43.630990] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8630] , 22.6211, 0.0199426, -0.193664, -1.10131, -0.983019, 0.00214971, 0.00208728, -0.183478, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.632717] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8631] , 22.6311, 0.0196519, -0.193768, -1.10148, -0.983054, 0.0013144, 0.00118919, -0.183306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.633367] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8632] , 22.6311, 0.0196519, -0.193768, -1.10148, -0.983054, 0.0013144, 0.00118919, -0.183306, -0.0290724, -0.0103783, -0.0177971, 0.131226, -0.20726, 0, 
[2025-02-03 14:25:43.636991] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8634] , 22.6311, 0.0196519, -0.193768, -1.10148, -0.983054, 0.0013144, 0.00118919, -0.183306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.640140] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8635] , 22.6311, 0.0196519, -0.193768, -1.10148, -0.983054, 0.0013144, 0.00118919, -0.183306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.642993] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8636] , 22.6411, 0.0194024, -0.193975, -1.10161, -0.983047, 0.000262154, -0.000441162, -0.183351, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.646553] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8638] , 22.6411, 0.0194024, -0.193975, -1.10161, -0.983047, 0.000262154, -0.000441162, -0.183351, -0.0249455, -0.0207132, -0.0129764, 0.147104, -0.359119, 0, 
[2025-02-03 14:25:43.648295] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8639] , 22.6411, 0.0194024, -0.193975, -1.10161, -0.983047, 0.000262154, -0.000441162, -0.183351, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.650786] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8640] , 22.6411, 0.0192599, -0.194138, -1.1019, -0.983037, -0.000274275, -0.000590711, -0.183405, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.653689] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8641] , 22.6511, 0.0192599, -0.194138, -1.1019, -0.983037, -0.000274275, -0.000590711, -0.183405, -0.0142491, -0.0163419, -0.0282995, -628.219, -0.0490755, 0, 
[2025-02-03 14:25:43.656987] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8643] , 22.6511, 0.0192599, -0.194138, -1.1019, -0.983037, -0.000274275, -0.000590711, -0.183405, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.659514] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8644] , 22.6511, 0.0192599, -0.194138, -1.1019, -0.983037, -0.000274275, -0.000590711, -0.183405, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.663127] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8645] , 22.6611, 0.0188088, -0.194257, -1.10196, -0.983103, -7.95155e-05, -9.28396e-05, -0.183053, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.665082] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8647] , 22.6611, 0.0188088, -0.194257, -1.10196, -0.983103, -7.95155e-05, -9.28396e-05, -0.183053, -0.0451141, -0.0118741, -0.00679546, 0, 0.105034, 0.0716478, 
[2025-02-03 14:25:43.667394] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8648] , 22.6611, 0.0188088, -0.194257, -1.10196, -0.983103, -7.95155e-05, -9.28396e-05, -0.183053, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.671555] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8649] , 22.6711, 0.0184329, -0.194397, -1.10207, -0.983131, -0.000194702, 0.000249135, -0.1829, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.674318] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8651] , 22.6711, 0.0184329, -0.194397, -1.10207, -0.983131, -0.000194702, 0.000249135, -0.1829, -0.0375908, -0.0139734, -0.010862, 0.0351429, 0.0630295, 0, 
[2025-02-03 14:25:43.676919] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8652] , 22.6711, 0.0184329, -0.194397, -1.10207, -0.983131, -0.000194702, 0.000249135, -0.1829, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.679453] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8653] , 22.6711, 0.0181319, -0.194473, -1.10216, -0.983141, -0.000563711, -5.9841e-05, -0.182848, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.682453] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8654] , 22.6811, 0.0181319, -0.194473, -1.10216, -0.983141, -0.000563711, -5.9841e-05, -0.182848, -0.0300998, -0.00760079, -0.00908961, 0.0612736, -0.0742454, 0, 
[2025-02-03 14:25:43.686624] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8656] , 22.6811, 0.0181319, -0.194473, -1.10216, -0.983141, -0.000563711, -5.9841e-05, -0.182848, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.689249] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8657] , 22.6811, 0.0181319, -0.194473, -1.10216, -0.983141, -0.000563711, -5.9841e-05, -0.182848, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.692126] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8658] , 22.6911, 0.0178876, -0.194633, -1.10215, -0.983163, -0.00154182, -0.00167563, -0.182718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.694754] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8660] , 22.6911, 0.0178876, -0.194633, -1.10215, -0.983163, -0.00154182, -0.00167563, -0.182718, -0.0244231, -0.0160449, 0, 0.133276, -0.353447, 0, 
[2025-02-03 14:25:43.697243] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8661] , 22.6911, 0.0178876, -0.194633, -1.10215, -0.983163, -0.00154182, -0.00167563, -0.182718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.701647] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8662] , 22.7011, 0.0176495, -0.19476, -1.10236, -0.983176, -0.00209042, -0.00188705, -0.182639, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.704651] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8664] , 22.7011, 0.0176495, -0.19476, -1.10236, -0.983176, -0.00209042, -0.00188705, -0.182639, -0.0238104, -0.0126545, -0.0212675, 0.100183, -0.0615918, 0, 
[2025-02-03 14:25:43.707112] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8665] , 22.7011, 0.0176495, -0.19476, -1.10236, -0.983176, -0.00209042, -0.00188705, -0.182639, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.709761] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8666] , 22.7011, 0.0171609, -0.194774, -1.10251, -0.983227, -0.00158027, -0.000566566, -0.182376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.712864] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8667] , 22.7111, 0.0171609, -0.194774, -1.10251, -0.983227, -0.00158027, -0.000566566, -0.182376, -0.0488629, 0, -0.0152117, -0.0520229, 0.278366, 0.0531316, 
[2025-02-03 14:25:43.718034] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8669] , 22.7111, 0.0171609, -0.194774, -1.10251, -0.983227, -0.00158027, -0.000566566, -0.182376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.719459] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8670] , 22.7111, 0.0170635, -0.195082, -1.1027, -0.983214, -0.00261097, -0.00245308, -0.182419, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.723436] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8671] , 22.7212, 0.0170635, -0.195082, -1.1027, -0.983214, -0.00261097, -0.00245308, -0.182419, -0.00974024, -0.0308128, -0.0182761, 0.133848, -0.408589, 0, 
[2025-02-03 14:25:43.725167] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8673] , 22.7212, 0.0170635, -0.195082, -1.1027, -0.983214, -0.00261097, -0.00245308, -0.182419, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.727585] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8674] , 22.7212, 0.0170635, -0.195082, -1.1027, -0.983214, -0.00261097, -0.00245308, -0.182419, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.732184] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8675] , 22.7311, 0.0167741, -0.195307, -1.10276, -0.983216, -0.00329925, -0.00482351, -0.182352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.735992] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8677] , 22.7311, 0.0167741, -0.195307, -1.10276, -0.983216, -0.00329925, -0.00482351, -0.182352, -0.0289437, -0.022549, -0.00673502, 0.0489473, -0.491213, 0, 
[2025-02-03 14:25:43.737413] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8678] , 22.7311, 0.0167741, -0.195307, -1.10276, -0.983216, -0.00329925, -0.00482351, -0.182352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.740239] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8679] , 22.7311, 0.0163943, -0.195338, -1.10289, -0.983249, -0.00310859, -0.00503495, -0.182172, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.743076] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8680] , 22.7411, 0.0163943, -0.195338, -1.10289, -0.983249, -0.00310859, -0.00503495, -0.182172, -0.0379726, -0.00306343, -0.012802, -0.0450134, 0, 0.0365317, 
[2025-02-03 14:25:43.747786] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8682] , 22.7411, 0.0163943, -0.195338, -1.10289, -0.983249, -0.00310859, -0.00503495, -0.182172, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.750322] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8683] , 22.7411, 0.0159603, -0.195415, -1.10296, -0.983258, -0.00294067, -0.00403355, -0.182151, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.754041] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8685] , 22.7511, 0.0159603, -0.195415, -1.10296, -0.983258, -0.00294067, -0.00403355, -0.182151, -0.0434064, -0.00768142, -0.00655895, 0, 0.203057, 0, 
[2025-02-03 14:25:43.758150] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8686] , 22.7511, 0.0159603, -0.195415, -1.10296, -0.983258, -0.00294067, -0.00403355, -0.182151, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.758848] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8687] , 22.7511, 0.0159603, -0.195415, -1.10296, -0.983258, -0.00294067, -0.00403355, -0.182151, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.763237] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8688] , 22.7611, 0.0155781, -0.195444, -1.10295, -0.983263, -0.00325877, -0.00470917, -0.182104, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.765868] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8690] , 22.7611, 0.0155781, -0.195444, -1.10295, -0.983263, -0.00325877, -0.00470917, -0.182104, -0.0382188, -0.00288047, 0, 0.0380039, -0.14443, 0, 
[2025-02-03 14:25:43.769060] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8691] , 22.7611, 0.0155781, -0.195444, -1.10295, -0.983263, -0.00325877, -0.00470917, -0.182104, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.772208] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8692] , 22.7711, 0.0150126, -0.195332, -1.1029, -0.983343, -0.00319074, -0.00481574, -0.181666, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.774852] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8694] , 22.7711, 0.0150126, -0.195332, -1.1029, -0.983343, -0.00319074, -0.00481574, -0.181666, -0.0565499, 0.0111853, 0.0052511, 0, 0, 0.0889212, 
[2025-02-03 14:25:43.778410] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8695] , 22.7711, 0.0150126, -0.195332, -1.1029, -0.983343, -0.00319074, -0.00481574, -0.181666, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.780971] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8696] , 22.7711, 0.0146829, -0.195507, -1.10285, -0.983344, -0.00412087, -0.00661614, -0.181586, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.783795] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8698] , 22.7811, 0.0146829, -0.195507, -1.10285, -0.983344, -0.00412087, -0.00661614, -0.181586, -0.0329663, -0.017523, 0.00510154, 0.11766, -0.387843, 0, 
[2025-02-03 14:25:43.786350] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8699] , 22.7811, 0.0146829, -0.195507, -1.10285, -0.983344, -0.00412087, -0.00661614, -0.181586, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.789133] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8700] , 22.7811, 0.0146829, -0.195507, -1.10285, -0.983344, -0.00412087, -0.00661614, -0.181586, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.793666] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8701] , 22.7911, 0.0142595, -0.195581, -1.10295, -0.983369, -0.0043361, -0.00661276, -0.181449, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.796602] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8703] , 22.7911, 0.0142595, -0.195581, -1.10295, -0.983369, -0.0043361, -0.00661276, -0.181449, -0.0423453, -0.00740455, -0.0101574, 0.0426531, 0, 0, 
[2025-02-03 14:25:43.799187] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8704] , 22.7911, 0.0142595, -0.195581, -1.10295, -0.983369, -0.0043361, -0.00661276, -0.181449, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.802013] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8705] , 22.8011, 0.0138902, -0.195663, -1.10321, -0.98336, -0.00433566, -0.00508064, -0.181545, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.804620] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8707] , 22.8011, 0.0138902, -0.195663, -1.10321, -0.98336, -0.00433566, -0.00508064, -0.181545, -0.0369271, -0.00819483, -0.0254883, 0.0553846, 0.301295, 0, 
[2025-02-03 14:25:43.807142] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8708] , 22.8011, 0.0138902, -0.195663, -1.10321, -0.98336, -0.00433566, -0.00508064, -0.181545, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.810703] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8709] , 22.8011, 0.0135027, -0.195856, -1.10316, -0.983375, -0.00504783, -0.00576019, -0.181427, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.813595] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8710] , 22.8111, 0.0135027, -0.195856, -1.10316, -0.983375, -0.00504783, -0.00576019, -0.181427, -0.0387523, -0.0193202, 0.00441683, 0.115561, -0.159416, 0, 
[2025-02-03 14:25:43.817104] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8712] , 22.8111, 0.0135027, -0.195856, -1.10316, -0.983375, -0.00504783, -0.00576019, -0.181427, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.818923] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8713] , 22.8111, 0.0135027, -0.195856, -1.10316, -0.983375, -0.00504783, -0.00576019, -0.181427, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.821659] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8714] , 22.8211, 0.0131178, -0.195964, -1.10312, -0.983332, -0.00598637, -0.00700788, -0.181587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.826106] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8716] , 22.8211, 0.0131178, -0.195964, -1.10312, -0.983332, -0.00598637, -0.00700788, -0.181587, -0.0384841, -0.0107555, 0.00393489, 0.139093, -0.279605, 0, 
[2025-02-03 14:25:43.828800] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8717] , 22.8211, 0.0131178, -0.195964, -1.10312, -0.983332, -0.00598637, -0.00700788, -0.181587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.831531] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8718] , 22.8311, 0.0125889, -0.196046, -1.10336, -0.98335, -0.00675539, -0.00643818, -0.181484, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.834444] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8720] , 22.8311, 0.0125889, -0.196046, -1.10336, -0.98335, -0.00675539, -0.00643818, -0.181484, -0.0528941, -0.00826017, -0.0238998, 0.172114, 0.0842366, 0, 
[2025-02-03 14:25:43.837012] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8721] , 22.8311, 0.0125889, -0.196046, -1.10336, -0.98335, -0.00675539, -0.00643818, -0.181484, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.841236] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8722] , 22.8311, 0.0121723, -0.195907, -1.10327, -0.983336, -0.00678226, -0.0060236, -0.18157, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.844037] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8724] , 22.8411, 0.0121723, -0.195907, -1.10327, -0.983336, -0.00678226, -0.0060236, -0.18157, -0.0416581, 0.0138921, 0.00947778, 0, 0.08047, 0, 
[2025-02-03 14:25:43.846656] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8725] , 22.8411, 0.0121723, -0.195907, -1.10327, -0.983336, -0.00678226, -0.0060236, -0.18157, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.849189] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8726] , 22.8411, 0.0121723, -0.195907, -1.10327, -0.983336, -0.00678226, -0.0060236, -0.18157, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.852055] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8727] , 22.8511, 0.0117063, -0.19605, -1.10344, -0.983382, -0.00754065, -0.00472508, -0.181333, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.856496] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8729] , 22.8511, 0.0117063, -0.19605, -1.10344, -0.983382, -0.00754065, -0.00472508, -0.181333, -0.0466006, -0.0142827, -0.0177049, 0.1966, 0.22817, 0.0483125, 
[2025-02-03 14:25:43.859116] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8730] , 22.8511, 0.0117063, -0.19605, -1.10344, -0.983382, -0.00754065, -0.00472508, -0.181333, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.861774] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8731] , 22.8612, 0.0111434, -0.195981, -1.10325, -0.983441, -0.0072326, -0.00324535, -0.181055, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.864624] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8733] , 22.8612, 0.0111434, -0.195981, -1.10325, -0.983441, -0.0072326, -0.00324535, -0.181055, -0.0562904, 0.00692758, 0.0198298, 0, 0.302581, 0.0547171, 
[2025-02-03 14:25:43.868037] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8734] , 22.8612, 0.0111434, -0.195981, -1.10325, -0.983441, -0.0072326, -0.00324535, -0.181055, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.871647] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8735] , 22.8712, 0.0104864, -0.195778, -1.10306, -0.983547, -0.00668871, -0.000927447, -0.180527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.874487] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8737] , 22.8712, 0.0104864, -0.195778, -1.10306, -0.983547, -0.00668871, -0.000927447, -0.180527, -0.0656977, 0.0203038, 0.0190155, 0, 0.476296, 0.104517, 
[2025-02-03 14:25:43.876894] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8738] , 22.8712, 0.0104864, -0.195778, -1.10306, -0.983547, -0.00668871, -0.000927447, -0.180527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.879447] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8739] , 22.8712, 0.0102481, -0.195924, -1.10305, -0.983489, -0.00750695, -0.000147734, -0.180814, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.883140] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8740] , 22.8811, 0.0102481, -0.195924, -1.10305, -0.983489, -0.00750695, -0.000147734, -0.180814, -0.0238274, -0.0145874, 0, 0.189018, 0.123405, -0.059098, 
[2025-02-03 14:25:43.884968] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8742] , 22.8811, 0.0102481, -0.195924, -1.10305, -0.983489, -0.00750695, -0.000147734, -0.180814, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.889881] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8743] , 22.8811, 0.0102481, -0.195924, -1.10305, -0.983489, -0.00750695, -0.000147734, -0.180814, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.890811] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8744] , 22.8811, 0.0096758, -0.195953, -1.10267, -0.983527, -0.00813731, 1.23709e-05, -0.180579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.893789] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8745] , 22.8911, 0.0096758, -0.195953, -1.10267, -0.983527, -0.00813731, 1.23709e-05, -0.180579, -0.0572347, -0.00288956, 0.037765, 0.129843, 0, 0.0477582, 
[2025-02-03 14:25:43.896353] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8747] , 22.8911, 0.0096758, -0.195953, -1.10267, -0.983527, -0.00813731, 1.23709e-05, -0.180579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.899052] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8748] , 22.8911, 0.0096758, -0.195953, -1.10267, -0.983527, -0.00813731, 1.23709e-05, -0.180579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.903717] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8749] , 22.9011, 0.00918099, -0.19581, -1.1025, -0.983567, -0.00814236, 0.0014808, -0.180352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.906484] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8751] , 22.9011, 0.00918099, -0.19581, -1.1025, -0.983567, -0.00814236, 0.0014808, -0.180352, -0.0494816, 0.0143133, 0.0174765, 0.0540495, 0.289049, 0.0439644, 
[2025-02-03 14:25:43.909573] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8752] , 22.9011, 0.00918099, -0.19581, -1.1025, -0.983567, -0.00814236, 0.0014808, -0.180352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:43.912086] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8753] , 22.9111, 0.00845702, -0.195462, -1.10227, -0.983682, -0.00699096, 0.0040701, -0.179734, 0, 0, 0, 0, 0, 0, 
