[2025-02-03 17:21:28.432235] [0x0000007fb8648010] [MocapTag] [0x00002d98] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:21:37.179404] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2944] , 9.17666, 0.0261501, -0.239362, -0.151486, -0.999246, -0.00501271, -0.0126565, 0.0363601, 0.00793778, -0.0149795, -0.0286341, 0.140667, -0.232222, 0, 
[2025-02-03 17:21:37.181181] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2945] , 9.17666, 0.0261501, -0.239362, -0.151486, -0.999246, -0.00501271, -0.0126565, 0.0363601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.183759] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2946] , 9.17666, 0.0267285, -0.239205, -0.151187, -0.999294, -0.00484295, -0.010114, 0.0358676, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.186485] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2947] , 9.17666, 0.0267285, -0.239205, -0.151187, -0.999294, -0.00484295, -0.010114, 0.0358676, 0.0578461, 0.0157043, 0.0299031, -0.0535011, 0.506424, -0.102089, 
[2025-02-03 17:21:37.189543] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2948] , 9.18668, 0.0267285, -0.239205, -0.151187, -0.999294, -0.00484295, -0.010114, 0.0358676, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.192146] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2949] , 9.18668, 0.0267285, -0.239205, -0.151187, -0.999294, -0.00484295, -0.010114, 0.0358676, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.197008] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2950] , 9.18668, 0.0261307, -0.239214, -0.151104, -0.999263, -0.00453656, -0.0112218, 0.0364263, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.199926] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2951] , 9.19668, 0.0261307, -0.239214, -0.151104, -0.999263, -0.00453656, -0.0112218, 0.0364263, -0.0597887, 0, 0.00831964, -0.0520229, -0.223076, 0.112478, 
[2025-02-03 17:21:37.202374] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2952] , 9.19668, 0.0262085, -0.239196, -0.151332, -0.99925, -0.004709, -0.0125878, 0.0363185, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.205438] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2953] , 9.19668, 0.0262085, -0.239196, -0.151332, -0.99925, -0.004709, -0.0125878, 0.0363185, 0.00778923, 0, -0.0228125, 0.0442028, -0.27189, 0, 
[2025-02-03 17:21:37.208553] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2954] , 9.20667, 0.0262085, -0.239196, -0.151332, -0.99925, -0.004709, -0.0125878, 0.0363185, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.211167] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2955] , 9.20667, 0.0262085, -0.239196, -0.151332, -0.99925, -0.004709, -0.0125878, 0.0363185, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.213770] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2956] , 9.20667, 0.0265299, -0.239243, -0.150963, -0.999281, -0.00437964, -0.00933862, 0.0364718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.216643] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2957] , 9.20667, 0.0265299, -0.239243, -0.150963, -0.999281, -0.00437964, -0.00933862, 0.0364718, 0.0321308, -0.00468067, 0.0369049, -0.0892878, 0.647191, 0, 
[2025-02-03 17:21:37.219193] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2958] , 9.21669, 0.0265299, -0.239243, -0.150963, -0.999281, -0.00437964, -0.00933862, 0.0364718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.221716] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2959] , 9.21669, 0.0265299, -0.239243, -0.150963, -0.999281, -0.00437964, -0.00933862, 0.0364718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.226117] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2960] , 9.21669, 0.0261672, -0.239207, -0.151056, -0.99926, -0.0045708, -0.0113032, 0.0364917, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.230413] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2961] , 9.22667, 0.0261672, -0.239207, -0.151056, -0.99926, -0.0045708, -0.0113032, 0.0364917, -0.0362637, 0.00357377, -0.0093576, 0.0526667, -0.391242, 0, 
[2025-02-03 17:21:37.231787] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2962] , 9.22667, 0.0261672, -0.239207, -0.151056, -0.99926, -0.0045708, -0.0113032, 0.0364917, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.234348] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2963] , 9.22667, 0.0261843, -0.239141, -0.151416, -0.999251, -0.00451852, -0.012865, 0.0362278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.237019] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2964] , 9.23668, 0.0261843, -0.239141, -0.151416, -0.999251, -0.00451852, -0.012865, 0.0362278, 0, 0.00662765, -0.0359533, 0, -0.312825, -0.0511236, 
[2025-02-03 17:21:37.239661] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2965] , 9.23668, 0.0261843, -0.239141, -0.151416, -0.999251, -0.00451852, -0.012865, 0.0362278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.243322] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2966] , 9.23668, 0.0261843, -0.239141, -0.151416, -0.999251, -0.00451852, -0.012865, 0.0362278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.245916] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2967] , 9.23668, 0.0270968, -0.239445, -0.148265, -0.999296, 0.00567883, -0.00161699, 0.0370412, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.248805] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2968] , 9.24668, 0.0270968, -0.239445, -0.148265, -0.999296, 0.00567883, -0.00161699, 0.0370412, 0.0912433, -0.0303474, 0.315055, 626.199, 2.17336, 0.147556, 
[2025-02-03 17:21:37.253123] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2969] , 9.24668, 0.0270968, -0.239445, -0.148265, -0.999296, 0.00567883, -0.00161699, 0.0370412, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.253964] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2970] , 9.24668, 0.0272108, -0.23916, -0.148156, -0.99931, 0.00520322, -0.00200239, 0.0367258, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.259163] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2971] , 9.25667, 0.0272108, -0.23916, -0.148156, -0.99931, 0.00520322, -0.00200239, 0.0367258, 0.0114059, 0.0284724, 0.0109494, 0.0977755, -0.073181, -0.0633337, 
[2025-02-03 17:21:37.261883] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2972] , 9.25667, 0.0272108, -0.23916, -0.148156, -0.99931, 0.00520322, -0.00200239, 0.0367258, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.264494] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2973] , 9.25667, 0.0272756, -0.239098, -0.148239, -0.999317, 0.00566311, -0.00146377, 0.0364917, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.267657] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2974] , 9.26667, 0.0272756, -0.239098, -0.148239, -0.999317, 0.00566311, -0.00146377, 0.0364917, 0.00647286, 0.00619211, -0.00833274, -0.0959635, 0.104535, -0.0464708, 
[2025-02-03 17:21:37.270228] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2975] , 9.26667, 0.0272756, -0.239098, -0.148239, -0.999317, 0.00566311, -0.00146377, 0.0364917, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.274768] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2976] , 9.26667, 0.0270531, -0.239473, -0.148278, -0.999295, 0.00577548, -0.0016889, 0.0370595, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.278623] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2977] , 9.27667, 0.0270531, -0.239473, -0.148278, -0.999295, 0.00577548, -0.0016889, 0.0370595, -0.0222441, -0.0375079, -0.00385854, 0, -0.0464627, 0.113341, 
[2025-02-03 17:21:37.280262] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2978] , 9.27667, 0.0270531, -0.239473, -0.148278, -0.999295, 0.00577548, -0.0016889, 0.0370595, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.282774] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2979] , 9.27667, 0.0272772, -0.239175, -0.148347, -0.999308, 0.00523901, -0.00125474, 0.036813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.285529] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2980] , 9.27667, 0.0272772, -0.239175, -0.148347, -0.999308, 0.00523901, -0.00125474, 0.036813, 0.0224058, 0.0298173, -0.00694634, 0.103951, 0.0910019, -0.0486769, 
[2025-02-03 17:21:37.290319] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2981] , 9.28668, 0.0272772, -0.239175, -0.148347, -0.999308, 0.00523901, -0.00125474, 0.036813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.293790] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2982] , 9.28668, 0.0272144, -0.239156, -0.148172, -0.999314, 0.00540464, -0.00153024, 0.0366045, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.295880] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2983] , 9.28668, 0.0272144, -0.239156, -0.148172, -0.999314, 0.00540464, -0.00153024, 0.0366045, -0.00628055, 0, 0.0175517, 0, -0.0560583, -0.042069, 
[2025-02-03 17:21:37.298436] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2984] , 9.29668, 0.0272144, -0.239156, -0.148172, -0.999314, 0.00540464, -0.00153024, 0.0366045, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.301389] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2985] , 9.29668, 0.0272144, -0.239156, -0.148172, -0.999314, 0.00540464, -0.00153024, 0.0366045, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.303621] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2986] , 9.29668, 0.0270114, -0.239504, -0.148297, -0.999293, 0.00577256, -0.00197855, 0.037092, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.307634] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2987] , 9.30669, 0.0270114, -0.239504, -0.148297, -0.999293, 0.00577256, -0.00197855, 0.037092, -0.0202955, -0.0348162, -0.0125208, -0.0700474, -0.0928496, 0.0969395, 
[2025-02-03 17:21:37.310127] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2988] , 9.30669, 0.0270114, -0.239504, -0.148297, -0.999293, 0.00577256, -0.00197855, 0.037092, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.312863] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2989] , 9.30669, 0.0272756, -0.239113, -0.148334, -0.999303, 0.00555903, -0.00166656, 0.0368695, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.315641] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2990] , 9.30669, 0.0272756, -0.239113, -0.148334, -0.999303, 0.00555903, -0.00166656, 0.0368695, 0.0264172, 0.0390675, -0.00372869, 0.0402927, 0.0641831, -0.0440992, 
[2025-02-03 17:21:37.318272] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2991] , 9.31667, 0.0272756, -0.239113, -0.148334, -0.999303, 0.00555903, -0.00166656, 0.0368695, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.323280] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2992] , 9.31667, 0.0272756, -0.239113, -0.148334, -0.999303, 0.00555903, -0.00166656, 0.0368695, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.325846] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2993] , 9.31667, 0.0272391, -0.239173, -0.148247, -0.99931, 0.00549363, -0.00175029, 0.0367019, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.328857] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2994] , 9.32668, 0.0272391, -0.239173, -0.148247, -0.99931, 0.00549363, -0.00175029, 0.0367019, -0.00364793, -0.00600851, 0.00869247, 0, 0, 0, 
[2025-02-03 17:21:37.331929] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2995] , 9.32668, 0.0272391, -0.239173, -0.148247, -0.99931, 0.00549363, -0.00175029, 0.0367019, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.334724] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2996] , 9.32668, 0.0270163, -0.239532, -0.148349, -0.999293, 0.00569936, -0.00216292, 0.0371005, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.339049] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2997] , 9.33667, 0.0270163, -0.239532, -0.148349, -0.999293, 0.00569936, -0.00216292, 0.0371005, -0.0222759, -0.0358711, -0.0101258, -0.0379086, -0.0844269, 0.0792399, 
[2025-02-03 17:21:37.341708] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2998] , 9.33667, 0.0270163, -0.239532, -0.148349, -0.999293, 0.00569936, -0.00216292, 0.0371005, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.344374] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [2999] , 9.33667, 0.0272214, -0.238978, -0.148477, -0.999314, 0.00570962, -0.00270092, 0.0364858, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.347330] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3000] , 9.34667, 0.0272214, -0.238978, -0.148477, -0.999314, 0.00570962, -0.00270092, 0.0364858, 0.0205038, 0.0553704, -0.0128856, 0, -0.106911, -0.123625, 
[2025-02-03 17:21:37.351532] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3001] , 9.34667, 0.0272214, -0.238978, -0.148477, -0.999314, 0.00570962, -0.00270092, 0.0364858, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.355399] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3002] , 9.34667, 0.027245, -0.239175, -0.148275, -0.999311, 0.0054371, -0.00180375, 0.0366822, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.357062] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3003] , 9.35669, 0.027245, -0.239175, -0.148275, -0.999311, 0.0054371, -0.00180375, 0.0366822, 0.00236056, -0.0197149, 0.0202418, 0.0479937, 0.181091, 0.040409, 
[2025-02-03 17:21:37.359712] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3004] , 9.35669, 0.027245, -0.239175, -0.148275, -0.999311, 0.0054371, -0.00180375, 0.0366822, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.362422] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3005] , 9.35669, 0.027245, -0.239175, -0.148275, -0.999311, 0.0054371, -0.00180375, 0.0366822, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.365118] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3006] , 9.35669, 0.027141, -0.239231, -0.148281, -0.999305, 0.00550848, -0.00174064, 0.0368326, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.369535] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3007] , 9.36668, 0.027141, -0.239231, -0.148281, -0.999305, 0.00550848, -0.00174064, 0.0368326, -0.0104027, -0.00555458, 0, 0, 0, 0, 
[2025-02-03 17:21:37.373469] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3008] , 9.36668, 0.027141, -0.239231, -0.148281, -0.999305, 0.00550848, -0.00174064, 0.0368326, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.374762] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3009] , 9.36668, 0.0270127, -0.239106, -0.148451, -0.999316, 0.00591318, -0.00231555, 0.0364416, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.377655] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3010] , 9.37666, 0.0270127, -0.239106, -0.148451, -0.999316, 0.00591318, -0.00231555, 0.0364416, -0.0128299, 0.012447, -0.0169894, -0.0768661, -0.117428, -0.0790566, 
[2025-02-03 17:21:37.380053] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3011] , 9.37666, 0.0270127, -0.239106, -0.148451, -0.999316, 0.00591318, -0.00231555, 0.0364416, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.384405] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3012] , 9.37666, 0.0271967, -0.239149, -0.148197, -0.999313, 0.00527123, -0.00189773, 0.036643, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.389323] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3013] , 9.38667, 0.0271967, -0.239149, -0.148197, -0.999313, 0.00527123, -0.00189773, 0.036643, 0.0183997, -0.00427485, 0.0254256, 0.12536, 0.0879758, 0.0410438, 
[2025-02-03 17:21:37.389879] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3014] , 9.38667, 0.0271967, -0.239149, -0.148197, -0.999313, 0.00527123, -0.00189773, 0.036643, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.392217] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3015] , 9.38667, 0.0271967, -0.239149, -0.148197, -0.999313, 0.00527123, -0.00189773, 0.036643, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.394770] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3016] , 9.38667, 0.0275157, -0.239124, -0.14812, -0.999316, 0.005514, -0.00203026, 0.0365111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.399159] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3017] , 9.39667, 0.0275157, -0.239124, -0.14812, -0.999316, 0.005514, -0.00203026, 0.0365111, 0.0319014, 0.00252016, 0.00766734, -0.0476122, 0, 0, 
[2025-02-03 17:21:37.402521] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3018] , 9.39667, 0.0275157, -0.239124, -0.14812, -0.999316, 0.005514, -0.00203026, 0.0365111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.403425] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3019] , 9.39667, 0.0272839, -0.239269, -0.148228, -0.999304, 0.0057658, -0.00115455, 0.0368444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.406588] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3020] , 9.39667, 0.0272839, -0.239269, -0.148228, -0.999304, 0.0057658, -0.00115455, 0.0368444, -0.0231748, -0.0145581, -0.0107446, -0.0566244, 0.172802, 0.0675656, 
[2025-02-03 17:21:37.408841] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3021] , 9.40668, 0.0272839, -0.239269, -0.148228, -0.999304, 0.0057658, -0.00115455, 0.0368444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.411470] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3022] , 9.40668, 0.0272839, -0.239269, -0.148228, -0.999304, 0.0057658, -0.00115455, 0.0368444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.415672] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3023] , 9.40668, 0.0271766, -0.239165, -0.148361, -0.999316, 0.0055669, -0.00124221, 0.0365394, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.418546] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3024] , 9.41667, 0.0271766, -0.239165, -0.148361, -0.999316, 0.0055669, -0.00124221, 0.0365394, -0.0107276, 0.0104727, -0.013286, 0.0403166, 0, -0.0610843, 
[2025-02-03 17:21:37.421302] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3025] , 9.41667, 0.0271766, -0.239165, -0.148361, -0.999316, 0.0055669, -0.00124221, 0.0365394, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.423727] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3026] , 9.41667, 0.0273733, -0.239042, -0.148133, -0.999317, 0.00541755, -0.00272702, 0.0364637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.426559] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3027] , 9.41667, 0.0273733, -0.239042, -0.148133, -0.999317, 0.00541755, -0.00272702, 0.0364637, 0.0196636, 0.0122276, 0.0227558, 0.0406504, -0.29559, 0, 
[2025-02-03 17:21:37.429285] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3028] , 9.42667, 0.0273733, -0.239042, -0.148133, -0.999317, 0.00541755, -0.00272702, 0.0364637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.432644] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3029] , 9.42667, 0.0273733, -0.239042, -0.148133, -0.999317, 0.00541755, -0.00272702, 0.0364637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.435664] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3030] , 9.42667, 0.0270704, -0.239449, -0.148114, -0.99929, 0.00579814, -0.00103026, 0.0372061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.438265] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3031] , 9.43667, 0.0270704, -0.239449, -0.148114, -0.99929, 0.00579814, -0.00103026, 0.0372061, -0.0302857, -0.0406788, 0, -0.0882626, 0.335492, 0.150239, 
[2025-02-03 17:21:37.440596] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3032] , 9.43667, 0.0270704, -0.239449, -0.148114, -0.99929, 0.00579814, -0.00103026, 0.0372061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.443291] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3033] , 9.43667, 0.0271335, -0.239214, -0.148307, -0.999315, 0.00526921, -0.00112059, 0.036621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.448188] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3034] , 9.44666, 0.0271335, -0.239214, -0.148307, -0.999315, 0.00526921, -0.00112059, 0.036621, 0.00630523, 0.0235631, -0.0193179, 0.106239, 0, -0.117058, 
[2025-02-03 17:21:37.450613] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3035] , 9.44666, 0.0271335, -0.239214, -0.148307, -0.999315, 0.00526921, -0.00112059, 0.036621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.453128] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3036] , 9.44666, 0.0273632, -0.239024, -0.148229, -0.99932, 0.0055174, -0.00264088, 0.0363629, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.455876] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3037] , 9.44666, 0.0273632, -0.239024, -0.148229, -0.99932, 0.0055174, -0.00264088, 0.0363629, 0.022969, 0.0189145, 0.00778168, -0.0386238, -0.305388, -0.0533372, 
[2025-02-03 17:21:37.458556] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3038] , 9.45667, 0.0273632, -0.239024, -0.148229, -0.99932, 0.0055174, -0.00264088, 0.0363629, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.461508] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3039] , 9.45667, 0.0273632, -0.239024, -0.148229, -0.99932, 0.0055174, -0.00264088, 0.0363629, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.464746] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3040] , 9.45667, 0.0271875, -0.239417, -0.14822, -0.999298, 0.00565986, -0.00137002, 0.0369983, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.467598] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3041] , 9.46665, 0.0271875, -0.239417, -0.14822, -0.999298, 0.00565986, -0.00137002, 0.0369983, -0.0175627, -0.0392482, 0, -0.0375032, 0.252251, 0.128462, 
[2025-02-03 17:21:37.470116] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3042] , 9.46665, 0.0271875, -0.239417, -0.14822, -0.999298, 0.00565986, -0.00137002, 0.0369983, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.472759] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3043] , 9.46665, 0.0272207, -0.239153, -0.148264, -0.999313, 0.00517348, -0.00220463, 0.0366303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.476483] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3044] , 9.46665, 0.0272207, -0.239153, -0.148264, -0.999313, 0.00517348, -0.00220463, 0.0366303, 0.00331827, 0.0264177, -0.00436242, 0.103188, -0.162832, -0.0743166, 
[2025-02-03 17:21:37.479120] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3045] , 9.47669, 0.0272207, -0.239153, -0.148264, -0.999313, 0.00517348, -0.00220463, 0.0366303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.483388] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3046] , 9.47669, 0.0272207, -0.239153, -0.148264, -0.999313, 0.00517348, -0.00220463, 0.0366303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.485540] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3047] , 9.47669, 0.0273534, -0.239007, -0.148356, -0.999323, 0.00558138, -0.00249174, 0.0362734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:37.487191] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3048] , 9.48669, 0.0273534, -0.239007, -0.148356, -0.999323, 0.00558138, -0.00249174, 0.0362734, 0.0132644, 0.0145691, -0.00919047, -0.079608, -0.0599781, -0.0719324, 
