[2024-07-25 21:08:05.144425] [0x0000007f9da45010] [MocapTag] [0x0000624f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-25 21:08:13.217982] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2773] , 8.21107, -3.11335, -0.438658, -0.168745, -0.999157, -0.0245454, -0.0267397, -0.0191531, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.221447] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2774] , 8.22106, -3.11335, -0.438658, -0.168745, -0.999157, -0.0245454, -0.0267397, -0.0191531, 0.159523, -0.100226, -0.0924072, -0.817537, 0.305665, 0.675342, 
[2024-07-25 21:08:13.223342] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2775] , 8.22106, -3.11335, -0.438658, -0.168745, -0.999157, -0.0245454, -0.0267397, -0.0191531, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.225841] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2776] , 8.22106, -3.11357, -0.438645, -0.16891, -0.999157, -0.0245702, -0.0263806, -0.019639, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.228664] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2777] , 8.22106, -3.11357, -0.438645, -0.16891, -0.999157, -0.0245702, -0.0263806, -0.019639, -0.0222341, 0, -0.0165215, 0, 0.0693712, -0.0988025, 
[2024-07-25 21:08:13.232843] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2778] , 8.23107, -3.11357, -0.438645, -0.16891, -0.999157, -0.0245702, -0.0263806, -0.019639, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.235349] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2779] , 8.23107, -3.11352, -0.43862, -0.168845, -0.999122, -0.0251242, -0.027581, -0.0190615, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.239249] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2780] , 8.23107, -3.11352, -0.43862, -0.168845, -0.999122, -0.0251242, -0.027581, -0.0190615, 0.00513114, 0.00246541, 0.00645343, 0.109935, -0.239316, 0.124273, 
[2024-07-25 21:08:13.240649] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2781] , 8.23107, -3.11352, -0.43862, -0.168845, -0.999122, -0.0251242, -0.027581, -0.0190615, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.243368] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2782] , 8.24107, -3.11352, -0.43862, -0.168845, -0.999122, -0.0251242, -0.027581, -0.0190615, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.247759] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2783] , 8.24107, -3.11369, -0.438558, -0.169108, -0.999104, -0.0245544, -0.0283763, -0.0195608, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.250771] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2784] , 8.24107, -3.11369, -0.438558, -0.169108, -0.999104, -0.0245544, -0.0283763, -0.0195608, -0.0170363, 0.00615426, -0.0262228, -0.119686, -0.159347, -0.0995237, 
[2024-07-25 21:08:13.253380] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2785] , 8.25107, -3.11369, -0.438558, -0.169108, -0.999104, -0.0245544, -0.0283763, -0.0195608, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.255791] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2786] , 8.25107, -3.11401, -0.438404, -0.168533, -0.999119, -0.0255304, -0.0260087, -0.0208075, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.258509] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2787] , 8.25107, -3.11401, -0.438404, -0.168533, -0.999119, -0.0255304, -0.0260087, -0.0208075, -0.0318443, 0.0154747, 0.0574473, 0.197148, 0.463535, -0.255297, 
[2024-07-25 21:08:13.263207] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2788] , 8.26107, -3.11401, -0.438404, -0.168533, -0.999119, -0.0255304, -0.0260087, -0.0208075, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.265463] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2789] , 8.26107, -3.1131, -0.438832, -0.168838, -0.999206, -0.0237573, -0.0259347, -0.0187205, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.268381] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2790] , 8.26107, -3.1131, -0.438832, -0.168838, -0.999206, -0.0237573, -0.0259347, -0.0187205, 0.0909483, -0.0428276, -0.0305312, -0.343728, 0, 0.408057, 
[2024-07-25 21:08:13.270975] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2791] , 8.26107, -3.1131, -0.438832, -0.168838, -0.999206, -0.0237573, -0.0259347, -0.0187205, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.273593] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2792] , 8.27107, -3.1131, -0.438832, -0.168838, -0.999206, -0.0237573, -0.0259347, -0.0187205, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.276062] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2793] , 8.27107, -3.11308, -0.438957, -0.168903, -0.999286, -0.0225312, -0.0235669, -0.0190694, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.279805] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2794] , 8.27107, -3.11308, -0.438957, -0.168903, -0.999286, -0.0225312, -0.0235669, -0.0190694, 0, -0.0124535, -0.00645871, -0.239086, 0.476431, -0.0863448, 
[2024-07-25 21:08:13.282690] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2795] , 8.28107, -3.11308, -0.438957, -0.168903, -0.999286, -0.0225312, -0.0235669, -0.0190694, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.285096] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2796] , 8.28107, -3.11313, -0.438845, -0.168894, -0.999223, -0.0236154, -0.0254045, -0.0186908, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.287970] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2797] , 8.28107, -3.11313, -0.438845, -0.168894, -0.999223, -0.0236154, -0.0254045, -0.0186908, -0.00512152, 0.011142, 0, 0.212622, -0.369745, 0.089182, 
[2024-07-25 21:08:13.289400] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2798] , 8.28107, -3.11313, -0.438845, -0.168894, -0.999223, -0.0236154, -0.0254045, -0.0186908, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.294822] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2799] , 8.29106, -3.11313, -0.438845, -0.168894, -0.999223, -0.0236154, -0.0254045, -0.0186908, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.297440] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2800] , 8.29106, -3.11322, -0.438856, -0.168796, -0.99924, -0.0234933, -0.0245812, -0.0190667, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.299633] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2801] , 8.29106, -3.11322, -0.438856, -0.168796, -0.99924, -0.0234933, -0.0245812, -0.0190667, -0.00831258, 0, 0.00985812, 0, 0.163345, -0.0795227, 
[2024-07-25 21:08:13.303078] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2802] , 8.30105, -3.11322, -0.438856, -0.168796, -0.99924, -0.0234933, -0.0245812, -0.0190667, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.305529] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2803] , 8.30105, -3.11345, -0.438701, -0.1687, -0.999213, -0.0238793, -0.0248119, -0.0196914, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.308327] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2804] , 8.30105, -3.11345, -0.438701, -0.1687, -0.999213, -0.0238793, -0.0248119, -0.0196914, -0.0232031, 0.0154958, 0.00955066, 0.0733376, -0.050487, -0.122085, 
[2024-07-25 21:08:13.311864] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2805] , 8.31108, -3.11345, -0.438701, -0.1687, -0.999213, -0.0238793, -0.0248119, -0.0196914, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.314415] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2806] , 8.31108, -3.11314, -0.438772, -0.16894, -0.999174, -0.0241671, -0.0270548, -0.0183001, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.317002] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2807] , 8.31108, -3.11314, -0.438772, -0.16894, -0.999174, -0.0241671, -0.0270548, -0.0183001, 0.0306232, -0.00713124, -0.0239916, 0.0572681, -0.443048, 0.290204, 
[2024-07-25 21:08:13.320416] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2808] , 8.31108, -3.11314, -0.438772, -0.16894, -0.999174, -0.0241671, -0.0270548, -0.0183001, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.322699] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2809] , 8.32107, -3.11314, -0.438772, -0.16894, -0.999174, -0.0241671, -0.0270548, -0.0183001, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.326952] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2810] , 8.32107, -3.11314, -0.438973, -0.168938, -0.999285, -0.0224074, -0.0236614, -0.0191824, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.329897] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2811] , 8.32107, -3.11314, -0.438973, -0.168938, -0.999285, -0.0224074, -0.0236614, -0.0191824, 0, -0.0201414, 0, -0.345325, 0.680997, -0.200593, 
[2024-07-25 21:08:13.332713] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2812] , 8.33107, -3.11314, -0.438973, -0.168938, -0.999285, -0.0224074, -0.0236614, -0.0191824, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.335150] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2813] , 8.33107, -3.11348, -0.438742, -0.168889, -0.999155, -0.0248112, -0.0267899, -0.0188578, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.337806] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2814] , 8.33107, -3.11348, -0.438742, -0.168889, -0.999155, -0.0248112, -0.0267899, -0.0188578, -0.0340108, 0.0230902, 0.0048755, 0.472116, -0.632999, 0.0912383, 
[2024-07-25 21:08:13.340368] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2815] , 8.33107, -3.11348, -0.438742, -0.168889, -0.999155, -0.0248112, -0.0267899, -0.0188578, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.344036] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2816] , 8.34107, -3.11348, -0.438742, -0.168889, -0.999155, -0.0248112, -0.0267899, -0.0188578, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.346521] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2817] , 8.34107, -3.11376, -0.438548, -0.16879, -0.999108, -0.0253252, -0.0275846, -0.0195267, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.349366] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2818] , 8.34107, -3.11376, -0.438548, -0.16879, -0.999108, -0.0253252, -0.0275846, -0.0195267, -0.0283326, 0.0194364, 0.0098935, 0.0965118, -0.164137, -0.127316, 
[2024-07-25 21:08:13.352053] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2819] , 8.35105, -3.11376, -0.438548, -0.16879, -0.999108, -0.0253252, -0.0275846, -0.0195267, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.354515] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2820] , 8.35105, -3.11371, -0.438558, -0.168809, -0.999108, -0.0253913, -0.0276415, -0.0193316, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.359579] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2821] , 8.35105, -3.11371, -0.438558, -0.168809, -0.999108, -0.0253913, -0.0276415, -0.0193316, 0.00581351, 0, 0, 0, 0, 0.0397138, 
[2024-07-25 21:08:13.364290] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2822] , 8.36106, -3.11371, -0.438558, -0.168809, -0.999108, -0.0253913, -0.0276415, -0.0193316, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.364849] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2823] , 8.36106, -3.11344, -0.438705, -0.169555, -0.998997, -0.025781, -0.0320628, -0.0176614, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.367689] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2824] , 8.36106, -3.11344, -0.438705, -0.169555, -0.998997, -0.025781, -0.0320628, -0.0176614, 0.0261139, -0.0146904, -0.074626, 0.0737906, -0.877273, 0.358086, 
[2024-07-25 21:08:13.371355] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2825] , 8.36106, -3.11344, -0.438705, -0.169555, -0.998997, -0.025781, -0.0320628, -0.0176614, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.374842] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2826] , 8.37106, -3.11344, -0.438705, -0.169555, -0.998997, -0.025781, -0.0320628, -0.0176614, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.377496] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2827] , 8.37106, -3.11458, -0.437851, -0.168329, -0.998873, -0.0291334, -0.0311052, -0.020872, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.380179] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2828] , 8.37106, -3.11458, -0.437851, -0.168329, -0.998873, -0.0291334, -0.0311052, -0.020872, -0.113825, 0.085393, 0.122607, 0.654244, 0.161884, -0.626378, 
[2024-07-25 21:08:13.382958] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2829] , 8.38107, -3.11458, -0.437851, -0.168329, -0.998873, -0.0291334, -0.0311052, -0.020872, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.386308] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2830] , 8.38107, -3.11338, -0.438699, -0.16876, -0.999157, -0.0246061, -0.0267115, -0.0191318, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.388141] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2831] , 8.38107, -3.11338, -0.438699, -0.16876, -0.999157, -0.0246061, -0.0267115, -0.0191318, 0.120175, -0.0848032, -0.0430453, -0.880957, 0.90527, 0.299559, 
[2024-07-25 21:08:13.393214] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2832] , 8.39107, -3.11338, -0.438699, -0.16876, -0.999157, -0.0246061, -0.0267115, -0.0191318, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.393750] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2833] , 8.39107, -3.11373, -0.438529, -0.16876, -0.999107, -0.0254739, -0.0274024, -0.0196543, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.396794] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2834] , 8.39107, -3.11373, -0.438529, -0.16876, -0.999107, -0.0254739, -0.0274024, -0.0196543, -0.0351962, 0.0170139, 0, 0.16849, -0.143984, -0.0965644, 
[2024-07-25 21:08:13.399317] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2835] , 8.39107, -3.11373, -0.438529, -0.16876, -0.999107, -0.0254739, -0.0274024, -0.0196543, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.402083] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2836] , 8.40107, -3.11373, -0.438529, -0.16876, -0.999107, -0.0254739, -0.0274024, -0.0196543, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.406458] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2837] , 8.40107, -3.11326, -0.438733, -0.169034, -0.999192, -0.0238421, -0.0264166, -0.0186886, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.409012] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2838] , 8.40107, -3.11326, -0.438733, -0.169034, -0.999192, -0.0238421, -0.0264166, -0.0186886, 0.0472627, -0.0204639, -0.0273369, -0.318074, 0.207866, 0.179818, 
[2024-07-25 21:08:13.411929] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2839] , 8.41107, -3.11326, -0.438733, -0.169034, -0.999192, -0.0238421, -0.0264166, -0.0186886, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.414539] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2840] , 8.41107, -3.1135, -0.438666, -0.169453, -0.998986, -0.0264517, -0.0313724, -0.0185137, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.417109] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2841] , 8.41107, -3.1135, -0.438666, -0.169453, -0.998986, -0.0264517, -0.0313724, -0.0185137, -0.023562, 0.00675543, -0.0419877, 0.507355, -0.999618, 0.0738055, 
[2024-07-25 21:08:13.419622] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2842] , 8.41107, -3.1135, -0.438666, -0.169453, -0.998986, -0.0264517, -0.0313724, -0.0185137, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.423462] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2843] , 8.42107, -3.1135, -0.438666, -0.169453, -0.998986, -0.0264517, -0.0313724, -0.0185137, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.426404] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2844] , 8.42107, -3.11281, -0.438879, -0.170276, -0.998877, -0.0268623, -0.0360036, -0.0150562, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.429426] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2845] , 8.42107, -3.11281, -0.438879, -0.170276, -0.998877, -0.0268623, -0.0360036, -0.0150562, 0.0686917, -0.0212865, -0.0822951, 0.0927687, -0.909583, 0.718641, 
[2024-07-25 21:08:13.432295] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2846] , 8.43107, -3.11281, -0.438879, -0.170276, -0.998877, -0.0268623, -0.0360036, -0.0150562, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.433907] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2847] , 8.43107, -3.11456, -0.438931, -0.163164, -0.998756, 0.0151718, -0.0467075, -0.0086449, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:13.439058] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [2848] , 8.43107, -3.11456, -0.438931, -0.163164, -0.998756, 0.0151718, -0.0467075, -0.0086449, -0.174743, -0.00524027, 0.711208, 619.919, -2.03718, 0.945483, 
