[2024-07-25 21:08:05.144425] [0x0000007f9da45010] [MocapTag] [0x0000624f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-25 21:08:20.047456] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5652] , 15.0411, 2.42662, -0.484872, -1.07964, -0.997982, 0.00482431, 0.00839961, -0.0627583, -0.0365309, 0.0309874, -0.0119997, -0.091815, 0.159267, 0, 
[2024-07-25 21:08:20.049882] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5653] , 15.0411, 2.42662, -0.484872, -1.07964, -0.997982, 0.00482431, 0.00839961, -0.0627583, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.052488] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5655] , 15.0511, 2.42662, -0.484872, -1.07964, -0.997982, 0.00482431, 0.00839961, -0.0627583, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.056349] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5656] , 15.0511, 2.42626, -0.484807, -1.07987, -0.998003, 0.0045775, 0.00904094, -0.0623527, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.059074] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5657] , 15.0511, 2.42626, -0.484807, -1.07987, -0.998003, 0.0045775, 0.00904094, -0.0623527, -0.0361238, 0.00655216, -0.0234304, 0.0565529, 0.124596, 0.0812374, 
[2024-07-25 21:08:20.061909] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5659] , 15.0611, 2.42626, -0.484807, -1.07987, -0.998003, 0.0045775, 0.00904094, -0.0623527, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.064193] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5660] , 15.0611, 2.4259, -0.484449, -1.07992, -0.997981, 0.00495891, 0.010168, -0.0625006, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.066814] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5661] , 15.0611, 2.4259, -0.484449, -1.07992, -0.997981, 0.00495891, 0.010168, -0.0625006, -0.0360977, 0.0357945, -0.00415228, -0.0617981, 0.229861, 0, 
[2024-07-25 21:08:20.070305] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5662] , 15.0611, 2.4259, -0.484449, -1.07992, -0.997981, 0.00495891, 0.010168, -0.0625006, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.074381] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5664] , 15.0711, 2.4259, -0.484449, -1.07992, -0.997981, 0.00495891, 0.010168, -0.0625006, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.074946] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5665] , 15.0711, 2.42559, -0.484206, -1.08006, -0.997982, 0.00537932, 0.0108058, -0.0623399, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.078072] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5666] , 15.0711, 2.42559, -0.484206, -1.08006, -0.997982, 0.00537932, 0.0108058, -0.0623399, -0.0304248, 0.0242715, -0.0148812, -0.0763416, 0.132419, 0, 
[2024-07-25 21:08:20.080373] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5667] , 15.0711, 2.42559, -0.484206, -1.08006, -0.997982, 0.00537932, 0.0108058, -0.0623399, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.083224] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5669] , 15.0811, 2.42559, -0.484206, -1.08006, -0.997982, 0.00537932, 0.0108058, -0.0623399, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.087393] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5670] , 15.0811, 2.42477, -0.483814, -1.07924, -0.997981, 0.00494205, 0.0110681, -0.0623482, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.090064] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5671] , 15.0811, 2.42477, -0.483814, -1.07924, -0.997981, 0.00494205, 0.0110681, -0.0623482, -0.0820797, 0.0392227, 0.0820705, 0.0905991, 0.0469247, 0, 
[2024-07-25 21:08:20.092587] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5673] , 15.0911, 2.42477, -0.483814, -1.07924, -0.997981, 0.00494205, 0.0110681, -0.0623482, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.096288] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5674] , 15.0911, 2.42456, -0.483519, -1.07953, -0.997966, 0.00518484, 0.0111664, -0.0625462, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.097897] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5675] , 15.0911, 2.42456, -0.483519, -1.07953, -0.997966, 0.00518484, 0.0111664, -0.0625462, -0.0205406, 0.0295264, -0.0283409, -0.0468016, 0, -0.0390708, 
[2024-07-25 21:08:20.100363] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5676] , 15.0911, 2.42456, -0.483519, -1.07953, -0.997966, 0.00518484, 0.0111664, -0.0625462, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.104034] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5678] , 15.1011, 2.42456, -0.483519, -1.07953, -0.997966, 0.00518484, 0.0111664, -0.0625462, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.106389] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5679] , 15.1011, 2.42421, -0.483467, -1.07958, -0.99798, 0.00512717, 0.0116718, -0.0622367, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.109073] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5680] , 15.1011, 2.42421, -0.483467, -1.07958, -0.99798, 0.00512717, 0.0116718, -0.0622367, -0.0353955, 0.00513573, -0.00555575, 0, 0.0999019, 0.062196, 
[2024-07-25 21:08:20.111737] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5681] , 15.1111, 2.42421, -0.483467, -1.07958, -0.99798, 0.00512717, 0.0116718, -0.0622367, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.114159] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5683] , 15.1111, 2.42408, -0.483247, -1.07995, -0.997962, 0.00533338, 0.0118269, -0.0624863, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.117055] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5684] , 15.1111, 2.42408, -0.483247, -1.07995, -0.997962, 0.00533338, 0.0118269, -0.0624863, -0.0131971, 0.0220022, -0.0367091, -0.0386238, 0, -0.0494376, 
[2024-07-25 21:08:20.121285] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5685] , 15.1111, 2.42408, -0.483247, -1.07995, -0.997962, 0.00533338, 0.0118269, -0.0624863, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.124958] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5687] , 15.1211, 2.42384, -0.483133, -1.08003, -0.997976, 0.00634199, 0.0120756, -0.0621067, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.126359] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5688] , 15.1211, 2.42384, -0.483133, -1.08003, -0.997976, 0.00634199, 0.0120756, -0.0621067, -0.0240886, 0.0114697, -0.00777285, -0.199223, 0.0618173, 0.0787131, 
[2024-07-25 21:08:20.129066] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5689] , 15.1211, 2.42384, -0.483133, -1.08003, -0.997976, 0.00634199, 0.0120756, -0.0621067, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.131749] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5690] , 15.1311, 2.42384, -0.483133, -1.08003, -0.997976, 0.00634199, 0.0120756, -0.0621067, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.135825] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5692] , 15.1311, 2.42362, -0.482926, -1.08013, -0.997988, 0.00695066, 0.0113895, -0.0619895, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.138521] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5693] , 15.1311, 2.42362, -0.482926, -1.08013, -0.997988, 0.00695066, 0.0113895, -0.0619895, -0.022196, 0.0206723, -0.0103459, -0.13032, -0.129556, 0, 
[2024-07-25 21:08:20.141108] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5694] , 15.1311, 2.42362, -0.482926, -1.08013, -0.997988, 0.00695066, 0.0113895, -0.0619895, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.143449] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5696] , 15.1411, 2.42346, -0.482919, -1.08023, -0.997986, 0.0074735, 0.0117994, -0.061875, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.146105] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5697] , 15.1411, 2.42346, -0.482919, -1.08023, -0.997986, 0.0074735, 0.0117994, -0.061875, -0.0158243, 0, -0.00961321, -0.0996113, 0.0881448, 0, 
[2024-07-25 21:08:20.148700] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5698] , 15.1411, 2.42346, -0.482919, -1.08023, -0.997986, 0.0074735, 0.0117994, -0.061875, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.153268] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5700] , 15.1511, 2.42329, -0.482749, -1.08051, -0.99799, 0.00776168, 0.0110673, -0.0619101, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.155578] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5701] , 15.1511, 2.42329, -0.482749, -1.08051, -0.99799, 0.00776168, 0.0110673, -0.0619101, -0.0171856, 0.0170006, -0.0286646, -0.0664711, -0.142533, 0, 
[2024-07-25 21:08:20.158301] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5702] , 15.1511, 2.42329, -0.482749, -1.08051, -0.99799, 0.00776168, 0.0110673, -0.0619101, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.160963] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5703] , 15.1511, 2.42329, -0.482749, -1.08051, -0.99799, 0.00776168, 0.0110673, -0.0619101, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.163480] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5705] , 15.1611, 2.42352, -0.483179, -1.08121, -0.99803, 0.00954795, 0.0110307, -0.0610143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.167927] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5706] , 15.1611, 2.42352, -0.483179, -1.08121, -0.99803, 0.00954795, 0.0110307, -0.0610143, 0.0237651, -0.043041, -0.0695351, -0.359201, 0, 0.183597, 
[2024-07-25 21:08:20.170438] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5707] , 15.1611, 2.42352, -0.483179, -1.08121, -0.99803, 0.00954795, 0.0110307, -0.0610143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.173213] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5709] , 15.1711, 2.42352, -0.483179, -1.08121, -0.99803, 0.00954795, 0.0110307, -0.0610143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.175021] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5710] , 15.1711, 2.42337, -0.482867, -1.08143, -0.998027, 0.0097473, 0.0103519, -0.061157, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.180027] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5711] , 15.1711, 2.42337, -0.482867, -1.08143, -0.998027, 0.0097473, 0.0103519, -0.061157, -0.0153553, 0.0312516, -0.0225433, -0.0477314, -0.132826, 0, 
[2024-07-25 21:08:20.183742] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5713] , 15.1811, 2.42337, -0.482867, -1.08143, -0.998027, 0.0097473, 0.0103519, -0.061157, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.185667] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5714] , 15.1811, 2.42327, -0.482811, -1.08155, -0.998046, 0.00965297, 0.00944672, -0.061004, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.188661] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5715] , 15.1811, 2.42327, -0.482811, -1.08155, -0.998046, 0.00965297, 0.00944672, -0.061004, -0.0103352, 0.00560106, -0.0119139, 0, -0.182136, 0, 
[2024-07-25 21:08:20.191162] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5716] , 15.1811, 2.42327, -0.482811, -1.08155, -0.998046, 0.00965297, 0.00944672, -0.061004, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.195108] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5718] , 15.1911, 2.42319, -0.482796, -1.08177, -0.998047, 0.00928749, 0.0089038, -0.0611293, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.196265] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5719] , 15.1911, 2.42319, -0.482796, -1.08177, -0.998047, 0.00928749, 0.0089038, -0.0611293, -0.00785568, 0, -0.0214582, 0.0666142, -0.112618, 0, 
[2024-07-25 21:08:20.199506] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5720] , 15.1911, 2.42319, -0.482796, -1.08177, -0.998047, 0.00928749, 0.0089038, -0.0611293, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.202211] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5722] , 15.201, 2.42319, -0.482796, -1.08177, -0.998047, 0.00928749, 0.0089038, -0.0611293, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.204617] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5723] , 15.201, 2.42313, -0.482705, -1.08204, -0.998065, 0.00925002, 0.00852795, -0.0608959, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.207352] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5724] , 15.201, 2.42313, -0.482705, -1.08204, -0.998065, 0.00925002, 0.00852795, -0.0608959, -0.00545107, 0.00912393, -0.027093, 0, -0.0758966, 0.0461332, 
[2024-07-25 21:08:20.209762] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5725] , 15.201, 2.42313, -0.482705, -1.08204, -0.998065, 0.00925002, 0.00852795, -0.0608959, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.214847] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5727] , 15.2111, 2.42313, -0.482705, -1.08204, -0.998065, 0.00925002, 0.00852795, -0.0608959, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.217234] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5728] , 15.2111, 2.42304, -0.482689, -1.08203, -0.998096, 0.00873475, 0.00734248, -0.060611, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.220100] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5729] , 15.2111, 2.42304, -0.482689, -1.08203, -0.998096, 0.00873475, 0.00734248, -0.060611, -0.00962943, 0, 0, 0.0880241, -0.243396, 0.0544354, 
[2024-07-25 21:08:20.224363] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5731] , 15.2211, 2.42304, -0.482689, -1.08203, -0.998096, 0.00873475, 0.00734248, -0.060611, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.225305] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5732] , 15.2211, 2.42303, -0.482562, -1.0824, -0.998107, 0.00812567, 0.0070663, -0.060548, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.227923] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5733] , 15.2211, 2.42303, -0.482562, -1.0824, -0.998107, 0.00812567, 0.0070663, -0.060548, 0, 0.0126678, -0.0367235, 0.118184, -0.0626089, 0, 
[2024-07-25 21:08:20.232105] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5735] , 15.2311, 2.42303, -0.482562, -1.0824, -0.998107, 0.00812567, 0.0070663, -0.060548, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.235098] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5736] , 15.2311, 2.42309, -0.482617, -1.08262, -0.998124, 0.00743517, 0.00707199, -0.0603537, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.237156] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5737] , 15.2311, 2.42309, -0.482617, -1.08262, -0.998124, 0.00743517, 0.00707199, -0.0603537, 0.00519994, -0.00547929, -0.0219701, 0.137639, 0, 0.0379197, 
[2024-07-25 21:08:20.239786] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5738] , 15.2311, 2.42309, -0.482617, -1.08262, -0.998124, 0.00743517, 0.00707199, -0.0603537, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.242327] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5740] , 15.2411, 2.42309, -0.482617, -1.08262, -0.998124, 0.00743517, 0.00707199, -0.0603537, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.246949] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5741] , 15.2411, 2.42321, -0.482553, -1.08293, -0.998125, 0.00642489, 0.00646099, -0.0605315, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.250155] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5742] , 15.2411, 2.42321, -0.482553, -1.08293, -0.998125, 0.00642489, 0.00646099, -0.0605315, 0.012303, 0.00640073, -0.0315564, 0.194597, -0.133952, -0.0377655, 
[2024-07-25 21:08:20.252218] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5744] , 15.2511, 2.42321, -0.482553, -1.08293, -0.998125, 0.00642489, 0.00646099, -0.0605315, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.254746] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5745] , 15.2511, 2.42326, -0.482474, -1.08313, -0.99815, 0.00593407, 0.00647426, -0.0601662, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.257394] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5746] , 15.2511, 2.42326, -0.482474, -1.08313, -0.99815, 0.00593407, 0.00647426, -0.0601662, 0.00461399, 0.00794468, -0.0194397, 0.0976324, 0, 0.0725485, 
[2024-07-25 21:08:20.262351] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5748] , 15.2611, 2.42326, -0.482474, -1.08313, -0.99815, 0.00593407, 0.00647426, -0.0601662, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.265351] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5749] , 15.2611, 2.42345, -0.482688, -1.08355, -0.998172, 0.00435088, 0.00527423, -0.0600454, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.267733] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5750] , 15.2611, 2.42345, -0.482688, -1.08355, -0.998172, 0.00435088, 0.00527423, -0.0600454, 0.0197199, -0.0214883, -0.0423907, 0.301552, -0.258713, 0, 
[2024-07-25 21:08:20.270123] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5751] , 15.2611, 2.42345, -0.482688, -1.08355, -0.998172, 0.00435088, 0.00527423, -0.0600454, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.272783] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5753] , 15.2711, 2.42345, -0.482688, -1.08355, -0.998172, 0.00435088, 0.00527423, -0.0600454, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.276872] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5754] , 15.2711, 2.42343, -0.482491, -1.08355, -0.998185, 0.00421824, 0.00580093, -0.0597876, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.279691] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5755] , 15.2711, 2.42343, -0.482491, -1.08355, -0.998185, 0.00421824, 0.00580093, -0.0597876, -0.00213748, 0.019725, 0, 0, 0.103359, 0.0518374, 
[2024-07-25 21:08:20.282361] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5757] , 15.2811, 2.42343, -0.482491, -1.08355, -0.998185, 0.00421824, 0.00580093, -0.0597876, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.284886] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5758] , 15.2811, 2.42364, -0.482507, -1.08382, -0.998194, 0.0034206, 0.00569011, -0.0597012, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.287496] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5759] , 15.2811, 2.42364, -0.482507, -1.08382, -0.998194, 0.0034206, 0.00569011, -0.0597012, 0.0208023, 0, -0.0274679, 0.157833, 0, 0, 
[2024-07-25 21:08:20.290182] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5760] , 15.2811, 2.42364, -0.482507, -1.08382, -0.998194, 0.0034206, 0.00569011, -0.0597012, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.293540] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5762] , 15.2911, 2.42364, -0.482507, -1.08382, -0.998194, 0.0034206, 0.00569011, -0.0597012, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.295482] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5763] , 15.2911, 2.42373, -0.482468, -1.08402, -0.998226, 0.00271948, 0.00572663, -0.0591994, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.298805] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5764] , 15.2911, 2.42373, -0.482468, -1.08402, -0.998226, 0.00271948, 0.00572663, -0.0591994, 0.00947897, 0.00394224, -0.0200512, 0.139832, 0, 0.0997312, 
[2024-07-25 21:08:20.301577] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5765] , 15.3011, 2.42373, -0.482468, -1.08402, -0.998226, 0.00271948, 0.00572663, -0.0591994, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.305095] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5767] , 15.3011, 2.42399, -0.482698, -1.08436, -0.998246, 0.00129982, 0.00551985, -0.0589242, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.308474] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5768] , 15.3011, 2.42399, -0.482698, -1.08436, -0.998246, 0.00129982, 0.00551985, -0.0589242, 0.0253621, -0.0230543, -0.033686, 0.28069, -0.0581444, 0.053478, 
[2024-07-25 21:08:20.311037] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5769] , 15.3011, 2.42399, -0.482698, -1.08436, -0.998246, 0.00129982, 0.00551985, -0.0589242, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.313557] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5771] , 15.3111, 2.42381, -0.482289, -1.08424, -0.998272, -0.00339367, 0.0034305, -0.0585703, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.316331] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5772] , 15.3111, 2.42381, -0.482289, -1.08424, -0.998272, -0.00339367, 0.0034305, -0.0585703, -0.0178231, 0.0409375, 0.0119931, -627.406, -0.472211, 0.0675641, 
[2024-07-25 21:08:20.318632] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5773] , 15.3111, 2.42381, -0.482289, -1.08424, -0.998272, -0.00339367, 0.0034305, -0.0585703, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.323179] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5775] , 15.321, 2.42381, -0.482289, -1.08424, -0.998272, -0.00339367, 0.0034305, -0.0585703, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.327252] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5776] , 15.321, 2.42422, -0.482446, -1.08437, -0.998262, -0.00378785, 0.00504969, -0.0585915, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.327826] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5777] , 15.321, 2.42422, -0.482446, -1.08437, -0.998262, -0.00378785, 0.00504969, -0.0585915, 0.0407522, -0.0157104, -0.013074, 0.0977039, 0.318646, 0, 
[2024-07-25 21:08:20.330538] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5778] , 15.321, 2.42422, -0.482446, -1.08437, -0.998262, -0.00378785, 0.00504969, -0.0585915, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.333389] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5780] , 15.3311, 2.42435, -0.482342, -1.08472, -0.998344, -0.00487391, 0.00331609, -0.0572189, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.335785] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5781] , 15.3311, 2.42435, -0.482342, -1.08472, -0.998344, -0.00487391, 0.00331609, -0.0572189, 0.0136424, 0.0104528, -0.034938, 0.19567, -0.357463, 0.275872, 
[2024-07-25 21:08:20.340309] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5782] , 15.3311, 2.42435, -0.482342, -1.08472, -0.998344, -0.00487391, 0.00331609, -0.0572189, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.343016] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5784] , 15.3411, 2.42435, -0.482342, -1.08472, -0.998344, -0.00487391, 0.00331609, -0.0572189, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.345479] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5785] , 15.3411, 2.42467, -0.482324, -1.0846, -0.998327, -0.00497631, 0.00398219, -0.0574688, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.349013] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5786] , 15.3411, 2.42467, -0.482324, -1.0846, -0.998327, -0.00497631, 0.00398219, -0.0574688, 0.0313311, 0, 0.0119865, 0, 0.131567, -0.0508592, 
[2024-07-25 21:08:20.350409] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5787] , 15.3411, 2.42467, -0.482324, -1.0846, -0.998327, -0.00497631, 0.00398219, -0.0574688, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.353160] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5789] , 15.3511, 2.42467, -0.482324, -1.0846, -0.998327, -0.00497631, 0.00398219, -0.0574688, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:20.357256] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5790] , 15.3511, 2.42493, -0.482346, -1.0849, -0.998342, -0.00570966, 0.00358517, -0.0571613, 0, 0, 0, 0, 0, 0, 
