[2024-07-23 13:58:09.542888] [0x0000007fa7966010] [LogDataTag] [0x00003de4] [1] , Controller Time [s], Algorithm Execution Time [us], Mode [-], Switch button [-], Coefficient of Lift Upper wing [-], Coefficient of Lift Lower wing [-], Coefficient of Lift Left stabilizer [-], Coefficient of Lift Right stabilizer [-], Coefficient of Drag Upper wing [-], Coefficient of Drag Lower wing [-], Coefficient of Drag Left stabilizer [-], Coefficient of Drag Right stabilizer [-], Coefficient of Aero Moment Upper wing [-], Coefficient of Aero Moment Lower wing [-], Coefficient of Aero Moment Left stabilizer [-], Coefficient of Aero Moment Right stabilizer [-], Aero F_x in Quadcopter Frame [N], Aero F_y in Quadcopter Frame [N], Aero F_z in Quadcopter Frame [N], Aero Moment_x in Chosen Frame [Nm], Aero Moment_y in Chosen Frame [Nm], Aero Moment_z in Chosen Frame [Nm], Squared Norm of Velocity [-], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Reference Position x [m], Reference Position y [m], Reference Position z [m], Reference Velocity x [m/s], Reference Velocity y [m/s], Reference Velocity z [m/s], Reference Acceleration x [m/s^2], Reference Acceleration y [m/s^2], Reference Acceleration z [m/s^2], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m/s], User Velocity y [m/s], User Velocity z [m/s], User Acceleration x [m/s^2], User Acceleration y [m/s^2], User Acceleration z [m/s^2], Error in x [m], Error in y [m], Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Reference Error in x [m], Reference Error in y [m], Reference Error in z [m], Integral Reference Error in x [m], Integral Reference Error in y [m], Integral Reference Error in z [m], Reference Command in x [-], Reference Command in y [-], Reference Command in z [-], mu_baseline x [N], mu_baseline y [N], mu_baseline z [N], mu_adaptive x [N], mu_adaptive y [N], mu_adaptive z [N], mu in Body x [N], mu in Body y [N], mu in Body z [N], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Desired Phi Rate [rad/s], Desired Theta Rate [rad/s], Desired Psi Rate [rad/s], Phi in Use [rad], Theta in Use [rad], Psi in Use [rad], Phi Quadcopter [rad], Theta Quadcopter [rad], Psi Quadcopter [rad], Phi Biplane [rad], Theta Biplane [rad], Psi Biplane [rad], Phi Rate in use [rad/s], Theta Rate in use [rad/s], Psi Rate in use [rad/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in Phi Rate [rad/s], Error in Theta Rate [rad/s], Error in Psi Rate [rad/s], Omega Cmd x [-], Omega Cmd y [-], Omega Cmd z [-], Reference Error in omega x [rad/s], Reference Error in omega y [rad/s], Reference Error in omega z [rad/s], Integral Reference Error in omega x [rad/s], Integral Reference Error in omega y [rad/s], Integral Reference Error in omega z [rad/s], Reference omega x [rad/s], Reference omega y [rad/s], Reference omega z [rad/s], Referemce angular acceleration x [rad/s^2], Referemce angular acceleration y [rad/s^2], Referemce angular acceleration z [rad/s^2], omega x [rad/s], omega y [rad/s], omega z [rad/s], tau_baseline x [Nm], tau_baseline y [Nm], tau_baseline z [Nm], tau_adaptive x [Nm], tau_adaptive y [Nm], tau_adaptive z [Nm], Control input 1 [N], Control input 2 [N], Control input 3 [N], Control input 4 [N], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust 1 [-], Normalized Thrust 2 [-], Normalized Thrust 3 [-], Normalized Thrust 4 [-], error in Omega x [rad/s], error in Omega y [rad/s], error in Omega z [rad/s], 
[2024-07-23 13:58:24.933708] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5811] , 15.9316, 1482, 0, 0, 0.363997, 4.82064, 0.358017, 0.449483, 0.00471889, -0.795619, 0.00471177, -0.782921, -0.0429277, -0.3, -0.0433316, -0.3, 2.98458e-07, 1.05927e-06, 0, 0, 0, 0, 0.000788235, -0.0397556, -0.00972633, -0.941333, 0.00993549, 0.00692264, -0.0253298, 0, 0, -0.999995, 0, 0, -5.19872e-07, 0, 0, 4.83798e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0397556, -0.00972633, 0.058662, 0.00993549, 0.00692264, -0.0253293, -0.123677, -0.0416126, 0.261788, 0, 0, 5.49835e-06, 0, 0, -5.81386e-05, 0, 0, -167.748, 1.68317, 0.40485, -24.0264, 0, 0, 0, 1.13119, 0.457363, -24.0578, 0.0189878, -0.0469852, 0, 0.084557, 0.182013, 0, 0.00558073, -0.020621, -0.112725, 0.00558073, -0.020621, -0.112725, 0.0563339, 1.54967, -0.0563339, 0.141691, 0.0680402, 0.046388, -0.013407, 0.0263642, -0.112725, -0.265928, 0.325246, -0.161894, 0.0571344, -0.113973, 0.046388, 0.0867676, 0.178519, 0.00255269, -0.111265, -0.158283, -0.0113512, 0.000299913, -0.00345049, 0.0708333, -0.0244974, 0.0202356, -0.00879849, 0.926084, 1.70113, -0.0298351, 0.142648, 0.068298, 0.0459977, -0.0107656, -0.00472174, 0.104423, 0, 0, 0, 24.0887, -0.0107656, -0.00472174, 0.104423, 6.29108, 6.26667, 5.72906, 5.80191, 0.443905, 0.442731, 0.416354, 0.419991, 0.167145, 0.0480624, 0.0547962, 
[2024-07-23 13:58:24.943699] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5816] , 15.9416, 1523, 0, 0, 4.82811, 4.84416, 0.36387, 0.359854, -0.79677, -0.799241, 0.00471871, 0.00471368, -0.3, -0.3, -0.0429362, -0.0432075, 1.6056e-06, 7.50616e-06, 0, 0, 0, 0, 0.00266849, -0.0398761, -0.00974391, -0.941574, 0.020973, 0.00965374, -0.0462107, 0, 0, -0.999995, 0, 0, -5.19388e-07, 0, 0, 4.83441e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0398761, -0.00974391, 0.0584208, 0.020973, 0.00965374, -0.0462102, -0.124075, -0.0417099, 0.262374, 0, 0, 5.49316e-06, 0, 0, -5.80836e-05, 0, 0, -167.748, 1.48439, 0.355283, -23.5003, 0, 0, 0, 0.94895, 0.397884, -23.5273, 0.0168962, -0.0403121, 0, 0.0339178, 0.0803383, 0, 0.00518778, -0.0206723, -0.112677, 0.00518778, -0.0206723, -0.112677, 0.0563119, 1.54967, -0.0563119, -0.0684379, -0.0298663, 0.0180486, -0.0117085, 0.0196398, -0.112677, -0.266062, 0.325509, -0.163022, -0.102356, -0.110205, 0.0180486, 0.0359764, 0.0774488, 0.00315522, -0.051213, -0.040202, -0.0122521, -0.000812738, -0.00503332, 0.0707198, -0.0152366, 0.0372469, -0.00909684, 0.859817, 0.751032, 0.000664074, -0.0680648, -0.0297723, 0.0181995, 0.0326483, 0.0066387, 0.118097, 0, 0, 0, 23.5498, 0.0326483, 0.0066387, 0.118097, 6.12104, 6.23448, 5.68791, 5.50639, 0.435688, 0.44118, 0.41429, 0.405103, -0.0528282, -0.0670192, 0.0272963, 
[2024-07-23 13:58:24.953678] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5820] , 15.9516, 1516, 0, 0, 0.4525, 0.450865, 0.00831104, 0.360076, -0.777148, -0.780279, 0.00470651, 0.00471393, -0.3, -0.3, 0.0271785, -0.0431925, -1.35998e-06, -1.14627e-07, 0, 0, 0, 0, 0.00099258, -0.0398183, -0.00984676, -0.941691, 0.0214413, 0.00135338, -0.0230439, 0, 0, -0.999995, 0, 0, -5.18904e-07, 0, 0, 4.83136e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0398183, -0.00984676, 0.058304, 0.0214413, 0.00135338, -0.0230434, -0.124474, -0.0418073, 0.262958, 0, 0, 5.48796e-06, 0, 0, -5.80287e-05, 0, 0, -167.748, 1.47503, 0.513527, -24.0652, 0, 0, 0, 0.905627, 0.525304, -24.0931, 0.0217843, -0.037571, 0, -0.0272547, 0.129517, 0, 0.00623849, -0.0208719, -0.112306, 0.00623849, -0.0208719, -0.112306, 0.0561204, 1.54931, -0.0561204, 0.168666, -0.0135867, 0.0374074, -0.0155458, 0.0166991, -0.112306, -0.266179, 0.325706, -0.164148, 0.195921, -0.143103, 0.0374074, -0.0248497, 0.126894, 0.00276696, 0.0182113, -0.0821364, -0.0118572, -0.00132487, -0.00543534, 0.0705973, -0.00663843, 0.0447572, -0.0090902, 0.830703, 2.18916, -0.0332782, 0.169447, -0.0133531, 0.0374833, 0.0144452, 0.0292231, 0.108462, 0, 0, 0, 24.1158, 0.0144452, 0.0292231, 0.108462, 6.33787, 6.25327, 5.86988, 5.65478, 0.446148, 0.442086, 0.423366, 0.412623, 0.176085, -0.0581103, 0.0465735, 
[2024-07-23 13:58:24.963836] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5824] , 15.9616, 1590, 0, 0, 0.453476, 0.448303, 4.82458, 1.89295, -0.775279, -0.785176, -0.796227, 0.00472169, -0.3, -0.3, -0.3, 0.166162, -2.10592e-06, 2.70719e-06, 0, 0, 0, 0, 0.00155722, -0.0396242, -0.00994496, -0.94185, 0.0254566, 0.0110318, -0.028062, 0, 0, -0.999995, 0, 0, -5.18421e-07, 0, 0, 4.82874e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0396242, -0.00994496, 0.0581445, 0.0254566, 0.0110318, -0.0280615, -0.124872, -0.0419058, 0.263541, 0, 0, 5.48277e-06, 0, 0, -5.79738e-05, 0, 0, -167.748, 1.39502, 0.338434, -23.9344, 0, 0, 0, 0.836697, 0.384636, -23.9597, 0.0160423, -0.0349068, 0, 0.0283993, 0.17429, 0, 0.00446651, -0.0213793, -0.111569, 0.00446651, -0.0213793, -0.111569, 0.0557605, 1.54909, -0.0557605, -0.12196, -0.0517399, 0.0319985, -0.0115758, 0.0135274, -0.111569, -0.266335, 0.325873, -0.165271, -0.150359, -0.226029, 0.0319985, 0.0304493, 0.171946, 0.00278477, -0.0287807, -0.105297, -0.0122078, -0.00114275, -0.0062567, 0.0704787, 0.0016686, 0.0666488, -0.00942298, 1.59243, 2.49366, 0.0119515, -0.121276, -0.0515965, 0.032222, 0.0708148, 0.0389897, 0.110254, 0, 0, 0, 23.9774, 0.0708148, 0.0389897, 0.110254, 6.20541, 6.32536, 5.98324, 5.46342, 0.439777, 0.445549, 0.428956, 0.402909, -0.122945, -0.118245, 0.041645, 
[2024-07-23 13:58:24.973787] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5829] , 15.9716, 1551, 0, 0, 0.453476, 0.448303, 4.82458, 1.89295, -0.775279, -0.785176, -0.796227, 0.00472169, -0.3, -0.3, -0.3, 0.166162, -2.10592e-06, 2.70719e-06, 0, 0, 0, 0, 0.00155722, -0.0396242, -0.00994496, -0.94185, 0.0254566, 0.0110318, -0.028062, 0, 0, -0.999995, 0, 0, -5.17938e-07, 0, 0, 4.82648e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0396242, -0.00994496, 0.0581445, 0.0254566, 0.0110318, -0.0280615, -0.125268, -0.0420053, 0.264123, 0, 0, 5.47759e-06, 0, 0, -5.7919e-05, 0, 0, -167.748, 1.39641, 0.338784, -23.9378, 0, 0, 0, 0.837968, 0.385123, -23.9632, 0.0160603, -0.0349547, 0, -0.0435291, 0.208731, 0, 0.00446651, -0.0213793, -0.111569, 0.00446651, -0.0213793, -0.111569, 0.0557605, 1.54909, -0.0557605, -0.12196, -0.0517399, 0.0319985, -0.0115937, 0.0135754, -0.111569, -0.26645, 0.326008, -0.166387, -0.078431, -0.260471, 0.0319985, -0.041477, 0.206382, 0.00263988, 0.0590698, -0.114797, -0.0119433, -0.00143056, -0.00730967, 0.0703567, 0.0175929, 0.0915854, -0.00930347, 0.119032, 2.50788, 0.0161179, -0.121276, -0.0515965, 0.032222, 0.0469283, 0.0403349, 0.110228, 0, 0, 0, 23.9809, 0.0469283, 0.0403349, 0.110228, 6.26361, 6.26877, 5.93367, 5.51486, 0.442584, 0.442832, 0.426518, 0.405535, -0.138869, -0.143182, 0.0415255, 
[2024-07-23 13:58:24.983579] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5833] , 15.9816, 1380, 0, 0, 4.81185, 4.83668, 0.362482, 0.360312, -0.794264, -0.79809, 0.00471684, 0.00471419, -0.3, -0.3, -0.04303, -0.0431766, 1.48472e-06, 8.11174e-06, 0, 0, 0, 0, 0.00264755, -0.0395107, -0.00991021, -0.942024, 0.0223195, 0.00921361, -0.0454368, 0, 0, -0.999995, 0, 0, -5.17456e-07, 0, 0, 4.8245e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0395107, -0.00991021, 0.0579706, 0.0223195, 0.00921361, -0.0454363, -0.125664, -0.0421047, 0.264704, 0, 0, 5.47241e-06, 0, 0, -5.78642e-05, 0, 0, -167.748, 1.45185, 0.371442, -23.5024, 0, 0, 0, 0.886051, 0.434231, -23.5294, 0.0184396, -0.0376393, 0, -0.0679256, 0.189721, 0, 0.00409695, -0.0219201, -0.11146, 0.00409695, -0.0219201, -0.11146, 0.0557078, 1.5486, -0.0557078, -0.0451769, -0.042736, 0.0241169, -0.0143427, 0.0157192, -0.11146, -0.266566, 0.326144, -0.167503, 0.0227487, -0.232457, 0.0241169, -0.0656235, 0.187178, 0.00280154, 0.0844067, -0.0705138, -0.0119438, -0.000839863, -0.00845764, 0.0702372, 0.0187832, 0.116664, -0.00914229, -0.500183, 1.7884, 0.000799187, -0.0446483, -0.0426368, 0.024286, 0.0234454, 0.0331174, 0.1139, 0, 0, 0, 23.5501, 0.0234454, 0.0331174, 0.1139, 6.19948, 6.13557, 5.7454, 5.46968, 0.43949, 0.436394, 0.417172, 0.403229, -0.0634315, -0.159301, 0.0334283, 
[2024-07-23 13:58:24.993588] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5837] , 15.9916, 1378, 0, 0, 0.447035, 4.80662, 1.89882, 0.358217, -0.787599, -0.793456, 0.00472007, 0.00471197, -0.3, -0.3, 0.16629, -0.0433181, -7.35266e-07, 4.66342e-06, 0, 0, 0, 0, 0.0020172, -0.0394052, -0.00989892, -0.942256, 0.0232258, 0.0073896, -0.0377248, 0, 0, -0.999995, 0, 0, -5.16973e-07, 0, 0, 4.82274e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0394052, -0.00989892, 0.0577387, 0.0232258, 0.0073896, -0.0377243, -0.126059, -0.0422038, 0.265284, 0, 0, 5.46723e-06, 0, 0, -5.78095e-05, 0, 0, -167.748, 1.43263, 0.40514, -23.6796, 0, 0, 0, 0.847777, 0.477253, -23.7064, 0.0201162, -0.0357463, 0, -0.0297222, 0.108048, 0, 0.00357032, -0.0224091, -0.111396, 0.00357032, -0.0224091, -0.111396, 0.055678, 1.54817, -0.055678, -0.101435, -0.0469194, 0.0102027, -0.0165459, 0.0133372, -0.111396, -0.26671, 0.326301, -0.168617, -0.0717128, -0.154968, 0.0102027, -0.0272194, 0.105718, 0.00319854, 0.0410008, 0.0288303, -0.0123328, 4.20424e-06, -0.00916278, 0.0701178, 0.0137814, 0.134548, -0.0091343, -0.598709, 0.348863, 0.00554822, -0.101206, -0.0468827, 0.0103676, 0.0199543, 0.0216702, 0.12046, 0, 0, 0, 23.7263, 0.0199543, 0.0216702, 0.12046, 6.23819, 6.21721, 5.7361, 5.53484, 0.441359, 0.440347, 0.416707, 0.406552, -0.114988, -0.181431, 0.0195019, 
[2024-07-23 13:58:25.003605] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5841] , 16.0016, 1391, 0, 0, 0.4579, 0.452357, 0.444837, 0.362303, -0.766794, -0.777422, -0.791795, 0.00471661, -0.3, -0.3, -0.3, -0.0430421, -2.32296e-06, 5.8349e-07, 0, 0, 0, 0, 0.00171789, -0.0392651, -0.00987072, -0.942369, 0.0307166, 0.0110407, -0.0255437, 0, 0, -0.999995, 0, 0, -5.16491e-07, 0, 0, 4.82116e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0392651, -0.00987072, 0.0576253, 0.0307166, 0.0110407, -0.0255432, -0.126453, -0.0423028, 0.265861, 0, 0, 5.46206e-06, 0, 0, -5.77548e-05, 0, 0, -167.748, 1.29016, 0.336709, -23.9746, 0, 0, 0, 0.696406, 0.435252, -23.9976, 0.0181277, -0.0290116, 0, 0.018669, 0.0851129, 0, 0.00178684, -0.0228581, -0.111467, 0.00178684, -0.0228581, -0.111467, 0.0557233, 1.54788, -0.0557233, -0.221804, -0.0502362, -0.0185504, -0.0163408, 0.00615346, -0.111467, -0.266875, 0.326434, -0.169731, -0.240473, -0.135349, -0.0185504, 0.0211557, 0.0834228, 0.0034372, -0.0133614, 0.054614, -0.012516, 0.000414212, -0.00887448, 0.0699945, 0.00779426, 0.138037, -0.00907882, -0.465201, -0.384279, 0.0163127, -0.222228, -0.0502692, -0.0184558, 0.0294688, 0.0141063, 0.134244, 0, 0, 0, 24.0117, 0.0294688, 0.0141063, 0.134244, 6.30253, 6.36331, 5.77565, 5.5702, 0.444454, 0.447366, 0.418683, 0.408348, -0.230022, -0.188306, -0.00937696, 
[2024-07-23 13:58:25.013665] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5845] , 16.0116, 1427, 0, 0, 0.446357, 4.81354, 0.357806, 0.359048, -0.788894, -0.794524, 0.00471157, 0.00471281, -0.3, -0.3, -0.0433458, -0.0432619, -1.6679e-06, 5.16757e-06, 0, 0, 0, 0, 0.00292204, -0.0388957, -0.00978632, -0.942758, 0.0270348, 0.0069124, -0.0462967, 0, 0, -0.999995, 0, 0, -5.16009e-07, 0, 0, 4.8197e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0388957, -0.00978632, 0.0572363, 0.0270348, 0.0069124, -0.0462962, -0.126846, -0.0424015, 0.266438, 0, 0, 5.4569e-06, 0, 0, -5.77002e-05, 0, 0, -167.748, 1.34645, 0.410197, -23.4416, 0, 0, 0, 0.738549, 0.557806, -23.4655, 0.023755, -0.0314634, 0, 0.00515702, 0.169158, 0, -2.95132e-05, -0.0236222, -0.111226, -2.95132e-05, -0.0236222, -0.111226, 0.055613, 1.54719, -0.055613, 0.0189802, -0.0567028, 0.0119261, -0.0237846, 0.00784121, -0.111226, -0.267039, 0.326496, -0.170846, 0.0138232, -0.225861, 0.0119261, 0.00831709, 0.167309, 0.00359522, -0.00517484, -0.0331155, -0.0125109, 0.000280598, -0.00832834, 0.0698693, 0.00314225, 0.134194, -0.00891569, -0.681654, -0.00964189, -0.00546723, 0.0192619, -0.0567031, 0.0119211, -0.00849285, 0.0089043, 0.119498, 0, 0, 0, 23.4838, -0.00849285, 0.0089043, 0.119498, 6.20671, 6.12269, 5.58084, 5.57355, 0.43984, 0.435768, 0.408888, 0.408518, 0.0161197, -0.190897, 0.0208368, 
[2024-07-23 13:58:25.023789] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5850] , 16.0216, 1547, 0, 0, 0.45395, 0.449571, 0.44489, 0.362398, -0.774372, -0.782754, -0.791693, 0.00471673, -0.3, -0.3, -0.3, -0.0430357, -3.29857e-06, 6.17172e-07, 0, 0, 0, 0, 0.0024338, -0.0387164, -0.00969715, -0.942994, 0.0329511, 0.0137791, -0.0340318, 0, 0, -0.999995, 0, 0, -5.15527e-07, 0, 0, 4.81831e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0387164, -0.00969715, 0.0570001, 0.0329511, 0.0137791, -0.0340313, -0.127235, -0.0424994, 0.26701, 0, 0, 5.45174e-06, 0, 0, -5.76456e-05, 0, 0, -167.748, 1.23172, 0.27975, -23.7303, 0, 0, 0, 0.621644, 0.460316, -23.7513, 0.0193716, -0.026167, 0, 0.0884245, 0.139844, 0, -0.00191969, -0.0240676, -0.111211, -0.00191969, -0.0240676, -0.111211, 0.055617, 1.54677, -0.055617, -0.280553, -0.0526119, 0.0154329, -0.0212913, 0.00209945, -0.111211, -0.267277, 0.326574, -0.171958, -0.368978, -0.192456, 0.0154329, 0.0913628, 0.138505, 0.00386474, -0.0950371, -0.00440738, -0.0128351, 0.00022885, -0.00865949, 0.0697442, -0.00367428, 0.134098, -0.00897036, 0.72675, -0.852326, 0.0354687, -0.280182, -0.0526414, 0.0153274, 0.0584082, -0.00193448, 0.117765, 0, 0, 0, 23.7639, 0.0584082, -0.00193448, 0.117765, 6.09359, 6.36735, 5.77845, 5.52453, 0.434352, 0.447559, 0.418822, 0.406027, -0.276507, -0.186739, 0.0242977, 
[2024-07-23 13:58:25.033713] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5855] , 16.0316, 1532, 0, 0, 0.459486, 0.458184, 0.361859, 0.357691, -0.763749, -0.766249, 0.00471604, 0.00471146, -0.3, -0.3, -0.0430721, -0.0433536, -3.48435e-06, 5.896e-07, 0, 0, 0, 0, 0.00281695, -0.0384402, -0.00960065, -0.943133, 0.0442451, 0.00640892, -0.028605, 0, 0, -0.999995, 0, 0, -5.15045e-07, 0, 0, 4.81696e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0384402, -0.00960065, 0.056862, 0.0442451, 0.00640892, -0.0286045, -0.127622, -0.0425963, 0.26758, 0, 0, 5.44658e-06, 0, 0, -5.75911e-05, 0, 0, -167.748, 1.01384, 0.412822, -23.8576, 0, 0, 0, 0.380875, 0.624895, -23.8715, 0.0261681, -0.0159538, 0, 0.0407794, 0.189313, 0, -0.00428912, -0.0243451, -0.110911, -0.00428912, -0.0243451, -0.110911, 0.0554815, 1.54641, -0.0554815, -0.214632, -0.0140435, 0.0502548, -0.0304572, -0.00839132, -0.110911, -0.267489, 0.326595, -0.17307, -0.255412, -0.203356, 0.0502548, 0.0445445, 0.188908, 0.004412, -0.0409512, -0.0633332, -0.0130277, -0.000721521, -0.00870356, 0.0696158, 0.00359321, 0.125574, -0.00861568, 0.350351, 0.0312333, 0.0355084, -0.213409, -0.0142588, 0.0501792, 0.0549531, 0.00653807, 0.10093, 0, 0, 0, 23.8827, 0.0549531, 0.00653807, 0.10093, 6.11144, 6.32615, 5.86346, 5.5817, 0.435221, 0.445587, 0.423048, 0.408931, -0.217002, -0.139833, 0.0587948, 
[2024-07-23 13:58:25.043675] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5859] , 16.0416, 1442, 0, 0, 0.44523, 4.81925, 4.86184, 1.90083, -0.791045, -0.795405, -0.801958, 0.00471953, -0.3, -0.3, -0.3, 0.166334, -9.58881e-07, 1.17824e-05, 0, 0, 0, 0, 0.00336291, -0.0381854, -0.00951551, -0.94337, 0.027772, 0.0132991, -0.0491402, 0, 0, -0.999995, 0, 0, -5.14563e-07, 0, 0, 4.81562e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0381854, -0.00951551, 0.0566248, 0.027772, 0.0132991, -0.0491397, -0.128007, -0.0426923, 0.268149, 0, 0, 5.44143e-06, 0, 0, -5.75366e-05, 0, 0, -167.748, 1.31126, 0.282093, -23.3402, 0, 0, 0, 0.698279, 0.536301, -23.3621, 0.0229417, -0.0298805, 0, 0.122035, 0.3442, 0, -0.00474957, -0.0245682, -0.110785, -0.00474957, -0.0245682, -0.110785, 0.0554218, 1.54615, -0.0554218, -0.0531834, -0.0482779, 0.00610251, -0.0276913, 0.00531226, -0.110785, -0.267794, 0.326511, -0.17418, -0.175218, -0.392478, 0.00610251, 0.125553, 0.342558, 0.00523511, -0.118456, -0.216672, -0.0134957, -0.00113103, -0.0093369, 0.0694856, 0.00709672, 0.125887, -0.00826059, 1.83884, 2.09742, 0.0157827, -0.0530335, -0.0483064, 0.0058713, 0.0584524, 0.0240357, 0.121921, 0, 0, 0, 23.3787, 0.0584524, 0.0240357, 0.121921, 6.07398, 6.21478, 5.73861, 5.35132, 0.433397, 0.440229, 0.416832, 0.397145, -0.0601302, -0.174193, 0.0141319, 
[2024-07-23 13:58:25.053596] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5863] , 16.0516, 1403, 0, 0, 0.453932, 0.44967, 4.84064, 0.357909, -0.774406, -0.782563, -0.798699, 0.00471167, -0.3, -0.3, -0.3, -0.0433389, -4.32979e-06, 3.69547e-06, 0, 0, 0, 0, 0.00291692, -0.0380007, -0.00936551, -0.943663, 0.0366739, 0.00999168, -0.0383681, 0, 0, -0.999995, 0, 0, -5.14082e-07, 0, 0, 4.81426e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0380007, -0.00936551, 0.0563313, 0.0366739, 0.00999168, -0.0383676, -0.128388, -0.0427875, 0.268715, 0, 0, 5.43629e-06, 0, 0, -5.74822e-05, 0, 0, -167.748, 1.14099, 0.337747, -23.5883, 0, 0, 0, 0.501257, 0.625, -23.6047, 0.0264656, -0.0212323, 0, 0.0866397, 0.134452, 0, -0.00691731, -0.0252311, -0.110678, -0.00691731, -0.0252311, -0.110678, 0.0553825, 1.5453, -0.0553825, -0.303627, -0.0576151, 0.0161927, -0.0333829, -0.00399879, -0.110678, -0.268071, 0.326564, -0.175287, -0.390267, -0.192067, 0.0161927, 0.0906736, 0.13364, 0.00453924, -0.0651885, 0.0132205, -0.012642, -0.00231559, -0.0115036, 0.0693506, 0.0254852, 0.146861, -0.00810276, 1.36435, -0.203492, 0.0383641, -0.303218, -0.0577257, 0.0157887, 0.0995437, 0.0171995, 0.116902, 0, 0, 0, 23.6183, 0.0995437, 0.0171995, 0.116902, 6.01121, 6.37268, 5.88614, 5.34828, 0.430328, 0.447813, 0.424171, 0.396988, -0.328704, -0.204587, 0.0238914, 
[2024-07-23 13:58:25.063720] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [5868] , 16.0616, 1487, 0, 0, 0.45914, 0.463182, 0.355966, 0.356051, -0.764414, -0.75664, 0.00470994, 0.00471001, -0.3, -0.3, -0.0434701, -0.0434643, -4.80329e-06, 6.41204e-07, 0, 0, 0, 0, 0.00369591, -0.0376352, -0.00927471, -0.943853, 0.0532224, 0.00315158, -0.0292122, 0, 0, -0.999995, 0, 0, -5.136e-07, 0, 0, 4.81285e-08, 0, 0, -1, 0, 0, 0, 0, 0, 0, -0.0376352, -0.00927471, 0.0561414, 0.0532224, 0.00315158, -0.0292117, -0.128768, -0.0428812, 0.269278, 0, 0, 5.43115e-06, 0, 0, -5.74279e-05, 0, 0, -167.748, 0.822494, 0.461212, -23.8037, 0, 0, 0, 0.169421, 0.741134, -23.8103, 0.0311158, -0.00711532, 0, 0.113585, 0.159022, 0, -0.00807255, -0.0250868, -0.110241, -0.00807255, -0.0250868, -0.110241, 0.0551713, 1.5453, -0.0551713, -0.0646946, 0.0492851, 0.0395616, -0.0391883, -0.0179715, -0.110241, -0.268405, 0.326524, -0.176394, -0.17828, -0.109737, 0.0395616, 0.118142, 0.159462, 0.00490225, -0.0790135, -0.014636, -0.0126214, -0.00296748, -0.0113714, 0.0692242, 0.0391287, 0.144826, -0.00771912, 1.78788, 1.07832, 0.0152405, -0.0637022, 0.0489642, 0.0399457, 0.0787606, 0.033067, 0.105459, 0, 0, 0, 23.8224, 0.0787606, 0.033067, 0.105459, 6.12174, 6.30796, 5.95903, 5.4337, 0.435722, 0.444715, 0.427767, 0.401385, -0.102831, -0.0958618, 0.0476648, 
