[2025-02-03 17:53:05.855926] [0x0000007f808d0010] [MocapTag] [0x00005f2f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:53:10.433913] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1508] , 5.42433, -0.0310198, -0.203327, -0.149729, -0.999683, 0.00658827, 0.011416, 0.0214521, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.436826] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1509] , 5.43434, -0.0310198, -0.203327, -0.149729, -0.999683, 0.00658827, 0.011416, 0.0214521, 0, 0, 0.00479598, 0, -0.0351477, 0, 
[2025-02-03 17:53:10.439420] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1510] , 5.43434, -0.0310198, -0.203327, -0.149729, -0.999683, 0.00658827, 0.011416, 0.0214521, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.442482] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1511] , 5.43434, -0.0310198, -0.203327, -0.149729, -0.999683, 0.00658827, 0.011416, 0.0214521, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.445000] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1512] , 5.44433, -0.031073, -0.203328, -0.149765, -0.99968, 0.00675513, 0.011756, 0.0213749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.449483] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1513] , 5.44433, -0.031073, -0.203328, -0.149765, -0.99968, 0.00675513, 0.011756, 0.0213749, -0.00532596, 0, -0.00353603, 0, 0.0673827, 0, 
[2025-02-03 17:53:10.452077] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1514] , 5.44433, -0.031073, -0.203328, -0.149765, -0.99968, 0.00675513, 0.011756, 0.0213749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.454655] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1515] , 5.45434, -0.0311057, -0.203359, -0.149763, -0.99968, 0.0067556, 0.0118058, 0.0213149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.457635] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1516] , 5.45434, -0.0311057, -0.203359, -0.149763, -0.99968, 0.0067556, 0.0118058, 0.0213149, -0.00327237, -0.00304103, 0, 0, 0, 0, 
[2025-02-03 17:53:10.461852] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1517] , 5.45434, -0.0311057, -0.203359, -0.149763, -0.99968, 0.0067556, 0.0118058, 0.0213149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.462785] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1518] , 5.45434, -0.0311057, -0.203359, -0.149763, -0.99968, 0.0067556, 0.0118058, 0.0213149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.465912] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1519] , 5.46434, -0.0310777, -0.203387, -0.149716, -0.999685, 0.00654656, 0.0114657, 0.0213579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.468701] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1520] , 5.46434, -0.0310777, -0.203387, -0.149716, -0.999685, 0.00654656, 0.0114657, 0.0213579, 0.0027991, -0.00286809, 0.00475024, 0.0431776, -0.0671668, 0, 
[2025-02-03 17:53:10.471594] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1521] , 5.46434, -0.0310777, -0.203387, -0.149716, -0.999685, 0.00654656, 0.0114657, 0.0213579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.474163] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1522] , 5.46434, -0.0310165, -0.20339, -0.149661, -0.999688, 0.00634108, 0.0110996, 0.0214378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.477214] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1523] , 5.47433, -0.0310165, -0.20339, -0.149661, -0.999688, 0.00634108, 0.0110996, 0.0214378, 0.00612708, 0, 0.00546796, 0.0424862, -0.0724161, 0, 
[2025-02-03 17:53:10.481564] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1524] , 5.47433, -0.0310165, -0.20339, -0.149661, -0.999688, 0.00634108, 0.0110996, 0.0214378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.484230] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1525] , 5.47433, -0.0310001, -0.203372, -0.149644, -0.999689, 0.00630904, 0.0109825, 0.0214626, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.487013] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1526] , 5.48434, -0.0310001, -0.203372, -0.149644, -0.999689, 0.00630904, 0.0109825, 0.0214626, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.489698] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1527] , 5.48434, -0.0310001, -0.203372, -0.149644, -0.999689, 0.00630904, 0.0109825, 0.0214626, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.492358] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1528] , 5.48434, -0.0310001, -0.203372, -0.149644, -0.999689, 0.00630904, 0.0109825, 0.0214626, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.496732] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1529] , 5.49433, -0.031007, -0.203372, -0.149642, -0.999689, 0.00629676, 0.0109544, 0.0214794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.499537] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1530] , 5.49433, -0.031007, -0.203372, -0.149642, -0.999689, 0.00629676, 0.0109544, 0.0214794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.502181] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1531] , 5.49433, -0.031007, -0.203372, -0.149642, -0.999689, 0.00629676, 0.0109544, 0.0214794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.505749] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1532] , 5.50432, -0.0310172, -0.203359, -0.14963, -0.999689, 0.00628339, 0.0110113, 0.0214947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.507782] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1533] , 5.50432, -0.0310172, -0.203359, -0.14963, -0.999689, 0.00628339, 0.0110113, 0.0214947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.510066] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1534] , 5.50432, -0.0310172, -0.203359, -0.14963, -0.999689, 0.00628339, 0.0110113, 0.0214947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.513660] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1535] , 5.50432, -0.0310172, -0.203359, -0.14963, -0.999689, 0.00628339, 0.0110113, 0.0214947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.516335] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1536] , 5.51433, -0.0310189, -0.203359, -0.149616, -0.999689, 0.00624971, 0.0110513, 0.0214438, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.519331] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1537] , 5.51433, -0.0310189, -0.203359, -0.149616, -0.999689, 0.00624971, 0.0110513, 0.0214438, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.522047] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1538] , 5.51433, -0.0310189, -0.203359, -0.149616, -0.999689, 0.00624971, 0.0110513, 0.0214438, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.524636] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1539] , 5.52432, -0.0310436, -0.20336, -0.149625, -0.999689, 0.00626779, 0.0111261, 0.0214422, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.529592] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1540] , 5.52432, -0.0310436, -0.20336, -0.149625, -0.999689, 0.00626779, 0.0111261, 0.0214422, -0.00246972, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.532334] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1541] , 5.52432, -0.0310436, -0.20336, -0.149625, -0.999689, 0.00626779, 0.0111261, 0.0214422, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.535247] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1542] , 5.53432, -0.0310279, -0.203362, -0.149619, -0.99969, 0.00620755, 0.0110726, 0.0214372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.537719] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1543] , 5.53432, -0.0310279, -0.203362, -0.149619, -0.99969, 0.00620755, 0.0110726, 0.0214372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.540277] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1544] , 5.53432, -0.0310279, -0.203362, -0.149619, -0.99969, 0.00620755, 0.0110726, 0.0214372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.544557] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1545] , 5.53432, -0.0310402, -0.20336, -0.149606, -0.999689, 0.00622287, 0.0111769, 0.0214039, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.547410] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1546] , 5.54433, -0.0310402, -0.20336, -0.149606, -0.999689, 0.00622287, 0.0111769, 0.0214039, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.549911] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1547] , 5.54433, -0.0310402, -0.20336, -0.149606, -0.999689, 0.00622287, 0.0111769, 0.0214039, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.552522] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1548] , 5.54433, -0.0310402, -0.20336, -0.149606, -0.999689, 0.00622287, 0.0111769, 0.0214039, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.557626] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1549] , 5.55431, -0.031073, -0.203364, -0.149661, -0.999687, 0.0063393, 0.011376, 0.0213679, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.558187] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1550] , 5.55431, -0.031073, -0.203364, -0.149661, -0.999687, 0.0063393, 0.011376, 0.0213679, -0.003286, 0, -0.00548797, 0, 0.0393648, 0, 
[2025-02-03 17:53:10.561568] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1551] , 5.55431, -0.031073, -0.203364, -0.149661, -0.999687, 0.0063393, 0.011376, 0.0213679, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.564416] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1552] , 5.55431, -0.0310801, -0.203368, -0.149686, -0.999687, 0.00636196, 0.0113951, 0.0213581, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.566897] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1553] , 5.56432, -0.0310801, -0.203368, -0.149686, -0.999687, 0.00636196, 0.0113951, 0.0213581, 0, 0, -0.00248956, 0, 0, 0, 
[2025-02-03 17:53:10.569418] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1554] , 5.56432, -0.0310801, -0.203368, -0.149686, -0.999687, 0.00636196, 0.0113951, 0.0213581, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.572182] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1555] , 5.56432, -0.0310801, -0.203368, -0.149686, -0.999687, 0.00636196, 0.0113951, 0.0213581, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.576644] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1556] , 5.57433, -0.0311076, -0.203369, -0.149718, -0.999686, 0.00645529, 0.0115492, 0.0212927, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.579548] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1557] , 5.57433, -0.0311076, -0.203369, -0.149718, -0.999686, 0.00645529, 0.0115492, 0.0212927, -0.00275045, 0, -0.00327455, 0, 0, 0, 
[2025-02-03 17:53:10.582349] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1558] , 5.57433, -0.0311076, -0.203369, -0.149718, -0.999686, 0.00645529, 0.0115492, 0.0212927, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.585184] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1559] , 5.58433, -0.0311101, -0.203363, -0.14975, -0.999683, 0.00656794, 0.0116678, 0.0213185, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.587983] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1560] , 5.58433, -0.0311101, -0.203363, -0.14975, -0.999683, 0.00656794, 0.0116678, 0.0213185, 0, 0, -0.00311848, 0, 0, 0, 
[2025-02-03 17:53:10.592984] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1561] , 5.58433, -0.0311101, -0.203363, -0.14975, -0.999683, 0.00656794, 0.0116678, 0.0213185, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.595704] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1562] , 5.59432, -0.0311106, -0.203367, -0.149701, -0.999687, 0.0063914, 0.0114694, 0.0213134, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.598646] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1563] , 5.59432, -0.0311106, -0.203367, -0.149701, -0.999687, 0.0063914, 0.0114694, 0.0213134, 0, 0, 0.00485449, 0.0361681, -0.0389019, 0, 
[2025-02-03 17:53:10.601400] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1564] , 5.59432, -0.0311106, -0.203367, -0.149701, -0.999687, 0.0063914, 0.0114694, 0.0213134, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.604655] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1565] , 5.60433, -0.0311157, -0.203361, -0.14971, -0.999685, 0.00646112, 0.0116011, 0.0212912, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.612293] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1566] , 5.60433, -0.0311157, -0.203361, -0.14971, -0.999685, 0.00646112, 0.0116011, 0.0212912, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.612850] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1567] , 5.60433, -0.0311157, -0.203361, -0.14971, -0.999685, 0.00646112, 0.0116011, 0.0212912, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.614623] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1568] , 5.60433, -0.0311116, -0.20335, -0.149698, -0.999686, 0.00648324, 0.0115372, 0.0213015, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.617443] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1569] , 5.61432, -0.0311116, -0.20335, -0.149698, -0.999686, 0.00648324, 0.0115372, 0.0213015, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.620086] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1570] , 5.61432, -0.0311116, -0.20335, -0.149698, -0.999686, 0.00648324, 0.0115372, 0.0213015, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.624587] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1571] , 5.61432, -0.0311116, -0.20335, -0.149698, -0.999686, 0.00648324, 0.0115372, 0.0213015, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.627258] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1572] , 5.62433, -0.0309653, -0.203308, -0.149702, -0.999684, 0.00647983, 0.0111387, 0.0215813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.630032] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1573] , 5.62433, -0.0309653, -0.203308, -0.149702, -0.999684, 0.00647983, 0.0111387, 0.0215813, 0.0146347, 0.00418096, 0, 0, -0.0800353, 0.0554018, 
[2025-02-03 17:53:10.633730] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1574] , 5.62433, -0.0309653, -0.203308, -0.149702, -0.999684, 0.00647983, 0.0111387, 0.0215813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.635587] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1575] , 5.63432, -0.0308507, -0.203318, -0.149774, -0.999688, 0.00654608, 0.0109402, 0.0214812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.638137] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1576] , 5.63432, -0.0308507, -0.203318, -0.149774, -0.999688, 0.00654608, 0.0109402, 0.0214812, 0.0114599, 0, -0.00716035, 0, -0.0398438, 0, 
[2025-02-03 17:53:10.641486] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1577] , 5.63432, -0.0308507, -0.203318, -0.149774, -0.999688, 0.00654608, 0.0109402, 0.0214812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.644045] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1578] , 5.63432, -0.0309583, -0.203367, -0.150023, -0.999707, 0.00640419, 0.00967242, 0.0212547, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.646886] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1579] , 5.64433, -0.0309583, -0.203367, -0.150023, -0.999707, 0.00640419, 0.00967242, 0.0212547, -0.0107594, -0.00493684, -0.0248904, 0, -0.252597, -0.0474099, 
[2025-02-03 17:53:10.649425] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1580] , 5.64433, -0.0309583, -0.203367, -0.150023, -0.999707, 0.00640419, 0.00967242, 0.0212547, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.652398] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1581] , 5.64433, -0.0309583, -0.203367, -0.150023, -0.999707, 0.00640419, 0.00967242, 0.0212547, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.657246] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1582] , 5.65432, -0.0309582, -0.203141, -0.149807, -0.9997, 0.0061838, 0.0102286, 0.0213693, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.660220] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1583] , 5.65432, -0.0309582, -0.203141, -0.149807, -0.9997, 0.0061838, 0.0102286, 0.0213693, 0, 0.0226449, 0.0215582, 0.041461, 0.111998, 0, 
[2025-02-03 17:53:10.662911] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1584] , 5.65432, -0.0309582, -0.203141, -0.149807, -0.9997, 0.0061838, 0.0102286, 0.0213693, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.665723] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1585] , 5.66433, -0.0308682, -0.203451, -0.149508, -0.999674, 0.00562798, 0.0117158, 0.0219925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.668641] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1586] , 5.66433, -0.0308682, -0.203451, -0.149508, -0.999674, 0.00562798, 0.0117158, 0.0219925, 0.00900764, -0.0309817, 0.0298846, 0.103283, 0.299048, 0.125447, 
[2025-02-03 17:53:10.673543] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1587] , 5.66433, -0.0308682, -0.203451, -0.149508, -0.999674, 0.00562798, 0.0117158, 0.0219925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.676237] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1588] , 5.67433, -0.0309428, -0.20302, -0.149796, -0.999703, 0.00623629, 0.010466, 0.0211152, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.679093] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1589] , 5.67433, -0.0309428, -0.20302, -0.149796, -0.999703, 0.00623629, 0.010466, 0.0211152, -0.00746631, 0.0430359, -0.0287145, -0.114274, -0.251474, -0.175864, 
[2025-02-03 17:53:10.681937] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1590] , 5.67433, -0.0309428, -0.20302, -0.149796, -0.999703, 0.00623629, 0.010466, 0.0211152, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.684607] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1591] , 5.67433, -0.0310338, -0.203308, -0.149677, -0.999686, 0.00642203, 0.0113058, 0.021425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.698163] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1592] , 5.6943, -0.0310338, -0.203308, -0.149677, -0.999686, 0.00642203, 0.0113058, 0.021425, -0.0090999, -0.0287897, 0.0118922, -0.0414371, 0.166746, 0.0635773, 
[2025-02-03 17:53:10.698864] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1593] , 5.6943, -0.0310338, -0.203308, -0.149677, -0.999686, 0.00642203, 0.0113058, 0.021425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.699435] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1594] , 5.6943, -0.0308104, -0.203323, -0.149856, -0.999699, 0.00630717, 0.0103895, 0.0213166, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.699970] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1595] , 5.6943, -0.0308104, -0.203323, -0.149856, -0.999699, 0.00630717, 0.0103895, 0.0213166, 0.0223427, 0, -0.0179502, 0, -0.182592, 0, 
[2025-02-03 17:53:10.700448] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1596] , 5.6943, -0.0308104, -0.203323, -0.149856, -0.999699, 0.00630717, 0.0103895, 0.0213166, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.704470] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1597] , 5.6943, -0.0308104, -0.203323, -0.149856, -0.999699, 0.00630717, 0.0103895, 0.0213166, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.707088] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1598] , 5.70431, -0.03091, -0.20275, -0.149656, -0.999718, 0.00574631, 0.00864602, 0.0213567, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.709977] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1599] , 5.70431, -0.03091, -0.20275, -0.149656, -0.999718, 0.00574631, 0.00864602, 0.0213567, -0.00995896, 0.0572697, 0.0200304, 0.119591, -0.346279, 0, 
[2025-02-03 17:53:10.715220] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1600] , 5.71432, -0.03091, -0.20275, -0.149656, -0.999718, 0.00574631, 0.00864602, 0.0213567, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.716021] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1601] , 5.71432, -0.0307631, -0.203226, -0.14925, -0.99968, 0.00501633, 0.0106732, 0.0223615, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.719610] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1602] , 5.71432, -0.0307631, -0.203226, -0.14925, -0.99968, 0.00501633, 0.0106732, 0.0223615, 0.0146845, -0.0475657, 0.0405825, 0.135136, 0.407424, 0.202091, 
[2025-02-03 17:53:10.722282] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1603] , 5.71432, -0.0307631, -0.203226, -0.14925, -0.99968, 0.00501633, 0.0106732, 0.0223615, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.724708] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1604] , 5.72434, -0.0307808, -0.202945, -0.14934, -0.999697, 0.004946, 0.0100238, 0.0219489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.727848] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1605] , 5.72434, -0.0307808, -0.202945, -0.14934, -0.999697, 0.004946, 0.0100238, 0.0219489, 0, 0.0280356, -0.00899541, 0, -0.129103, -0.083435, 
[2025-02-03 17:53:10.730420] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1606] , 5.72434, -0.0307808, -0.202945, -0.14934, -0.999697, 0.004946, 0.0100238, 0.0219489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.734657] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1607] , 5.73432, -0.0307765, -0.203253, -0.149197, -0.999683, 0.00488599, 0.0105245, 0.0223601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.737582] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1608] , 5.73432, -0.0307765, -0.203253, -0.149197, -0.999683, 0.00488599, 0.0105245, 0.0223601, 0, -0.0307163, 0.0142668, 0, 0.0999572, 0.0827093, 
[2025-02-03 17:53:10.740451] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1609] , 5.73432, -0.0307765, -0.203253, -0.149197, -0.999683, 0.00488599, 0.0105245, 0.0223601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.742790] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1610] , 5.73432, -0.0307765, -0.203253, -0.149197, -0.999683, 0.00488599, 0.0105245, 0.0223601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.745696] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1611] , 5.74433, -0.0309004, -0.202567, -0.148225, -0.999732, 0.00789653, 0.00456876, 0.0212933, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.750048] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1612] , 5.74433, -0.0309004, -0.202567, -0.148225, -0.999732, 0.00789653, 0.00456876, 0.0212933, -0.0123937, 0.0685832, 0.0972535, -0.574279, -1.20265, -0.217178, 
[2025-02-03 17:53:10.752772] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1613] , 5.74433, -0.0309004, -0.202567, -0.148225, -0.999732, 0.00789653, 0.00456876, 0.0212933, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.755617] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1614] , 5.75432, -0.0310058, -0.202778, -0.14813, -0.999715, 0.00847156, 0.00628662, 0.0214329, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.758701] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1615] , 5.75432, -0.0310058, -0.202778, -0.14813, -0.999715, 0.00847156, 0.00628662, 0.0214329, -0.0105383, -0.0211604, 0.00945207, -0.122523, 0.340792, 0, 
