[2025-02-03 17:53:05.855926] [0x0000007f808d0010] [MocapTag] [0x00005f2f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:53:10.099459] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1399] , 5.09433, -0.0308803, -0.203085, -0.148893, -0.999709, 0.0067702, 0.00809806, 0.0216688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.102084] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1400] , 5.09433, -0.0308803, -0.203085, -0.148893, -0.999709, 0.0067702, 0.00809806, 0.0216688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.106539] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1401] , 5.10433, -0.0305708, -0.20305, -0.14935, -0.999708, 0.00597767, 0.00999512, 0.0211795, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.109434] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1402] , 5.10433, -0.0305708, -0.20305, -0.14935, -0.999708, 0.00597767, 0.00999512, 0.0211795, 0.0309537, 0.00354927, -0.045724, 0.151181, 0.38338, -0.0966623, 
[2025-02-03 17:53:10.112241] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1403] , 5.10433, -0.0305708, -0.20305, -0.14935, -0.999708, 0.00597767, 0.00999512, 0.0211795, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.114667] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1404] , 5.11433, -0.0306901, -0.203066, -0.149397, -0.999703, 0.0058727, 0.0101439, 0.021352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.117595] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1405] , 5.11433, -0.0306901, -0.203066, -0.149397, -0.999703, 0.0058727, 0.0101439, 0.021352, -0.011931, 0, -0.00469915, 0, 0, 0, 
[2025-02-03 17:53:10.122089] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1406] , 5.11433, -0.0306901, -0.203066, -0.149397, -0.999703, 0.0058727, 0.0101439, 0.021352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.125101] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1407] , 5.12433, -0.0307935, -0.203031, -0.149328, -0.999699, 0.00591707, 0.00993702, 0.0216346, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.127719] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1408] , 5.12433, -0.0307935, -0.203031, -0.149328, -0.999699, 0.00591707, 0.00993702, 0.0216346, -0.0103437, 0.00346332, 0.00691089, 0, -0.0418972, 0.0563662, 
[2025-02-03 17:53:10.130290] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1409] , 5.12433, -0.0307935, -0.203031, -0.149328, -0.999699, 0.00591707, 0.00993702, 0.0216346, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.132905] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1410] , 5.12433, -0.0306891, -0.202842, -0.149541, -0.999729, 0.00541597, 0.00820357, 0.0211094, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.137090] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1411] , 5.13434, -0.0306891, -0.202842, -0.149541, -0.999729, 0.00541597, 0.00820357, 0.0211094, 0.0104393, 0.0189007, -0.0213299, 0.108624, -0.343854, -0.108135, 
[2025-02-03 17:53:10.139721] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1412] , 5.13434, -0.0306891, -0.202842, -0.149541, -0.999729, 0.00541597, 0.00820357, 0.0211094, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.142410] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1413] , 5.13434, -0.0306891, -0.202842, -0.149541, -0.999729, 0.00541597, 0.00820357, 0.0211094, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.144902] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1414] , 5.14434, -0.0306667, -0.202884, -0.149614, -0.999727, 0.00530141, 0.00864882, 0.021047, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.147724] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1415] , 5.14434, -0.0306667, -0.202884, -0.149614, -0.999727, 0.00530141, 0.00864882, 0.021047, 0.00224454, -0.00419863, -0.00725102, 0, 0.089585, 0, 
[2025-02-03 17:53:10.150341] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1416] , 5.14434, -0.0306667, -0.202884, -0.149614, -0.999727, 0.00530141, 0.00864882, 0.021047, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.154752] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1417] , 5.15433, -0.0306669, -0.202908, -0.149653, -0.999726, 0.00522099, 0.00893172, 0.0210006, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.157717] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1418] , 5.15433, -0.0306669, -0.202908, -0.149653, -0.999726, 0.00522099, 0.00893172, 0.0210006, 0, -0.00241185, -0.00393732, 0, 0.0569586, 0, 
[2025-02-03 17:53:10.160286] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1419] , 5.15433, -0.0306669, -0.202908, -0.149653, -0.999726, 0.00522099, 0.00893172, 0.0210006, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.165682] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1420] , 5.16432, -0.0306669, -0.202908, -0.149653, -0.999726, 0.00522099, 0.00893172, 0.0210006, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.167030] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1421] , 5.16432, -0.0306582, -0.202854, -0.149788, -0.999729, 0.00540452, 0.00887357, 0.0208193, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.170032] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1422] , 5.16432, -0.0306582, -0.202854, -0.149788, -0.999729, 0.00540452, 0.00887357, 0.0208193, 0, 0.00545324, -0.0134554, -0.0361204, 0, -0.0360254, 
[2025-02-03 17:53:10.172706] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1423] , 5.16432, -0.0306582, -0.202854, -0.149788, -0.999729, 0.00540452, 0.00887357, 0.0208193, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.175599] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1424] , 5.17433, -0.0306666, -0.20285, -0.149826, -0.99973, 0.00551127, 0.00886037, 0.0207864, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.180435] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1425] , 5.17433, -0.0306666, -0.20285, -0.149826, -0.99973, 0.00551127, 0.00886037, 0.0207864, 0, 0, -0.00384122, 0, 0, 0, 
[2025-02-03 17:53:10.183287] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1426] , 5.17433, -0.0306666, -0.20285, -0.149826, -0.99973, 0.00551127, 0.00886037, 0.0207864, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.186108] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1427] , 5.18433, -0.0306897, -0.202843, -0.149835, -0.999729, 0.00555713, 0.00883823, 0.0208227, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.188977] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1428] , 5.18433, -0.0306897, -0.202843, -0.149835, -0.999729, 0.00555713, 0.00883823, 0.0208227, -0.0023027, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.191696] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1429] , 5.18433, -0.0306897, -0.202843, -0.149835, -0.999729, 0.00555713, 0.00883823, 0.0208227, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.194338] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1430] , 5.18433, -0.0306757, -0.202858, -0.149807, -0.99973, 0.00548066, 0.00881215, 0.0208147, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.201640] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1431] , 5.19433, -0.0306757, -0.202858, -0.149807, -0.99973, 0.00548066, 0.00881215, 0.0208147, 0, 0, 0.00287468, 0, 0, 0, 
[2025-02-03 17:53:10.202222] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1432] , 5.19433, -0.0306757, -0.202858, -0.149807, -0.99973, 0.00548066, 0.00881215, 0.0208147, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.204573] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1433] , 5.19433, -0.0306611, -0.202849, -0.14983, -0.999728, 0.00547999, 0.00890808, 0.020834, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.209007] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1434] , 5.20434, -0.0306611, -0.202849, -0.14983, -0.999728, 0.00547999, 0.00890808, 0.020834, 0, 0, -0.00231505, 0, 0, 0, 
[2025-02-03 17:53:10.209921] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1435] , 5.20434, -0.0306611, -0.202849, -0.14983, -0.999728, 0.00547999, 0.00890808, 0.020834, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.215288] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1436] , 5.21431, -0.0306611, -0.202849, -0.14983, -0.999728, 0.00547999, 0.00890808, 0.020834, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.218055] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1437] , 5.21431, -0.0306472, -0.20285, -0.149755, -0.999728, 0.00530254, 0.00905272, 0.0208239, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.221165] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1438] , 5.21431, -0.0306472, -0.20285, -0.149755, -0.999728, 0.00530254, 0.00905272, 0.0208239, 0, 0, 0.00747236, 0, 0, 0, 
[2025-02-03 17:53:10.224005] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1439] , 5.21431, -0.0306578, -0.202844, -0.149755, -0.999728, 0.00533098, 0.0090097, 0.0208217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.226848] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1440] , 5.22433, -0.0306578, -0.202844, -0.149755, -0.999728, 0.00533098, 0.0090097, 0.0208217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.230722] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1441] , 5.22433, -0.0306578, -0.202844, -0.149755, -0.999728, 0.00533098, 0.0090097, 0.0208217, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.233300] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1442] , 5.22433, -0.0306484, -0.202927, -0.149708, -0.999725, 0.00518236, 0.00915963, 0.0209602, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.236160] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1443] , 5.23433, -0.0306484, -0.202927, -0.149708, -0.999725, 0.00518236, 0.00915963, 0.0209602, 0, -0.00831605, 0.00477334, 0, 0, 0, 
[2025-02-03 17:53:10.238951] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1444] , 5.23433, -0.0306484, -0.202927, -0.149708, -0.999725, 0.00518236, 0.00915963, 0.0209602, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.241519] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1445] , 5.23433, -0.0306484, -0.202927, -0.149708, -0.999725, 0.00518236, 0.00915963, 0.0209602, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.246116] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1446] , 5.24431, -0.0306371, -0.202951, -0.149707, -0.999725, 0.0051654, 0.00917363, 0.0209418, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.249833] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1447] , 5.24431, -0.0306371, -0.202951, -0.149707, -0.999725, 0.0051654, 0.00917363, 0.0209418, 0, -0.00237774, 0, 0, 0, 0, 
[2025-02-03 17:53:10.252784] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1448] , 5.24431, -0.0306371, -0.202951, -0.149707, -0.999725, 0.0051654, 0.00917363, 0.0209418, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.254574] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1449] , 5.24431, -0.0306373, -0.202961, -0.149723, -0.999725, 0.00523133, 0.00912217, 0.0209788, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.257379] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1450] , 5.25433, -0.0306373, -0.202961, -0.149723, -0.999725, 0.00523133, 0.00912217, 0.0209788, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.261819] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1451] , 5.25433, -0.0306373, -0.202961, -0.149723, -0.999725, 0.00523133, 0.00912217, 0.0209788, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.264506] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1452] , 5.25433, -0.0306328, -0.202963, -0.149725, -0.999724, 0.00523497, 0.00917492, 0.0209849, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.267354] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1453] , 5.26432, -0.0306328, -0.202963, -0.149725, -0.999724, 0.00523497, 0.00917492, 0.0209849, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.269917] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1454] , 5.26432, -0.0306328, -0.202963, -0.149725, -0.999724, 0.00523497, 0.00917492, 0.0209849, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.272530] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1455] , 5.26432, -0.0306328, -0.202963, -0.149725, -0.999724, 0.00523497, 0.00917492, 0.0209849, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.275609] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1456] , 5.27431, -0.0306142, -0.203185, -0.149553, -0.999708, 0.00546771, 0.0101466, 0.0212479, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.279138] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1457] , 5.27431, -0.0306142, -0.203185, -0.149553, -0.999708, 0.00546771, 0.0101466, 0.0212479, 0, -0.0222727, 0.0172316, -0.0511885, 0.193014, 0.0542175, 
[2025-02-03 17:53:10.282436] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1458] , 5.27431, -0.0306142, -0.203185, -0.149553, -0.999708, 0.00546771, 0.0101466, 0.0212479, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.285748] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1459] , 5.28433, -0.0306407, -0.203169, -0.149556, -0.999708, 0.00550015, 0.01012, 0.0212349, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.289184] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1460] , 5.28433, -0.0306407, -0.203169, -0.149556, -0.999708, 0.00550015, 0.01012, 0.0212349, -0.00265, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.293101] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1461] , 5.28433, -0.0306407, -0.203169, -0.149556, -0.999708, 0.00550015, 0.01012, 0.0212349, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.294653] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1462] , 5.29434, -0.0306407, -0.203169, -0.149556, -0.999708, 0.00550015, 0.01012, 0.0212349, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.297117] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1463] , 5.29434, -0.0306571, -0.203159, -0.149566, -0.999709, 0.00549372, 0.0101258, 0.0212022, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.300219] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1464] , 5.29434, -0.0306571, -0.203159, -0.149566, -0.999709, 0.00549372, 0.0101258, 0.0212022, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.303151] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1465] , 5.29434, -0.0306571, -0.203159, -0.149566, -0.999709, 0.00549372, 0.0101258, 0.0212022, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.306329] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1466] , 5.30436, -0.030642, -0.203158, -0.149555, -0.999709, 0.00549162, 0.0100597, 0.0212182, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.309866] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1467] , 5.30436, -0.030642, -0.203158, -0.149555, -0.999709, 0.00549162, 0.0100597, 0.0212182, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.312636] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1468] , 5.30436, -0.030642, -0.203158, -0.149555, -0.999709, 0.00549162, 0.0100597, 0.0212182, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.315093] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1469] , 5.31437, -0.030658, -0.203162, -0.149555, -0.999708, 0.00551745, 0.010137, 0.021226, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.320211] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1470] , 5.31437, -0.030658, -0.203162, -0.149555, -0.999708, 0.00551745, 0.010137, 0.021226, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.320904] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1471] , 5.31437, -0.030658, -0.203162, -0.149555, -0.999708, 0.00551745, 0.010137, 0.021226, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.325058] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1472] , 5.32436, -0.0306415, -0.203158, -0.149533, -0.999709, 0.00549601, 0.010024, 0.0212589, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.327936] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1473] , 5.32436, -0.0306415, -0.203158, -0.149533, -0.999709, 0.00549601, 0.010024, 0.0212589, 0, 0, 0.00211278, 0, 0, 0, 
[2025-02-03 17:53:10.330450] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1474] , 5.32436, -0.0306415, -0.203158, -0.149533, -0.999709, 0.00549601, 0.010024, 0.0212589, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.333209] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1475] , 5.32436, -0.0306515, -0.203165, -0.149531, -0.999709, 0.00549551, 0.0100558, 0.0212447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.336804] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1476] , 5.33437, -0.0306515, -0.203165, -0.149531, -0.999709, 0.00549551, 0.0100558, 0.0212447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.340063] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1477] , 5.33437, -0.0306515, -0.203165, -0.149531, -0.999709, 0.00549551, 0.0100558, 0.0212447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.343054] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1478] , 5.33437, -0.0306515, -0.203165, -0.149531, -0.999709, 0.00549551, 0.0100558, 0.0212447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.345445] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1479] , 5.3444, -0.0306485, -0.203159, -0.149525, -0.999709, 0.00550293, 0.0100074, 0.0212402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.348225] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1480] , 5.3444, -0.0306485, -0.203159, -0.149525, -0.999709, 0.00550293, 0.0100074, 0.0212402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.352465] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1481] , 5.3444, -0.0306485, -0.203159, -0.149525, -0.999709, 0.00550293, 0.0100074, 0.0212402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.353473] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1482] , 5.3444, -0.0306468, -0.203162, -0.149548, -0.999709, 0.00551213, 0.0101076, 0.0212104, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.358814] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1483] , 5.35437, -0.0306468, -0.203162, -0.149548, -0.999709, 0.00551213, 0.0101076, 0.0212104, 0, 0, -0.00230682, 0, 0, 0, 
[2025-02-03 17:53:10.360663] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1484] , 5.35437, -0.0306468, -0.203162, -0.149548, -0.999709, 0.00551213, 0.0101076, 0.0212104, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.363556] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1485] , 5.35437, -0.0306607, -0.203147, -0.149544, -0.999709, 0.00554934, 0.0101449, 0.0211938, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.366467] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1486] , 5.36434, -0.0306607, -0.203147, -0.149544, -0.999709, 0.00554934, 0.0101449, 0.0211938, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.369070] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1487] , 5.36434, -0.0306607, -0.203147, -0.149544, -0.999709, 0.00554934, 0.0101449, 0.0211938, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.373733] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1488] , 5.36434, -0.0306607, -0.203147, -0.149544, -0.999709, 0.00554934, 0.0101449, 0.0211938, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.375468] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1489] , 5.37432, -0.0306532, -0.203154, -0.149561, -0.999707, 0.00561488, 0.0102437, 0.0211851, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.378250] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1490] , 5.37432, -0.0306532, -0.203154, -0.149561, -0.999707, 0.00561488, 0.0102437, 0.0211851, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.380829] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1491] , 5.37432, -0.0306532, -0.203154, -0.149561, -0.999707, 0.00561488, 0.0102437, 0.0211851, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.383438] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1492] , 5.37432, -0.0306832, -0.203159, -0.149602, -0.999706, 0.0056731, 0.010395, 0.0211404, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.388258] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1493] , 5.38434, -0.0306832, -0.203159, -0.149602, -0.999706, 0.0056731, 0.010395, 0.0211404, -0.0030022, 0, -0.0040472, 0, 0, 0, 
[2025-02-03 17:53:10.390803] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1494] , 5.38434, -0.0306832, -0.203159, -0.149602, -0.999706, 0.0056731, 0.010395, 0.0211404, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.393731] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1495] , 5.38434, -0.0309093, -0.203083, -0.149488, -0.999691, 0.0060477, 0.0104278, 0.0217155, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.396524] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1496] , 5.39433, -0.0309093, -0.203083, -0.149488, -0.999691, 0.0060477, 0.0104278, 0.0217155, -0.0226024, 0.00767498, 0.0114411, -0.0762463, 0, 0.115869, 
[2025-02-03 17:53:10.399225] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1497] , 5.39433, -0.0309093, -0.203083, -0.149488, -0.999691, 0.0060477, 0.0104278, 0.0217155, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.406752] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1498] , 5.40433, -0.0309093, -0.203083, -0.149488, -0.999691, 0.0060477, 0.0104278, 0.0217155, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.407310] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1499] , 5.40433, -0.0309026, -0.203079, -0.14946, -0.999693, 0.00598736, 0.0103266, 0.0217291, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.409957] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1500] , 5.40433, -0.0309026, -0.203079, -0.14946, -0.999693, 0.00598736, 0.0103266, 0.0217291, 0, 0, 0.00271935, 0, 0, 0, 
[2025-02-03 17:53:10.412674] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1501] , 5.40433, -0.0309026, -0.203079, -0.14946, -0.999693, 0.00598736, 0.0103266, 0.0217291, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.415487] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1502] , 5.41434, -0.0309653, -0.203403, -0.149944, -0.999674, 0.00694075, 0.011849, 0.0215022, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.419335] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1503] , 5.41434, -0.0309653, -0.203403, -0.149944, -0.999674, 0.00694075, 0.011849, 0.0215022, -0.00627471, -0.0323729, -0.0483608, -0.196815, 0.300583, -0.0411242, 
[2025-02-03 17:53:10.422351] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1504] , 5.41434, -0.0309653, -0.203403, -0.149944, -0.999674, 0.00694075, 0.011849, 0.0215022, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.424873] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1505] , 5.42433, -0.0310246, -0.203343, -0.149777, -0.999681, 0.00664343, 0.0115927, 0.0214113, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:10.427861] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1506] , 5.42433, -0.0310246, -0.203343, -0.149777, -0.999681, 0.00664343, 0.0115927, 0.0214113, -0.00593143, 0.00597769, 0.016669, 0.0607729, -0.0498369, 0, 
[2025-02-03 17:53:10.430317] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [1507] , 5.42433, -0.0310246, -0.203343, -0.149777, -0.999681, 0.00664343, 0.0115927, 0.0214113, 0, 0, 0, 0, 0, 0, 
