[2025-02-03 14:35:07.608734] [0x0000007f9a42d010] [MocapTag] [0x000043c1] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:35:11.697342] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1370] , 4.69253, 0.0225465, -0.179138, -0.149874, -0.999876, 0.00935304, 0.00949939, 0.00834392, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.700007] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1371] , 4.69253, 0.0225465, -0.179138, -0.149874, -0.999876, 0.00935304, 0.00949939, 0.00834392, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.704124] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1372] , 4.70252, 0.0222668, -0.179004, -0.149981, -0.999891, 0.00890402, 0.00848325, 0.00817016, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.705475] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1373] , 4.70252, 0.0222668, -0.179004, -0.149981, -0.999891, 0.00890402, 0.00848325, 0.00817016, -0.0279783, 0.0133253, -0.0107251, 0.0918388, -0.202152, -0.0374578, 
[2025-02-03 14:35:11.709883] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1374] , 4.70252, 0.0222668, -0.179004, -0.149981, -0.999891, 0.00890402, 0.00848325, 0.00817016, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.712517] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1375] , 4.70252, 0.0211727, -0.177098, -0.151372, -0.999963, -0.00148278, -0.00308222, 0.00791908, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.715181] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1376] , 4.71252, 0.0211727, -0.177098, -0.151372, -0.999963, -0.00148278, -0.00308222, 0.00791908, -0.109406, 0.190651, -0.13909, -626.222, -2.29607, -0.0645019, 
[2025-02-03 14:35:11.718446] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1377] , 4.71252, 0.0211727, -0.177098, -0.151372, -0.999963, -0.00148278, -0.00308222, 0.00791908, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.721436] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1378] , 4.71252, 0.0211727, -0.177098, -0.151372, -0.999963, -0.00148278, -0.00308222, 0.00791908, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.723291] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1379] , 4.72252, 0.0210209, -0.177118, -0.151492, -0.999958, -0.00156679, -0.00380945, 0.00817397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.727001] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1380] , 4.72252, 0.0210209, -0.177118, -0.151492, -0.999958, -0.00156679, -0.00380945, 0.00817397, -0.0151838, -0.00204903, -0.0119457, 0, -0.145227, 0.0512714, 
[2025-02-03 14:35:11.730598] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1381] , 4.72252, 0.0210209, -0.177118, -0.151492, -0.999958, -0.00156679, -0.00380945, 0.00817397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.731954] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1382] , 4.72252, 0.0209824, -0.177115, -0.151476, -0.999958, -0.00151482, -0.00377188, 0.0082252, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.735200] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1383] , 4.73253, 0.0209824, -0.177115, -0.151476, -0.999958, -0.00151482, -0.00377188, 0.0082252, -0.00384669, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.737218] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1384] , 4.73253, 0.0209824, -0.177115, -0.151476, -0.999958, -0.00151482, -0.00377188, 0.0082252, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.742031] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1385] , 4.73253, 0.0209824, -0.177115, -0.151476, -0.999958, -0.00151482, -0.00377188, 0.0082252, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.744500] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1386] , 4.74253, 0.0209227, -0.177227, -0.151675, -0.999953, -0.00137083, -0.00470072, 0.0083277, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.748378] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1387] , 4.74253, 0.0209227, -0.177227, -0.151675, -0.999953, -0.00137083, -0.00470072, 0.0083277, -0.00596789, -0.0111716, -0.0198815, 0, -0.185972, 0, 
[2025-02-03 14:35:11.749983] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1388] , 4.74253, 0.0209227, -0.177227, -0.151675, -0.999953, -0.00137083, -0.00470072, 0.0083277, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.752602] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1389] , 4.74253, 0.0210987, -0.1773, -0.151599, -0.999957, -0.00137502, -0.00348532, 0.00851538, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.755665] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1390] , 4.75254, 0.0210987, -0.1773, -0.151599, -0.999957, -0.00137502, -0.00348532, 0.00851538, 0.0175966, -0.00732208, 0.00751225, 0, 0.243134, 0.0371842, 
[2025-02-03 14:35:11.759227] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1391] , 4.75254, 0.0210987, -0.1773, -0.151599, -0.999957, -0.00137502, -0.00348532, 0.00851538, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.761431] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1392] , 4.75254, 0.0210448, -0.177377, -0.151498, -0.999963, -0.00178988, -0.00175754, 0.00822799, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.764260] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1393] , 4.76252, 0.0210448, -0.177377, -0.151498, -0.999963, -0.00178988, -0.00175754, 0.00822799, -0.0053877, -0.00772519, 0.0101424, 0.0799179, 0.346148, -0.0578348, 
[2025-02-03 14:35:11.766896] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1394] , 4.76252, 0.0210448, -0.177377, -0.151498, -0.999963, -0.00178988, -0.00175754, 0.00822799, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.769481] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1395] , 4.76252, 0.0210448, -0.177377, -0.151498, -0.999963, -0.00178988, -0.00175754, 0.00822799, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.774051] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1396] , 4.77251, 0.022643, -0.179133, -0.148011, -0.999874, -0.00908598, 0.00682783, 0.0110602, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.776756] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1397] , 4.77251, 0.022643, -0.179133, -0.148011, -0.999874, -0.00908598, 0.00682783, 0.0110602, 0.159819, -0.175521, 0.348696, 1.44126, 1.73409, 0.5535, 
[2025-02-03 14:35:11.780505] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1398] , 4.77251, 0.022643, -0.179133, -0.148011, -0.999874, -0.00908598, 0.00682783, 0.0110602, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.781954] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1399] , 4.77251, 0.0228252, -0.17966, -0.148614, -0.999838, -0.0106446, 0.0103994, 0.0100779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.784669] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1400] , 4.78253, 0.0228252, -0.17966, -0.148614, -0.999838, -0.0106446, 0.0103994, 0.0100779, 0.0182206, -0.0527223, -0.0603273, 0.306129, 0.715616, -0.206058, 
[2025-02-03 14:35:11.787106] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1401] , 4.78253, 0.0228252, -0.17966, -0.148614, -0.999838, -0.0106446, 0.0103994, 0.0100779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.791102] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1402] , 4.78253, 0.0228252, -0.17966, -0.148614, -0.999838, -0.0106446, 0.0103994, 0.0100779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.793804] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1403] , 4.79252, 0.0212698, -0.178781, -0.149672, -0.999934, -0.00757184, 0.00116874, 0.00858519, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.796617] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1404] , 4.79252, 0.0212698, -0.178781, -0.149672, -0.999934, -0.00757184, 0.00116874, 0.00858519, -0.155542, 0.0878408, -0.105752, -0.595927, -1.85442, -0.278449, 
[2025-02-03 14:35:11.799355] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1405] , 4.79252, 0.0212698, -0.178781, -0.149672, -0.999934, -0.00757184, 0.00116874, 0.00858519, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.801779] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1406] , 4.79252, 0.0212706, -0.17879, -0.149664, -0.999934, -0.00758864, 0.00113402, 0.00860358, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.806783] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1407] , 4.80253, 0.0212706, -0.17879, -0.149664, -0.999934, -0.00758864, 0.00113402, 0.00860358, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.809629] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1408] , 4.80253, 0.0212706, -0.17879, -0.149664, -0.999934, -0.00758864, 0.00113402, 0.00860358, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.811953] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1409] , 4.80253, 0.0212315, -0.178553, -0.149348, -0.99994, -0.0066675, 6.79063e-05, 0.00872492, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.814659] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1410] , 4.81252, 0.0212315, -0.178553, -0.149348, -0.99994, -0.0066675, 6.79063e-05, 0.00872492, -0.00390605, 0.0237551, 0.0316612, -0.18239, -0.214632, 0, 
[2025-02-03 14:35:11.817326] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1411] , 4.81252, 0.0212315, -0.178553, -0.149348, -0.99994, -0.0066675, 6.79063e-05, 0.00872492, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.822147] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1412] , 4.81252, 0.0212315, -0.178553, -0.149348, -0.99994, -0.0066675, 6.79063e-05, 0.00872492, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.824801] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1413] , 4.82253, 0.0211227, -0.178599, -0.149391, -0.999937, -0.00678724, -0.000158057, 0.00890652, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.827536] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1414] , 4.82253, 0.0211227, -0.178599, -0.149391, -0.999937, -0.00678724, -0.000158057, 0.00890652, -0.0108784, -0.00462045, -0.00435351, 0, -0.0447345, 0.036625, 
[2025-02-03 14:35:11.831873] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1415] , 4.82253, 0.0211227, -0.178599, -0.149391, -0.999937, -0.00678724, -0.000158057, 0.00890652, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.832828] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1416] , 4.82253, 0.0209922, -0.178689, -0.149475, -0.999932, -0.0071028, -0.000576755, 0.00922641, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.837496] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1417] , 4.83254, 0.0209922, -0.178689, -0.149475, -0.999932, -0.0071028, -0.000576755, 0.00922641, -0.0130489, -0.00901759, -0.00838548, 0.0638962, -0.0827171, 0.0645805, 
[2025-02-03 14:35:11.840149] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1418] , 4.83254, 0.0209922, -0.178689, -0.149475, -0.999932, -0.0071028, -0.000576755, 0.00922641, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.842759] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1419] , 4.83254, 0.0212973, -0.178658, -0.149353, -0.999936, -0.00701571, 0.000318406, 0.00890398, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.846278] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1420] , 4.84253, 0.0212973, -0.178658, -0.149353, -0.999936, -0.00701571, 0.000318406, 0.00890398, 0.0305089, 0.00308541, 0.0121672, 0, 0.178407, -0.0657534, 
[2025-02-03 14:35:11.848341] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1421] , 4.84253, 0.0212973, -0.178658, -0.149353, -0.999936, -0.00701571, 0.000318406, 0.00890398, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.850983] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1422] , 4.84253, 0.0212973, -0.178658, -0.149353, -0.999936, -0.00701571, 0.000318406, 0.00890398, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.854427] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1423] , 4.8526, 0.022003, -0.178732, -0.144971, -0.999797, -0.00624973, 0.0166944, 0.00942277, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.857156] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1424] , 4.8526, 0.022003, -0.178732, -0.144971, -0.999797, -0.00624973, 0.0166944, 0.00942277, 0.0705633, -0.00730915, 0.438289, -0.183582, 3.27444, 0.0841288, 
[2025-02-03 14:35:11.859649] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1425] , 4.8526, 0.022003, -0.178732, -0.144971, -0.999797, -0.00624973, 0.0166944, 0.00942277, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.862141] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1426] , 4.8526, 0.022001, -0.178737, -0.145005, -0.999798, -0.00619956, 0.0166205, 0.00942761, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.865021] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1427] , 4.86253, 0.022001, -0.178737, -0.145005, -0.999798, -0.00619956, 0.0166205, 0.00942761, 0, 0, -0.00341223, 0, 0, 0, 
[2025-02-03 14:35:11.869348] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1428] , 4.86253, 0.022001, -0.178737, -0.145005, -0.999798, -0.00619956, 0.0166205, 0.00942761, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.872007] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1429] , 4.86253, 0.0219762, -0.178729, -0.145065, -0.999794, -0.00595502, 0.0169903, 0.00935996, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.874899] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1430] , 4.87253, 0.0219762, -0.178729, -0.145065, -0.999794, -0.00595502, 0.0169903, 0.00935996, -0.00248221, 0, -0.00598374, -0.0493765, 0.0734277, 0, 
[2025-02-03 14:35:11.877397] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1431] , 4.87253, 0.0219762, -0.178729, -0.145065, -0.999794, -0.00595502, 0.0169903, 0.00935996, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.880000] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1432] , 4.87253, 0.0219762, -0.178729, -0.145065, -0.999794, -0.00595502, 0.0169903, 0.00935996, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.882690] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1433] , 4.87253, 0.0219936, -0.178717, -0.145064, -0.999794, -0.00590657, 0.0169634, 0.0093972, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.886503] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1434] , 4.88252, 0.0219936, -0.178717, -0.145064, -0.999794, -0.00590657, 0.0169634, 0.0093972, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.889113] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1435] , 4.88252, 0.0219936, -0.178717, -0.145064, -0.999794, -0.00590657, 0.0169634, 0.0093972, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.892146] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1436] , 4.88252, 0.0220067, -0.178732, -0.145023, -0.999798, -0.0061396, 0.0166833, 0.00940491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.894496] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1437] , 4.89252, 0.0220067, -0.178732, -0.145023, -0.999798, -0.0061396, 0.0166833, 0.00940491, 0, 0, 0.00418178, 0.0471115, -0.0555955, 0, 
[2025-02-03 14:35:11.897098] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1438] , 4.89252, 0.0220067, -0.178732, -0.145023, -0.999798, -0.0061396, 0.0166833, 0.00940491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.901700] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1439] , 4.89252, 0.0220067, -0.178732, -0.145023, -0.999798, -0.0061396, 0.0166833, 0.00940491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.904308] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1440] , 4.90253, 0.022011, -0.17875, -0.145013, -0.999797, -0.00620993, 0.0166717, 0.00944278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.908316] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1441] , 4.90253, 0.022011, -0.17875, -0.145013, -0.999797, -0.00620993, 0.0166717, 0.00944278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.909628] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1442] , 4.90253, 0.022011, -0.17875, -0.145013, -0.999797, -0.00620993, 0.0166717, 0.00944278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.912243] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1443] , 4.90253, 0.0220037, -0.178758, -0.145021, -0.999798, -0.00618523, 0.0166397, 0.00942589, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.915129] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1444] , 4.91254, 0.0220037, -0.178758, -0.145021, -0.999798, -0.00618523, 0.0166397, 0.00942589, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.918442] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1445] , 4.91254, 0.0220037, -0.178758, -0.145021, -0.999798, -0.00618523, 0.0166397, 0.00942589, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.920980] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1446] , 4.91254, 0.0220037, -0.178758, -0.145021, -0.999798, -0.00618523, 0.0166397, 0.00942589, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.923674] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1447] , 4.92252, 0.0222332, -0.178721, -0.145126, -0.999809, -0.00631915, 0.0161113, 0.0090971, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.926234] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1448] , 4.92252, 0.0222332, -0.178721, -0.145126, -0.999809, -0.00631915, 0.0161113, 0.0090971, 0.0229508, 0.0036513, -0.0104894, 0, -0.105833, -0.0656132, 
[2025-02-03 14:35:11.928967] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1449] , 4.92252, 0.0222332, -0.178721, -0.145126, -0.999809, -0.00631915, 0.0161113, 0.0090971, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.934286] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1450] , 4.9325, 0.0222332, -0.178721, -0.145126, -0.999809, -0.00631915, 0.0161113, 0.0090971, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.935997] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1451] , 4.9325, 0.0222156, -0.178872, -0.145269, -0.999794, -0.00678384, 0.0168638, 0.00902315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.938893] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1452] , 4.9325, 0.0222156, -0.178872, -0.145269, -0.999794, -0.00678384, 0.0168638, 0.00902315, 0, -0.0150596, -0.0142822, 0.0919104, 0.151242, 0, 
[2025-02-03 14:35:11.941501] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1453] , 4.9325, 0.0222918, -0.178662, -0.145382, -0.999784, -0.00708058, 0.0173534, 0.00903614, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.944281] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1454] , 4.94253, 0.0222918, -0.178662, -0.145382, -0.999784, -0.00708058, 0.0173534, 0.00903614, 0.00762182, 0.021028, -0.0112776, 0.0584602, 0.0984699, 0, 
[2025-02-03 14:35:11.946840] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1455] , 4.94253, 0.0222918, -0.178662, -0.145382, -0.999784, -0.00708058, 0.0173534, 0.00903614, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.950435] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1456] , 4.94253, 0.0222918, -0.178662, -0.145382, -0.999784, -0.00708058, 0.0173534, 0.00903614, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.952921] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1457] , 4.95253, 0.0223002, -0.178765, -0.145531, -0.999776, -0.00743075, 0.0177043, 0.00895658, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.956360] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1458] , 4.95253, 0.0223002, -0.178765, -0.145531, -0.999776, -0.00743075, 0.0177043, 0.00895658, 0, -0.0103382, -0.0149358, 0.0697613, 0.0707, 0, 
[2025-02-03 14:35:11.958364] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1459] , 4.95253, 0.0223002, -0.178765, -0.145531, -0.999776, -0.00743075, 0.0177043, 0.00895658, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.960958] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1460] , 4.95253, 0.0223002, -0.178765, -0.145531, -0.999776, -0.00743075, 0.0177043, 0.00895658, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.965558] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1461] , 4.96253, 0.022405, -0.178815, -0.145636, -0.999768, -0.00776933, 0.0180228, 0.00882297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.968411] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1462] , 4.96253, 0.022405, -0.178815, -0.145636, -0.999768, -0.00776933, 0.0180228, 0.00882297, 0.0104769, -0.00502005, -0.0105114, 0.067687, 0.0640932, 0, 
[2025-02-03 14:35:11.970978] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1463] , 4.96253, 0.022405, -0.178815, -0.145636, -0.999768, -0.00776933, 0.0180228, 0.00882297, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.974279] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1464] , 4.97251, 0.022419, -0.178677, -0.145466, -0.999779, -0.00733436, 0.0175711, 0.00885893, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.976366] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1465] , 4.97251, 0.022419, -0.178677, -0.145466, -0.999779, -0.00733436, 0.0175711, 0.00885893, 0, 0.0138434, 0.0169775, -0.0864029, -0.0910394, 0, 
[2025-02-03 14:35:11.979009] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1466] , 4.97251, 0.022419, -0.178677, -0.145466, -0.999779, -0.00733436, 0.0175711, 0.00885893, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.982268] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1467] , 4.97251, 0.022419, -0.178677, -0.145466, -0.999779, -0.00733436, 0.0175711, 0.00885893, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.985027] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1468] , 4.98253, 0.0223845, -0.178662, -0.145025, -0.999801, -0.00606457, 0.0164402, 0.00949214, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.987472] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1469] , 4.98253, 0.0223845, -0.178662, -0.145025, -0.999801, -0.00606457, 0.0164402, 0.00949214, -0.00345075, 0, 0.044128, -0.254226, -0.227683, 0.132448, 
[2025-02-03 14:35:11.990287] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1470] , 4.98253, 0.0223845, -0.178662, -0.145025, -0.999801, -0.00606457, 0.0164402, 0.00949214, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.994407] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1471] , 4.99253, 0.0219961, -0.17875, -0.145021, -0.999799, -0.00623416, 0.0165429, 0.00943437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.997747] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1472] , 4.99253, 0.0219961, -0.17875, -0.145021, -0.999799, -0.00623416, 0.0165429, 0.00943437, -0.0388401, -0.00881553, 0, 0, 0, 0, 
[2025-02-03 14:35:12.000526] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1473] , 4.99253, 0.0219961, -0.17875, -0.145021, -0.999799, -0.00623416, 0.0165429, 0.00943437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:12.003036] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1474] , 5.00254, 0.0211676, -0.178557, -0.149358, -0.999938, -0.00668478, 3.62954e-06, 0.00885808, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:12.007489] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1475] , 5.00254, 0.0211676, -0.178557, -0.149358, -0.999938, -0.00668478, 3.62954e-06, 0.00885808, -0.0828532, 0.0193831, -0.433683, 0.120831, -3.30772, -0.0954103, 
[2025-02-03 14:35:12.009245] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1476] , 5.00254, 0.0211676, -0.178557, -0.149358, -0.999938, -0.00668478, 3.62954e-06, 0.00885808, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:12.013871] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1477] , 5.01254, 0.0211676, -0.178557, -0.149358, -0.999938, -0.00668478, 3.62954e-06, 0.00885808, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:12.016388] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1478] , 5.01254, 0.0211666, -0.178565, -0.149372, -0.999939, -0.00664798, -2.3455e-05, 0.00882903, 0, 0, 0, 0, 0, 0, 
