[2025-02-03 14:35:07.608734] [0x0000007f9a42d010] [MocapTag] [0x000043c1] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:35:11.373544] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1261] , 4.37252, 0.0215207, -0.179771, -0.143786, -0.99988, -0.00367287, 0.0122028, 0.00884029, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.374900] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1262] , 4.37252, 0.0215207, -0.179771, -0.143786, -0.99988, -0.00367287, 0.0122028, 0.00884029, 0, -0.00375459, 0.00250366, 0, 0, 0, 
[2025-02-03 14:35:11.379383] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1263] , 4.37252, 0.0215207, -0.179771, -0.143786, -0.99988, -0.00367287, 0.0122028, 0.00884029, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.382147] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1264] , 4.37252, 0.0215018, -0.179758, -0.143792, -0.999881, -0.00364739, 0.0121067, 0.0088082, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.385027] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1265] , 4.38252, 0.0215018, -0.179758, -0.143792, -0.999881, -0.00364739, 0.0121067, 0.0088082, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.387509] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1266] , 4.38252, 0.0215018, -0.179758, -0.143792, -0.999881, -0.00364739, 0.0121067, 0.0088082, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.390856] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1267] , 4.38252, 0.0215018, -0.179758, -0.143792, -0.999881, -0.00364739, 0.0121067, 0.0088082, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.395289] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1268] , 4.39252, 0.0215058, -0.179753, -0.143795, -0.999883, -0.00359418, 0.012083, 0.00870514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.398132] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1269] , 4.39252, 0.0215058, -0.179753, -0.143795, -0.999883, -0.00359418, 0.012083, 0.00870514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.402279] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1270] , 4.39252, 0.0215058, -0.179753, -0.143795, -0.999883, -0.00359418, 0.012083, 0.00870514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.403619] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1271] , 4.40253, 0.0224113, -0.179677, -0.143489, -0.999909, -0.0024754, 0.0103392, 0.00824712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.406360] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1272] , 4.40253, 0.0224113, -0.179677, -0.143489, -0.999909, -0.0024754, 0.0103392, 0.00824712, 0.0905503, 0.00766023, 0.0305974, -0.219846, -0.350913, -0.0881501, 
[2025-02-03 14:35:11.409023] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1273] , 4.40253, 0.0224113, -0.179677, -0.143489, -0.999909, -0.0024754, 0.0103392, 0.00824712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.412373] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1274] , 4.40253, 0.0216402, -0.179983, -0.143765, -0.999883, -0.00359688, 0.0119986, 0.00881289, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.415169] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1275] , 4.41253, 0.0216402, -0.179983, -0.143765, -0.999883, -0.00359688, 0.0119986, 0.00881289, -0.0771166, -0.03059, -0.0275462, 0.220251, 0.334122, 0.109755, 
[2025-02-03 14:35:11.417633] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1276] , 4.41253, 0.0216402, -0.179983, -0.143765, -0.999883, -0.00359688, 0.0119986, 0.00881289, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.420774] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1277] , 4.41253, 0.0216402, -0.179983, -0.143765, -0.999883, -0.00359688, 0.0119986, 0.00881289, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.423139] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1278] , 4.42252, 0.0216849, -0.179954, -0.143733, -0.999884, -0.00349335, 0.0119657, 0.00873371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.428336] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1279] , 4.42252, 0.0216849, -0.179954, -0.143733, -0.999884, -0.00349335, 0.0119657, 0.00873371, 0.00447128, 0.00280779, 0.00319209, 0, 0, 0, 
[2025-02-03 14:35:11.430358] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1280] , 4.42252, 0.0216849, -0.179954, -0.143733, -0.999884, -0.00349335, 0.0119657, 0.00873371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.433044] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1281] , 4.43253, 0.021685, -0.17995, -0.143753, -0.999885, -0.00347948, 0.0119365, 0.00866455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.435732] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1282] , 4.43253, 0.021685, -0.17995, -0.143753, -0.999885, -0.00347948, 0.0119365, 0.00866455, 0, 0, -0.00205701, 0, 0, 0, 
[2025-02-03 14:35:11.438390] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1283] , 4.43253, 0.021685, -0.17995, -0.143753, -0.999885, -0.00347948, 0.0119365, 0.00866455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.442900] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1284] , 4.44252, 0.021685, -0.17995, -0.143753, -0.999885, -0.00347948, 0.0119365, 0.00866455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.446409] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1285] , 4.44252, 0.021694, -0.179971, -0.143762, -0.999884, -0.00347705, 0.0119609, 0.00871745, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.448128] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1286] , 4.44252, 0.021694, -0.179971, -0.143762, -0.999884, -0.00347705, 0.0119609, 0.00871745, 0, -0.00211729, 0, 0, 0, 0, 
[2025-02-03 14:35:11.450771] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1287] , 4.44252, 0.021694, -0.179971, -0.143762, -0.999884, -0.00347705, 0.0119609, 0.00871745, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.453259] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1288] , 4.45252, 0.0215171, -0.179772, -0.143819, -0.99988, -0.00364368, 0.0121703, 0.0088463, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.456109] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1289] , 4.45252, 0.0215171, -0.179772, -0.143819, -0.99988, -0.00364368, 0.0121703, 0.0088463, -0.0176992, 0.019915, -0.00570987, 0, 0.0422565, 0, 
[2025-02-03 14:35:11.459275] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1290] , 4.45252, 0.0215171, -0.179772, -0.143819, -0.99988, -0.00364368, 0.0121703, 0.0088463, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.462109] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1291] , 4.45252, 0.0216523, -0.179749, -0.143837, -0.999887, -0.0036131, 0.0118109, 0.00854687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.464702] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1292] , 4.46253, 0.0216523, -0.179749, -0.143837, -0.999887, -0.0036131, 0.0118109, 0.00854687, 0.0135208, 0.00226172, 0, 0, -0.072138, -0.0595896, 
[2025-02-03 14:35:11.469029] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1293] , 4.46253, 0.0216523, -0.179749, -0.143837, -0.999887, -0.0036131, 0.0118109, 0.00854687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.469731] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1294] , 4.46253, 0.0216523, -0.179749, -0.143837, -0.999887, -0.0036131, 0.0118109, 0.00854687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.472404] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1295] , 4.46253, 0.0224387, -0.177321, -0.143371, -0.999974, -0.00304169, 0.00168868, 0.00627096, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.477303] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1296] , 4.47252, 0.0224387, -0.177321, -0.143371, -0.999974, -0.00304169, 0.00168868, 0.00627096, 0.0786395, 0.242829, 0.0466615, -0.0963449, -2.02678, -0.448032, 
[2025-02-03 14:35:11.479861] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1297] , 4.47252, 0.0224387, -0.177321, -0.143371, -0.999974, -0.00304169, 0.00168868, 0.00627096, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.482482] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1298] , 4.47252, 0.0220651, -0.179913, -0.143834, -0.999887, -0.00341803, 0.0116349, 0.00887328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.485256] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1299] , 4.48254, 0.0220651, -0.179913, -0.143834, -0.999887, -0.00341803, 0.0116349, 0.00887328, -0.0373592, -0.259148, -0.0463641, 0.056839, 1.99144, 0.513902, 
[2025-02-03 14:35:11.488116] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1300] , 4.48254, 0.0220651, -0.179913, -0.143834, -0.999887, -0.00341803, 0.0116349, 0.00887328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.491464] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1301] , 4.48254, 0.0220651, -0.179913, -0.143834, -0.999887, -0.00341803, 0.0116349, 0.00887328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.494029] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1302] , 4.49253, 0.0209922, -0.177069, -0.151526, -0.999957, -0.00140478, -0.00394528, 0.00825415, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.497500] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1303] , 4.49253, 0.0209922, -0.177069, -0.151526, -0.999957, -0.00140478, -0.00394528, 0.00825415, -0.107284, 0.284328, -0.769155, -0.375581, -3.1197, -0.115082, 
[2025-02-03 14:35:11.499388] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1304] , 4.49253, 0.0209922, -0.177069, -0.151526, -0.999957, -0.00140478, -0.00394528, 0.00825415, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.501982] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1305] , 4.49253, 0.0210901, -0.177117, -0.151444, -0.999957, -0.00152561, -0.00346224, 0.00847244, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.506762] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1306] , 4.50252, 0.0210901, -0.177117, -0.151444, -0.999957, -0.00152561, -0.00346224, 0.00847244, 0.0097849, -0.00471964, 0.00820768, 0, 0.0968741, 0.0435989, 
[2025-02-03 14:35:11.509363] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1307] , 4.50252, 0.0210901, -0.177117, -0.151444, -0.999957, -0.00152561, -0.00346224, 0.00847244, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.511885] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1308] , 4.50252, 0.020995, -0.177301, -0.151267, -0.999961, -0.00145672, -0.00281446, 0.00826047, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.514807] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1309] , 4.51253, 0.020995, -0.177301, -0.151267, -0.999961, -0.00145672, -0.00281446, 0.00826047, -0.00950682, -0.0184457, 0.0176519, 0, 0.129372, -0.0426421, 
[2025-02-03 14:35:11.517388] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1310] , 4.51253, 0.020995, -0.177301, -0.151267, -0.999961, -0.00145672, -0.00281446, 0.00826047, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.519914] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1311] , 4.51253, 0.020995, -0.177301, -0.151267, -0.999961, -0.00145672, -0.00281446, 0.00826047, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.523513] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1312] , 4.52252, 0.0210995, -0.177412, -0.151035, -0.999961, -0.00120012, -0.00166404, 0.00853585, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.527778] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1313] , 4.52252, 0.0210995, -0.177412, -0.151035, -0.999961, -0.00120012, -0.00166404, 0.00853585, 0.0104518, -0.0110742, 0.0232179, -0.0531197, 0.229719, 0.0546457, 
[2025-02-03 14:35:11.528896] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1314] , 4.52252, 0.0210995, -0.177412, -0.151035, -0.999961, -0.00120012, -0.00166404, 0.00853585, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.531560] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1315] , 4.52252, 0.0210995, -0.177412, -0.151035, -0.999961, -0.00120012, -0.00166404, 0.00853585, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.534120] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1316] , 4.53252, 0.0210909, -0.177446, -0.151182, -0.999963, -0.00156037, -0.000919701, 0.00839239, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.538927] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1317] , 4.53252, 0.0210909, -0.177446, -0.151182, -0.999963, -0.00156037, -0.000919701, 0.00839239, 0, -0.00341593, -0.0146413, 0.0707388, 0.149432, 0, 
[2025-02-03 14:35:11.541691] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1318] , 4.53252, 0.0210387, -0.177467, -0.151098, -0.999961, -0.00126809, -0.00103221, 0.00872496, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.544524] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1319] , 4.54253, 0.0210387, -0.177467, -0.151098, -0.999961, -0.00126809, -0.00103221, 0.00872496, -0.00521825, -0.00215406, 0.00837887, -0.058198, 0, 0.0664925, 
[2025-02-03 14:35:11.547381] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1320] , 4.54253, 0.0210387, -0.177467, -0.151098, -0.999961, -0.00126809, -0.00103221, 0.00872496, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.549848] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1321] , 4.54253, 0.0210387, -0.177467, -0.151098, -0.999961, -0.00126809, -0.00103221, 0.00872496, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.554172] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1322] , 4.55251, 0.0223028, -0.178745, -0.14549, -0.999773, -0.0074469, 0.0178059, 0.00897725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.556926] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1323] , 4.55251, 0.0223028, -0.178745, -0.14549, -0.999773, -0.0074469, 0.0178059, 0.00897725, 0.126408, -0.12771, 0.560829, 1.20265, 3.77873, 0, 
[2025-02-03 14:35:11.559544] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1324] , 4.55251, 0.0223028, -0.178745, -0.14549, -0.999773, -0.0074469, 0.0178059, 0.00897725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.562141] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1325] , 4.55251, 0.0223089, -0.178743, -0.145483, -0.999773, -0.00743237, 0.0178555, 0.00896056, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.565048] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1326] , 4.56252, 0.0223089, -0.178743, -0.145483, -0.999773, -0.00743237, 0.0178555, 0.00896056, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.568858] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1327] , 4.56252, 0.0223089, -0.178743, -0.145483, -0.999773, -0.00743237, 0.0178555, 0.00896056, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.571400] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1328] , 4.56252, 0.021987, -0.178731, -0.145004, -0.9998, -0.00619424, 0.0165566, 0.00938145, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.574251] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1329] , 4.57252, 0.021987, -0.178731, -0.145004, -0.9998, -0.00619424, 0.0165566, 0.00938145, -0.032186, 0, 0.0478419, -0.246906, -0.261487, 0.0901455, 
[2025-02-03 14:35:11.578304] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1330] , 4.57252, 0.021987, -0.178731, -0.145004, -0.9998, -0.00619424, 0.0165566, 0.00938145, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.579375] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1331] , 4.57252, 0.021987, -0.178731, -0.145004, -0.9998, -0.00619424, 0.0165566, 0.00938145, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.581983] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1332] , 4.57252, 0.0219918, -0.178735, -0.145007, -0.999799, -0.00620648, 0.0165726, 0.00940751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.586430] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1333] , 4.58254, 0.0219918, -0.178735, -0.145007, -0.999799, -0.00620648, 0.0165726, 0.00940751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.588138] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1334] , 4.58254, 0.0219918, -0.178735, -0.145007, -0.999799, -0.00620648, 0.0165726, 0.00940751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.591567] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1335] , 4.58254, 0.0219918, -0.178735, -0.145007, -0.999799, -0.00620648, 0.0165726, 0.00940751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.594237] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1336] , 4.59253, 0.0215225, -0.179757, -0.143791, -0.99988, -0.00365645, 0.0122029, 0.00878255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.597230] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1337] , 4.59253, 0.0215225, -0.179757, -0.143791, -0.99988, -0.00365645, 0.0122029, 0.00878255, -0.0469264, -0.10218, 0.121599, -0.500584, -0.879194, -0.1137, 
[2025-02-03 14:35:11.601009] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1338] , 4.59253, 0.0215225, -0.179757, -0.143791, -0.99988, -0.00365645, 0.0122029, 0.00878255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.603490] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1339] , 4.60252, 0.0215217, -0.179746, -0.143817, -0.99988, -0.00365507, 0.0122243, 0.00875904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.606660] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1340] , 4.60252, 0.0215217, -0.179746, -0.143817, -0.99988, -0.00365507, 0.0122243, 0.00875904, 0, 0, -0.0025576, 0, 0, 0, 
[2025-02-03 14:35:11.609102] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1341] , 4.60252, 0.0215217, -0.179746, -0.143817, -0.99988, -0.00365507, 0.0122243, 0.00875904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.611773] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1342] , 4.60252, 0.0215146, -0.179764, -0.143825, -0.99988, -0.00366974, 0.0121763, 0.00881209, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.616556] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1343] , 4.61253, 0.0215146, -0.179764, -0.143825, -0.99988, -0.00366974, 0.0121763, 0.00881209, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.618996] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1344] , 4.61253, 0.0215146, -0.179764, -0.143825, -0.99988, -0.00366974, 0.0121763, 0.00881209, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.621864] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1345] , 4.61253, 0.0215137, -0.179763, -0.143829, -0.99988, -0.00369342, 0.0122087, 0.00882537, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.624645] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1346] , 4.62253, 0.0215137, -0.179763, -0.143829, -0.99988, -0.00369342, 0.0122087, 0.00882537, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.627279] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1347] , 4.62253, 0.0215137, -0.179763, -0.143829, -0.99988, -0.00369342, 0.0122087, 0.00882537, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.629877] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1348] , 4.62253, 0.0215137, -0.179763, -0.143829, -0.99988, -0.00369342, 0.0122087, 0.00882537, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.634935] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1349] , 4.63251, 0.0215141, -0.179761, -0.143841, -0.999881, -0.00367684, 0.0121427, 0.00879533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.637719] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1350] , 4.63251, 0.0215141, -0.179761, -0.143841, -0.999881, -0.00367684, 0.0121427, 0.00879533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.640400] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1351] , 4.63251, 0.0215141, -0.179761, -0.143841, -0.999881, -0.00367684, 0.0121427, 0.00879533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.643030] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1352] , 4.64253, 0.0215109, -0.179768, -0.143838, -0.999881, -0.00367339, 0.0120932, 0.00880622, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.647661] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1353] , 4.64253, 0.0215109, -0.179768, -0.143838, -0.999881, -0.00367339, 0.0120932, 0.00880622, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.650252] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1354] , 4.64253, 0.0215109, -0.179768, -0.143838, -0.999881, -0.00367339, 0.0120932, 0.00880622, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.652758] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1355] , 4.64253, 0.0223978, -0.179819, -0.143658, -0.999908, -0.0030962, 0.0108344, 0.00758487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.655656] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1356] , 4.65253, 0.0223978, -0.179819, -0.143658, -0.999908, -0.0030962, 0.0108344, 0.00758487, 0.0886927, -0.00503487, 0.0180012, -0.110602, -0.253507, -0.242217, 
[2025-02-03 14:35:11.658607] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1357] , 4.65253, 0.0223978, -0.179819, -0.143658, -0.999908, -0.0030962, 0.0108344, 0.00758487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.662655] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1358] , 4.65253, 0.0223978, -0.179819, -0.143658, -0.999908, -0.0030962, 0.0108344, 0.00758487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.665146] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1359] , 4.66252, 0.0210084, -0.178285, -0.149686, -0.99993, -0.00888969, 0.000242369, 0.00777382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.668051] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1360] , 4.66252, 0.0210084, -0.178285, -0.149686, -0.99993, -0.00888969, 0.000242369, 0.00777382, -0.138947, 0.153344, -0.602779, 1.17462, -2.10925, 0.0437491, 
[2025-02-03 14:35:11.670732] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1361] , 4.66252, 0.0210084, -0.178285, -0.149686, -0.99993, -0.00888969, 0.000242369, 0.00777382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.673427] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1362] , 4.67251, 0.0209083, -0.178371, -0.149782, -0.999929, -0.00879504, -0.000455631, 0.00807129, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.678022] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1363] , 4.67251, 0.0209083, -0.178371, -0.149782, -0.999929, -0.00879504, -0.000455631, 0.00807129, -0.010004, -0.00855133, -0.0095975, 0, -0.139214, 0.0607279, 
[2025-02-03 14:35:11.681471] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1364] , 4.67251, 0.0209083, -0.178371, -0.149782, -0.999929, -0.00879504, -0.000455631, 0.00807129, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.683377] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1365] , 4.68252, 0.0223191, -0.178514, -0.149142, -0.999906, 0.00908395, 0.00614701, 0.0081715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.687280] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1366] , 4.68252, 0.0223191, -0.178514, -0.149142, -0.999906, 0.00908395, 0.00614701, 0.0081715, 0.141073, -0.0142712, 0.0639893, 624.732, 1.29139, 0, 
[2025-02-03 14:35:11.688726] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1367] , 4.68252, 0.0223191, -0.178514, -0.149142, -0.999906, 0.00908395, 0.00614701, 0.0081715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.691550] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1368] , 4.68252, 0.0225465, -0.179138, -0.149874, -0.999876, 0.00935304, 0.00949939, 0.00834392, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:11.694928] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [1369] , 4.69253, 0.0225465, -0.179138, -0.149874, -0.999876, 0.00935304, 0.00949939, 0.00834392, 0.0227494, -0.062409, -0.0731618, -0.0597715, 0.669674, 0.0412172, 
