[2025-02-03 14:05:23.182870] [0x0000007fa9c7c010] [MocapTag] [0x000015aa] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:05:25.847172] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [892] , 2.84603, 0.0147177, -0.18406, -0.145032, -0.999987, -0.000184775, 0.00257717, 0.00430369, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.849972] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [893] , 2.84603, 0.0147177, -0.18406, -0.145032, -0.999987, -0.000184775, 0.00257717, 0.00430369, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.852431] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [894] , 2.84603, 0.0147116, -0.184057, -0.145023, -0.999987, -0.00017794, 0.00259343, 0.00430832, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.855293] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [895] , 2.84603, 0.0147116, -0.184057, -0.145023, -0.999987, -0.00017794, 0.00259343, 0.00430832, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.858039] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [896] , 2.85603, 0.0147116, -0.184057, -0.145023, -0.999987, -0.00017794, 0.00259343, 0.00430832, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.864230] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [897] , 2.85603, 0.0147105, -0.184068, -0.145021, -0.999987, -0.000175139, 0.00259059, 0.00429978, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.865454] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [898] , 2.85603, 0.0147105, -0.184068, -0.145021, -0.999987, -0.000175139, 0.00259059, 0.00429978, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.868572] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [899] , 2.86602, 0.0147105, -0.184068, -0.145021, -0.999987, -0.000175139, 0.00259059, 0.00429978, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.870853] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [900] , 2.86602, 0.0147105, -0.184068, -0.145021, -0.999987, -0.000175139, 0.00259059, 0.00429978, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.873301] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [901] , 2.86602, 0.0147173, -0.184057, -0.145022, -0.999987, -0.000185325, 0.00256328, 0.00430863, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.877071] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [902] , 2.87602, 0.0147173, -0.184057, -0.145022, -0.999987, -0.000185325, 0.00256328, 0.00430863, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.879608] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [903] , 2.87602, 0.0147173, -0.184057, -0.145022, -0.999987, -0.000185325, 0.00256328, 0.00430863, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.882362] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [904] , 2.87602, 0.0147146, -0.184065, -0.145023, -0.999987, -0.000176782, 0.00259339, 0.00430768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.885040] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [905] , 2.87602, 0.0147146, -0.184065, -0.145023, -0.999987, -0.000176782, 0.00259339, 0.00430768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.887564] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [906] , 2.88603, 0.0147146, -0.184065, -0.145023, -0.999987, -0.000176782, 0.00259339, 0.00430768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.892140] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [907] , 2.88603, 0.0147146, -0.184065, -0.145023, -0.999987, -0.000176782, 0.00259339, 0.00430768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.894641] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [908] , 2.88603, 0.0147151, -0.184059, -0.145024, -0.999987, -0.000170489, 0.00261669, 0.00431457, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.897432] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [909] , 2.89602, 0.0147151, -0.184059, -0.145024, -0.999987, -0.000170489, 0.00261669, 0.00431457, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.900147] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [910] , 2.89602, 0.0147151, -0.184059, -0.145024, -0.999987, -0.000170489, 0.00261669, 0.00431457, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.902960] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [911] , 2.89602, 0.0147208, -0.184056, -0.14503, -0.999987, -0.000194602, 0.0026033, 0.00431014, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.906987] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [912] , 2.90603, 0.0147208, -0.184056, -0.14503, -0.999987, -0.000194602, 0.0026033, 0.00431014, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.909674] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [913] , 2.90603, 0.0147208, -0.184056, -0.14503, -0.999987, -0.000194602, 0.0026033, 0.00431014, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.912289] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [914] , 2.90603, 0.0147388, -0.184054, -0.145031, -0.999987, -0.00017552, 0.00261186, 0.00432767, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.915180] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [915] , 2.90603, 0.0147388, -0.184054, -0.145031, -0.999987, -0.00017552, 0.00261186, 0.00432767, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.917681] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [916] , 2.91603, 0.0147388, -0.184054, -0.145031, -0.999987, -0.00017552, 0.00261186, 0.00432767, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.923779] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [917] , 2.91603, 0.0147388, -0.184054, -0.145031, -0.999987, -0.00017552, 0.00261186, 0.00432767, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.926578] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [918] , 2.92604, 0.0147421, -0.184048, -0.14503, -0.999987, -0.000185912, 0.00263567, 0.00430357, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.928582] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [919] , 2.92604, 0.0147421, -0.184048, -0.14503, -0.999987, -0.000185912, 0.00263567, 0.00430357, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.930710] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [920] , 2.92604, 0.0147421, -0.184048, -0.14503, -0.999987, -0.000185912, 0.00263567, 0.00430357, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.934605] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [921] , 2.92604, 0.0147509, -0.184046, -0.145034, -0.999987, -0.00018196, 0.00264155, 0.00430837, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.938086] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [922] , 2.93603, 0.0147509, -0.184046, -0.145034, -0.999987, -0.00018196, 0.00264155, 0.00430837, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.940671] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [923] , 2.93603, 0.0147509, -0.184046, -0.145034, -0.999987, -0.00018196, 0.00264155, 0.00430837, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.943375] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [924] , 2.93603, 0.0147437, -0.184047, -0.145033, -0.999987, -0.000198956, 0.0026668, 0.00430662, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.946245] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [925] , 2.93603, 0.0147437, -0.184047, -0.145033, -0.999987, -0.000198956, 0.0026668, 0.00430662, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.948830] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [926] , 2.94603, 0.0147437, -0.184047, -0.145033, -0.999987, -0.000198956, 0.0026668, 0.00430662, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.952191] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [927] , 2.94603, 0.0147437, -0.184047, -0.145033, -0.999987, -0.000198956, 0.0026668, 0.00430662, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.954846] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [928] , 2.94603, 0.0147484, -0.184052, -0.145035, -0.999987, -0.000175166, 0.00262471, 0.00431399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.957792] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [929] , 2.95603, 0.0147484, -0.184052, -0.145035, -0.999987, -0.000175166, 0.00262471, 0.00431399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.960360] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [930] , 2.95603, 0.0147484, -0.184052, -0.145035, -0.999987, -0.000175166, 0.00262471, 0.00431399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.962986] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [931] , 2.95603, 0.0147417, -0.184051, -0.145031, -0.999987, -0.000182229, 0.00263112, 0.00431047, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.967103] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [932] , 2.96602, 0.0147417, -0.184051, -0.145031, -0.999987, -0.000182229, 0.00263112, 0.00431047, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.970372] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [933] , 2.96602, 0.0147417, -0.184051, -0.145031, -0.999987, -0.000182229, 0.00263112, 0.00431047, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.975280] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [934] , 2.96602, 0.0147328, -0.184052, -0.145025, -0.999987, -0.00020216, 0.00260238, 0.00430869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.975832] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [935] , 2.96602, 0.0147328, -0.184052, -0.145025, -0.999987, -0.00020216, 0.00260238, 0.00430869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.978472] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [936] , 2.97603, 0.0147328, -0.184052, -0.145025, -0.999987, -0.00020216, 0.00260238, 0.00430869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.981026] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [937] , 2.97603, 0.0147328, -0.184052, -0.145025, -0.999987, -0.00020216, 0.00260238, 0.00430869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.983625] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [938] , 2.97603, 0.0147257, -0.184054, -0.145031, -0.999987, -0.000186409, 0.00258463, 0.00429965, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.986949] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [939] , 2.98602, 0.0147257, -0.184054, -0.145031, -0.999987, -0.000186409, 0.00258463, 0.00429965, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.989723] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [940] , 2.98602, 0.0147257, -0.184054, -0.145031, -0.999987, -0.000186409, 0.00258463, 0.00429965, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.992232] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [941] , 2.98602, 0.0147257, -0.184054, -0.145031, -0.999987, -0.000186409, 0.00258463, 0.00429965, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.996355] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [942] , 2.98602, 0.0147182, -0.184069, -0.145028, -0.999987, -0.000171585, 0.00258969, 0.00431921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:25.997659] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [943] , 2.99603, 0.0147182, -0.184069, -0.145028, -0.999987, -0.000171585, 0.00258969, 0.00431921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.002999] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [944] , 2.99603, 0.0147182, -0.184069, -0.145028, -0.999987, -0.000171585, 0.00258969, 0.00431921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.005611] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [945] , 2.99603, 0.0147132, -0.18407, -0.145022, -0.999987, -0.000178961, 0.00256589, 0.00431941, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.008487] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [946] , 3.00603, 0.0147132, -0.18407, -0.145022, -0.999987, -0.000178961, 0.00256589, 0.00431941, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.011226] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [947] , 3.00603, 0.0147132, -0.18407, -0.145022, -0.999987, -0.000178961, 0.00256589, 0.00431941, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.014216] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [948] , 3.00603, 0.0147093, -0.184061, -0.145023, -0.999987, -0.000179237, 0.00259557, 0.00430133, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.019328] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [949] , 3.01602, 0.0147093, -0.184061, -0.145023, -0.999987, -0.000179237, 0.00259557, 0.00430133, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.021991] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [950] , 3.01602, 0.0147093, -0.184061, -0.145023, -0.999987, -0.000179237, 0.00259557, 0.00430133, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.025051] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [951] , 3.01602, 0.0147111, -0.184061, -0.145024, -0.999987, -0.000185675, 0.00258841, 0.00430213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.028737] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [952] , 3.02603, 0.0147111, -0.184061, -0.145024, -0.999987, -0.000185675, 0.00258841, 0.00430213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.030038] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [953] , 3.02603, 0.0147111, -0.184061, -0.145024, -0.999987, -0.000185675, 0.00258841, 0.00430213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.034696] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [954] , 3.02603, 0.0147169, -0.184064, -0.145028, -0.999987, -0.000189688, 0.00260533, 0.00431634, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.037695] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [955] , 3.03602, 0.0147169, -0.184064, -0.145028, -0.999987, -0.000189688, 0.00260533, 0.00431634, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.040654] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [956] , 3.03602, 0.0147169, -0.184064, -0.145028, -0.999987, -0.000189688, 0.00260533, 0.00431634, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.045419] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [957] , 3.03602, 0.0147255, -0.184059, -0.14503, -0.999987, -0.000176065, 0.00259467, 0.00430897, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.046022] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [958] , 3.03602, 0.0147255, -0.184059, -0.14503, -0.999987, -0.000176065, 0.00259467, 0.00430897, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.050821] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [959] , 3.04603, 0.0147255, -0.184059, -0.14503, -0.999987, -0.000176065, 0.00259467, 0.00430897, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.052164] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [960] , 3.04603, 0.0147255, -0.184059, -0.14503, -0.999987, -0.000176065, 0.00259467, 0.00430897, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.054905] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [961] , 3.04603, 0.0147306, -0.184047, -0.145024, -0.999987, -0.000190493, 0.00260984, 0.00430213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.057699] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [962] , 3.05602, 0.0147306, -0.184047, -0.145024, -0.999987, -0.000190493, 0.00260984, 0.00430213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.061771] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [963] , 3.05602, 0.0147306, -0.184047, -0.145024, -0.999987, -0.000190493, 0.00260984, 0.00430213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.064451] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [964] , 3.05602, 0.0147351, -0.184047, -0.145033, -0.999987, -0.000191688, 0.00261154, 0.00433375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.068223] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [965] , 3.06602, 0.0147351, -0.184047, -0.145033, -0.999987, -0.000191688, 0.00261154, 0.00433375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.070219] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [966] , 3.06602, 0.0147351, -0.184047, -0.145033, -0.999987, -0.000191688, 0.00261154, 0.00433375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.072680] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [967] , 3.06602, 0.0147446, -0.184051, -0.145034, -0.999987, -0.000177118, 0.00260833, 0.00430558, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.077104] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [968] , 3.07602, 0.0147446, -0.184051, -0.145034, -0.999987, -0.000177118, 0.00260833, 0.00430558, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.080174] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [969] , 3.07602, 0.0147446, -0.184051, -0.145034, -0.999987, -0.000177118, 0.00260833, 0.00430558, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.084262] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [970] , 3.07602, 0.0147503, -0.184049, -0.145035, -0.999987, -0.00017675, 0.00264324, 0.00432646, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.085924] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [971] , 3.07602, 0.0147503, -0.184049, -0.145035, -0.999987, -0.00017675, 0.00264324, 0.00432646, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.088971] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [972] , 3.08603, 0.0147503, -0.184049, -0.145035, -0.999987, -0.00017675, 0.00264324, 0.00432646, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.091159] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [973] , 3.08603, 0.0147503, -0.184049, -0.145035, -0.999987, -0.00017675, 0.00264324, 0.00432646, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.095719] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [974] , 3.08603, 0.0147435, -0.184045, -0.14503, -0.999987, -0.00019296, 0.00262304, 0.00429827, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.099099] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [975] , 3.09603, 0.0147435, -0.184045, -0.14503, -0.999987, -0.00019296, 0.00262304, 0.00429827, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.102146] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [976] , 3.09603, 0.0147435, -0.184045, -0.14503, -0.999987, -0.00019296, 0.00262304, 0.00429827, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.103808] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [977] , 3.09603, 0.01474, -0.184045, -0.145029, -0.999987, -0.000181897, 0.00262404, 0.00430322, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.106431] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [978] , 3.10603, 0.01474, -0.184045, -0.145029, -0.999987, -0.000181897, 0.00262404, 0.00430322, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.108968] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [979] , 3.10603, 0.01474, -0.184045, -0.145029, -0.999987, -0.000181897, 0.00262404, 0.00430322, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.112188] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [980] , 3.10603, 0.01474, -0.184045, -0.145029, -0.999987, -0.000181897, 0.00262404, 0.00430322, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.114698] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [981] , 3.10603, 0.0147422, -0.184056, -0.145031, -0.999987, -0.000188245, 0.00261747, 0.00430617, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.117440] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [982] , 3.11602, 0.0147422, -0.184056, -0.145031, -0.999987, -0.000188245, 0.00261747, 0.00430617, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.120918] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [983] , 3.11602, 0.0147422, -0.184056, -0.145031, -0.999987, -0.000188245, 0.00261747, 0.00430617, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.122724] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [984] , 3.11602, 0.0147387, -0.184058, -0.145025, -0.999987, -0.000192256, 0.00262421, 0.00429695, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.127225] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [985] , 3.12602, 0.0147387, -0.184058, -0.145025, -0.999987, -0.000192256, 0.00262421, 0.00429695, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.130731] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [986] , 3.12602, 0.0147387, -0.184058, -0.145025, -0.999987, -0.000192256, 0.00262421, 0.00429695, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.132547] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [987] , 3.12602, 0.0147336, -0.184064, -0.145035, -0.999987, -0.000168482, 0.00257112, 0.00431696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.135464] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [988] , 3.12602, 0.0147336, -0.184064, -0.145035, -0.999987, -0.000168482, 0.00257112, 0.00431696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.139064] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [989] , 3.13603, 0.0147336, -0.184064, -0.145035, -0.999987, -0.000168482, 0.00257112, 0.00431696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.140687] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [990] , 3.13603, 0.0147336, -0.184064, -0.145035, -0.999987, -0.000168482, 0.00257112, 0.00431696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.145242] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [991] , 3.13603, 0.0147287, -0.184057, -0.145028, -0.999987, -0.000169621, 0.0025851, 0.00429278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.147189] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [992] , 3.14602, 0.0147287, -0.184057, -0.145028, -0.999987, -0.000169621, 0.0025851, 0.00429278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.149821] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [993] , 3.14602, 0.0147287, -0.184057, -0.145028, -0.999987, -0.000169621, 0.0025851, 0.00429278, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.152460] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [994] , 3.14602, 0.0147216, -0.184062, -0.145028, -0.999987, -0.00018756, 0.00258069, 0.00431399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.155437] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [995] , 3.14602, 0.0147216, -0.184062, -0.145028, -0.999987, -0.00018756, 0.00258069, 0.00431399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.159974] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [996] , 3.15603, 0.0147216, -0.184062, -0.145028, -0.999987, -0.00018756, 0.00258069, 0.00431399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.162613] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [997] , 3.15603, 0.01472, -0.18406, -0.145026, -0.999987, -0.000178596, 0.00259222, 0.00429662, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.165453] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [998] , 3.15603, 0.01472, -0.18406, -0.145026, -0.999987, -0.000178596, 0.00259222, 0.00429662, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.168053] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [999] , 3.16603, 0.01472, -0.18406, -0.145026, -0.999987, -0.000178596, 0.00259222, 0.00429662, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.170592] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [1000] , 3.16603, 0.01472, -0.18406, -0.145026, -0.999987, -0.000178596, 0.00259222, 0.00429662, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.175995] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [1001] , 3.16603, 0.0147231, -0.184057, -0.145026, -0.999987, -0.00018026, 0.00261235, 0.0043116, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.180080] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [1002] , 3.17604, 0.0147231, -0.184057, -0.145026, -0.999987, -0.00018026, 0.00261235, 0.0043116, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.181148] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [1003] , 3.17604, 0.0147231, -0.184057, -0.145026, -0.999987, -0.00018026, 0.00261235, 0.0043116, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:26.183532] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [1004] , 3.17604, 0.0147321, -0.184065, -0.145026, -0.999987, -0.000179563, 0.00264226, 0.00430748, 0, 0, 0, 0, 0, 0, 
